time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040000,0.224011,-0.111642,-0.000013,-0.194209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,1.364011,-0.656010,-0.000122,-1.195900,0.000000,0.000000,0.000000,0.000000,0.301937,0.072648,0.125895,-0.264649
0.060000,2.092638,-0.965288,-0.000260,-1.856705,0.263905,0.060884,-0.105598,-0.234069,0.234337,0.053970,0.093550,-0.207965
0.070000,1.420076,-0.625957,-0.000228,-1.274674,0.221669,0.048533,-0.084222,-0.199220,1.250054,0.273636,0.474449,-1.123680
0.080000,1.585495,-0.667465,-0.000308,-1.438153,0.962949,0.199276,-0.346024,-0.876257,0.575284,0.119259,0.206847,-0.523396
0.090000,1.994381,-0.804596,-0.000445,-1.824879,0.594959,0.116002,-0.201563,-0.547625,1.350614,0.265242,0.460197,-1.241782
0.100000,2.357051,-0.917744,-0.000578,-2.171044,1.462108,0.269469,-0.468527,-1.358539,2.371828,0.442691,0.768323,-2.199834
0.110000,2.678846,-1.016084,-0.000694,-2.478667,2.707666,0.474433,-0.825393,-2.534777,2.117885,0.379476,0.658781,-1.976725
0.120000,2.967863,-1.106657,-0.000788,-2.753819,1.689283,0.285326,-0.496602,-1.589230,2.216024,0.385773,0.669830,-2.076841
0.130000,2.856292,-1.053259,-0.000762,-2.655004,2.590591,0.427103,-0.743540,-2.444564,2.785356,0.476814,0.827978,-2.616355
0.140000,2.673572,-0.975332,-0.000713,-2.489320,2.921728,0.476580,-0.829712,-2.760606,3.096328,0.526281,0.913879,-2.911202
0.150000,2.504942,-0.900050,-0.000669,-2.337658,2.738988,0.445890,-0.776215,-2.588576,3.273138,0.554763,0.963302,-3.078590
0.160000,2.444239,-0.858549,-0.000660,-2.288493,3.266113,0.531836,-0.925709,-3.086698,3.381217,0.570650,0.990853,-3.182012
0.170000,2.435524,-0.828879,-0.000671,-2.290139,3.591832,0.583000,-1.014667,-3.395853,3.118283,0.521030,0.904694,-2.938324
0.180000,2.399404,-0.784060,-0.000680,-2.267684,3.477718,0.558630,-0.972243,-3.291989,2.885545,0.473656,0.822474,-2.724988
0.190000,2.277745,-0.708720,-0.000666,-2.164680,3.186377,0.502557,-0.874727,-3.022464,2.814188,0.450395,0.782149,-2.665528
