time,load_est_x,load_est_y,load_est_z,load_est_vx,load_est_vy,load_est_vz,drone0_est_x,drone0_est_y,drone0_est_z,drone0_est_vx,drone0_est_vy,drone0_est_vz,drone1_est_x,drone1_est_y,drone1_est_z,drone1_est_vx,drone1_est_vy,drone1_est_vz,drone2_est_x,drone2_est_y,drone2_est_z,drone2_est_vx,drone2_est_vy,drone2_est_vz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000
0.010000,0.538759,0.000000,0.159834,18.000000,0.000000,-0.005530,0.611604,-0.000807,1.215957,0.000579,-0.000040,0.000797,-0.316223,0.499865,1.205543,-0.000810,-0.000986,0.000277,-0.276716,-0.526473,1.160678,0.001162,-0.000342,-0.001963
0.020000,0.624447,-0.000710,0.173856,8.755360,-0.024208,0.476153,0.605905,0.009944,1.233247,-0.001399,0.003689,0.004236,-0.317768,0.502883,1.140834,-0.001343,0.000064,-0.012601,-0.294354,-0.523144,1.184300,-0.004959,0.000813,0.002742
0.030000,0.631640,0.007301,0.189558,2.639381,0.310922,0.750142,0.603736,0.014039,1.240718,-0.003284,0.007237,0.007532,-0.318359,0.504029,1.112881,-0.001848,0.001066,-0.024948,-0.301068,-0.521877,1.194500,-0.010787,0.001914,0.007255
0.040000,0.630508,0.012250,0.198821,0.126124,0.315883,0.603325,0.602564,0.016255,1.244937,-0.005099,0.010651,0.010747,-0.318681,0.504648,1.097103,-0.002331,0.002034,-0.036995,-0.304699,-0.521193,1.200253,-0.016398,0.002974,0.011662
0.050000,0.621541,0.015705,0.204819,-0.792464,0.235814,0.398542,0.601805,0.017690,1.247693,-0.006825,0.013892,0.013876,-0.318890,0.505047,1.086801,-0.002785,0.002958,-0.048731,-0.307050,-0.520749,1.204006,-0.021731,0.003982,0.015959
0.060000,0.610498,0.017965,0.208462,-0.881564,0.146119,0.226655,0.601254,0.018733,1.249673,-0.008430,0.016900,0.016900,-0.319043,0.505336,1.079405,-0.003201,0.003822,-0.060078,-0.308756,-0.520428,1.206699,-0.026688,0.004920,0.020119
0.070000,0.587178,0.019401,0.214242,-15.025267,0.073159,3.648733,0.600823,0.019549,1.251195,-0.009883,0.019613,0.019788,-0.319163,0.505562,1.073722,-0.003570,0.004608,-0.070926,-0.310092,-0.520176,1.208766,-0.031167,0.005769,0.024102
0.080000,0.428527,0.020111,0.252622,-18.786027,0.026785,4.408957,0.600468,0.020223,1.252425,-0.011151,0.021973,0.022508,-0.319262,0.505748,1.069127,-0.003885,0.005301,-0.081156,-0.311194,-0.519969,1.210436,-0.035073,0.006510,0.027865
0.090000,0.237412,0.020362,0.297126,-14.632463,0.007521,3.205007,0.600166,0.020795,1.253459,-0.012212,0.023938,0.025027,-0.319347,0.505906,1.065269,-0.004138,0.005887,-0.090645,-0.312130,-0.519792,1.211838,-0.038336,0.007130,0.031364
0.100000,0.094237,0.020441,0.328159,-6.667435,0.009014,1.142581,0.599904,0.021291,1.254353,-0.013054,0.025483,0.027316,-0.319419,0.506044,1.061935,-0.004327,0.006360,-0.099281,-0.312941,-0.519639,1.213049,-0.040914,0.007621,0.034556
0.110000,0.036158,0.020552,0.337210,1.238571,0.020998,-0.806431,0.599676,0.021722,1.255141,-0.013673,0.026605,0.029348,-0.319483,0.506163,1.058997,-0.004453,0.006717,-0.106967,-0.313648,-0.519506,1.214116,-0.042802,0.007983,0.037408
0.120000,0.054668,0.020783,0.327562,6.426583,0.034167,-1.983939,0.596923,0.023428,1.247358,-0.030798,0.036026,-0.005230,-0.314379,0.510644,1.075415,0.029246,0.035603,-0.032097,-0.309857,-0.517315,1.215968,-0.015187,0.021806,0.043733
0.130000,0.124361,0.021208,0.306030,8.122470,0.082945,-2.520062,0.594440,0.024956,1.240265,-0.045226,0.043772,-0.037258,-0.309758,0.514693,1.090387,0.057950,0.060100,0.037475,-0.306403,-0.515336,1.217645,0.008724,0.033482,0.049373
0.140000,0.207843,0.022157,0.279737,6.854880,0.133841,-2.381863,0.592207,0.026320,1.233742,-0.057045,0.049923,-0.066499,-0.305588,0.518343,1.104169,0.081783,0.080335,0.101224,-0.303265,-0.513555,1.219173,0.028974,0.043078,0.054293
0.150000,0.275571,0.023596,0.255652,3.948058,0.165091,-1.783209,0.590210,0.027531,1.227715,-0.066434,0.054608,-0.092795,-0.301844,0.521615,1.116922,0.101045,0.096581,0.158790,-0.300428,-0.511962,1.220571,0.045742,0.050733,0.058483
0.160000,0.312349,0.025335,0.238052,0.827041,0.170020,-1.034847,0.588436,0.028599,1.222133,-0.073630,0.057990,-0.116066,-0.298503,0.524529,1.128746,0.116153,0.109212,0.209984,-0.297878,-0.510544,1.221848,0.059304,0.056633,0.061948
0.170000,0.317555,0.027091,0.228148,-1.480066,0.152088,-0.398169,0.586869,0.029534,1.216967,-0.078902,0.060246,-0.136316,-0.295541,0.527108,1.139709,0.127587,0.118657,0.254785,-0.295602,-0.509292,1.223015,0.069997,0.060992,0.064711
0.180000,0.300533,0.028638,0.224517,-2.514145,0.121240,-0.028238,0.585496,0.030347,1.212193,-0.082528,0.061552,-0.153616,-0.292933,0.529375,1.149853,0.135853,0.125362,0.293323,-0.293582,-0.508192,1.224076,0.078183,0.064029,0.066812
