time,drone0_tau_x,drone0_tau_y,drone0_tau_z,drone0_f_x,drone0_f_y,drone0_f_z,drone1_tau_x,drone1_tau_y,drone1_tau_z,drone1_f_x,drone1_f_y,drone1_f_z,drone2_tau_x,drone2_tau_y,drone2_tau_z,drone2_f_x,drone2_f_y,drone2_f_z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750
0.010000,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317759,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317757,-0.097012,0.052754,-0.000001,-0.003600,-0.006469,16.925275
0.020000,0.000339,-0.000724,-0.000000,-0.000133,-0.000068,22.317774,0.000338,-0.000724,-0.000000,-0.000133,-0.000068,22.317771,-0.121211,0.067253,-0.000005,-0.012371,-0.021847,17.766574
0.030000,0.000335,-0.000726,-0.000000,-0.000350,-0.000178,22.317803,0.000335,-0.000725,-0.000000,-0.000350,-0.000178,22.317797,-0.131066,0.073293,-0.000010,-0.025526,-0.044643,18.603739
0.040000,0.000320,-0.000699,-0.000000,-0.000675,-0.000342,22.317845,0.000319,-0.000698,-0.000000,-0.000675,-0.000341,22.317837,-0.137603,0.077221,-0.000018,-0.043008,-0.074770,19.374431
0.050000,0.000306,-0.000666,-0.000000,-0.001104,-0.000556,22.317884,0.000306,-0.000666,-0.000000,-0.001104,-0.000555,22.317874,-0.143633,0.080772,-0.000028,-0.064810,-0.112225,20.051472
0.060000,0.000300,-0.032230,-0.000001,0.002058,-0.000819,22.346922,0.000288,-0.000628,-0.000000,-0.001631,-0.000818,22.317880,-0.149290,0.084106,-0.000039,-0.091429,-0.157871,20.754531
0.070000,0.000277,-0.014264,-0.000001,0.005861,-0.001149,22.765891,0.012811,0.029983,0.000003,-0.007611,0.001101,22.389410,-0.151737,0.085689,-0.000051,-0.124121,-0.213857,21.665348
0.080000,0.000291,-0.053131,-0.000004,0.009274,-0.001328,20.054521,0.005616,0.013070,0.000002,-0.013402,0.002723,22.904216,-0.150466,0.085190,-0.000062,-0.163120,-0.280556,22.709333
0.090000,0.000256,-0.031089,-0.000003,0.019579,-0.001931,23.095580,0.008937,0.020047,0.000004,-0.011477,0.002495,14.257029,-0.146477,0.083155,-0.000071,-0.207596,-0.356516,23.746250
