time,drone0_roll,drone0_pitch,drone0_yaw,drone0_des_qw,drone0_des_qx,drone0_des_qy,drone0_des_qz,drone0_err_x,drone0_err_y,drone0_err_z,drone1_roll,drone1_pitch,drone1_yaw,drone1_des_qw,drone1_des_qx,drone1_des_qy,drone1_des_qz,drone1_err_x,drone1_err_y,drone1_err_z,drone2_roll,drone2_pitch,drone2_yaw,drone2_des_qw,drone2_des_qx,drone2_des_qy,drone2_des_qz,drone2_err_x,drone2_err_y,drone2_err_z
0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0
0.010000,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000382,-0.000213,-0.000000,1,0,0,0,0,0,0
0.020000,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.001230,-0.000696,-0.000000,1,0,0,0,0,0,0
0.030000,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.002400,-0.001372,-0.000002,1,0,0,0,0,0,0
0.040000,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.003859,-0.002220,-0.000004,1,0,0,0,0,0,0
0.050000,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.005597,-0.003232,-0.000009,1,0,0,0,0,0,0
0.060000,0.000037,0.000092,0.000000,1,0,0,0,0,0,0,0.000037,-0.000073,-0.000000,1,0,0,0,0,0,0,0.007606,-0.004405,-0.000017,1,0,0,0,0,0,0
0.070000,0.000050,0.000257,0.000000,1,0,0,0,0,0,0,-0.000049,-0.000340,-0.000000,1,0,0,0,0,0,0,0.009871,-0.005729,-0.000028,1,0,0,0,0,0,0
0.080000,0.000066,0.000462,0.000000,1,0,0,0,0,0,0,-0.000119,-0.000585,0.000000,1,0,0,0,0,0,0,0.012354,-0.007182,-0.000044,1,0,0,0,0,0,0
0.090000,0.000084,0.000848,0.000000,1,0,0,0,0,0,0,-0.000175,-0.000805,0.000000,1,0,0,0,0,0,0,0.015012,-0.008741,-0.000065,1,0,0,0,0,0,0
0.100000,0.000103,0.001251,0.000000,1,0,0,0,0,0,0,-0.000350,-0.001316,0.000000,1,0,0,0,0,0,0,0.017807,-0.010382,-0.000092,1,0,0,0,0,0,0
0.110000,0.000123,0.001807,0.000000,1,0,0,0,0,0,0,-0.000509,-0.001804,0.000000,1,0,0,0,0,0,0,0.020709,-0.012087,-0.000125,1,0,0,0,0,0,0
0.120000,0.000145,0.002438,0.000000,1,0,0,0,0,0,0,-0.000689,-0.002343,0.000001,1,0,0,0,0,0,0,0.023667,-0.013828,-0.000163,1,0,0,0,0,0,0
0.130000,0.000168,0.003178,0.000000,1,0,0,0,0,0,0,-0.000943,-0.003056,0.000001,1,0,0,0,0,0,0,0.026547,-0.015527,-0.000206,1,0,0,0,0,0,0
0.140000,0.000192,0.004049,0.000000,1,0,0,0,0,0,0,-0.001187,-0.003749,0.000002,1,0,0,0,0,0,0,0.029294,-0.017153,-0.000251,1,0,0,0,0,0,0
0.150000,0.000216,0.005031,0.000001,1,0,0,0,0,0,0,-0.001500,-0.004586,0.000003,1,0,0,0,0,0,0,0.031970,-0.018737,-0.000299,1,0,0,0,0,0,0
0.160000,0.000242,0.006152,0.000001,1,0,0,0,0,0,0,-0.001844,-0.005488,0.000005,1,0,0,0,0,0,0,0.034578,-0.020283,-0.000351,1,0,0,0,0,0,0
0.170000,0.000267,0.007415,0.000001,1,0,0,0,0,0,0,-0.002224,-0.006452,0.000007,1,0,0,0,0,0,0,0.037110,-0.021784,-0.000404,1,0,0,0,0,0,0
0.180000,0.000294,0.008819,0.000002,1,0,0,0,0,0,0,-0.002673,-0.007543,0.000009,1,0,0,0,0,0,0,0.039554,-0.023235,-0.000460,1,0,0,0,0,0,0
0.190000,0.000321,0.010360,0.000002,1,0,0,0,0,0,0,-0.003161,-0.008694,0.000013,1,0,0,0,0,0,0,0.041897,-0.024628,-0.000517,1,0,0,0,0,0,0
0.200000,0.000348,0.011978,0.000003,1,0,0,0,0,0,0,-0.003723,-0.009959,0.000017,1,0,0,0,0,0,0,0.044126,-0.025955,-0.000574,1,0,0,0,0,0,0
