time,load_x,load_y,load_z,load_vx,load_vy,load_vz,load_qw,load_qx,load_qy,load_qz,load_wx,load_wy,load_wz,drone0_x,drone0_y,drone0_z,drone0_vx,drone0_vy,drone0_vz,drone0_qw,drone0_qx,drone0_qy,drone0_qz,drone0_wx,drone0_wy,drone0_wz,drone1_x,drone1_y,drone1_z,drone1_vx,drone1_vy,drone1_vz,drone1_qw,drone1_qx,drone1_qy,drone1_qz,drone1_wx,drone1_wy,drone1_wz,drone2_x,drone2_y,drone2_z,drone2_vx,drone2_vy,drone2_vz,drone2_qw,drone2_qx,drone2_qy,drone2_qz,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.000014,-0.000024,0.159544,-0.002656,-0.004693,-0.089384,1.000000,-0.000024,0.000014,-0.000000,-0.009228,0.005328,-0.000000,0.600001,0.000000,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299999,0.519616,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299980,-0.519582,1.199811,0.003951,0.006694,-0.037171,1.000000,0.000191,-0.000106,0.000000,0.065482,-0.036925,0.000000
0.020000,-0.000054,-0.000095,0.158194,-0.005282,-0.009334,-0.178866,1.000000,-0.000093,0.000054,-0.000000,-0.018301,0.010565,-0.000001,0.600002,0.000001,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000370,-0.000726,0.000000,-0.299998,0.519616,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000369,-0.000726,0.000000,-0.299919,-0.519479,1.199258,0.008143,0.013805,-0.072314,1.000000,0.000615,-0.000348,0.000000,0.101462,-0.058325,0.000000
0.030000,-0.000120,-0.000212,0.155949,-0.007941,-0.014033,-0.268249,1.000000,-0.000207,0.000120,-0.000000,-0.027379,0.015803,-0.000002,0.600005,0.000003,1.200000,0.000361,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000612,-0.001212,0.000000,-0.299995,0.519618,1.200000,0.000361,0.000179,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000611,-0.001212,0.000000,-0.299816,-0.519303,1.198368,0.012475,0.021157,-0.104605,0.999999,0.001200,-0.000686,0.000000,0.131471,-0.076185,0.000000
0.040000,-0.000213,-0.000377,0.152813,-0.010739,-0.018974,-0.357197,1.000000,-0.000368,0.000213,-0.000000,-0.036762,0.021216,-0.000005,0.600010,0.000005,1.200000,0.000481,0.000239,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000846,-0.001688,0.000000,-0.299990,0.519620,1.200000,0.000481,0.000238,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000844,-0.001687,0.000000,-0.299669,-0.519054,1.197169,0.016888,0.028648,-0.134163,0.999998,0.001930,-0.001110,0.000000,0.159692,-0.092913,-0.000000
0.050000,-0.000327,-0.000578,0.148879,-0.008596,-0.015221,-0.363002,1.000000,-0.000447,0.000259,-0.000000,0.101786,-0.057486,-0.000010,0.600015,0.000007,1.200000,0.000600,0.000297,-0.000005,1.000000,0.000012,-0.000025,0.000000,0.001070,-0.002144,0.000000,-0.299985,0.519623,1.200000,0.000600,0.000297,-0.000004,1.000000,0.000012,-0.000025,0.000000,0.001068,-0.002143,0.000000,-0.299477,-0.518728,1.195687,0.021362,0.036247,-0.161452,0.999995,0.002798,-0.001616,0.000000,0.187196,-0.109172,-0.000000
0.060000,-0.000421,-0.000744,0.147501,-0.010093,-0.017878,0.006394,1.000000,0.000111,-0.000056,-0.000000,0.120134,-0.067821,-0.000017,0.600007,0.000011,1.199918,-0.001932,0.000355,-0.014628,1.000000,0.000018,0.000046,0.000000,0.001277,0.020547,0.000001,-0.299978,0.519626,1.200000,0.000716,0.000354,-0.000004,1.000000,0.000018,-0.000037,0.000000,0.001280,-0.002574,0.000000,-0.299240,-0.518327,1.193941,0.025875,0.043917,-0.186785,0.999990,0.003803,-0.002203,0.000000,0.213921,-0.124958,-0.000000
0.070000,-0.000527,-0.000933,0.147896,-0.011127,-0.019736,0.051857,1.000000,0.000744,-0.000413,-0.000000,0.132414,-0.074659,-0.000024,0.599986,0.000015,1.199769,-0.002316,0.000411,-0.014656,1.000000,0.000025,0.000129,0.000000,0.001480,0.014207,0.000000,-0.299948,0.519621,1.199883,0.004038,-0.000879,-0.015885,1.000000,-0.000025,-0.000170,-0.000000,-0.008544,-0.027723,-0.000002,-0.298959,-0.517849,1.191956,0.030288,0.051418,-0.209127,0.999984,0.004935,-0.002864,0.000000,0.237812,-0.139126,-0.000001
0.080000,-0.000644,-0.001140,0.148400,-0.012238,-0.021726,0.046693,0.999999,0.001439,-0.000805,-0.000000,0.145521,-0.081973,-0.000033,0.599956,0.000019,1.199596,-0.004839,0.000465,-0.027689,1.000000,0.000033,0.000231,0.000000,0.001651,0.039601,0.000002,-0.299904,0.519611,1.199724,0.004657,-0.001029,-0.015427,1.000000,-0.000059,-0.000293,-0.000000,-0.005977,-0.022538,-0.000001,-0.298635,-0.517299,1.189769,0.034439,0.058467,-0.227207,0.999974,0.006177,-0.003591,0.000000,0.257636,-0.150953,-0.000002
0.090000,-0.000773,-0.001369,0.148802,-0.013522,-0.024015,0.033251,0.999997,0.002204,-0.001236,-0.000001,0.160653,-0.090459,-0.000046,0.599898,0.000024,1.199286,-0.006274,0.000517,-0.031538,1.000000,0.000042,0.000424,0.000000,0.001829,0.035144,0.000001,-0.299855,0.519600,1.199581,0.005534,-0.001285,-0.015229,1.000000,-0.000088,-0.000403,-0.000000,-0.008165,-0.028211,-0.000002,-0.298271,-0.516681,1.187426,0.038205,0.064853,-0.240314,0.999962,0.007506,-0.004371,0.000000,0.273097,-0.160246,-0.000004
