time,load_est_x,load_est_y,load_est_z,load_est_vx,load_est_vy,load_est_vz,drone0_est_x,drone0_est_y,drone0_est_z,drone0_est_vx,drone0_est_vy,drone0_est_vz,drone1_est_x,drone1_est_y,drone1_est_z,drone1_est_vx,drone1_est_vy,drone1_est_vz,drone2_est_x,drone2_est_y,drone2_est_z,drone2_est_vx,drone2_est_vy,drone2_est_vz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000
0.010000,0.538761,0.000000,0.190005,18.000000,0.000000,1.002458,0.611604,-0.000807,1.215957,0.000579,-0.000040,0.000797,-0.316223,0.499865,1.205543,-0.000810,-0.000986,0.000277,-0.276716,-0.526473,1.160678,0.001162,-0.000342,-0.001963
0.020000,0.624445,-0.000710,0.208253,8.755316,-0.024208,0.946950,0.605905,0.009944,1.233247,-0.001399,0.003689,0.004236,-0.317768,0.502883,1.140834,-0.001343,0.000064,-0.012601,-0.294354,-0.523144,1.184300,-0.004959,0.000813,0.002742
0.030000,0.631627,0.007302,0.224494,2.639432,0.310923,0.898062,0.603736,0.014039,1.240718,-0.003284,0.007237,0.007532,-0.318359,0.504029,1.112881,-0.001848,0.001066,-0.024948,-0.301068,-0.521877,1.194500,-0.010787,0.001914,0.007255
0.040000,0.630495,0.012251,0.233809,0.126537,0.315845,0.617222,0.602564,0.016255,1.244937,-0.005099,0.010651,0.010747,-0.318681,0.504648,1.097103,-0.002331,0.002034,-0.036995,-0.304699,-0.521193,1.200253,-0.016398,0.002974,0.011662
0.050000,0.621534,0.015705,0.239410,-0.791948,0.235769,0.361965,0.601805,0.017690,1.247693,-0.006825,0.013892,0.013876,-0.318890,0.505047,1.086801,-0.002785,0.002958,-0.048731,-0.307050,-0.520749,1.204006,-0.021731,0.003982,0.015959
0.060000,0.593812,0.018045,0.247915,-15.425236,0.143439,3.916731,0.601254,0.018733,1.249673,-0.008430,0.016900,0.016900,-0.319043,0.505336,1.079405,-0.003201,0.003822,-0.060078,-0.308756,-0.520428,1.206699,-0.026688,0.004920,0.020119
0.070000,0.428047,0.019446,0.289725,-19.332143,0.069832,4.687606,0.600823,0.019549,1.251195,-0.009883,0.019613,0.019788,-0.319163,0.505562,1.073722,-0.003570,0.004608,-0.070926,-0.310092,-0.520176,1.208766,-0.031167,0.005769,0.024102
0.080000,0.231109,0.020108,0.337083,-15.123335,0.024351,3.420400,0.600468,0.020223,1.252425,-0.011151,0.021973,0.022508,-0.319262,0.505748,1.069127,-0.003885,0.005301,-0.081156,-0.311194,-0.519969,1.210436,-0.035073,0.006510,0.027865
0.090000,0.086034,0.020331,0.369216,-6.992971,0.006985,1.244876,0.600166,0.020795,1.253459,-0.012212,0.023938,0.025027,-0.319347,0.505906,1.065269,-0.004138,0.005887,-0.090645,-0.312130,-0.519792,1.211838,-0.038336,0.007130,0.031364
0.100000,0.024687,0.020408,0.379225,0.957951,0.010138,-0.765762,0.599904,0.021291,1.254353,-0.013054,0.025483,0.027316,-0.319419,0.506044,1.061935,-0.004327,0.006360,-0.099281,-0.312941,-0.519639,1.213049,-0.040914,0.007621,0.034556
0.110000,0.044739,0.020538,0.368770,6.264478,0.022998,-2.011639,0.599676,0.021722,1.255141,-0.013673,0.026605,0.029348,-0.319483,0.506163,1.058997,-0.004453,0.006717,-0.106967,-0.313648,-0.519506,1.214116,-0.042802,0.007983,0.037408
0.120000,0.114668,0.020806,0.346834,8.031486,0.036137,-2.302767,0.596907,0.023428,1.247311,-0.030906,0.036026,-0.005430,-0.314382,0.510616,1.075348,0.029226,0.035418,-0.032383,-0.309961,-0.517495,1.216573,-0.015869,0.020625,0.046323
0.130000,0.197392,0.021265,0.322862,6.787326,0.084041,-2.098524,0.594409,0.024956,1.240176,-0.045425,0.043772,-0.037642,-0.309764,0.514640,1.090260,0.057912,0.059759,0.036925,-0.306602,-0.515680,1.218801,0.007462,0.031297,0.054351
0.140000,0.264248,0.022241,0.301549,3.939952,0.133762,-1.580998,0.592162,0.026320,1.233614,-0.057320,0.049923,-0.067051,-0.305596,0.518266,1.103986,0.081731,0.079864,0.100435,-0.303549,-0.514046,1.220835,0.027232,0.040061,0.061439
0.150000,0.300500,0.023713,0.285881,0.896733,0.163853,-0.976130,0.590153,0.027531,1.227551,-0.066770,0.054608,-0.093495,-0.301854,0.521517,1.116687,0.100982,0.096005,0.157787,-0.300788,-0.512585,1.222699,0.043612,0.047045,0.067567
0.160000,0.305968,0.025454,0.276434,-1.331037,0.167363,-0.479534,0.588368,0.028599,1.221936,-0.074014,0.057990,-0.116899,-0.298515,0.524413,1.128464,0.116080,0.108554,0.208793,-0.298306,-0.511285,1.224408,0.056871,0.052421,0.072734
0.170000,0.290212,0.027188,0.271846,-2.311180,0.148717,-0.202608,0.586792,0.029534,1.216739,-0.079323,0.060246,-0.137262,-0.295556,0.526976,1.139382,0.127508,0.117937,0.253431,-0.296090,-0.510137,1.225972,0.067335,0.056384,0.076966
0.180000,0.266174,0.028702,0.269786,-2.131273,0.118085,-0.161027,0.585410,0.030347,1.211937,-0.082974,0.061552,-0.154658,-0.292949,0.529229,1.149486,0.135769,0.124598,0.291833,-0.294123,-0.509129,1.227401,0.075358,0.059137,0.080308
0.190000,0.245185,0.029891,0.267911,-1.196629,0.085921,-0.295859,0.584206,0.031049,1.207514,-0.085238,0.062076,-0.169218,-0.290667,0.531198,1.158810,0.141356,0.128967,0.324254,-0.292388,-0.508250,1.228700,0.081288,0.060874,0.082820
0.200000,0.234320,0.030750,0.264525,-0.002627,0.059562,-0.511658,0.583162,0.031652,1.203454,-0.086362,0.061971,-0.181120,-0.288680,0.532909,1.167384,0.144725,0.131442,0.351052,-0.290866,-0.507488,1.229877,0.085458,0.061776,0.084574
0.210000,0.235679,0.031346,0.258919,1.037287,0.042170,-0.714588,0.582263,0.032167,1.199741,-0.086568,0.061371,-0.190576,-0.286958,0.534388,1.175238,0.146288,0.132383,0.372655,-0.289536,-0.506830,1.230939,0.088170,0.062003,0.085647
0.220000,0.247302,0.031772,0.251324,1.687987,0.033312,-0.841302,0.582515,0.029437,1.202730,-0.080374,0.042850,-0.166560,-0.287510,0.532097,1.173986,0.135130,0.112357,0.348229,-0.286575,-0.505013,1.228374,0.099690,0.068639,0.068862
0.230000,0.265108,0.032005,0.242782,1.942687,-0.065212,-0.679733,0.582772,0.026976,1.205588,-0.074675,0.027318,-0.144715,-0.288055,0.530002,1.172670,0.124937,0.095057,0.325056,-0.283960,-0.503410,1.225954,0.108384,0.073562,0.053848
0.240000,0.285146,0.031210,0.236054,1.887254,-0.182464,-0.389400,0.583028,0.024763,1.208307,-0.069444,0.014353,-0.124946,-0.288587,0.528093,1.171312,0.115645,0.080143,0.303187,-0.281659,-0.502002,1.223679,0.114737,0.077070,0.040498
0.250000,0.304456,0.029232,0.232319,1.672269,-0.268109,-0.111009,0.583281,0.022778,1.210884,-0.064650,0.003578,-0.107134,-0.289102,0.526358,1.169930,0.107183,0.067302,0.282641,-0.279637,-0.500768,1.221549,0.119161,0.079417,0.028695
0.260000,0.321527,0.026422,0.231364,1.440925,-0.299787,0.069532,0.583527,0.021000,1.213315,-0.060261,-0.005335,-0.091149,-0.289598,0.524782,1.168543,0.099483,0.056257,0.263412,-0.277865,-0.499688,1.219561,0.122011,0.080819,0.018313
0.270000,0.336302,0.023336,0.232152,1.290397,-0.280548,0.128132,0.583767,0.019409,1.215602,-0.056244,-0.012670,-0.076854,-0.290072,0.523355,1.167163,0.092476,0.046762,0.245471,-0.276316,-0.498746,1.217711,0.123582,0.081459,0.009227
0.280000,0.349662,0.020483,0.233440,1.257772,-0.228766,0.088003,0.583997,0.017987,1.217746,-0.052568,-0.018673,-0.064110,-0.290523,0.522062,1.165803,0.086096,0.038603,0.228775,-0.274963,-0.497925,1.215995,0.124123,0.081487,0.001312
0.290000,0.362820,0.018179,0.234249,1.329143,-0.167067,-0.003905,0.584219,0.016718,1.219750,-0.049201,-0.023552,-0.052779,-0.290952,0.520893,1.164470,0.080285,0.031592,0.213270,-0.273785,-0.497212,1.214406,0.123839,0.081029,-0.005549
0.300000,0.376792,0.016506,0.234098,1.457818,-0.113701,-0.099151,0.584431,0.015585,1.221621,-0.046115,-0.027486,-0.042729,-0.291358,0.519835,1.163171,0.074985,0.025569,0.198895,-0.272761,-0.496593,1.212937,0.122899,0.080188,-0.011468
0.310000,0.392079,0.015367,0.232997,1.585026,-0.078280,-0.162868,0.584633,0.014574,1.223363,-0.043284,-0.030625,-0.033836,-0.291742,0.518878,1.161913,0.070147,0.020395,0.185582,-0.271873,-0.496059,1.211583,0.121445,0.079047,-0.016549
0.320000,0.408591,0.014575,0.231291,1.660492,-0.061752,-0.180254,0.583142,0.009459,1.217310,-0.047682,-0.050614,-0.056756,-0.292277,0.517860,1.158910,0.065007,0.015317,0.166097,-0.274514,-0.498362,1.209602,0.105420,0.066190,-0.023830
0.330000,0.425716,0.013809,0.229216,1.606363,-0.186218,-0.386363,0.581812,0.004868,1.211731,-0.051140,-0.067167,-0.076427,-0.292774,0.516941,1.156091,0.060359,0.010970,0.148512,-0.276916,-0.500450,1.207778,0.091414,0.055044,-0.030056
0.340000,0.442174,0.011727,0.224988,1.461679,-0.347035,-0.625006,0.580625,0.000747,1.206594,-0.053808,-0.080802,-0.093224,-0.293236,0.516109,1.153447,0.056146,0.007251,0.132651,-0.279102,-0.502345,1.206099,0.079159,0.045378,-0.035349
0.350000,0.457088,0.008030,0.218379,1.276531,-0.467297,-0.787757,0.579568,-0.002952,1.201868,-0.055813,-0.091955,-0.107490,-0.293666,0.515358,1.150970,0.052320,0.004071,0.118349,-0.281093,-0.504065,1.204556,0.068424,0.036991,-0.039822
0.360000,0.470085,0.003177,0.210225,1.100729,-0.511451,-0.831014,0.578625,-0.006271,1.197524,-0.057262,-0.101001,-0.119527,-0.294067,0.514678,1.148651,0.048839,0.001356,0.105454,-0.282906,-0.505627,1.203139,0.059011,0.029710,-0.043574
0.370000,0.481289,-0.002048,0.201747,0.976818,-0.481636,-0.767004,0.577786,-0.009249,1.193533,-0.058245,-0.108254,-0.129608,-0.294439,0.514064,1.146483,0.045665,-0.000959,0.093829,-0.284558,-0.507045,1.201838,0.050747,0.023388,-0.046693
0.380000,0.491252,-0.006920,0.193990,0.926621,-0.403357,-0.638985,0.577039,-0.011921,1.189870,-0.058837,-0.113984,-0.137974,-0.294787,0.513508,1.144455,0.042766,-0.002929,0.083347,-0.286065,-0.508334,1.200645,0.043485,0.017898,-0.049260
0.390000,0.500728,-0.010976,0.187559,0.944488,-0.308725,-0.495182,0.576375,-0.014317,1.186509,-0.059104,-0.118418,-0.144838,-0.295111,0.513004,1.142560,0.040113,-0.004603,0.073895,-0.287439,-0.509506,1.199552,0.037098,0.013130,-0.051342
0.400000,0.510406,-0.014073,0.182584,1.003441,-0.224303,-0.371968,0.575786,-0.016464,1.183427,-0.059099,-0.121751,-0.150390,-0.295413,0.512549,1.140790,0.037679,-0.006019,0.065370,-0.288693,-0.510571,1.198549,0.031475,0.008990,-0.053003
0.410000,0.520689,-0.016323,0.178843,1.065868,-0.165051,-0.286997,0.575263,-0.018389,1.180602,-0.058867,-0.124148,-0.154794,-0.295696,0.512137,1.139136,0.035442,-0.007213,0.057679,-0.289839,-0.511540,1.197632,0.026522,0.005397,-0.054295
0.420000,0.531606,-0.017987,0.175944,1.097826,-0.133897,-0.240743,0.572339,-0.017516,1.186027,-0.066641,-0.117113,-0.131982,-0.298183,0.513632,1.139559,0.025983,-0.001996,0.057174,-0.290623,-0.510347,1.186765,0.023030,0.009188,-0.088068
0.430000,0.542772,-0.019294,0.173663,0.999526,-0.046922,0.018852,0.569692,-0.016698,1.191086,-0.073112,-0.110613,-0.111491,-0.300452,0.514993,1.139940,0.017720,0.002517,0.056561,-0.291341,-0.509264,1.176700,0.019931,0.012429,-0.117568
0.440000,0.552872,-0.019706,0.174075,0.812992,0.047177,0.330252,0.567297,-0.015931,1.195805,-0.078455,-0.104596,-0.093085,-0.302521,0.516232,1.140283,0.010505,0.006414,0.055858,-0.291999,-0.508280,1.167380,0.017178,0.015189,-0.143269
0.450000,0.561031,-0.019175,0.177620,0.579723,0.114195,0.572001,0.565130,-0.015210,1.200205,-0.082820,-0.099015,-0.076552,-0.304410,0.517359,1.140590,0.004210,0.009772,0.055081,-0.292602,-0.507386,1.158748,0.014731,0.017532,-0.165593
0.460000,0.566794,-0.017988,0.183544,0.331226,0.139898,0.686126,0.563171,-0.014531,1.204310,-0.086336,-0.093831,-0.061703,-0.306133,0.518386,1.140866,-0.001277,0.012659,0.054243,-0.293155,-0.506574,1.150755,0.012554,0.019510,-0.184915
0.470000,0.570022,-0.016565,0.190547,0.086679,0.127345,0.673817,0.561399,-0.013893,1.208140,-0.089115,-0.089008,-0.048366,-0.307707,0.519321,1.141113,-0.006052,0.015132,0.053356,-0.293663,-0.505837,1.143353,0.010617,0.021168,-0.201567
0.480000,0.570763,-0.015287,0.197366,-0.145169,0.089824,0.574636,0.559798,-0.013292,1.211713,-0.091255,-0.084512,-0.036391,-0.309144,0.520172,1.141333,-0.010200,0.017242,0.052431,-0.294129,-0.505168,1.136500,0.008892,0.022548,-0.215844
0.490000,0.569147,-0.014397,0.203150,-0.363514,0.043063,0.441392,0.558352,-0.012724,1.215049,-0.092839,-0.080315,-0.025642,-0.310456,0.520947,1.141529,-0.013795,0.019033,0.051476,-0.294557,-0.504560,1.130155,0.007355,0.023684,-0.228010
0.500000,0.565315,-0.013982,0.207581,-0.570891,-0.000469,0.319894,0.557048,-0.012189,1.218162,-0.093941,-0.076392,-0.015998,-0.311654,0.521653,1.141702,-0.016902,0.020543,0.050499,-0.294951,-0.504009,1.124281,0.005987,0.024606,-0.238297
0.510000,0.559382,-0.014005,0.210794,-0.768712,-0.034124,0.237799,0.555872,-0.011683,1.221068,-0.094625,-0.072718,-0.007348,-0.312747,0.522295,1.141855,-0.019578,0.021806,0.049505,-0.295312,-0.503509,1.118844,0.004768,0.025340,-0.246911
0.520000,0.551442,-0.014364,0.213198,-0.957457,-0.057039,0.202771,0.560303,-0.011312,1.215216,-0.079258,-0.069579,-0.023419,-0.312550,0.521877,1.151991,-0.018455,0.019989,0.076316,-0.297387,-0.502781,1.130728,-0.001299,0.026696,-0.206997
0.530000,0.541664,-0.014956,0.215114,-0.975675,-0.075934,-0.050378,0.564384,-0.010957,1.209754,-0.065499,-0.066613,-0.037759,-0.312366,0.521490,1.161445,-0.017412,0.018332,0.100152,-0.299290,-0.502119,1.141863,-0.006636,0.027812,-0.170779
0.540000,0.531713,-0.015742,0.214412,-0.960621,-0.094794,-0.350203,0.568141,-0.010618,1.204655,-0.053178,-0.063807,-0.050535,-0.312193,0.521131,1.170263,-0.016443,0.016817,0.121307,-0.301036,-0.501516,1.152298,-0.011323,0.028717,-0.137913
0.550000,0.521853,-0.016725,0.210694,-1.030631,-0.118513,-0.566937,0.571603,-0.010294,1.199896,-0.042148,-0.061150,-0.061901,-0.312030,0.520798,1.178488,-0.015541,0.015433,0.140044,-0.302636,-0.500969,1.162080,-0.015431,0.029435,-0.108090
0.560000,0.511159,-0.017957,0.204853,-1.263929,-0.151216,-0.635244,0.574792,-0.009984,1.195453,-0.032278,-0.058631,-0.071992,-0.311878,0.520489,1.186161,-0.014700,0.014166,0.156597,-0.304104,-0.500472,1.171253,-0.019021,0.029988,-0.081034
0.570000,0.497929,-0.019533,0.198416,-1.697579,-0.195293,-0.547410,0.577731,-0.009688,1.191306,-0.023449,-0.056240,-0.080929,-0.311735,0.520202,1.193319,-0.013916,0.013005,0.171178,-0.305449,-0.500022,1.179854,-0.022147,0.030397,-0.056493
0.580000,0.480097,-0.021571,0.192969,-2.336202,-0.251055,-0.328765,0.580439,-0.009403,1.187433,-0.015558,-0.053969,-0.088824,-0.311601,0.519935,1.199997,-0.013182,0.011941,0.183976,-0.306682,-0.499613,1.187923,-0.024860,0.030677,-0.034243
0.590000,0.455561,-0.024189,0.189836,-3.159207,-0.316694,-0.009257,0.582934,-0.009130,1.183818,-0.008511,-0.051809,-0.095774,-0.311475,0.519687,1.206226,-0.012497,0.010965,0.195162,-0.307811,-0.499244,1.195492,-0.027202,0.030844,-0.014079
0.600000,0.422454,-0.027488,0.190049,-4.118432,-0.388117,0.396449,0.585233,-0.008869,1.180443,-0.002226,-0.049754,-0.101868,-0.311356,0.519457,1.212036,-0.011854,0.010068,0.204890,-0.308846,-0.498909,1.202595,-0.029213,0.030912,0.004183
0.610000,0.379441,-0.031521,0.194497,-5.125441,-0.458467,0.891191,0.587352,-0.008618,1.177293,0.003372,-0.047797,-0.107187,-0.311245,0.519242,1.217454,-0.011252,0.009244,0.213297,-0.309793,-0.498608,1.209260,-0.030926,0.030892,0.020710
0.620000,0.326153,-0.036269,0.204095,-6.038387,-0.517662,1.476031,0.587475,-0.011712,1.173392,0.003603,-0.054587,-0.114176,-0.310212,0.519873,1.222806,-0.008279,0.010642,0.221250,-0.312183,-0.498622,1.202088,-0.036326,0.030054,0.002479
0.630000,0.263701,-0.041681,0.219702,-6.721978,-0.653245,2.086592,0.587587,-0.014554,1.169746,0.003800,-0.060503,-0.120303,-0.309258,0.520452,1.227798,-0.005608,0.011860,0.228050,-0.314379,-0.498641,1.195348,-0.041048,0.029230,-0.014071
0.640000,0.194675,-0.048463,0.241490,-6.936594,-0.778142,2.642325,0.587690,-0.017163,1.166339,0.003967,-0.065631,-0.125646,-0.308377,0.520984,1.232452,-0.003210,0.012918,0.233803,-0.316397,-0.498665,1.189015,-0.045160,0.028422,-0.029082
0.650000,0.123975,-0.056461,0.268787,-6.515808,-0.827850,2.998244,0.587784,-0.019556,1.163155,0.004105,-0.070049,-0.130276,-0.307563,0.521473,1.236789,-0.001059,0.013831,0.238608,-0.318249,-0.498692,1.183064,-0.048721,0.027629,-0.042684
0.660000,0.058076,-0.064889,0.299445,-5.427463,-0.774198,2.988133,0.587870,-0.021751,1.160182,0.004219,-0.073827,-0.134257,-0.306812,0.521920,1.240831,0.000866,0.014614,0.242552,-0.319948,-0.498723,1.177472,-0.051785,0.026852,-0.054991
0.670000,0.003691,-0.072697,0.329645,-3.786713,-0.624147,2.496073,0.587949,-0.023763,1.157406,0.004311,-0.077027,-0.137645,-0.306119,0.522331,1.244594,0.002587,0.015278,0.245714,-0.321507,-0.498757,1.172216,-0.054401,0.026092,-0.066112
0.680000,-0.033805,-0.078934,0.354539,-1.831611,-0.409879,1.531777,0.588021,-0.025605,1.154814,0.004382,-0.079706,-0.140495,-0.305479,0.522707,1.248098,0.004121,0.015836,0.248167,-0.322935,-0.498794,1.167277,-0.056611,0.025347,-0.076142
0.690000,-0.051496,-0.082987,0.369508,0.143805,-0.174437,0.253923,0.588086,-0.027291,1.152395,0.004436,-0.081916,-0.142854,-0.304888,0.523051,1.251357,0.005487,0.016298,0.249976,-0.324243,-0.498834,1.162637,-0.058456,0.024619,-0.085171
0.700000,-0.049346,-0.084667,0.371549,1.873967,0.041939,-1.080668,0.588146,-0.028832,1.150140,0.004473,-0.083702,-0.144765,-0.304344,0.523366,1.254386,0.006698,0.016673,0.251201,-0.325440,-0.498875,1.158276,-0.059971,0.023908,-0.093279
0.710000,-0.029893,-0.084179,0.360196,3.190451,0.211673,-2.212017,0.588200,-0.030240,1.148037,0.004497,-0.085107,-0.146267,-0.303842,0.523653,1.257201,0.007769,0.016971,0.251895,-0.326534,-0.498918,1.154180,-0.061189,0.023213,-0.100539
0.720000,0.002704,-0.081995,0.337543,4.060470,0.325320,-2.968632,0.590938,-0.027872,1.152404,0.011101,-0.077212,-0.132977,-0.306039,0.523918,1.256283,0.002191,0.017204,0.244058,-0.324731,-0.501695,1.158552,-0.055267,0.015833,-0.088277
0.730000,0.044086,-0.078628,0.307404,4.651255,0.500251,-3.113816,0.593468,-0.025666,1.156547,0.017009,-0.069938,-0.120575,-0.308071,0.524159,1.255374,-0.002827,0.017373,0.236470,-0.323053,-0.504266,1.162694,-0.049817,0.009165,-0.076892
0.740000,0.091500,-0.073466,0.275914,5.062784,0.677222,-2.844498,0.595805,-0.023610,1.160480,0.022282,-0.063235,-0.109000,-0.309951,0.524379,1.254476,-0.007332,0.017485,0.229120,-0.321490,-0.506647,1.166618,-0.044802,0.003149,-0.066321
0.750000,0.143138,-0.066510,0.247230,5.385572,0.816430,-2.373628,0.597962,-0.021695,1.164214,0.026973,-0.057059,-0.098196,-0.311689,0.524579,1.253588,-0.011367,0.017545,0.221999,-0.320034,-0.508851,1.170336,-0.040186,-0.002270,-0.056509
0.760000,0.198135,-0.058146,0.223343,5.632127,0.898334,-1.851586,0.599954,-0.019911,1.167759,0.031133,-0.051370,-0.088111,-0.313294,0.524760,1.252711,-0.014972,0.017559,0.215100,-0.318679,-0.510890,1.173859,-0.035940,-0.007141,-0.047402
0.770000,0.255643,-0.048970,0.204758,5.721907,0.917378,-1.349875,0.601791,-0.018249,1.171125,0.034808,-0.046129,-0.078699,-0.314778,0.524924,1.251844,-0.018185,0.017531,0.208412,-0.317416,-0.512776,1.177197,-0.032034,-0.011512,-0.038954
0.780000,0.313941,-0.039629,0.191266,5.525941,0.875236,-0.889304,0.603484,-0.016701,1.174321,0.038039,-0.041303,-0.069914,-0.316148,0.525072,1.250989,-0.021037,0.017466,0.201929,-0.316241,-0.514519,1.180360,-0.028443,-0.015423,-0.031120
0.790000,0.370004,-0.030752,0.182446,4.946372,0.777360,-0.477967,0.605045,-0.015258,1.177357,0.040864,-0.036860,-0.061716,-0.317411,0.525206,1.250144,-0.023560,0.017368,0.195643,-0.315147,-0.516131,1.183356,-0.025141,-0.018912,-0.023859
0.800000,0.419893,-0.022906,0.177780,3.995143,0.634731,-0.132517,0.606481,-0.013915,1.180239,0.043319,-0.032771,-0.054068,-0.318577,0.525326,1.249311,-0.025781,0.017240,0.189546,-0.314128,-0.517619,1.186196,-0.022108,-0.022016,-0.017131
0.810000,0.459932,-0.016533,0.176576,2.814189,0.466364,0.125587,0.607803,-0.012663,1.182976,0.045436,-0.029009,-0.046934,-0.319652,0.525434,1.248490,-0.027726,0.017086,0.183633,-0.313180,-0.518994,1.188886,-0.019322,-0.024765,-0.010904
0.820000,0.487929,-0.011877,0.177944,1.608156,0.295711,0.285959,0.607774,-0.014521,1.191183,0.044287,-0.032734,-0.028128,-0.315382,0.522004,1.245623,-0.016921,0.008529,0.173439,-0.313038,-0.519150,1.189874,-0.018527,-0.024549,-0.008525
0.830000,0.503708,-0.008997,0.180985,0.503683,0.051146,0.528114,0.607738,-0.016235,1.198958,0.043150,-0.036023,-0.010729,-0.311423,0.518825,1.242878,-0.007131,0.000787,0.163766,-0.312903,-0.519290,1.190812,-0.017767,-0.024298,-0.006317
0.840000,0.508344,-0.008607,0.186489,-0.403699,-0.190811,0.762824,0.607695,-0.017816,1.206325,0.042028,-0.038912,0.005353,-0.307753,0.515878,1.240249,0.001725,-0.006205,0.154586,-0.312774,-0.519415,1.191700,-0.017042,-0.024018,-0.004269
0.850000,0.503849,-0.010650,0.194349,-1.110627,-0.376675,0.935017,0.607646,-0.019273,1.213304,0.040921,-0.041435,0.020203,-0.304351,0.513148,1.237731,0.009718,-0.012506,0.145871,-0.312652,-0.519525,1.192543,-0.016349,-0.023712,-0.002370
0.860000,0.492222,-0.014545,0.203927,-1.676384,-0.483676,1.033473,0.607593,-0.020615,1.219913,0.039830,-0.043622,0.033899,-0.301200,0.510620,1.235319,0.016918,-0.018171,0.137596,-0.312534,-0.519623,1.193342,-0.015687,-0.023383,-0.000611
0.870000,0.474861,-0.019490,0.214483,-2.176949,-0.515427,1.082313,0.607535,-0.021850,1.226172,0.038757,-0.045502,0.046515,-0.298282,0.508281,1.233008,0.023387,-0.023249,0.129739,-0.312422,-0.519708,1.194100,-0.015054,-0.023033,0.001017
0.880000,0.452395,-0.024728,0.225536,-2.655077,-0.490991,1.121191,0.607473,-0.022985,1.232097,0.037701,-0.047101,0.058118,-0.295582,0.506117,1.230793,0.029182,-0.027788,0.122276,-0.312315,-0.519783,1.194818,-0.014449,-0.022667,0.002521
0.890000,0.425059,-0.029700,0.237006,-3.091527,-0.433228,1.182201,0.607408,-0.024028,1.237706,0.036663,-0.048443,0.068772,-0.293085,0.504116,1.228672,0.034358,-0.031831,0.115189,-0.312213,-0.519847,1.195499,-0.013869,-0.022286,0.003910
0.900000,0.393322,-0.034076,0.249121,-3.400168,-0.360312,1.269444,0.607340,-0.024985,1.243013,0.035644,-0.049550,0.078536,-0.290776,0.502267,1.226638,0.038962,-0.035416,0.108456,-0.312115,-0.519902,1.196143,-0.013315,-0.021892,0.005190
