time,load_x,load_y,load_z,load_vx,load_vy,load_vz,load_qw,load_qx,load_qy,load_qz,load_wx,load_wy,load_wz,drone0_x,drone0_y,drone0_z,drone0_vx,drone0_vy,drone0_vz,drone0_qw,drone0_qx,drone0_qy,drone0_qz,drone0_wx,drone0_wy,drone0_wz,drone1_x,drone1_y,drone1_z,drone1_vx,drone1_vy,drone1_vz,drone1_qw,drone1_qx,drone1_qy,drone1_qz,drone1_wx,drone1_wy,drone1_wz,drone2_x,drone2_y,drone2_z,drone2_vx,drone2_vy,drone2_vz,drone2_qw,drone2_qx,drone2_qy,drone2_qz,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.000007,-0.000012,0.159522,-0.001302,-0.002348,-0.093704,1.000000,-0.000012,0.000007,-0.000000,-0.004657,0.002689,-0.000000,0.600001,0.000000,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299999,0.519616,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299989,-0.519597,1.199898,0.002266,0.003776,-0.020583,1.000000,0.000105,-0.000059,0.000000,0.037173,-0.021023,0.000000
0.020000,-0.000026,-0.000047,0.158107,-0.002616,-0.004716,-0.187373,1.000000,-0.000047,0.000027,-0.000000,-0.009336,0.005390,-0.000000,0.600002,0.000001,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000370,-0.000726,0.000000,-0.299998,0.519616,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000369,-0.000726,0.000000,-0.299953,-0.519537,1.199583,0.004891,0.008174,-0.041805,1.000000,0.000354,-0.000201,0.000000,0.061183,-0.035329,0.000000
0.030000,-0.000060,-0.000108,0.155757,-0.004063,-0.007316,-0.280616,1.000000,-0.000106,0.000061,-0.000000,-0.014437,0.008333,-0.000001,0.600005,0.000003,1.200000,0.000361,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000612,-0.001212,0.000000,-0.299995,0.519618,1.200000,0.000361,0.000179,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000611,-0.001212,0.000000,-0.299890,-0.519431,1.199059,0.007762,0.012995,-0.062541,1.000000,0.000716,-0.000411,0.000000,0.082793,-0.048234,-0.000000
0.040000,-0.000109,-0.000195,0.152478,-0.005711,-0.010265,-0.373221,1.000000,-0.000193,0.000111,-0.000000,-0.020158,0.011633,-0.000003,0.600010,0.000005,1.200000,0.000481,0.000239,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000846,-0.001688,0.000000,-0.299990,0.519620,1.200000,0.000481,0.000238,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000844,-0.001687,0.000000,-0.299797,-0.519275,1.198330,0.010838,0.018172,-0.082810,0.999999,0.001184,-0.000685,0.000000,0.104335,-0.061047,-0.000000
0.050000,-0.000166,-0.000299,0.148501,-0.004689,-0.008453,-0.317136,1.000000,-0.000182,0.000107,-0.000000,0.056608,-0.031398,-0.000007,0.600005,0.000007,1.199944,-0.001638,0.000297,-0.012052,1.000000,0.000012,0.000036,0.000000,0.001066,0.019037,0.000000,-0.299984,0.519620,1.199986,0.001550,-0.001351,-0.010660,1.000000,-0.000004,-0.000034,-0.000000,-0.021959,-0.014707,-0.000001,-0.299672,-0.519065,1.197400,0.014105,0.023682,-0.102891,0.999998,0.001762,-0.001023,0.000000,0.126371,-0.074110,0.000000
0.060000,-0.000217,-0.000391,0.147480,-0.005345,-0.009656,0.018726,1.000000,0.000126,-0.000063,-0.000000,0.064899,-0.035924,-0.000010,0.599987,0.000011,1.199822,-0.001987,0.000355,-0.012149,1.000000,0.000018,0.000111,0.000000,0.001280,0.012782,0.000000,-0.299965,0.519603,1.199856,0.002076,-0.002003,-0.013481,1.000000,-0.000094,-0.000100,-0.000000,-0.013966,-0.011393,-0.000001,-0.299513,-0.518799,1.196269,0.017518,0.029448,-0.122678,0.999996,0.002450,-0.001427,0.000000,0.148225,-0.087065,0.000000
0.070000,-0.000272,-0.000490,0.147910,-0.005556,-0.010088,0.051591,1.000000,0.000457,-0.000247,-0.000000,0.067702,-0.037287,-0.000012,0.599955,0.000015,1.199643,-0.004831,0.000411,-0.026273,1.000000,0.000025,0.000234,0.000000,0.001470,0.037668,0.000001,-0.299942,0.519580,1.199721,0.002851,-0.003093,-0.017820,1.000000,-0.000162,-0.000157,-0.000000,-0.023760,-0.017163,-0.000002,-0.299321,-0.518476,1.194950,0.020865,0.035105,-0.140115,0.999993,0.003241,-0.001892,0.000000,0.166798,-0.098165,-0.000000
0.080000,-0.000329,-0.000593,0.148402,-0.005866,-0.010693,0.045049,1.000000,0.000804,-0.000437,-0.000000,0.071640,-0.039302,-0.000015,0.599900,0.000019,1.199370,-0.005980,0.000465,-0.027786,1.000000,0.000033,0.000407,0.000000,0.001659,0.033432,0.000001,-0.299904,0.519534,1.199453,0.004260,-0.005287,-0.029284,1.000000,-0.000329,-0.000272,-0.000000,-0.032000,-0.022722,-0.000003,-0.299096,-0.518097,1.193477,0.023953,0.040313,-0.153378,0.999989,0.004113,-0.002406,0.000000,0.181021,-0.106759,-0.000001
0.090000,-0.000390,-0.000705,0.148788,-0.006388,-0.011665,0.031641,0.999999,0.001178,-0.000642,-0.000000,0.078049,-0.042746,-0.000021,0.599821,0.000024,1.198996,-0.009263,0.000516,-0.042784,1.000000,0.000042,0.000650,0.000000,0.001819,0.053664,0.000002,-0.299857,0.519475,1.199143,0.005567,-0.007314,-0.038390,1.000000,-0.000498,-0.000392,-0.000000,-0.045428,-0.030569,-0.000005,-0.298842,-0.517670,1.191897,0.026672,0.044887,-0.161734,0.999983,0.005045,-0.002956,0.000000,0.191194,-0.112988,-0.000003
0.100000,-0.000457,-0.000828,0.149025,-0.007160,-0.013067,0.015995,0.999998,0.001591,-0.000868,-0.000000,0.087364,-0.047871,-0.000031,0.599717,0.000029,1.198533,-0.012031,0.000566,-0.053172,1.000000,0.000051,0.000936,0.000000,0.001967,0.066569,0.000003,-0.299794,0.519390,1.198705,0.006846,-0.009301,-0.045938,1.000000,-0.000742,-0.000556,-0.000000,-0.048041,-0.032856,-0.000005,-0.298563,-0.517201,1.190255,0.029047,0.048872,-0.166053,0.999976,0.006022,-0.003534,0.000000,0.199029,-0.117804,-0.000004
0.110000,-0.000534,-0.000968,0.149112,-0.008150,-0.014847,0.002579,0.999997,0.002057,-0.001124,-0.000001,0.099248,-0.054485,-0.000046,0.599582,0.000035,1.197952,-0.014824,0.000613,-0.062543,0.999999,0.000061,0.001289,0.000000,0.002105,0.075101,0.000004,-0.299717,0.519284,1.198184,0.008560,-0.012058,-0.059277,0.999999,-0.001022,-0.000743,-0.000000,-0.063495,-0.041913,-0.000009,-0.298262,-0.516694,1.188584,0.031136,0.052369,-0.167574,0.999967,0.007033,-0.004133,0.000000,0.205188,-0.121616,-0.000006
0.120000,-0.000621,-0.001126,0.149097,-0.009300,-0.016900,-0.004228,0.999996,0.002587,-0.001415,-0.000001,0.112988,-0.062177,-0.000064,0.599416,0.000042,1.197254,-0.018181,0.000657,-0.075207,0.999999,0.000072,0.001707,0.000000,0.002222,0.088775,0.000005,-0.299624,0.519152,1.197552,0.010093,-0.014514,-0.068786,0.999999,-0.001352,-0.000961,-0.000000,-0.071962,-0.047143,-0.000011,-0.297942,-0.516156,1.186924,0.032630,0.054847,-0.163027,0.999956,0.008061,-0.004743,0.000000,0.203911,-0.121233,-0.000011
0.130000,-0.000720,-0.001307,0.149049,-0.010544,-0.019116,-0.004438,0.999993,0.003190,-0.001747,-0.000001,0.127834,-0.070512,-0.000086,0.599216,0.000048,1.196439,-0.021768,0.000698,-0.088194,0.999998,0.000084,0.002188,0.000000,0.002323,0.103787,0.000007,-0.299514,0.518992,1.196798,0.011802,-0.017289,-0.080060,0.999998,-0.001741,-0.001215,-0.000000,-0.081423,-0.052968,-0.000014,-0.297612,-0.515602,1.185356,0.033298,0.055902,-0.150068,0.999945,0.009059,-0.005338,0.000000,0.195815,-0.116832,-0.000018
0.140000,-0.000832,-0.001509,0.149017,-0.011809,-0.021368,-0.001969,0.999990,0.003868,-0.002122,-0.000002,0.142917,-0.078986,-0.000110,0.598980,0.000056,1.195496,-0.025529,0.000737,-0.100893,0.999996,0.000095,0.002740,0.000000,0.002412,0.118135,0.000009,-0.299386,0.518803,1.195928,0.013735,-0.020463,-0.093544,0.999996,-0.002185,-0.001501,-0.000000,-0.095156,-0.061045,-0.000019,-0.297276,-0.515038,1.183913,0.033915,0.056878,-0.139217,0.999932,0.010032,-0.005918,0.000000,0.193759,-0.115664,-0.000019
0.150000,-0.000957,-0.001734,0.149008,-0.013048,-0.023574,-0.000021,0.999986,0.004620,-0.002538,-0.000002,0.157681,-0.087279,-0.000135,0.598705,0.000063,1.194420,-0.029570,0.000773,-0.114034,0.999994,0.000108,0.003368,0.000000,0.002491,0.133102,0.000011,-0.299239,0.518582,1.194933,0.015722,-0.023744,-0.106219,0.999995,-0.002689,-0.001823,-0.000000,-0.107770,-0.068506,-0.000025,-0.296934,-0.514464,1.182566,0.034498,0.057804,-0.130741,0.999918,0.010997,-0.006495,0.000000,0.192283,-0.114871,-0.000020
0.160000,-0.001093,-0.001981,0.149012,-0.014298,-0.025798,0.000653,0.999981,0.005446,-0.002995,-0.000003,0.172560,-0.095640,-0.000162,0.598387,0.000071,1.193210,-0.033818,0.000808,-0.127121,0.999992,0.000120,0.004074,0.000000,0.002559,0.148029,0.000014,-0.299071,0.518327,1.193806,0.017822,-0.027232,-0.119052,0.999992,-0.003259,-0.002185,-0.000000,-0.120364,-0.075963,-0.000031,-0.296586,-0.513882,1.181293,0.035020,0.058633,-0.124305,0.999904,0.011954,-0.007067,-0.000000,0.190360,-0.113827,-0.000022
0.170000,-0.001243,-0.002252,0.149019,-0.015708,-0.028300,0.000608,0.999974,0.006350,-0.003497,-0.000004,0.189301,-0.105075,-0.000195,0.598029,0.000079,1.191895,-0.037530,0.000838,-0.134761,0.999988,0.000133,0.004839,0.000000,0.002620,0.156817,0.000015,-0.298882,0.518036,1.192546,0.020022,-0.030905,-0.132047,0.999989,-0.003896,-0.002585,-0.000000,-0.133083,-0.083473,-0.000038,-0.296234,-0.513292,1.180075,0.035451,0.059312,-0.119476,0.999888,0.012899,-0.007632,-0.000000,0.187667,-0.112330,-0.000024
0.180000,-0.001409,-0.002549,0.149024,-0.017364,-0.031227,0.000374,0.999965,0.007345,-0.004050,-0.000005,0.208881,-0.116154,-0.000235,0.597638,0.000088,1.190532,-0.040593,0.000865,-0.137001,0.999984,0.000147,0.005637,0.000000,0.002666,0.161826,0.000015,-0.298672,0.517710,1.191182,0.021925,-0.034080,-0.139399,0.999985,-0.004581,-0.003014,-0.000000,-0.140078,-0.087747,-0.000040,-0.295877,-0.512696,1.178900,0.035767,0.059799,-0.115834,0.999871,0.013829,-0.008189,-0.000000,0.184144,-0.110337,-0.000027
0.190000,-0.001592,-0.002878,0.149027,-0.019294,-0.034626,0.000209,0.999953,0.008446,-0.004663,-0.000006,0.231622,-0.129063,-0.000284,0.597219,0.000097,1.189165,-0.043177,0.000889,-0.136031,0.999979,0.000160,0.006455,0.000000,0.002695,0.165573,0.000016,-0.298444,0.517355,1.189775,0.023480,-0.036668,-0.141245,0.999980,-0.005292,-0.003459,-0.000001,-0.143831,-0.090073,-0.000041,-0.295519,-0.512096,1.177756,0.035964,0.060089,-0.113176,0.999853,0.014739,-0.008734,-0.000000,0.179949,-0.107936,-0.000029
0.200000,-0.001796,-0.003244,0.149028,-0.021495,-0.038495,0.000150,0.999939,0.009669,-0.005345,-0.000008,0.257504,-0.143790,-0.000343,0.596775,0.000106,1.187817,-0.045421,0.000909,-0.133519,0.999973,0.000173,0.007291,0.000000,0.002707,0.168508,0.000016,-0.298203,0.516977,1.188367,0.024789,-0.038848,-0.140060,0.999974,-0.006019,-0.003914,-0.000001,-0.146753,-0.091817,-0.000042,-0.295158,-0.511495,1.176634,0.036043,0.060184,-0.111334,0.999835,0.015627,-0.009267,-0.000000,0.175183,-0.105181,-0.000031
