time,drone0_tau_x,drone0_tau_y,drone0_tau_z,drone0_f_x,drone0_f_y,drone0_f_z,drone1_tau_x,drone1_tau_y,drone1_tau_z,drone1_f_x,drone1_f_y,drone1_f_z,drone2_tau_x,drone2_tau_y,drone2_tau_z,drone2_f_x,drone2_f_y,drone2_f_z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750
0.010000,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317759,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317757,-0.055247,0.029806,-0.000000,-0.002252,-0.004037,19.196769
0.020000,0.000339,-0.000724,-0.000000,-0.000133,-0.000068,22.317774,0.000338,-0.000724,-0.000000,-0.000133,-0.000068,22.317771,-0.074305,0.040937,-0.000002,-0.007862,-0.013832,19.519697
0.030000,0.000335,-0.000726,-0.000000,-0.000350,-0.000178,22.317803,0.000335,-0.000725,-0.000000,-0.000350,-0.000178,22.317797,-0.085128,0.047308,-0.000005,-0.016352,-0.028461,19.886189
0.040000,0.000320,-0.000699,-0.000000,-0.000675,-0.000342,22.317845,0.000319,-0.000698,-0.000000,-0.000675,-0.000341,22.317837,-0.094057,0.052496,-0.000009,-0.027703,-0.047903,20.223437
0.050000,0.000314,-0.031259,-0.000001,0.001614,-0.000555,22.291371,0.040694,0.020814,0.000003,-0.001297,0.000171,19.133780,-0.102698,0.057477,-0.000014,-0.041991,-0.072300,20.516722
0.060000,0.000292,-0.013708,-0.000001,0.005029,-0.000831,22.656949,0.016003,0.008439,0.000002,-0.004488,0.004234,22.538528,-0.110158,0.061818,-0.000021,-0.059897,-0.102825,20.981688
0.070000,0.000297,-0.048434,-0.000003,0.010158,-0.001097,21.738891,0.030340,0.015755,0.000005,-0.005071,0.005234,16.192878,-0.112332,0.063262,-0.000028,-0.082474,-0.141261,21.795556
0.080000,0.000268,-0.029489,-0.000002,0.016804,-0.001366,20.662064,0.031435,0.017166,0.000007,-0.012433,0.015052,22.871776,-0.109639,0.061960,-0.000034,-0.109638,-0.187425,22.785760
0.090000,0.000274,-0.050413,-0.000005,0.029184,-0.001874,22.445543,0.047012,0.025304,0.000013,-0.015720,0.019996,20.062281,-0.104294,0.059130,-0.000039,-0.140307,-0.239443,23.729124
0.100000,0.000277,-0.059233,-0.000007,0.039523,-0.002164,21.115235,0.037634,0.020815,0.000013,-0.025747,0.034356,23.157429,-0.099755,0.056675,-0.000044,-0.172388,-0.293745,24.389457
0.110000,0.000261,-0.058186,-0.000008,0.054636,-0.002604,21.189103,0.052724,0.028967,0.000022,-0.032581,0.044788,21.918210,-0.096453,0.054914,-0.000048,-0.206939,-0.352149,25.031292
0.120000,0.000259,-0.065161,-0.000010,0.076908,-0.003255,22.524587,0.054472,0.030051,0.000027,-0.040658,0.057167,21.146855,-0.085235,0.048918,-0.000044,-0.252206,-0.428636,26.583713
0.130000,0.000263,-0.074140,-0.000014,0.096715,-0.003697,22.101798,0.056433,0.031399,0.000032,-0.054465,0.078054,22.415213,-0.070929,0.041033,-0.000037,-0.287408,-0.487792,26.918424
0.140000,0.000263,-0.080898,-0.000017,0.120583,-0.004203,22.005411,0.065770,0.036566,0.000043,-0.067147,0.097729,22.364598,-0.071608,0.041221,-0.000043,-0.314742,-0.533517,26.584400
0.150000,0.000265,-0.087582,-0.000021,0.149788,-0.004792,22.236934,0.072263,0.040246,0.000054,-0.080778,0.119131,22.149065,-0.073809,0.042439,-0.000047,-0.342177,-0.579399,26.336204
0.160000,0.000265,-0.093331,-0.000025,0.187586,-0.005543,23.021665,0.077668,0.043394,0.000066,-0.097774,0.145877,22.377472,-0.075479,0.043419,-0.000050,-0.369280,-0.624689,26.121242
0.170000,0.000240,-0.090310,-0.000027,0.233540,-0.006436,24.131575,0.082572,0.046284,0.000078,-0.119782,0.180539,23.168879,-0.076321,0.043940,-0.000052,-0.396995,-0.670981,25.999787
0.180000,0.000212,-0.085010,-0.000028,0.281536,-0.007321,24.972682,0.079158,0.044655,0.000082,-0.146577,0.222773,24.312578,-0.076528,0.044104,-0.000053,-0.424856,-0.717482,25.931572
0.190000,0.000194,-0.081661,-0.000029,0.327732,-0.008122,25.382880,0.074040,0.041968,0.000083,-0.173973,0.266130,25.143039,-0.076499,0.044126,-0.000055,-0.452548,-0.763661,25.894842
0.200000,0.000179,-0.079888,-0.000031,0.375134,-0.008926,25.722665,0.071143,0.040419,0.000086,-0.199848,0.307286,25.525833,-0.076411,0.044109,-0.000056,-0.480153,-0.809660,25.893631
0.210000,0.000160,-0.076936,-0.000032,0.427142,-0.009818,26.245198,0.069464,0.039542,0.000090,-0.226646,0.349966,25.888507,-0.076230,0.044031,-0.000057,-0.507958,-0.855967,25.941373
0.220000,0.000132,-0.070771,-0.000031,0.485743,-0.010852,27.056460,0.066302,0.037909,0.000090,-0.256662,0.397692,26.496449,-0.075955,0.043910,-0.000057,-0.535338,-0.901524,26.005081
0.230000,0.000097,-0.062897,-0.000029,0.541532,-0.011839,27.665768,0.060105,0.034636,0.000083,-0.290317,0.451062,27.370821,-0.075502,0.043687,-0.000057,-0.563468,-0.948318,26.141647
0.240000,0.000085,-0.060370,-0.000029,0.575581,-0.012385,27.251542,0.053067,0.030864,0.000073,-0.321102,0.499864,27.938239,-0.074436,0.043143,-0.000055,-0.593381,-0.998077,26.394087
0.250000,0.000083,-0.060720,-0.000031,0.609501,-0.012951,26.953944,0.050705,0.029525,0.000071,-0.340307,0.530496,27.582690,-0.072737,0.042253,-0.000051,-0.624261,-1.049416,26.723043
0.260000,0.000090,-0.062011,-0.000033,0.636600,-0.013388,26.465146,0.050950,0.029625,0.000074,-0.357926,0.558578,27.223444,-0.070576,0.041104,-0.000046,-0.655096,-1.100626,27.089173
0.270000,0.000112,-0.063691,-0.000037,0.661630,-0.013790,25.994597,0.052111,0.030222,0.000079,-0.371905,0.580929,26.704956,-0.068154,0.039807,-0.000040,-0.684360,-1.149135,27.438900
0.280000,0.000135,-0.064811,-0.000039,0.687079,-0.014203,25.626807,0.053704,0.031052,0.000086,-0.383977,0.600279,26.160673,-0.066002,0.038639,-0.000035,-0.707592,-1.187459,27.609372
0.290000,0.000159,-0.064466,-0.000042,0.718527,-0.014741,25.546616,0.054615,0.031493,0.000092,-0.396961,0.621052,25.771005,-0.064157,0.037609,-0.000032,-0.727902,-1.220832,27.738189
0.300000,0.000166,-0.061864,-0.000042,0.760794,-0.015506,25.891187,0.053807,0.031025,0.000093,-0.414497,0.648938,25.742901,-0.062203,0.036538,-0.000028,-0.748662,-1.254912,27.958250
0.310000,0.000157,-0.057456,-0.000040,0.808922,-0.016405,26.468409,0.050831,0.029399,0.000088,-0.438223,0.686472,26.141792,-0.059872,0.035265,-0.000022,-0.769879,-1.289694,28.271001
0.320000,0.000140,-0.052681,-0.000038,0.852998,-0.017248,26.963535,0.046605,0.027111,0.000078,-0.463299,0.726026,26.661829,-0.057430,0.033932,-0.000016,-0.787287,-1.318024,28.525672
