time,drone0_ax,drone0_ay,drone0_az,drone0_wx,drone0_wy,drone0_wz,drone1_ax,drone1_ay,drone1_az,drone1_wx,drone1_wy,drone1_wz,drone2_ax,drone2_ay,drone2_az,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.055921,-0.131288,9.828147,-0.001265,-0.001656,-0.004724,-0.037445,0.042620,9.844970,-0.002566,0.009105,0.004860,0.056647,0.051453,9.882346,0.021269,-0.019047,-0.000148
0.020000,0.154296,0.049287,9.729749,-0.012844,-0.001806,0.004105,0.099668,0.034340,9.776809,0.002321,-0.002952,0.011622,0.319845,0.416009,7.621952,0.044109,-0.032854,0.002975
0.030000,0.020228,-0.009108,9.835657,-0.007638,0.003968,-0.008204,-0.101471,0.013768,9.743222,0.003348,0.007253,-0.001574,0.245873,0.511663,7.679310,0.064019,-0.042981,0.004619
0.040000,0.098350,0.043656,9.770256,-0.003332,-0.008462,0.006105,0.049103,0.086471,9.771282,-0.004887,0.008932,-0.008113,0.234629,0.573513,7.786519,0.085743,-0.060624,-0.010903
0.050000,-0.121560,0.021700,8.783590,0.004339,0.009148,0.009897,-0.082505,0.055084,9.846526,-0.004069,-0.009602,0.008296,0.341764,0.555258,7.868818,0.110551,-0.070894,0.007061
0.060000,0.009318,0.095355,9.726705,0.001148,0.020271,0.001726,0.032795,0.004090,9.276529,-0.002473,-0.020122,0.002374,0.325930,0.583807,7.780887,0.124804,-0.067647,-0.002304
0.070000,-0.125893,0.090454,8.908280,-0.009424,0.028915,0.001589,0.054906,0.005884,9.921214,-0.003988,-0.021681,0.003625,0.405457,0.642213,7.825235,0.160324,-0.094938,-0.010025
0.080000,-0.106886,0.073420,9.555023,-0.003624,0.029843,0.009847,0.170647,-0.372061,7.825654,-0.016889,-0.018749,0.009020,0.436845,0.672536,8.375987,0.162731,-0.105594,0.005780
0.090000,-0.434776,0.125447,7.684765,0.005980,0.048761,0.000631,0.043648,-0.204999,9.869812,-0.021275,-0.020702,-0.000049,0.288012,0.585269,8.862745,0.179170,-0.115224,0.002868
0.100000,-0.172487,-0.028055,9.418021,0.004169,0.058502,-0.002657,0.193433,-0.271895,8.543168,-0.045579,-0.023909,0.001838,0.269172,0.561915,9.276988,0.203222,-0.120019,-0.000507
0.110000,-0.249976,0.018192,8.789138,-0.005254,0.076655,-0.005007,0.221513,-0.340235,8.673516,-0.063634,-0.039242,0.010523,0.281422,0.529147,9.540723,0.206009,-0.114514,0.006861
0.120000,-0.401391,0.010854,8.240987,0.008962,0.096715,-0.009778,0.239521,-0.145432,9.147129,-0.080154,-0.054260,0.002803,0.281369,0.498080,10.011392,0.205161,-0.123219,0.009904
0.130000,-0.337041,0.024401,8.655506,0.013694,0.100714,-0.008182,0.136172,-0.300385,8.406946,-0.083228,-0.043991,-0.008709,0.173165,0.341602,10.970245,0.203714,-0.121766,0.002766
0.140000,-0.333769,0.028161,8.643633,0.003152,0.113817,-0.001855,0.181353,-0.371940,8.477535,-0.083965,-0.053110,-0.002231,0.118660,0.219001,10.907841,0.201787,-0.119812,0.004735
