time,drone0_ax,drone0_ay,drone0_az,drone0_wx,drone0_wy,drone0_wz,drone1_ax,drone1_ay,drone1_az,drone1_wx,drone1_wy,drone1_wz,drone2_ax,drone2_ay,drone2_az,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.055921,-0.131288,9.828147,-0.001265,-0.001656,-0.004724,-0.037445,0.042620,9.844970,-0.002566,0.009105,0.004860,0.056364,0.050936,9.882346,0.002975,-0.008943,-0.000148
0.020000,0.154296,0.049287,9.729749,-0.012844,-0.001806,0.004105,0.099668,0.034340,9.776809,0.002321,-0.002952,0.011622,0.157369,0.134586,9.058566,0.008687,-0.012755,0.002975
0.030000,0.020228,-0.009108,9.835657,-0.007638,0.003968,-0.008204,-0.101471,0.013768,9.743222,0.003348,0.007253,-0.001574,0.091888,0.244943,8.883298,0.018663,-0.016998,0.004618
0.040000,0.098350,0.043656,9.770256,-0.003332,-0.008462,0.006105,0.049103,0.086471,9.771282,-0.004887,0.008932,-0.008113,0.089855,0.322733,8.780279,0.032657,-0.030103,-0.010904
0.050000,0.095153,0.021739,9.864497,0.004342,-0.006617,0.009897,-0.082505,0.055084,9.846526,-0.004069,-0.009602,0.008296,0.206261,0.320512,8.672597,0.051011,-0.036602,0.007060
0.060000,0.059477,0.095368,9.772714,0.001150,0.003336,0.001726,-0.023618,0.101944,9.789424,0.016151,-0.009545,0.002374,0.198361,0.362780,8.420852,0.059724,-0.030127,-0.002306
0.070000,-0.067877,0.090480,8.929883,-0.009423,0.026510,0.001589,0.516195,-0.197971,7.056209,-0.006615,-0.044600,0.003625,0.280521,0.425719,8.370246,0.089858,-0.054296,-0.010028
0.080000,-0.013137,0.073469,9.867591,-0.003617,0.010490,0.009847,0.034499,-0.064699,9.826131,0.010051,-0.018047,0.009020,0.317685,0.466023,8.796142,0.087723,-0.062305,0.005776
0.090000,-0.318700,0.125520,8.177012,0.005985,0.029681,0.000631,0.028215,-0.131300,10.005044,0.001665,-0.019653,-0.000048,0.180615,0.399126,9.096913,0.101402,-0.070299,0.002863
0.100000,-0.098427,-0.027996,9.603239,0.004175,0.042143,-0.002657,0.605909,-0.293608,6.395219,-0.018715,-0.041754,0.001838,0.173968,0.396891,9.337987,0.124294,-0.074390,-0.000512
0.110000,-0.130628,0.018297,9.297596,-0.005240,0.047230,-0.005007,0.170452,-0.114133,9.969110,-0.025828,-0.047036,0.010523,0.190263,0.371105,9.554853,0.126041,-0.068279,0.006856
0.120000,-0.242824,0.011009,9.008639,0.008976,0.069351,-0.009778,0.199826,0.041944,10.077906,-0.033455,-0.055455,0.002803,0.209008,0.372626,9.795466,0.126410,-0.077626,0.009898
0.130000,-0.239465,0.024464,8.815989,0.013709,0.068115,-0.008182,0.213504,-0.110043,8.737925,-0.034997,-0.060139,-0.008709,0.162248,0.322813,9.942017,0.134854,-0.081707,0.002761
0.140000,-0.203223,0.028265,9.012022,0.003167,0.078697,-0.001854,0.119563,-0.094682,10.042771,-0.023351,-0.059905,-0.002231,0.103819,0.193370,10.068716,0.140420,-0.084148,0.004729
0.150000,-0.506531,-0.041326,8.211852,0.000575,0.078693,-0.004652,0.378026,-0.068271,7.955410,-0.033128,-0.076460,0.014827,0.185366,0.295322,10.161264,0.135516,-0.076686,-0.000120
0.160000,-0.261698,0.010085,9.198721,-0.005151,0.104274,0.003445,0.220373,0.026567,9.624714,-0.033614,-0.074401,-0.003332,0.113416,0.315907,10.200495,0.132545,-0.089014,-0.007976
0.170000,-0.301062,0.096144,8.425443,0.001925,0.112513,-0.009118,0.426152,-0.184199,8.456362,-0.049408,-0.098058,0.003883,0.122289,0.254011,9.777041,0.149576,-0.092768,0.001844
0.180000,-0.373843,-0.019436,8.637796,0.015555,0.123360,0.007802,0.312138,-0.231721,9.064762,-0.062531,-0.112470,0.009563,0.146352,0.288685,9.690599,0.137825,-0.070644,0.008784
0.190000,-0.308260,-0.058257,8.655625,0.017483,0.144913,0.012157,0.426565,-0.260068,8.659361,-0.061850,-0.111532,0.002917,0.235692,0.353653,9.629741,0.137855,-0.091794,-0.006682
0.200000,-0.625297,-0.056840,8.317374,0.001380,0.144638,-0.007002,0.364473,-0.251789,9.142331,-0.058214,-0.129046,-0.005251,0.190654,0.371517,9.583014,0.148403,-0.093229,0.015526
0.210000,-0.464107,0.066387,8.992827,0.005985,0.153588,-0.001246,0.441015,-0.197119,8.502121,-0.080331,-0.125271,-0.005525,0.087378,0.257375,9.588686,0.149122,-0.088082,0.007138
0.220000,-0.547542,0.006268,9.541281,-0.001028,0.164953,0.009417,0.329138,-0.222391,9.005340,-0.079895,-0.135069,0.014935,0.189458,0.295075,9.427648,0.151020,-0.096898,-0.005741
0.230000,-0.400389,0.062936,9.925148,-0.000700,0.169940,0.007158,0.401979,-0.317543,8.978472,-0.086598,-0.142769,0.000616,0.172630,0.331421,9.482120,0.143777,-0.080121,0.009486
0.240000,-0.342521,0.027182,10.072031,0.003995,0.164914,0.007857,0.194177,-0.246795,9.575112,-0.086068,-0.131967,-0.002948,0.220876,0.330127,9.425127,0.138778,-0.078097,-0.006222
0.250000,-0.320884,-0.014047,10.261134,0.001677,0.162612,0.001519,0.182914,-0.274452,9.961104,-0.084293,-0.142136,0.000768,0.195183,0.222018,9.562979,0.135495,-0.088454,0.001543
0.260000,-0.306343,0.034320,10.927636,-0.005560,0.162343,0.001429,0.234165,-0.289565,10.247803,-0.092396,-0.137301,-0.000075,0.239138,0.297900,9.784420,0.139416,-0.088696,0.009458
0.270000,-0.281786,0.064957,11.755533,-0.001496,0.150178,-0.005568,0.113121,-0.242940,10.376422,-0.110390,-0.139357,-0.007234,0.158954,0.218809,10.126254,0.125163,-0.073768,0.004509
0.280000,-0.191281,-0.029347,11.921753,-0.007851,0.145257,-0.006704,0.240318,-0.191010,10.532440,-0.106452,-0.128845,0.003714,0.109128,0.184468,10.336074,0.123133,-0.069850,-0.009856
0.290000,-0.110249,0.067055,11.641075,-0.003260,0.131014,0.003065,0.244871,-0.190877,10.987335,-0.102381,-0.130939,0.010641,0.189736,0.354487,10.468234,0.122711,-0.068129,0.012809
0.300000,-0.130653,0.029550,11.476323,0.004808,0.127893,0.002079,0.124052,-0.271080,11.209638,-0.096622,-0.104447,0.001583,0.123513,0.347305,10.463678,0.119461,-0.058176,0.019504
0.310000,-0.313180,-0.049723,10.979260,0.016141,0.114883,0.003883,0.230537,-0.202621,11.407483,-0.093233,-0.103070,-0.007914,0.086890,0.294687,10.686360,0.097624,-0.059542,0.000231
0.320000,-0.265454,0.006225,10.659824,0.002065,0.119325,-0.013667,0.203826,-0.138302,11.436604,-0.089877,-0.088414,0.009303,0.037760,0.221692,11.042686,0.087670,-0.064763,0.016410
0.330000,-0.181929,0.088582,10.373863,0.002516,0.110600,0.014053,0.048998,-0.143149,11.356253,-0.080458,-0.077771,0.006552,0.109928,0.208048,11.269088,0.072381,-0.061134,-0.002002
0.340000,-0.133172,-0.023939,10.333010,-0.000924,0.096909,-0.004823,0.023247,-0.102654,11.263700,-0.083795,-0.061300,0.010445,0.115629,0.075201,11.427686,0.049886,-0.041717,-0.005041
0.350000,-0.115509,0.082774,10.572616,0.006483,0.082542,0.004713,-0.023428,-0.004097,10.953530,-0.077168,-0.058696,-0.009592,0.041937,0.090890,11.291519,0.048225,-0.048761,-0.007392
0.360000,-0.074675,-0.041724,10.612489,-0.008791,0.073496,0.001679,-0.048019,-0.220356,10.844519,-0.074051,-0.051641,0.008619,0.166822,0.093575,11.335062,0.032590,-0.018064,0.006008
0.370000,-0.066180,0.041357,10.655285,-0.002718,0.058303,-0.002754,0.038932,-0.149704,10.670291,-0.070457,-0.030184,-0.000043,0.170142,0.183736,11.400664,0.016187,-0.020931,0.000251
0.380000,-0.018801,0.113424,10.637810,0.013515,0.049525,0.001258,-0.037068,-0.135425,10.819765,-0.052598,-0.014534,-0.000179,0.043000,0.075161,11.278050,0.010367,-0.007446,0.001797
0.390000,-0.030998,0.026515,10.652774,-0.009441,0.028847,-0.003511,-0.136192,-0.212024,10.618686,-0.053916,0.008980,0.007460,0.024381,0.104215,11.200941,0.002375,-0.000585,0.011779
0.400000,-0.002417,-0.086117,10.809473,-0.003473,0.016311,-0.006338,-0.088291,-0.185285,10.815440,-0.044792,0.024410,-0.000282,-0.012168,-0.003614,10.947912,-0.016986,0.016909,-0.001078
0.410000,0.027314,-0.010930,11.160811,-0.000425,0.009150,-0.002434,-0.059633,-0.121085,10.785522,-0.052310,0.039484,-0.003896,0.008122,0.174850,11.014074,-0.028117,0.009844,0.000589
0.420000,0.013197,0.000427,11.386700,0.010627,-0.016773,0.012409,-0.059596,-0.191082,10.772539,-0.041077,0.066488,0.010659,0.056560,0.147029,10.982594,-0.046491,0.017849,-0.002058
0.430000,0.067032,0.039811,11.409824,0.000405,-0.027498,-0.003597,-0.031818,0.004839,10.767827,-0.023474,0.044872,0.003131,0.071099,0.155444,10.915063,-0.055542,0.021286,-0.006157
0.440000,-0.022511,-0.020669,11.269788,0.005741,-0.061299,-0.002133,-0.029661,-0.014034,10.907044,-0.028714,0.071784,0.014039,0.112331,0.127609,11.093836,-0.050574,0.031558,0.001875
0.450000,-0.014981,0.112225,11.233580,-0.002761,-0.074597,0.003121,-0.080661,0.008785,10.925269,-0.018285,0.079911,-0.000817,0.097110,0.151679,10.966543,-0.069449,0.032599,-0.001205
0.460000,0.119403,-0.015077,11.098268,-0.003661,-0.063484,-0.012524,-0.220297,-0.085433,10.963037,-0.000149,0.088867,-0.008108,0.123594,0.187476,10.726525,-0.064056,0.026802,-0.006643
0.470000,-0.008512,0.066006,10.839090,0.000664,-0.078524,-0.006365,-0.073172,-0.073700,10.837307,-0.005468,0.087624,-0.004414,0.060519,0.205139,10.698476,-0.072022,0.038260,0.007331
0.480000,0.080396,-0.047091,10.531925,-0.005585,-0.101358,0.007160,-0.033604,-0.052758,10.840524,0.020867,0.117109,0.011207,0.135135,0.211424,10.425296,-0.076378,0.036822,0.001556
0.490000,0.112542,0.065736,10.338905,0.000686,-0.111887,0.003077,-0.169373,-0.030272,10.657816,0.011504,0.114796,0.003792,0.240320,0.194880,10.399839,-0.074153,0.044769,-0.002291
0.500000,0.070500,0.028849,10.432742,-0.004025,-0.119660,-0.006954,-0.059325,-0.176217,10.414141,0.030371,0.124788,-0.006593,0.110387,0.284187,10.252405,-0.067297,0.041905,-0.001902
0.510000,0.110613,-0.051298,10.397754,0.007955,-0.141476,-0.004808,-0.112000,0.000792,10.358705,0.045782,0.144881,-0.005825,0.220851,0.438252,10.117284,-0.053440,0.035133,0.002887
0.520000,0.125267,-0.028398,10.354849,-0.010820,-0.144167,0.001733,-0.201270,-0.058383,10.234218,0.044808,0.159569,-0.012078,0.239467,0.423298,10.235916,-0.053243,0.041302,-0.002226
0.530000,0.040258,-0.000143,10.371597,0.007142,-0.147503,-0.000712,-0.110115,0.184767,10.462020,0.050514,0.150036,0.000705,0.222596,0.498401,10.305592,-0.036252,0.031860,0.003213
0.540000,0.132758,0.006121,10.437138,-0.007393,-0.166512,-0.010006,-0.178904,0.017944,10.401181,0.063071,0.162090,0.007082,0.309241,0.465682,10.281527,-0.022871,0.024726,0.003477
0.550000,0.137387,-0.045085,10.320350,0.007719,-0.169096,-0.000851,-0.116497,-0.001218,10.517796,0.066010,0.176607,0.005334,0.212826,0.358826,10.362547,-0.028842,0.010636,-0.014010
0.560000,0.177807,0.007370,10.311356,0.000342,-0.181725,0.009383,-0.153429,0.061440,10.415557,0.078709,0.169650,0.002660,0.292963,0.397099,10.398156,-0.019604,0.016676,-0.008575
0.570000,-0.041760,0.026679,10.334834,-0.003578,-0.180664,0.006013,-0.156764,0.100511,10.519697,0.079246,0.158832,-0.006680,0.263012,0.431586,10.276277,-0.009786,0.003635,0.005483
0.580000,0.143044,0.022207,10.226476,-0.014744,-0.180449,0.005397,-0.236510,0.121360,10.579197,0.080755,0.166011,0.003458,0.237525,0.286932,10.440405,0.002122,0.001722,0.001373
0.590000,0.149446,-0.017071,10.202033,0.008108,-0.187756,-0.001325,-0.101635,-0.000828,10.844171,0.104218,0.185041,0.002083,0.284777,0.289435,10.460249,-0.010778,0.002852,-0.001581
0.600000,0.063824,0.032915,10.139419,0.002577,-0.190562,-0.009835,-0.005225,0.039029,10.966225,0.104429,0.159861,0.001778,0.325351,0.417520,10.320710,-0.016365,-0.005027,0.001549
0.610000,0.065838,-0.147919,10.089231,-0.005047,-0.191813,-0.007117,-0.058917,0.052029,10.747554,0.101354,0.163160,0.000354,0.133720,0.347467,10.134114,-0.008185,0.012056,0.007538
0.620000,0.109036,0.012501,10.020727,-0.002908,-0.179102,-0.001092,-0.008698,0.030888,10.616639,0.109563,0.168426,0.005703,0.120862,0.248735,10.051397,-0.004081,0.007513,0.012830
0.630000,0.039494,-0.033241,9.915771,0.003251,-0.173250,-0.012453,0.039201,-0.008118,10.419968,0.106614,0.156836,0.002677,0.186506,0.312405,9.998356,-0.007381,0.013646,-0.006794
0.640000,-0.005456,0.054991,9.744729,-0.004251,-0.165068,0.005701,-0.055369,-0.034843,10.260040,0.107652,0.161963,0.000433,0.170974,0.200952,9.904317,-0.004539,0.013591,-0.005233
0.650000,-0.082916,-0.032558,9.712168,0.002102,-0.167435,-0.010053,-0.033738,0.045551,10.255859,0.100530,0.145674,0.003633,0.103349,0.225280,10.009201,-0.019298,0.013988,-0.001981
0.660000,-0.082851,-0.041446,9.568367,-0.001052,-0.143296,0.006011,-0.102502,-0.018102,10.052697,0.125014,0.143480,0.005567,0.097783,0.244539,9.940324,-0.015466,0.016237,-0.014240
0.670000,-0.214169,0.017057,9.425652,-0.013075,-0.124386,0.001857,-0.022263,-0.133484,10.032725,0.091555,0.131755,0.005583,0.143934,0.071909,9.946904,-0.020777,0.013963,0.008152
0.680000,-0.354878,-0.016191,9.384923,-0.009902,-0.099823,0.007610,0.076078,-0.152661,9.975493,0.110536,0.128434,-0.004193,0.214588,0.131943,9.851742,-0.026315,0.010290,0.007566
0.690000,-0.380932,-0.022910,9.464976,-0.006557,-0.061710,-0.000269,-0.112114,-0.063444,9.918125,0.086916,0.120434,0.004780,0.115454,0.212077,9.723068,-0.033603,0.017144,-0.002529
0.700000,-0.482539,-0.086059,9.603894,-0.006327,-0.050591,0.009100,-0.096568,-0.109022,9.760482,0.089239,0.115032,0.002836,0.103383,0.180419,9.553460,-0.022928,0.016798,0.008191
0.710000,-0.534531,-0.033222,9.860120,-0.004124,-0.013679,0.007912,-0.012392,-0.255702,9.606040,0.069374,0.107846,-0.005838,0.172721,0.289593,9.520548,-0.020283,0.013935,0.000508
0.720000,-0.571895,-0.035499,9.959680,-0.009280,0.003908,-0.004209,0.058868,-0.185478,9.286520,0.059228,0.091647,0.004890,0.172425,0.287260,9.475576,-0.016691,0.014571,-0.005230
0.730000,-0.683378,-0.100006,10.054826,-0.008397,0.049063,-0.003149,0.068151,-0.471831,9.245620,0.032518,0.082560,-0.001609,0.089990,0.239324,9.545576,-0.027887,0.007391,0.002276
0.740000,-0.527538,-0.046914,10.362464,-0.031668,0.071538,0.007208,0.085092,-0.496829,9.041929,0.004758,0.057757,-0.009237,0.159355,0.292431,9.663652,-0.001281,0.016340,-0.008434
0.750000,-0.503815,-0.048650,10.756357,-0.019198,0.076727,-0.000528,0.167030,-0.639213,9.143672,-0.025048,0.052536,0.003372,0.123337,0.305357,9.829976,-0.008334,-0.005128,0.007863
0.760000,-0.336052,0.009395,11.135493,-0.013027,0.093420,0.008562,0.136922,-0.777076,9.311411,-0.065224,0.044419,-0.002977,0.104415,0.306430,9.609144,-0.012380,0.000627,0.008357
0.770000,-0.297794,0.039215,11.359704,-0.013097,0.086454,0.000097,0.205228,-0.731443,9.657525,-0.096001,0.030458,0.005716,0.274943,0.368799,9.753616,0.013036,0.008058,-0.000902
0.780000,-0.142201,-0.092689,11.352160,-0.012337,0.076978,0.007094,0.107596,-0.790201,9.838133,-0.135404,0.012162,-0.008217,0.210738,0.306775,9.655871,-0.007077,-0.004695,-0.001644
0.790000,-0.087612,0.003371,11.364125,-0.004619,0.073023,-0.004620,0.163730,-0.724096,10.118784,-0.147790,-0.010632,0.007933,0.293961,0.390822,9.551206,0.008546,-0.013851,-0.004861
0.800000,-0.144693,-0.013893,11.288884,-0.013572,0.091952,-0.006418,0.098327,-0.538885,10.473089,-0.168074,-0.003889,-0.006693,0.189022,0.406534,9.647577,0.013959,-0.002705,0.007278
0.810000,-0.171591,-0.037642,10.749147,-0.022873,0.085112,0.001337,0.193887,-0.500424,10.817990,-0.167120,-0.018989,0.004775,0.313169,0.439568,9.802691,0.023136,-0.023612,0.000755
0.820000,-0.296070,-0.021916,10.432068,-0.014225,0.090656,0.015364,0.139324,-0.346265,11.291792,-0.155948,-0.012055,-0.010533,0.267652,0.557103,9.737338,0.025622,-0.016432,0.001700
0.830000,-0.327057,0.003605,10.149321,-0.020840,0.093936,0.000279,0.049592,-0.151014,11.671333,-0.138401,-0.022578,0.006515,0.219703,0.429495,9.782673,0.034175,-0.025436,-0.001025
0.840000,-0.423754,-0.088444,9.867535,-0.016936,0.115766,-0.004125,0.024406,0.043694,11.606145,-0.118574,-0.032340,0.006664,0.323238,0.548750,9.483080,0.053974,-0.031416,-0.008080
0.850000,-0.495269,-0.097932,9.329597,-0.027228,0.128356,-0.000976,0.084608,-0.041743,11.472039,-0.103827,-0.042773,-0.005374,0.433911,0.630551,9.527329,0.064538,-0.036370,0.008536
0.860000,-0.377521,-0.107665,9.115428,-0.002852,0.133788,-0.002677,0.052324,-0.142395,10.842125,-0.109394,-0.040230,-0.003796,0.355670,0.753918,9.517452,0.080586,-0.038203,0.002870
0.870000,-0.382524,0.040465,8.958785,-0.019515,0.142653,0.004076,0.176512,-0.146567,10.898632,-0.092945,-0.049160,-0.002641,0.361276,0.692734,9.618867,0.114374,-0.064701,-0.005480
0.880000,-0.351376,-0.027185,9.061592,-0.024173,0.140179,0.015733,0.138395,-0.233584,10.289270,-0.087583,-0.057099,0.006042,0.341236,0.663678,9.716053,0.131445,-0.071220,0.000266
0.890000,-0.248216,0.002580,9.379094,-0.002130,0.132233,-0.005765,0.149513,-0.283687,9.854953,-0.103889,-0.088427,-0.015202,0.417903,0.787509,9.753407,0.133341,-0.078007,0.006641
