time,drone0_roll,drone0_pitch,drone0_yaw,drone0_des_qw,drone0_des_qx,drone0_des_qy,drone0_des_qz,drone0_err_x,drone0_err_y,drone0_err_z,drone1_roll,drone1_pitch,drone1_yaw,drone1_des_qw,drone1_des_qx,drone1_des_qy,drone1_des_qz,drone1_err_x,drone1_err_y,drone1_err_z,drone2_roll,drone2_pitch,drone2_yaw,drone2_des_qw,drone2_des_qx,drone2_des_qy,drone2_des_qz,drone2_err_x,drone2_err_y,drone2_err_z
0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0
0.010000,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000037,-0.000021,-0.000000,1,0,0,0,0,0,0
0.020000,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.000183,-0.000107,-0.000000,1,0,0,0,0,0,0
0.030000,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.000452,-0.000266,-0.000000,1,0,0,0,0,0,0
0.040000,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.000858,-0.000509,-0.000000,1,0,0,0,0,0,0
0.050000,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.001418,-0.000842,-0.000001,1,0,0,0,0,0,0
0.060000,0.000037,-0.000042,-0.000000,1,0,0,0,0,0,0,0.000037,-0.000073,-0.000000,1,0,0,0,0,0,0,0.002143,-0.001275,-0.000001,1,0,0,0,0,0,0
0.070000,0.000050,0.000182,0.000000,1,0,0,0,0,0,0,-0.000053,-0.000298,-0.000000,1,0,0,0,0,0,0,0.003019,-0.001798,-0.000003,1,0,0,0,0,0,0
0.080000,0.000066,0.000334,0.000000,1,0,0,0,0,0,0,-0.000142,-0.000537,0.000000,1,0,0,0,0,0,0,0.004013,-0.002393,-0.000005,1,0,0,0,0,0,0
0.090000,0.000084,0.000623,0.000000,1,0,0,0,0,0,0,-0.000211,-0.000745,0.000000,1,0,0,0,0,0,0,0.005101,-0.003045,-0.000008,1,0,0,0,0,0,0
0.100000,0.000103,0.001004,0.000000,1,0,0,0,0,0,0,-0.000406,-0.001198,0.000000,1,0,0,0,0,0,0,0.006265,-0.003743,-0.000012,1,0,0,0,0,0,0
0.110000,0.000123,0.001437,0.000000,1,0,0,0,0,0,0,-0.000597,-0.001658,0.000000,1,0,0,0,0,0,0,0.007490,-0.004480,-0.000017,1,0,0,0,0,0,0
0.120000,0.000145,0.002002,0.000000,1,0,0,0,0,0,0,-0.000808,-0.002156,0.000001,1,0,0,0,0,0,0,0.008762,-0.005247,-0.000023,1,0,0,0,0,0,0
0.130000,0.000168,0.002634,0.000000,1,0,0,0,0,0,0,-0.001106,-0.002820,0.000001,1,0,0,0,0,0,0,0.010070,-0.006036,-0.000030,1,0,0,0,0,0,0
0.140000,0.000192,0.003378,0.000000,1,0,0,0,0,0,0,-0.001393,-0.003468,0.000002,1,0,0,0,0,0,0,0.011403,-0.006840,-0.000039,1,0,0,0,0,0,0
0.150000,0.000217,0.004237,0.000001,1,0,0,0,0,0,0,-0.001766,-0.004262,0.000003,1,0,0,0,0,0,0,0.012748,-0.007654,-0.000049,1,0,0,0,0,0,0
0.160000,0.000242,0.005203,0.000001,1,0,0,0,0,0,0,-0.002165,-0.005102,0.000005,1,0,0,0,0,0,0,0.014110,-0.008477,-0.000060,1,0,0,0,0,0,0
0.170000,0.000268,0.006310,0.000001,1,0,0,0,0,0,0,-0.002624,-0.006033,0.000007,1,0,0,0,0,0,0,0.015508,-0.009322,-0.000072,1,0,0,0,0,0,0
0.180000,0.000294,0.007542,0.000001,1,0,0,0,0,0,0,-0.003145,-0.007059,0.000010,1,0,0,0,0,0,0,0.016934,-0.010184,-0.000086,1,0,0,0,0,0,0
0.190000,0.000321,0.008910,0.000002,1,0,0,0,0,0,0,-0.003730,-0.008172,0.000014,1,0,0,0,0,0,0,0.018375,-0.011055,-0.000101,1,0,0,0,0,0,0
0.200000,0.000348,0.010419,0.000002,1,0,0,0,0,0,0,-0.004383,-0.009376,0.000019,1,0,0,0,0,0,0,0.019821,-0.011929,-0.000118,1,0,0,0,0,0,0
