time,drone0_tau_x,drone0_tau_y,drone0_tau_z,drone0_f_x,drone0_f_y,drone0_f_z,drone1_tau_x,drone1_tau_y,drone1_tau_z,drone1_f_x,drone1_f_y,drone1_f_z,drone2_tau_x,drone2_tau_y,drone2_tau_z,drone2_f_x,drone2_f_y,drone2_f_z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750
0.010000,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317759,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317757,-0.013116,0.006660,-0.000000,-0.000458,-0.000802,21.402883
0.020000,0.000339,-0.000724,-0.000000,-0.000133,-0.000068,22.317774,0.000338,-0.000724,-0.000000,-0.000133,-0.000068,22.317771,-0.026614,0.014186,-0.000000,-0.002264,-0.003881,21.224961
0.030000,0.000335,-0.000726,-0.000000,-0.000350,-0.000178,22.317803,0.000335,-0.000725,-0.000000,-0.000350,-0.000178,22.317797,-0.038167,0.020750,-0.000001,-0.005631,-0.009554,21.143161
0.040000,0.000320,-0.000699,-0.000000,-0.000675,-0.000342,22.317845,0.000319,-0.000698,-0.000000,-0.000675,-0.000341,22.317837,-0.049033,0.026943,-0.000003,-0.010721,-0.018094,21.081124
0.050000,0.000306,-0.000666,-0.000000,-0.001104,-0.000556,22.317884,0.000306,-0.000666,-0.000000,-0.001104,-0.000555,22.317874,-0.059801,0.033080,-0.000005,-0.017706,-0.029805,21.019732
0.060000,0.000310,-0.048331,-0.000002,-0.000700,-0.000609,16.591570,0.000288,-0.000628,-0.000000,-0.001631,-0.000818,22.317880,-0.068595,0.038161,-0.000008,-0.027092,-0.045547,21.251032
0.070000,0.000281,-0.021718,-0.000001,0.004117,-0.001139,22.557674,0.017171,0.031873,0.000004,-0.006679,0.001196,22.381537,-0.071278,0.039876,-0.000012,-0.039256,-0.065928,21.838090
0.080000,0.000257,-0.011074,-0.000001,0.007664,-0.001522,22.978383,0.007107,0.013260,0.000002,-0.012254,0.003240,22.835553,-0.070179,0.039418,-0.000015,-0.053851,-0.090334,22.507857
0.090000,0.000280,-0.051395,-0.000005,0.013672,-0.001837,21.946224,0.004633,0.008280,0.000002,-0.017146,0.004860,23.002857,-0.067826,0.038208,-0.000018,-0.070390,-0.117936,23.118699
0.100000,0.000241,-0.027293,-0.000003,0.023342,-0.002390,23.258452,0.023165,0.043571,0.000011,-0.027372,0.009278,22.851109,-0.065458,0.036960,-0.000021,-0.088551,-0.148196,23.654790
0.110000,0.000270,-0.054752,-0.000007,0.030481,-0.002614,21.206187,0.012780,0.024284,0.000008,-0.038796,0.013977,23.402454,-0.063282,0.035817,-0.000024,-0.108043,-0.180620,24.115931
0.120000,0.000226,-0.038737,-0.000006,0.047187,-0.003418,23.566532,0.028180,0.050861,0.000021,-0.044093,0.016526,20.450337,-0.061368,0.034820,-0.000026,-0.128565,-0.214709,24.503654
0.130000,0.000257,-0.057944,-0.000011,0.057533,-0.003669,21.842533,0.021234,0.039095,0.000019,-0.066585,0.026113,23.610648,-0.059692,0.033951,-0.000028,-0.149812,-0.249952,24.819820
0.140000,0.000228,-0.050941,-0.000011,0.074103,-0.004209,21.940071,0.021362,0.037880,0.000024,-0.070547,0.028339,20.342413,-0.058212,0.033189,-0.000030,-0.171546,-0.285957,25.076629
0.150000,0.000253,-0.065129,-0.000015,0.095839,-0.004897,22.617967,0.029655,0.051379,0.000039,-0.097863,0.040546,22.960581,-0.056791,0.032456,-0.000032,-0.193108,-0.321624,25.227369
0.160000,0.000252,-0.069723,-0.000019,0.113765,-0.005290,21.864739,0.024034,0.041332,0.000038,-0.119209,0.050580,23.367198,-0.060302,0.034363,-0.000037,-0.209183,-0.348140,24.672284
0.170000,0.000244,-0.074349,-0.000022,0.146200,-0.006208,23.167715,0.036042,0.058882,0.000069,-0.136350,0.059297,22.599443,-0.063989,0.036456,-0.000043,-0.228942,-0.380818,24.554657
0.180000,0.000254,-0.083984,-0.000027,0.171665,-0.006703,22.761658,0.033536,0.054070,0.000074,-0.164355,0.073219,23.283147,-0.065236,0.037238,-0.000046,-0.251056,-0.417416,24.647144
0.190000,0.000254,-0.088581,-0.000032,0.203279,-0.007330,22.813341,0.042348,0.065288,0.000113,-0.187937,0.085770,22.996296,-0.065384,0.037392,-0.000048,-0.274015,-0.455408,24.781444
0.200000,0.000256,-0.093695,-0.000036,0.245980,-0.008224,23.608993,0.043692,0.065325,0.000136,-0.214584,0.100320,22.885566,-0.065427,0.037465,-0.000051,-0.297078,-0.493563,24.897932
0.210000,0.000229,-0.089565,-0.000038,0.297980,-0.009304,24.779524,0.049338,0.070509,0.000182,-0.251424,0.120515,23.554843,-0.065774,0.037685,-0.000053,-0.319951,-0.531400,24.984293
0.220000,0.000199,-0.083717,-0.000038,0.350336,-0.010314,25.615843,0.050479,0.068959,0.000220,-0.286802,0.140928,23.824186,-0.066658,0.038207,-0.000057,-0.342246,-0.568280,25.021347
0.230000,0.000183,-0.080687,-0.000039,0.398593,-0.011155,25.964495,0.051454,0.066726,0.000264,-0.333006,0.167764,24.756683,-0.067687,0.038811,-0.000060,-0.365652,-0.607017,25.135883
0.240000,0.000170,-0.079074,-0.000040,0.449234,-0.012026,26.355118,0.049528,0.061073,0.000296,-0.381239,0.196785,25.628523,-0.068167,0.039136,-0.000062,-0.391318,-0.649517,25.394233
0.250000,0.000138,-0.075808,-0.000040,0.507344,-0.013063,27.070476,0.048690,0.056686,0.000336,-0.423719,0.223928,26.020990,-0.067761,0.038984,-0.000062,-0.419399,-0.696026,25.792574
0.260000,0.000080,-0.067984,-0.000037,0.577443,-0.014387,28.305375,0.049177,0.053799,0.000390,-0.465146,0.251665,26.329052,-0.066357,0.038286,-0.000060,-0.449587,-0.746021,26.305612
0.270000,0.000014,-0.057269,-0.000032,0.632309,-0.015355,28.788783,0.049256,0.050798,0.000441,-0.508867,0.281900,26.764048,-0.064170,0.037155,-0.000056,-0.479824,-0.796068,26.819159
0.280000,-0.000011,-0.053330,-0.000030,0.663921,-0.015816,28.362610,0.048221,0.047196,0.000479,-0.553984,0.314210,27.282401,-0.062144,0.036086,-0.000052,-0.505623,-0.838717,27.108175
0.290000,-0.000005,-0.053370,-0.000031,0.691858,-0.016230,27.941190,0.046505,0.043335,0.000506,-0.596655,0.346376,27.718862,-0.060596,0.035243,-0.000050,-0.528617,-0.876683,27.292246
0.300000,0.000007,-0.054005,-0.000033,0.717212,-0.016612,27.552557,0.044449,0.039486,0.000525,-0.635466,0.377446,28.048306,-0.058850,0.034310,-0.000047,-0.552868,-0.916703,27.592289
0.310000,0.000033,-0.055260,-0.000035,0.737406,-0.016899,27.088589,0.041823,0.035442,0.000532,-0.664460,0.403617,28.055845,-0.056034,0.032815,-0.000040,-0.581924,-0.964637,28.181111
0.320000,0.000067,-0.056140,-0.000038,0.752599,-0.017090,26.553674,0.039750,0.031753,0.000546,-0.686894,0.426530,27.927171,-0.052239,0.030792,-0.000030,-0.604058,-1.001011,28.500848
0.330000,0.000086,-0.055044,-0.000039,0.776601,-0.017497,26.423826,0.038605,0.028439,0.000576,-0.703705,0.446664,27.718556,-0.048517,0.028761,-0.000021,-0.617603,-1.023061,28.510428
0.340000,0.000088,-0.051912,-0.000038,0.808440,-0.018103,26.636573,0.038902,0.025236,0.000643,-0.712950,0.462771,27.364029,-0.045358,0.026991,-0.000016,-0.626679,-1.037625,28.421812
