time,drone0_roll,drone0_pitch,drone0_yaw,drone0_des_qw,drone0_des_qx,drone0_des_qy,drone0_des_qz,drone0_err_x,drone0_err_y,drone0_err_z,drone1_roll,drone1_pitch,drone1_yaw,drone1_des_qw,drone1_des_qx,drone1_des_qy,drone1_des_qz,drone1_err_x,drone1_err_y,drone1_err_z,drone2_roll,drone2_pitch,drone2_yaw,drone2_des_qw,drone2_des_qx,drone2_des_qy,drone2_des_qz,drone2_err_x,drone2_err_y,drone2_err_z
0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0
0.010000,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0
0.020000,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0
0.030000,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0
0.040000,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0
0.050000,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.000019,-0.000172,-0.000000,1,0,0,0,0,0,0,0.000169,-0.000130,-0.000000,1,0,0,0,0,0,0
0.060000,0.000037,-0.000073,-0.000000,1,0,0,0,0,0,0,0.000021,-0.000411,-0.000000,1,0,0,0,0,0,0,0.000316,-0.000232,-0.000000,1,0,0,0,0,0,0
0.070000,0.000050,0.000105,0.000000,1,0,0,0,0,0,0,0.000026,-0.000626,-0.000000,1,0,0,0,0,0,0,0.000630,-0.000429,-0.000000,1,0,0,0,0,0,0
0.080000,0.000066,0.000283,0.000000,1,0,0,0,0,0,0,0.000030,-0.000916,-0.000000,1,0,0,0,0,0,0,0.000985,-0.000656,-0.000000,1,0,0,0,0,0,0
0.090000,0.000084,0.000433,0.000000,1,0,0,0,0,0,0,0.000021,-0.001510,-0.000000,1,0,0,0,0,0,0,0.001480,-0.000964,-0.000001,1,0,0,0,0,0,0
0.100000,0.000103,0.000838,0.000000,1,0,0,0,0,0,0,0.000016,-0.002057,-0.000000,1,0,0,0,0,0,0,0.002074,-0.001332,-0.000001,1,0,0,0,0,0,0
0.110000,0.000123,0.001202,0.000000,1,0,0,0,0,0,0,0.000012,-0.002604,-0.000000,1,0,0,0,0,0,0,0.002770,-0.001762,-0.000002,1,0,0,0,0,0,0
0.120000,0.000145,0.001712,0.000000,1,0,0,0,0,0,0,-0.000002,-0.003341,-0.000000,1,0,0,0,0,0,0,0.003583,-0.002262,-0.000004,1,0,0,0,0,0,0
0.130000,0.000168,0.002269,0.000000,1,0,0,0,0,0,0,-0.000028,-0.004255,-0.000000,1,0,0,0,0,0,0,0.004517,-0.002832,-0.000006,1,0,0,0,0,0,0
0.140000,0.000192,0.002938,0.000000,1,0,0,0,0,0,0,-0.000052,-0.005139,0.000000,1,0,0,0,0,0,0,0.005577,-0.003477,-0.000009,1,0,0,0,0,0,0
0.150000,0.000217,0.003688,0.000001,1,0,0,0,0,0,0,-0.000078,-0.006027,0.000000,1,0,0,0,0,0,0,0.006767,-0.004197,-0.000014,1,0,0,0,0,0,0
0.160000,0.000242,0.004566,0.000001,1,0,0,0,0,0,0,-0.000126,-0.007111,0.000000,1,0,0,0,0,0,0,0.008079,-0.004991,-0.000020,1,0,0,0,0,0,0
0.170000,0.000268,0.005538,0.000001,1,0,0,0,0,0,0,-0.000186,-0.008276,0.000000,1,0,0,0,0,0,0,0.009471,-0.005831,-0.000027,1,0,0,0,0,0,0
0.180000,0.000295,0.006650,0.000001,1,0,0,0,0,0,0,-0.000249,-0.009435,0.000001,1,0,0,0,0,0,0,0.010911,-0.006701,-0.000036,1,0,0,0,0,0,0
0.190000,0.000322,0.007876,0.000002,1,0,0,0,0,0,0,-0.000330,-0.010660,0.000001,1,0,0,0,0,0,0,0.012381,-0.007588,-0.000046,1,0,0,0,0,0,0
0.200000,0.000349,0.009235,0.000002,1,0,0,0,0,0,0,-0.000440,-0.012037,0.000002,1,0,0,0,0,0,0,0.013874,-0.008490,-0.000058,1,0,0,0,0,0,0
0.210000,0.000376,0.010722,0.000003,1,0,0,0,0,0,0,-0.000564,-0.013436,0.000002,1,0,0,0,0,0,0,0.015377,-0.009398,-0.000071,1,0,0,0,0,0,0
0.220000,0.000403,0.012311,0.000003,1,0,0,0,0,0,0,-0.000713,-0.014900,0.000003,1,0,0,0,0,0,0,0.016869,-0.010300,-0.000086,1,0,0,0,0,0,0
0.230000,0.000430,0.013945,0.000004,1,0,0,0,0,0,0,-0.000897,-0.016457,0.000005,1,0,0,0,0,0,0,0.018319,-0.011177,-0.000101,1,0,0,0,0,0,0
0.240000,0.000457,0.015599,0.000004,1,0,0,0,0,0,0,-0.001113,-0.018065,0.000006,1,0,0,0,0,0,0,0.019710,-0.012021,-0.000117,1,0,0,0,0,0,0
0.250000,0.000483,0.017268,0.000005,1,0,0,0,0,0,0,-0.001370,-0.019737,0.000009,1,0,0,0,0,0,0,0.021053,-0.012835,-0.000134,1,0,0,0,0,0,0
0.260000,0.000509,0.018938,0.000006,1,0,0,0,0,0,0,-0.001666,-0.021433,0.000011,1,0,0,0,0,0,0,0.022351,-0.013622,-0.000151,1,0,0,0,0,0,0
0.270000,0.000534,0.020565,0.000007,1,0,0,0,0,0,0,-0.002001,-0.023128,0.000015,1,0,0,0,0,0,0,0.023606,-0.014383,-0.000169,1,0,0,0,0,0,0
0.280000,0.000559,0.022085,0.000008,1,0,0,0,0,0,0,-0.002372,-0.024795,0.000019,1,0,0,0,0,0,0,0.024816,-0.015117,-0.000186,1,0,0,0,0,0,0
0.290000,0.000582,0.023491,0.000008,1,0,0,0,0,0,0,-0.002778,-0.026416,0.000024,1,0,0,0,0,0,0,0.025978,-0.015821,-0.000204,1,0,0,0,0,0,0
0.300000,0.000604,0.024804,0.000009,1,0,0,0,0,0,0,-0.003220,-0.027975,0.000029,1,0,0,0,0,0,0,0.027081,-0.016490,-0.000222,1,0,0,0,0,0,0
0.310000,0.000625,0.026025,0.000010,1,0,0,0,0,0,0,-0.003698,-0.029458,0.000035,1,0,0,0,0,0,0,0.028107,-0.017114,-0.000239,1,0,0,0,0,0,0
0.320000,0.000645,0.027155,0.000010,1,0,0,0,0,0,0,-0.004211,-0.030854,0.000042,1,0,0,0,0,0,0,0.029039,-0.017681,-0.000256,1,0,0,0,0,0,0
0.330000,0.000664,0.028200,0.000011,1,0,0,0,0,0,0,-0.004760,-0.032149,0.000049,1,0,0,0,0,0,0,0.029863,-0.018186,-0.000271,1,0,0,0,0,0,0
0.340000,0.000681,0.029162,0.000011,1,0,0,0,0,0,0,-0.005335,-0.033321,0.000056,1,0,0,0,0,0,0,0.030573,-0.018622,-0.000284,1,0,0,0,0,0,0
0.350000,0.000698,0.030036,0.000012,1,0,0,0,0,0,0,-0.005923,-0.034347,0.000064,1,0,0,0,0,0,0,0.031165,-0.018989,-0.000295,1,0,0,0,0,0,0
0.360000,0.000713,0.030805,0.000012,1,0,0,0,0,0,0,-0.006515,-0.035211,0.000071,1,0,0,0,0,0,0,0.031632,-0.019281,-0.000304,1,0,0,0,0,0,0
0.370000,0.000727,0.031459,0.000013,1,0,0,0,0,0,0,-0.007103,-0.035900,0.000078,1,0,0,0,0,0,0,0.031962,-0.019493,-0.000311,1,0,0,0,0,0,0
0.380000,0.000739,0.031989,0.000013,1,0,0,0,0,0,0,-0.007683,-0.036411,0.000085,1,0,0,0,0,0,0,0.032148,-0.019620,-0.000315,1,0,0,0,0,0,0
0.390000,0.000751,0.032387,0.000013,1,0,0,0,0,0,0,-0.008258,-0.036739,0.000090,1,0,0,0,0,0,0,0.032191,-0.019662,-0.000317,1,0,0,0,0,0,0
