time,load_x,load_y,load_z,load_vx,load_vy,load_vz,load_qw,load_qx,load_qy,load_qz,load_wx,load_wy,load_wz,drone0_x,drone0_y,drone0_z,drone0_vx,drone0_vy,drone0_vz,drone0_qw,drone0_qx,drone0_qy,drone0_qz,drone0_wx,drone0_wy,drone0_wz,drone1_x,drone1_y,drone1_z,drone1_vx,drone1_vy,drone1_vz,drone1_qw,drone1_qx,drone1_qy,drone1_qz,drone1_wx,drone1_wy,drone1_wz,drone2_x,drone2_y,drone2_z,drone2_vx,drone2_vy,drone2_vz,drone2_qw,drone2_qx,drone2_qy,drone2_qz,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.159500,0.000075,0.000037,-0.098100,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600001,0.000000,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299999,0.519616,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299999,-0.519615,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000
0.020000,0.000002,0.000001,0.158018,0.000150,0.000075,-0.196201,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600002,0.000001,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000370,-0.000726,0.000000,-0.299998,0.519616,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000369,-0.000726,0.000000,-0.299998,-0.519614,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000369,-0.000726,0.000000
0.030000,0.000003,0.000002,0.155556,0.000226,0.000112,-0.294301,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600005,0.000003,1.200000,0.000361,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000612,-0.001212,0.000000,-0.299995,0.519618,1.200000,0.000361,0.000179,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000611,-0.001212,0.000000,-0.299995,-0.519613,1.200000,0.000361,0.000179,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000611,-0.001212,0.000000
0.040000,0.000006,0.000003,0.152113,0.000302,0.000150,-0.392402,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600010,0.000005,1.200000,0.000481,0.000239,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000846,-0.001688,0.000000,-0.299990,0.519620,1.200000,0.000481,0.000238,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000844,-0.001687,0.000000,-0.299990,-0.519610,1.200000,0.000481,0.000238,-0.000004,1.000000,0.000008,-0.000015,0.000000,0.000845,-0.001687,0.000000
0.050000,0.000009,0.000004,0.148141,0.000270,0.000134,-0.262008,1.000000,-0.000002,0.000004,0.000000,-0.000897,0.001810,0.000000,0.600015,0.000007,1.200000,0.000600,0.000297,-0.000005,1.000000,0.000012,-0.000025,0.000000,0.001070,-0.002144,0.000000,-0.299975,0.519622,1.199965,0.003200,0.000177,-0.009006,1.000000,0.000009,-0.000086,-0.000000,-0.000190,-0.028659,-0.000001,-0.299977,-0.519595,1.199920,0.001726,0.002248,-0.011579,1.000000,0.000084,-0.000065,0.000000,0.016822,-0.011145,0.000000
0.060000,0.000012,0.000006,0.147457,0.000324,0.000161,0.029368,1.000000,-0.000007,0.000014,0.000000,-0.001079,0.002177,0.000000,0.600022,0.000011,1.200000,0.000716,0.000355,-0.000005,1.000000,0.000018,-0.000037,0.000000,0.001283,-0.002576,0.000000,-0.299939,0.519624,1.199873,0.003938,0.000206,-0.009100,1.000000,0.000010,-0.000205,-0.000000,0.000412,-0.021540,-0.000000,-0.299958,-0.519570,1.199804,0.002070,0.002701,-0.011401,1.000000,0.000158,-0.000116,0.000000,0.013937,-0.009918,0.000000
0.070000,0.000015,0.000008,0.147925,0.000378,0.000188,0.052081,1.000000,-0.000013,0.000026,-0.000000,-0.001258,0.002538,-0.000000,0.600011,0.000015,1.199890,-0.002197,0.000411,-0.017317,1.000000,0.000025,0.000052,0.000000,0.001476,0.021986,0.000001,-0.299896,0.519626,1.199787,0.004652,0.000235,-0.008049,1.000000,0.000013,-0.000313,-0.000000,0.000603,-0.022069,-0.000000,-0.299927,-0.519525,1.199589,0.003769,0.005503,-0.026011,1.000000,0.000315,-0.000214,0.000000,0.034082,-0.021651,0.000001
0.080000,0.000020,0.000010,0.148413,0.000433,0.000214,0.044128,1.000000,-0.000020,0.000040,0.000000,-0.001436,0.002903,0.000000,0.599986,0.000019,1.199715,-0.002588,0.000465,-0.017170,1.000000,0.000033,0.000142,0.000000,0.001666,0.015309,0.000001,-0.299841,0.519629,1.199698,0.007827,0.000148,-0.015998,1.000000,0.000015,-0.000458,-0.000000,-0.000807,-0.055146,-0.000002,-0.299885,-0.519463,1.199310,0.005051,0.007586,-0.034459,1.000000,0.000492,-0.000328,0.000000,0.045918,-0.028538,0.000002
0.090000,0.000024,0.000012,0.148787,0.000488,0.000241,0.030223,1.000000,-0.000027,0.000055,0.000000,-0.001614,0.003266,0.000000,0.599959,0.000024,1.199550,-0.003756,0.000518,-0.021333,1.000000,0.000042,0.000217,0.000000,0.001827,0.027197,0.000001,-0.299746,0.519630,1.199499,0.010565,0.000076,-0.020534,1.000000,0.000010,-0.000755,-0.000000,-0.000634,-0.056432,-0.000002,-0.299827,-0.519375,1.198916,0.006352,0.009705,-0.041900,1.000000,0.000740,-0.000482,0.000000,0.049988,-0.031439,0.000002
