time,drone0_tau_x,drone0_tau_y,drone0_tau_z,drone0_f_x,drone0_f_y,drone0_f_z,drone1_tau_x,drone1_tau_y,drone1_tau_z,drone1_f_x,drone1_f_y,drone1_f_z,drone2_tau_x,drone2_tau_y,drone2_tau_z,drone2_f_x,drone2_f_y,drone2_f_z,drone3_tau_x,drone3_tau_y,drone3_tau_z,drone3_f_x,drone3_f_y,drone3_f_z,drone4_tau_x,drone4_tau_y,drone4_tau_z,drone4_f_x,drone4_f_y,drone4_f_z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750
0.010000,0.000300,-0.034474,-0.000000,0.002496,-0.000011,20.476924,0.000300,-0.000629,-0.000000,-0.000022,-0.000012,22.317758,0.000300,-0.000629,-0.000000,-0.000022,-0.000012,22.317760,-0.066180,0.086326,-0.000001,-0.005835,-0.004410,16.811991,0.000300,-0.000629,-0.000000,-0.000022,-0.000012,22.317759
0.020000,0.000343,-0.051158,-0.000000,0.009011,-0.000063,20.488173,0.000342,-0.000732,-0.000000,-0.000133,-0.000068,22.317780,0.000342,-0.000732,-0.000000,-0.000133,-0.000068,22.317782,-0.081947,0.109013,-0.000004,-0.019892,-0.014800,17.617491,0.000342,-0.000732,-0.000000,-0.000133,-0.000068,22.317781
0.030000,0.000340,-0.061992,-0.000001,0.019105,-0.000165,20.598465,0.000336,-0.000725,-0.000000,-0.000351,-0.000179,22.317805,0.000336,-0.000726,-0.000000,-0.000351,-0.000179,22.317808,-0.088005,0.117953,-0.000009,-0.040746,-0.030067,18.406086,0.000336,-0.000725,-0.000000,-0.000351,-0.000179,22.317808
0.040000,0.000330,-0.070640,-0.000002,0.032803,-0.000318,20.739701,0.000321,-0.000694,-0.000000,-0.000677,-0.000343,22.317814,0.000321,-0.000694,-0.000000,-0.000677,-0.000343,22.317819,-0.091660,0.123262,-0.000015,-0.068357,-0.050197,19.167679,0.000322,-0.000694,-0.000000,-0.000676,-0.000343,22.317819
0.050000,0.000320,-0.078474,-0.000003,0.050220,-0.000520,20.879307,0.000304,-0.000662,-0.000000,-0.001106,-0.000558,22.317822,0.012941,0.016392,0.000001,-0.004168,0.001746,22.331853,-0.094580,0.127434,-0.000023,-0.102708,-0.075185,19.864342,-0.036536,-0.011955,-0.000002,-0.000496,-0.002408,21.661052
0.060000,0.000312,-0.085672,-0.000004,0.071684,-0.000771,21.068683,0.000287,-0.000626,-0.000000,-0.001633,-0.000822,22.317827,0.013382,0.016662,0.000002,-0.005998,0.002816,17.829267,-0.097321,0.131327,-0.000032,-0.143953,-0.105145,20.519679,-0.013624,-0.005194,-0.000001,0.000263,-0.006829,22.472022
0.070000,0.000302,-0.089995,-0.000006,0.098102,-0.001080,21.473751,0.048261,-0.001101,0.000005,-0.002178,0.002154,21.911740,0.021685,0.028245,0.000005,-0.014228,0.007740,22.261776,-0.099187,0.134083,-0.000041,-0.193086,-0.140798,21.246496,-0.045179,-0.014627,-0.000005,0.000994,-0.010459,20.042760
0.080000,0.000293,-0.090704,-0.000007,0.129581,-0.001449,22.032125,0.017201,-0.000732,0.000003,-0.002897,0.007269,22.560602,0.029215,0.037820,0.000008,-0.020210,0.011523,20.541951,-0.099687,0.135037,-0.000050,-0.250575,-0.182478,22.045163,-0.028755,-0.009943,-0.000005,0.003089,-0.020502,22.649156
0.090000,0.000284,-0.088625,-0.000009,0.165774,-0.001881,22.670110,0.010264,-0.000613,0.000002,-0.003686,0.011245,22.812242,0.025634,0.033825,0.000009,-0.030975,0.018336,21.438928,-0.098757,0.134080,-0.000058,-0.316478,-0.230222,22.895757,-0.048789,-0.016002,-0.000010,0.004973,-0.028223,21.066750
0.100000,0.000274,-0.084850,-0.000011,0.205810,-0.002372,23.304514,0.053977,-0.001139,0.000012,-0.004198,0.017609,21.409385,0.032562,0.042926,0.000015,-0.043345,0.026301,21.729636,-0.096638,0.131517,-0.000064,-0.389835,-0.283324,23.736521,-0.041054,-0.013753,-0.000010,0.007753,-0.039602,20.947497
0.110000,0.000257,-0.080686,-0.000012,0.248243,-0.002910,23.843856,0.027647,-0.000825,0.000008,-0.005349,0.028728,23.031914,0.035581,0.046982,0.000020,-0.056059,0.034614,21.284925,-0.094040,0.128266,-0.000069,-0.468389,-0.340143,24.477386,-0.051487,-0.017024,-0.000015,0.011732,-0.055847,21.909146
0.120000,0.000242,-0.077282,-0.000013,0.291655,-0.003481,24.240320,0.046456,-0.001281,0.000015,-0.005223,0.031966,19.291516,0.037233,0.049394,0.000025,-0.072322,0.045278,21.444647,-0.091649,0.125257,-0.000072,-0.549900,-0.399058,25.075137,-0.056447,-0.018564,-0.000019,0.015500,-0.070248,21.294409
0.130000,0.000228,-0.074770,-0.000015,0.335620,-0.004082,24.534556,0.044505,-0.001404,0.000018,-0.006975,0.051068,22.707654,0.040347,0.053676,0.000032,-0.091988,0.058244,21.842430,-0.089049,0.121988,-0.000072,-0.638163,-0.462825,25.751686,-0.058254,-0.019203,-0.000023,0.020654,-0.090057,21.632677
0.140000,0.000217,-0.072551,-0.000016,0.380150,-0.004711,24.780353,0.039969,-0.001495,0.000019,-0.007055,0.058066,20.470004,0.044201,0.058879,0.000040,-0.113025,0.072243,21.935557,-0.081689,0.112601,-0.000061,-0.751446,-0.544666,27.184225,-0.064722,-0.021262,-0.000029,0.026810,-0.113338,22.054383
0.150000,0.000210,-0.073941,-0.000019,0.416861,-0.005263,24.505088,0.053896,-0.002270,0.000030,-0.008392,0.079010,22.213024,0.047741,0.063727,0.000049,-0.136486,0.087953,22.009760,-0.070872,0.098511,-0.000042,-0.862360,-0.624681,28.341191,-0.070736,-0.023164,-0.000036,0.033143,-0.136577,21.925374
0.160000,0.000207,-0.076011,-0.000021,0.456928,-0.005866,24.432488,0.048589,-0.002349,0.000031,-0.008863,0.094156,21.717257,0.049622,0.066491,0.000057,-0.166575,0.108108,22.641630,-0.067264,0.093453,-0.000040,-0.923031,-0.668252,27.890382,-0.075707,-0.024770,-0.000042,0.040814,-0.164547,22.109867
0.170000,0.000203,-0.077178,-0.000024,0.498462,-0.006496,24.426897,0.062170,-0.003433,0.000047,-0.009591,0.116063,22.220490,0.048811,0.065702,0.000062,-0.201022,0.131228,23.385825,-0.066663,0.092564,-0.000038,-0.984828,-0.712654,27.608397,-0.080551,-0.026348,-0.000050,0.050125,-0.198287,22.585474
0.180000,0.000202,-0.077696,-0.000026,0.540837,-0.007145,24.454760,0.061805,-0.003841,0.000054,-0.009876,0.136719,22.048941,0.046979,0.063481,0.000066,-0.237938,0.156052,24.053013,-0.066135,0.091891,-0.000033,-1.045941,-0.756562,27.411645,-0.079899,-0.026203,-0.000055,0.061345,-0.238780,23.366387
0.190000,0.000206,-0.077911,-0.000029,0.583625,-0.007807,24.499886,0.070902,-0.005003,0.000071,-0.010248,0.164778,22.600999,0.044841,0.060792,0.000068,-0.276336,0.181909,24.616263,-0.065213,0.090719,-0.000026,-1.105975,-0.799682,27.279368,-0.076734,-0.025230,-0.000058,0.073560,-0.282539,24.095622
0.200000,0.000207,-0.078058,-0.000031,0.626590,-0.008479,24.556752,0.073569,-0.005866,0.000086,-0.010012,0.189748,22.384274,0.042774,0.058176,0.000069,-0.314964,0.207947,25.038333,-0.063905,0.089033,-0.000019,-1.165260,-0.842249,27.214443,-0.072898,-0.024010,-0.000060,0.086322,-0.327983,24.710525
0.210000,0.000211,-0.078261,-0.000034,0.669850,-0.009161,24.633250,0.078667,-0.007168,0.000108,-0.009787,0.225047,23.021296,0.041360,0.056372,0.000071,-0.352186,0.233071,25.263987,-0.062318,0.086966,-0.000010,-1.223307,-0.883909,27.202177,-0.069310,-0.022860,-0.000062,0.099135,-0.373358,25.159408
0.220000,0.000212,-0.078422,-0.000036,0.713883,-0.009860,24.747673,0.077399,-0.008034,0.000125,-0.009063,0.261460,23.437897,0.040246,0.054980,0.000072,-0.389526,0.258279,25.458776,-0.060581,0.084688,-0.000002,-1.279359,-0.924115,27.225452,-0.067125,-0.022144,-0.000064,0.111440,-0.416672,25.387797
0.230000,0.000215,-0.078550,-0.000039,0.758374,-0.010571,24.888801,0.076395,-0.009061,0.000146,-0.007970,0.304302,24.151888,0.039055,0.053489,0.000073,-0.427370,0.283817,25.669180,-0.058774,0.082312,0.000007,-1.333191,-0.962704,27.281009,-0.065552,-0.021638,-0.000067,0.123798,-0.460096,25.585421
0.240000,0.000216,-0.078340,-0.000041,0.804827,-0.011316,25.105362,0.071894,-0.009627,0.000161,-0.006363,0.350557,24.900939,0.037479,0.051504,0.000072,-0.465936,0.309815,25.922254,-0.056877,0.079817,0.000017,-1.385648,-1.000286,27.387601,-0.063714,-0.021054,-0.000070,0.136499,-0.504736,25.831497
0.250000,0.000208,-0.077547,-0.000043,0.853218,-0.012096,25.394142,0.067849,-0.010160,0.000178,-0.004172,0.395801,25.430997,0.035899,0.049496,0.000070,-0.501194,0.333579,26.019215,-0.054913,0.077232,0.000026,-1.435507,-1.035978,27.522792,-0.061134,-0.020227,-0.000072,0.149558,-0.550691,26.139836
0.260000,0.000200,-0.076098,-0.000044,0.903050,-0.012907,25.741825,0.065500,-0.010902,0.000199,-0.001413,0.437510,25.669868,0.035403,0.048825,0.000071,-0.530378,0.353268,25.862044,-0.052957,0.074654,0.000036,-1.480463,-1.068116,27.646926,-0.057828,-0.019164,-0.000072,0.162595,-0.596617,26.460997
0.270000,0.000185,-0.074029,-0.000045,0.953402,-0.013740,26.128098,0.064286,-0.011815,0.000225,0.001894,0.478948,25.870717,0.035074,0.048389,0.000072,-0.558594,0.372287,25.728965,-0.051115,0.072214,0.000044,-1.518060,-1.094932,27.720788,-0.054561,-0.018102,-0.000072,0.174378,-0.638078,26.628748
0.280000,0.000173,-0.071555,-0.000045,1.001249,-0.014554,26.481730,0.062958,-0.012664,0.000252,0.005785,0.521312,26.113255,0.034663,0.047827,0.000073,-0.584835,0.389967,25.575434,-0.049425,0.069964,0.000051,-1.548442,-1.116529,27.753035,-0.052906,-0.017563,-0.000073,0.183108,-0.668554,26.420754
0.290000,0.000164,-0.069243,-0.000045,1.041191,-0.015274,26.678870,0.060994,-0.013309,0.000276,0.010281,0.564532,26.402343,0.034060,0.047002,0.000074,-0.609748,0.406735,25.434749,-0.047873,0.067895,0.000058,-1.573289,-1.134123,27.776875,-0.051994,-0.017283,-0.000076,0.190684,-0.695007,26.153018
0.300000,0.000166,-0.067296,-0.000045,1.075408,-0.015928,26.794449,0.058153,-0.013664,0.000294,0.015380,0.608472,26.743639,0.033026,0.045606,0.000073,-0.635886,0.424292,25.411823,-0.046380,0.065924,0.000064,-1.598463,-1.151938,27.895525,-0.051031,-0.017006,-0.000079,0.197612,-0.719265,25.898364
0.310000,0.000174,-0.065381,-0.000046,1.107464,-0.016568,26.926144,0.054426,-0.013686,0.000306,0.021019,0.651664,27.090535,0.031327,0.043365,0.000069,-0.666013,0.444471,25.607267,-0.044879,0.063973,0.000071,-1.621966,-1.168527,28.073331,-0.049440,-0.016537,-0.000081,0.204455,-0.743371,25.727501
0.320000,0.000186,-0.063139,-0.000046,1.141389,-0.017256,27.174239,0.050449,-0.013572,0.000313,0.026996,0.690176,27.309368,0.029067,0.040411,0.000062,-0.698828,0.466386,25.962421,-0.043639,0.062343,0.000076,-1.630890,-1.174590,28.088957,-0.046944,-0.015782,-0.000082,0.211989,-0.770165,25.731039
0.330000,0.000192,-0.060357,-0.000046,1.176844,-0.017988,27.532571,0.046839,-0.013578,0.000323,0.033138,0.722163,27.363677,0.026720,0.037346,0.000054,-0.729066,0.486504,26.286826,-0.042850,0.061280,0.000078,-1.629371,-1.173114,28.013637,-0.043587,-0.014732,-0.000081,0.220466,-0.800593,25.931537
0.340000,0.000208,-0.057320,-0.000046,1.206414,-0.018656,27.835579,0.043549,-0.013731,0.000337,0.039418,0.748802,27.325770,0.024594,0.034545,0.000046,-0.754169,0.503109,26.505028,-0.042374,0.060653,0.000078,-1.627116,-1.171089,28.009959,-0.039913,-0.013558,-0.000078,0.228607,-0.830059,26.178836
0.350000,0.000248,-0.054521,-0.000046,1.224756,-0.019170,27.972110,0.040919,-0.014354,0.000362,0.045388,0.763279,26.969857,0.022766,0.032095,0.000040,-0.773267,0.515621,26.602495,-0.042176,0.060407,0.000078,-1.619923,-1.165486,28.001340,-0.036414,-0.012429,-0.000074,0.235592,-0.855638,26.389824
0.360000,0.000311,-0.052133,-0.000048,1.233782,-0.019551,27.993882,0.038380,-0.015213,0.000395,0.051782,0.778417,26.761837,0.021116,0.029877,0.000035,-0.789279,0.525987,26.689391,-0.042316,0.060610,0.000077,-1.607008,-1.155741,27.969005,-0.033246,-0.011397,-0.000070,0.241038,-0.875967,26.533402
0.370000,0.000412,-0.050154,-0.000052,1.236012,-0.019828,27.959725,0.035353,-0.015758,0.000421,0.058676,0.794285,26.694111,0.019502,0.027726,0.000029,-0.808666,0.538507,26.985523,-0.042686,0.061133,0.000075,-1.591147,-1.143848,27.955230,-0.030353,-0.010462,-0.000067,0.244844,-0.890702,26.608062
0.380000,0.000547,-0.048577,-0.000057,1.234070,-0.020029,27.926975,0.032076,-0.015942,0.000436,0.065906,0.808564,26.685791,0.017852,0.025621,0.000021,-0.833973,0.554852,27.574791,-0.043224,0.061888,0.000072,-1.570182,-1.128254,27.916270,-0.027605,-0.009575,-0.000063,0.247511,-0.901669,26.673617
0.390000,0.000702,-0.047307,-0.000064,1.231142,-0.020194,27.964569,0.028839,-0.015908,0.000444,0.073281,0.819442,26.679138,0.016283,0.023677,0.000012,-0.852906,0.566812,28.058199,-0.043863,0.062786,0.000069,-1.545735,-1.110125,27.873980,-0.024921,-0.008688,-0.000058,0.251584,-0.918179,27.007066
0.400000,0.000866,-0.046147,-0.000070,1.216762,-0.020140,27.831461,0.025746,-0.015757,0.000447,0.080713,0.826626,26.667378,0.014746,0.021709,0.000004,-0.851770,0.565297,27.997989,-0.044405,0.063566,0.000067,-1.519386,-1.090593,27.850937,-0.022493,-0.007835,-0.000052,0.256806,-0.939379,27.586506
0.410000,0.001054,-0.045319,-0.000078,1.197037,-0.019956,27.659848,0.022785,-0.015536,0.000447,0.087999,0.828842,26.611201,0.013315,0.019805,-0.000001,-0.845159,0.560025,27.876879,-0.044791,0.064141,0.000064,-1.488552,-1.067803,27.794591,-0.020228,-0.007026,-0.000045,0.255960,-0.938909,27.645954
0.420000,0.001284,-0.045111,-0.000087,1.172303,-0.019630,27.448161,0.019905,-0.015241,0.000443,0.095261,0.827992,26.572098,0.012018,0.018038,-0.000005,-0.832548,0.550664,27.673321,-0.045054,0.064556,0.000062,-1.453348,-1.041838,27.699532,-0.018000,-0.006246,-0.000038,0.252443,-0.929129,27.549627
0.430000,0.001550,-0.045485,-0.000098,1.144577,-0.019179,27.232212,0.017079,-0.014757,0.000432,0.102290,0.822896,26.511584,0.010666,0.016109,-0.000006,-0.810650,0.535064,27.268632,-0.045133,0.064733,0.000060,-1.415558,-1.013980,27.592021,-0.015991,-0.005542,-0.000032,0.247521,-0.914649,27.429208
0.440000,0.001840,-0.046299,-0.000110,1.114493,-0.018596,27.016086,0.014284,-0.014085,0.000415,0.109014,0.813855,26.437927,0.009196,0.013956,-0.000007,-0.785408,0.517182,26.848825,-0.044910,0.064516,0.000059,-1.374666,-0.983856,27.455309,-0.014109,-0.004890,-0.000026,0.240500,-0.892848,27.198580
0.450000,0.002204,-0.048017,-0.000124,1.079854,-0.017824,26.733290,0.011723,-0.013114,0.000387,0.115685,0.803468,26.433935,0.007578,0.011559,-0.000007,-0.758330,0.498024,26.455011,-0.044198,0.063648,0.000059,-1.330791,-0.951551,27.284957,-0.011532,-0.004063,-0.000020,0.230796,-0.861451,26.774940
0.460000,0.002672,-0.050943,-0.000142,1.044501,-0.016894,26.460018,0.009696,-0.011798,0.000347,0.122078,0.790837,26.469332,0.006066,0.009298,-0.000007,-0.732317,0.479504,26.181750,-0.043019,0.062144,0.000059,-1.286614,-0.918982,27.131196,-0.008493,-0.003115,-0.000014,0.220323,-0.827491,26.360936
0.470000,0.003254,-0.055083,-0.000165,1.008596,-0.015772,26.183454,0.007970,-0.010503,0.000305,0.127434,0.772019,26.407561,0.004825,0.007402,-0.000006,-0.706841,0.461270,26.008517,-0.041546,0.060250,0.000059,-1.241191,-0.885469,26.971946,-0.005167,-0.002085,-0.000008,0.209681,-0.793195,26.020679
0.480000,0.003927,-0.060349,-0.000189,0.974175,-0.014451,25.938398,0.005930,-0.009568,0.000277,0.131532,0.746707,26.226645,0.003903,0.005950,-0.000004,-0.680927,0.442687,25.897513,-0.040254,0.058596,0.000059,-1.192041,-0.849247,26.747094,-0.002210,-0.001159,-0.000002,0.199261,-0.760063,25.801511
0.490000,0.004665,-0.066431,-0.000215,0.942174,-0.012904,25.734240,0.003606,-0.008865,0.000257,0.134876,0.718335,26.035283,0.003264,0.004864,-0.000000,-0.653682,0.423181,25.810512,-0.039613,0.057862,0.000059,-1.142405,-0.812629,26.516869,0.000077,-0.000440,0.000003,0.188825,-0.727212,25.674625
0.500000,0.005426,-0.072895,-0.000238,0.913298,-0.011105,25.576974,0.001449,-0.008163,0.000238,0.137696,0.688334,25.878271,0.002854,0.004075,0.000003,-0.624828,0.402589,25.729289,-0.039028,0.057268,0.000060,-1.094232,-0.776994,26.318877,0.001720,0.000086,0.000007,0.178038,-0.693368,25.593646
0.510000,0.006154,-0.079187,-0.000258,0.888008,-0.009028,25.469261,-0.000943,-0.007548,0.000223,0.139223,0.653219,25.614112,0.002610,0.003470,0.000008,-0.594169,0.380806,25.636089,-0.038433,0.056673,0.000061,-1.047694,-0.742453,26.154271,0.002928,0.000457,0.000010,0.166706,-0.657728,25.523135
0.520000,0.006789,-0.084659,-0.000272,0.866414,-0.006657,25.407984,-0.004229,-0.007083,0.000219,0.140063,0.616159,25.352825,0.002489,0.002974,0.000013,-0.561646,0.357823,25.515946,-0.037850,0.056100,0.000062,-1.002674,-0.708917,26.018073,0.003826,0.000719,0.000013,0.154877,-0.620417,25.458843
0.530000,0.007288,-0.088771,-0.000278,0.848242,-0.003984,25.383064,-0.007277,-0.006561,0.000213,0.140653,0.579011,25.167345,0.002521,0.002604,0.000020,-0.527813,0.334028,25.379432,-0.037350,0.055638,0.000063,-0.958990,-0.676250,25.903205,0.004483,0.000886,0.000014,0.142606,-0.581573,25.396187
0.540000,0.007622,-0.091239,-0.000277,0.832918,-0.001019,25.379289,-0.009786,-0.006004,0.000204,0.140946,0.541464,25.045606,0.002735,0.002348,0.000028,-0.492756,0.309516,25.215291,-0.037009,0.055369,0.000062,-0.916528,-0.644373,25.803447,0.004968,0.000972,0.000015,0.129905,-0.541148,25.320674
0.550000,0.007799,-0.092078,-0.000268,0.819731,0.002213,25.379806,-0.011629,-0.005452,0.000192,0.140908,0.503347,24.979182,0.003269,0.002384,0.000037,-0.457427,0.284934,25.055483,-0.036875,0.055369,0.000059,-0.875256,-0.613263,25.713789,0.005426,0.001019,0.000014,0.116792,-0.499070,25.212623
0.560000,0.007857,-0.091584,-0.000255,0.808016,0.005673,25.370529,-0.012780,-0.004971,0.000179,0.140472,0.464435,24.954115,0.004280,0.002870,0.000048,-0.422107,0.260512,24.900458,-0.036962,0.055655,0.000056,-0.835224,-0.582961,25.630805,0.005881,0.001007,0.000013,0.103432,-0.455873,25.079099
0.570000,0.007872,-0.090554,-0.000241,0.796648,0.009311,25.321999,-0.013363,-0.004593,0.000165,0.139528,0.424445,24.948204,0.005963,0.004021,0.000062,-0.387154,0.236539,24.753785,-0.037268,0.056228,0.000052,-0.796547,-0.553551,25.552387,0.006151,0.000875,0.000011,0.090042,-0.412319,24.942796
0.580000,0.007828,-0.088845,-0.000224,0.786971,0.013101,25.281213,-0.013658,-0.004343,0.000152,0.137922,0.383063,24.928878,0.008584,0.006123,0.000079,-0.352994,0.213364,24.621733,-0.037760,0.057052,0.000047,-0.759368,-0.525143,25.477230,0.006004,0.000535,0.000008,0.076770,-0.368882,24.815420
0.590000,0.007700,-0.086231,-0.000205,0.778399,0.017000,25.237961,-0.013854,-0.004228,0.000141,0.135719,0.340667,24.900401,0.012451,0.009528,0.000098,-0.320101,0.191388,24.511560,-0.038403,0.058078,0.000041,-0.723853,-0.497857,25.404745,0.005178,-0.000111,0.000003,0.063740,-0.325904,24.701798
0.600000,0.007522,-0.082993,-0.000186,0.770567,0.020965,25.189672,-0.013885,-0.004252,0.000131,0.133002,0.297627,24.868501,0.017894,0.014614,0.000121,-0.288991,0.171064,24.429464,-0.039143,0.059249,0.000035,-0.690175,-0.471820,25.335170,0.003382,-0.001181,-0.000004,0.051083,-0.283731,24.605613
0.610000,0.007330,-0.079575,-0.000168,0.763066,0.024950,25.131212,-0.013862,-0.004427,0.000122,0.129769,0.254084,24.821163,0.025181,0.021711,0.000145,-0.260238,0.152911,24.379818,-0.039935,0.060502,0.000029,-0.658505,-0.447156,25.269281,0.000262,-0.002810,-0.000014,0.038958,-0.242755,24.530539
0.620000,0.007109,-0.075880,-0.000150,0.756389,0.028943,25.086355,-0.013637,-0.004755,0.000112,0.126222,0.210577,24.783314,0.034406,0.030980,0.000170,-0.234513,0.137536,24.367437,-0.040735,0.061782,0.000022,-0.628999,-0.423978,25.208266,-0.004544,-0.005129,-0.000025,0.027550,-0.203424,24.478971
0.630000,0.006873,-0.072020,-0.000133,0.750169,0.032911,25.051314,-0.013177,-0.005258,0.000102,0.122263,0.167080,24.719879,0.045292,0.042172,0.000193,-0.212597,0.125635,24.402474,-0.041500,0.063031,0.000016,-0.601789,-0.402377,25.153444,-0.011340,-0.008269,-0.000039,0.017084,-0.166254,24.450296
0.640000,0.006635,-0.068245,-0.000117,0.744148,0.036823,25.024749,-0.012661,-0.006030,0.000091,0.117944,0.123912,24.619947,0.056867,0.054352,0.000208,-0.195313,0.117915,24.503209,-0.042217,0.064225,0.000009,-0.576988,-0.382435,25.106494,-0.020337,-0.012292,-0.000053,0.007830,-0.131877,24.443291
0.650000,0.006423,-0.064827,-0.000102,0.737989,0.040646,25.001029,-0.011701,-0.007113,0.000076,0.113609,0.081659,24.527845,0.067307,0.065650,0.000212,-0.183305,0.114933,24.689322,-0.042859,0.065317,0.000002,-0.554708,-0.364227,25.070405,-0.031490,-0.017185,-0.000068,0.000101,-0.101047,24.461801
0.660000,0.006263,-0.062047,-0.000089,0.731362,0.044347,24.972099,-0.010051,-0.008574,0.000057,0.109371,0.040569,24.439375,0.074242,0.073583,0.000200,-0.176739,0.116839,24.963088,-0.043406,0.066257,-0.000006,-0.535034,-0.347812,25.048415,-0.044319,-0.022731,-0.000080,-0.005775,-0.074574,24.516443
0.670000,0.006177,-0.060097,-0.000078,0.724120,0.047903,24.933240,-0.007450,-0.010513,0.000029,0.105391,0.000967,24.354455,0.077309,0.077555,0.000177,-0.174089,0.122498,25.143420,-0.043835,0.067001,-0.000014,-0.517991,-0.333210,25.042655,-0.057674,-0.028433,-0.000088,-0.009498,-0.053195,24.621440
0.680000,0.006180,-0.059055,-0.000068,0.716334,0.051303,24.884494,-0.003582,-0.013058,-0.000010,0.101877,-0.036769,24.276409,0.080882,0.081866,0.000156,-0.175345,0.131761,25.227416,-0.044142,0.067515,-0.000022,-0.503525,-0.320389,25.052713,-0.069729,-0.033513,-0.000089,-0.010855,-0.037426,24.786733
0.690000,0.006264,-0.058854,-0.000060,0.708265,0.054557,24.830613,0.001872,-0.016327,-0.000064,0.099079,-0.072206,24.210942,0.080466,0.082184,0.000127,-0.181612,0.145331,25.399136,-0.044361,0.067823,-0.000032,-0.491506,-0.309275,25.075150,-0.078381,-0.037059,-0.000081,-0.009767,-0.027432,25.008888
0.700000,0.006406,-0.059318,-0.000052,0.700306,0.057686,24.780034,0.009177,-0.020418,-0.000136,0.097291,-0.104856,24.164153,0.074460,0.076731,0.000093,-0.191866,0.162267,25.632952,-0.044560,0.068000,-0.000043,-0.481759,-0.299773,25.104365,-0.084358,-0.039377,-0.000068,-0.006260,-0.022911,25.111394
0.710000,0.006587,-0.060183,-0.000044,0.692902,0.060727,24.743344,0.018463,-0.025394,-0.000230,0.096845,-0.134170,24.142411,0.063676,0.066150,0.000062,-0.204462,0.181049,25.874858,-0.044810,0.068146,-0.000054,-0.474120,-0.291801,25.134833,-0.090322,-0.041666,-0.000053,-0.000373,-0.024144,25.184606
0.720000,0.006766,-0.061108,-0.000036,0.686461,0.063717,24.731131,0.029583,-0.031199,-0.000347,0.098120,-0.159568,24.154345,0.050934,0.053228,0.000037,-0.217243,0.199651,26.025533,-0.045183,0.068378,-0.000067,-0.468493,-0.285323,25.163747,-0.091891,-0.042031,-0.000035,0.007763,-0.031022,25.329340
0.730000,0.006899,-0.061783,-0.000027,0.681227,0.066684,24.750410,0.041982,-0.037610,-0.000485,0.101518,-0.180481,24.210381,0.040050,0.041930,0.000021,-0.228436,0.216342,26.004523,-0.045724,0.068760,-0.000081,-0.464864,-0.280357,25.192107,-0.087067,-0.039628,-0.000016,0.017783,-0.042714,25.541679
0.740000,0.006951,-0.061980,-0.000018,0.677174,0.069629,24.800898,0.054627,-0.044131,-0.000636,0.107422,-0.196397,24.319370,0.032816,0.034320,0.000011,-0.237676,0.230685,25.833885,-0.046439,0.069331,-0.000096,-0.463278,-0.276959,25.223701,-0.075953,-0.034550,-0.000001,0.029070,-0.057839,25.774027
0.750000,0.006894,-0.061657,-0.000008,0.673992,0.072519,24.873828,0.066112,-0.050035,-0.000786,0.116114,-0.206890,24.483324,0.029238,0.030603,0.000003,-0.244658,0.242291,25.497894,-0.047327,0.070104,-0.000111,-0.463789,-0.275184,25.262403,-0.061691,-0.028186,0.000008,0.040799,-0.074638,25.923133
0.760000,0.006738,-0.060949,0.000003,0.671199,0.075291,24.954863,0.074958,-0.054461,-0.000917,0.127703,-0.211676,24.696063,0.029866,0.031625,-0.000009,-0.250189,0.251841,25.052864,-0.048375,0.071104,-0.000126,-0.466409,-0.275064,25.309449,-0.048804,-0.022469,0.000012,0.052217,-0.091613,25.921090
0.770000,0.006502,-0.060097,0.000016,0.668350,0.077877,25.030500,0.080227,-0.056785,-0.001013,0.141777,-0.210275,24.895060,0.031423,0.034040,-0.000025,-0.255600,0.260562,24.597611,-0.049601,0.072389,-0.000141,-0.471107,-0.276598,25.362825,-0.039542,-0.018336,0.000014,0.062941,-0.108046,25.787751
0.780000,0.006206,-0.059328,0.000029,0.665204,0.080224,25.093573,0.086533,-0.059476,-0.001116,0.157339,-0.201586,24.943936,0.032287,0.036097,-0.000046,-0.261721,0.269234,24.194683,-0.051046,0.074044,-0.000156,-0.477840,-0.279777,25.418945,-0.033980,-0.015767,0.000016,0.072837,-0.123713,25.558236
0.790000,0.005880,-0.058797,0.000043,0.661773,0.082305,25.144820,0.091227,-0.060983,-0.001199,0.175526,-0.187206,25.049221,0.030867,0.035849,-0.000066,-0.269956,0.279295,23.972382,-0.052730,0.076124,-0.000171,-0.486595,-0.284604,25.474688,-0.033811,-0.015274,0.000022,0.081515,-0.138033,25.128597
0.800000,0.005552,-0.058569,0.000058,0.658214,0.084111,25.189437,0.090765,-0.059305,-0.001216,0.196282,-0.167731,25.241610,0.027481,0.033344,-0.000082,-0.279634,0.290111,23.885904,-0.054651,0.078640,-0.000184,-0.497395,-0.291104,25.528024,-0.037793,-0.016270,0.000034,0.089601,-0.152309,24.670563
