time,drone0_tau_x,drone0_tau_y,drone0_tau_z,drone0_f_x,drone0_f_y,drone0_f_z,drone1_tau_x,drone1_tau_y,drone1_tau_z,drone1_f_x,drone1_f_y,drone1_f_z,drone2_tau_x,drone2_tau_y,drone2_tau_z,drone2_f_x,drone2_f_y,drone2_f_z,drone3_tau_x,drone3_tau_y,drone3_tau_z,drone3_f_x,drone3_f_y,drone3_f_z,drone4_tau_x,drone4_tau_y,drone4_tau_z,drone4_f_x,drone4_f_y,drone4_f_z
12.430000,-0.039527,-0.313880,0.006343,4.749744,0.037470,32.810385,0.093293,-0.053260,-0.000550,0.997467,1.263385,27.846025,0.081603,0.121656,-0.001123,-1.127578,0.902256,29.399683,-0.190139,0.138142,-0.003457,-2.391150,-2.594039,33.080325,-0.198341,-0.092327,0.004294,1.797540,-2.661180,30.515155
12.440000,-0.042488,-0.320738,0.005982,4.772520,-0.049370,32.812568,0.090706,-0.053585,-0.000730,1.013013,1.182901,27.715741,0.086127,0.125335,-0.000710,-1.142053,0.840037,29.379936,-0.178075,0.147935,-0.001331,-2.423308,-2.725474,33.175222,-0.197008,-0.085112,0.004857,1.853103,-2.782690,30.634972
12.450000,-0.044778,-0.323224,0.005491,4.794785,-0.136794,32.810624,0.088975,-0.053512,-0.000939,1.027514,1.106685,27.636646,0.090137,0.129599,-0.000320,-1.158595,0.781527,29.358006,-0.165463,0.157515,0.000922,-2.455312,-2.851027,33.268017,-0.199368,-0.074794,0.005982,1.901997,-2.900638,30.745654
12.460000,-0.046038,-0.319563,0.004864,4.816354,-0.224377,32.809718,0.089844,-0.053473,-0.001227,1.040941,1.034597,27.603958,0.092815,0.133238,0.000044,-1.177228,0.726906,29.331875,-0.154170,0.162287,0.002723,-2.486904,-2.968972,33.353727,-0.204777,-0.065111,0.007302,1.942839,-3.014646,30.841495
12.470000,-0.045788,-0.311140,0.004065,4.836298,-0.311593,32.812873,0.093873,-0.053772,-0.001609,1.052009,0.965672,27.579067,0.093961,0.134640,0.000404,-1.197641,0.676146,29.298772,-0.146198,0.160802,0.003710,-2.517193,-3.078471,33.432065,-0.213342,-0.059546,0.008455,1.975272,-3.124887,30.921424
12.480000,-0.043310,-0.301997,0.002975,4.853546,-0.397717,32.820413,0.100712,-0.054606,-0.002074,1.060856,0.900717,27.560956,0.094253,0.132685,0.000796,-1.219228,0.629204,29.258703,-0.143215,0.155096,0.003869,-2.545149,-3.179654,33.505806,-0.225862,-0.059771,0.009271,2.000101,-3.232420,30.989677
12.490000,-0.037994,-0.296115,0.001450,4.867337,-0.481714,32.829526,0.109078,-0.055876,-0.002576,1.066912,0.839964,27.529258,0.095070,0.127632,0.001254,-1.241443,0.586297,29.219231,-0.146241,0.149081,0.003456,-2.569946,-3.273222,33.576061,-0.242860,-0.065564,0.009746,2.018672,-3.338686,31.049578
12.500000,-0.030192,-0.294762,-0.000503,4.877570,-0.562319,32.836805,0.117119,-0.057140,-0.003058,1.069898,0.783839,27.471974,0.096557,0.120057,0.001763,-1.263592,0.547715,29.185433,-0.155116,0.146363,0.002843,-2.591370,-3.360278,33.642059,-0.264028,-0.075766,0.009936,2.032448,-3.445206,31.101808
12.510000,-0.021662,-0.295736,-0.002602,4.884760,-0.638358,32.841540,0.122670,-0.057600,-0.003449,1.068744,0.731977,27.359376,0.097754,0.111479,0.002242,-1.284620,0.513488,29.153469,-0.167733,0.148478,0.002383,-2.609864,-3.442009,33.701588,-0.287438,-0.089379,0.009785,2.042938,-3.553451,31.145977
12.520000,-0.014962,-0.294958,-0.004373,4.889351,-0.709138,32.845591,0.124775,-0.056601,-0.003720,1.064134,0.684970,27.210656,0.097691,0.104595,0.002600,-1.303776,0.483445,29.119181,-0.180198,0.154716,0.002346,-2.626189,-3.519127,33.751229,-0.308551,-0.105725,0.009037,2.051541,-3.664080,31.178934
12.530000,-0.012086,-0.289531,-0.005417,4.891022,-0.774612,32.850991,0.123783,-0.053896,-0.003880,1.056391,0.642827,27.038684,0.095878,0.101835,0.002775,-1.321166,0.457331,29.084622,-0.188750,0.163478,0.002896,-2.641357,-3.591811,33.790236,-0.321822,-0.123790,0.007412,2.059650,-3.776529,31.197531
12.540000,-0.013307,-0.280027,-0.005664,4.888883,-0.835270,32.859419,0.120446,-0.049611,-0.003950,1.044970,0.604902,26.836071,0.091623,0.103386,0.002743,-1.337298,0.434632,29.049440,-0.191854,0.173609,0.004049,-2.656597,-3.659877,33.821837,-0.324115,-0.141780,0.004903,2.068990,-3.889811,31.206514
12.550000,-0.017258,-0.269986,-0.005392,4.882086,-0.891790,32.871611,0.115455,-0.044317,-0.003941,1.029031,0.570361,26.587594,0.084779,0.107161,0.002531,-1.352378,0.414475,29.005067,-0.190650,0.184321,0.005637,-2.672949,-3.722624,33.847846,-0.315551,-0.157127,0.001852,2.081321,-4.002960,31.217541
12.560000,-0.022045,-0.263309,-0.005006,4.870024,-0.944648,32.884946,0.109231,-0.038872,-0.003853,1.008351,0.538666,26.291106,0.077145,0.110836,0.002259,-1.366493,0.396040,28.946696,-0.187889,0.194613,0.007323,-2.691054,-3.779133,33.867073,-0.298699,-0.167080,-0.001165,2.097566,-4.114508,31.240061
12.570000,-0.026403,-0.262237,-0.004794,4.852635,-0.994006,32.894782,0.102921,-0.034344,-0.003713,0.986361,0.511094,26.035550,0.071585,0.113512,0.002081,-1.380248,0.379105,28.886137,-0.186133,0.203007,0.008717,-2.711358,-3.829110,33.879988,-0.278260,-0.170432,-0.003593,2.117371,-4.222269,31.275863
12.580000,-0.030052,-0.266702,-0.004831,4.830814,-1.039911,32.898825,0.098652,-0.031730,-0.003591,0.967184,0.489219,25.926904,0.068820,0.113821,0.002055,-1.394043,0.363880,28.833799,-0.186455,0.207847,0.009511,-2.734006,-3.873002,33.889433,-0.259598,-0.168751,-0.005197,2.139444,-4.323822,31.319727
12.590000,-0.033291,-0.274450,-0.005028,4.805890,-1.082425,32.896580,0.096522,-0.031447,-0.003488,0.948696,0.471611,25.903355,0.068276,0.111153,0.002164,-1.407347,0.350537,28.788034,-0.188975,0.208630,0.009606,-2.758616,-3.911532,33.897956,-0.246460,-0.165521,-0.006151,2.162488,-4.417457,31.365080
12.600000,-0.036461,-0.282310,-0.005237,4.778858,-1.121644,32.887426,0.094026,-0.033340,-0.003320,0.926921,0.455927,25.844333,0.068879,0.106437,0.002343,-1.419490,0.339262,28.747115,-0.194109,0.207050,0.009143,-2.784405,-3.945363,33.905459,-0.239394,-0.163627,-0.006806,2.185946,-4.502746,31.409227
12.610000,-0.039936,-0.287715,-0.005309,4.750443,-1.157801,32.872807,0.089982,-0.037038,-0.003057,0.903448,0.442302,25.775836,0.069302,0.101336,0.002505,-1.429952,0.330124,28.710026,-0.202765,0.206443,0.008432,-2.810589,-3.975007,33.907824,-0.235873,-0.162868,-0.007316,2.209647,-4.579614,31.450201
12.620000,-0.044381,-0.289150,-0.005083,4.721011,-1.191310,32.855614,0.085710,-0.042427,-0.002755,0.882760,0.432197,25.809366,0.068316,0.097169,0.002571,-1.438229,0.322908,28.671556,-0.215477,0.209707,0.007779,-2.837071,-4.001340,33.900958,-0.232789,-0.160389,-0.007482,2.233006,-4.647389,31.483956
12.630000,-0.050732,-0.286133,-0.004393,4.690189,-1.222760,32.836963,0.081719,-0.049189,-0.002441,0.863004,0.424144,25.875912,0.065962,0.095215,0.002527,-1.444209,0.317244,28.628908,-0.231400,0.216749,0.007257,-2.864631,-4.025912,33.884573,-0.229845,-0.153918,-0.006969,2.255459,-4.706490,31.515352
12.640000,-0.059588,-0.279525,-0.003178,4.657113,-1.252962,32.816513,0.076078,-0.055510,-0.002084,0.840681,0.415766,25.852376,0.063162,0.096312,0.002411,-1.448372,0.312831,28.584466,-0.248249,0.223564,0.006587,-2.893968,-4.050278,33.859375,-0.228086,-0.142296,-0.005504,2.275780,-4.757323,31.547476
12.650000,-0.070547,-0.271304,-0.001577,4.620980,-1.282911,32.794136,0.069342,-0.060250,-0.001726,0.818690,0.407778,25.813749,0.060707,0.100507,0.002267,-1.451497,0.309494,28.541090,-0.263922,0.224632,0.005276,-2.924789,-4.075616,33.826533,-0.229557,-0.126886,-0.003127,2.292105,-4.800007,31.578679
12.660000,-0.082119,-0.263728,0.000097,4.581297,-1.313525,32.769554,0.062953,-0.063315,-0.001415,0.797858,0.400122,25.781718,0.058727,0.107138,0.002112,-1.454369,0.307127,28.499056,-0.277876,0.216836,0.002977,-2.955787,-4.103133,33.790479,-0.235667,-0.110581,-0.000181,2.302605,-4.834874,31.605058
12.670000,-0.092454,-0.258672,0.001484,4.537872,-1.345353,32.741271,0.056328,-0.063467,-0.001153,0.774228,0.390519,25.628836,0.056684,0.115027,0.001935,-1.457687,0.305604,28.457482,-0.289911,0.201157,-0.000189,-2.985026,-4.134069,33.757169,-0.246149,-0.095771,0.002918,2.306033,-4.862815,31.623797
12.680000,-0.100368,-0.257299,0.002352,4.490860,-1.378473,32.706763,0.049823,-0.060791,-0.000949,0.750498,0.380145,25.450792,0.053678,0.122676,0.001705,-1.462040,0.304694,28.416573,-0.298209,0.181806,-0.003535,-3.010270,-4.168832,33.728623,-0.259645,-0.082933,0.005959,2.302186,-4.886126,31.640001
12.690000,-0.105908,-0.259840,0.002682,4.440814,-1.412641,32.663448,0.044880,-0.057489,-0.000809,0.730194,0.370787,25.379918,0.048773,0.127965,0.001396,-1.467535,0.303940,28.373880,-0.300068,0.164055,-0.006128,-3.030020,-4.206996,33.706136,-0.272857,-0.070538,0.008903,2.290517,-4.905910,31.652614
12.700000,-0.109985,-0.265279,0.002634,4.388555,-1.447532,32.609272,0.041387,-0.054393,-0.000716,0.710054,0.360893,25.312423,0.041945,0.129065,0.001027,-1.473607,0.302662,28.324099,-0.293771,0.151407,-0.007315,-3.043820,-4.247144,33.690568,-0.283695,-0.057055,0.011809,2.270393,-4.922995,31.662073
12.710000,-0.113738,-0.271641,0.002450,4.335261,-1.483047,32.545605,0.038115,-0.050749,-0.000642,0.686727,0.348823,25.130961,0.034600,0.126343,0.000667,-1.479771,0.300308,28.271005,-0.280906,0.144636,-0.007092,-3.052115,-4.287333,33.683193,-0.291003,-0.042447,0.014584,2.240696,-4.936979,31.664362
12.720000,-0.117819,-0.276526,0.002332,4.282386,-1.519462,32.478560,0.034921,-0.046947,-0.000577,0.662656,0.335838,24.925390,0.028481,0.121088,0.000396,-1.486003,0.296684,28.227194,-0.265796,0.142564,-0.005979,-3.055579,-4.325531,33.683204,-0.296083,-0.028620,0.017005,2.200863,-4.947970,31.660491
12.730000,-0.121949,-0.277639,0.002364,4.230686,-1.557098,32.413273,0.032633,-0.044488,-0.000522,0.641486,0.323796,24.835871,0.024705,0.113406,0.000275,-1.491478,0.291758,28.191250,-0.252785,0.143763,-0.004560,-3.054688,-4.360034,33.686641,-0.299782,-0.018592,0.018640,2.151078,-4.956486,31.653209
12.740000,-0.125296,-0.274709,0.002470,4.179935,-1.596025,32.351581,0.031677,-0.044181,-0.000478,0.623155,0.312681,24.861676,0.024083,0.105297,0.000330,-1.495757,0.285870,28.167407,-0.243589,0.147625,-0.003087,-3.050147,-4.390167,33.691699,-0.301516,-0.015138,0.018991,2.092025,-4.962002,31.639487
12.750000,-0.127051,-0.270452,0.002424,4.129750,-1.636072,32.294473,0.031697,-0.045582,-0.000440,0.607202,0.302265,24.980894,0.026167,0.097972,0.000526,-1.498358,0.279518,28.153821,-0.236549,0.154093,-0.001428,-3.043472,-4.416516,33.703343,-0.300941,-0.019086,0.017894,2.025405,-4.964140,31.618767
12.760000,-0.126362,-0.268689,0.001927,4.079947,-1.676667,32.240120,0.032040,-0.047652,-0.000405,0.590293,0.290893,25.046683,0.029495,0.092389,0.000775,-1.498631,0.273125,28.141742,-0.228004,0.161989,0.000588,-3.035346,-4.438000,33.716839,-0.297872,-0.028984,0.015579,1.953706,-4.963137,31.595444
12.770000,-0.122769,-0.271746,0.000792,4.030748,-1.716790,32.184034,0.032221,-0.049383,-0.000375,0.573371,0.279056,25.086923,0.032449,0.089549,0.000978,-1.496490,0.266981,28.127750,-0.217844,0.169721,0.002747,-3.026421,-4.453332,33.729533,-0.291977,-0.041701,0.012551,1.879458,-4.959365,31.575671
12.780000,-0.116883,-0.278792,-0.000864,3.983116,-1.755355,32.124049,0.032148,-0.050379,-0.000350,0.556820,0.266976,25.112988,0.033880,0.089880,0.001068,-1.492434,0.261179,28.113771,-0.209609,0.175416,0.004458,-3.017077,-4.461709,33.740220,-0.282721,-0.053287,0.009455,1.804409,-4.952381,31.561653
12.790000,-0.110252,-0.285668,-0.002614,3.938163,-1.791527,32.061210,0.031707,-0.050317,-0.000331,0.540625,0.254697,25.123758,0.033272,0.093017,0.001020,-1.487054,0.255562,28.099638,-0.207845,0.177724,0.005108,-3.007286,-4.463497,33.748791,-0.271179,-0.060212,0.006968,1.729311,-4.941216,31.553395
12.800000,-0.104712,-0.287356,-0.003924,3.896168,-1.824848,31.997551,0.030866,-0.049160,-0.000318,0.525181,0.242461,25.142259,0.030958,0.098651,0.000856,-1.481131,0.249852,28.086793,-0.214176,0.176157,0.004470,-2.996365,-4.459894,33.752885,-0.259412,-0.060612,0.005540,1.653781,-4.924326,31.546137
12.810000,-0.101323,-0.281819,-0.004513,3.856479,-1.855326,31.936186,0.029772,-0.047296,-0.000307,0.510805,0.230461,25.192182,0.027576,0.106117,0.000619,-1.475593,0.243771,28.077876,-0.226045,0.171643,0.002899,-2.983235,-4.452363,33.748696,-0.250796,-0.055260,0.005238,1.576630,-4.899885,31.530492
12.820000,-0.099448,-0.271490,-0.004577,3.818153,-1.883281,31.881361,0.028495,-0.045100,-0.000297,0.497305,0.218631,25.273210,0.023579,0.114101,0.000349,-1.471089,0.237029,28.071703,-0.238892,0.166854,0.001173,-2.967297,-4.442496,33.736155,-0.249505,-0.047346,0.005744,1.496926,-4.867692,31.501517
12.830000,-0.096757,-0.261160,-0.004676,3.780379,-1.908758,31.834882,0.027035,-0.042867,-0.000284,0.484140,0.206742,25.365121,0.019208,0.120852,0.000075,-1.467910,0.229349,28.065135,-0.249256,0.165420,0.000105,-2.949087,-4.431867,33.720483,-0.257910,-0.040903,0.006474,1.414519,-4.829402,31.458799
12.840000,-0.090728,-0.254662,-0.005354,3.742522,-1.930969,31.792959,0.025442,-0.040970,-0.000266,0.470884,0.194600,25.448809,0.014627,0.124855,-0.000181,-1.466059,0.220484,28.056769,-0.255505,0.169971,0.000208,-2.929591,-4.420694,33.701767,-0.274872,-0.039160,0.006798,1.330050,-4.787412,31.401662
12.850000,-0.080813,-0.253014,-0.006747,3.704480,-1.948530,31.750398,0.023890,-0.039854,-0.000245,0.457450,0.182146,25.517171,0.010152,0.125526,-0.000399,-1.465429,0.210264,28.049878,-0.258269,0.181168,0.001520,-2.910473,-4.408652,33.679041,-0.296207,-0.043562,0.006260,1.244938,-4.744242,31.329977
12.860000,-0.069191,-0.254388,-0.008487,3.666842,-1.960222,31.705894,0.022660,-0.039908,-0.000223,0.444092,0.169459,25.575747,0.006484,0.123160,-0.000545,-1.465857,0.198638,28.050701,-0.258248,0.196514,0.003642,-2.893674,-4.395320,33.651496,-0.316245,-0.053678,0.004686,1.161192,-4.702170,31.246460
12.870000,-0.059574,-0.255672,-0.009937,3.630313,-1.965547,31.661561,0.021991,-0.041255,-0.000205,0.431192,0.156671,25.632323,0.004731,0.118539,-0.000569,-1.466904,0.185721,28.061703,-0.255448,0.211328,0.005936,-2.880792,-4.380356,33.620201,-0.329628,-0.067729,0.002184,1.080917,-4.662347,31.154094
12.880000,-0.054983,-0.254961,-0.010618,3.595395,-1.964991,31.621944,0.021987,-0.043589,-0.000195,0.418988,0.143896,25.683637,0.006069,0.113131,-0.000421,-1.467781,0.171886,28.077981,-0.249592,0.220984,0.007794,-2.872360,-4.363174,33.586064,-0.334628,-0.083781,-0.000940,1.006064,-4.624968,31.057295
12.890000,-0.055947,-0.251894,-0.010450,3.561987,-1.959591,31.588954,0.022534,-0.046152,-0.000196,0.407475,0.131213,25.712882,0.010985,0.109188,-0.000090,-1.467885,0.157819,28.093349,-0.242158,0.223999,0.008873,-2.867779,-4.342986,33.549304,-0.334357,-0.100919,-0.004375,0.938531,-4.590806,30.966765
12.900000,-0.060303,-0.247703,-0.009765,3.529412,-1.950340,31.560350,0.023360,-0.047910,-0.000209,0.396577,0.118743,25.705369,0.018960,0.108738,0.000389,-1.467387,0.144441,28.107779,-0.236787,0.222989,0.009194,-2.866211,-4.319643,33.511684,-0.330203,-0.117518,-0.007780,0.879585,-4.559163,30.882653
12.910000,-0.064806,-0.244102,-0.009052,3.497296,-1.937981,31.534598,0.024150,-0.048003,-0.000229,0.386352,0.106683,25.667461,0.028635,0.112205,0.000942,-1.467103,0.132704,28.125331,-0.237140,0.222133,0.008983,-2.867113,-4.293749,33.473605,-0.324745,-0.132418,-0.010874,0.830046,-4.529183,30.803750
12.920000,-0.067190,-0.241638,-0.008612,3.465248,-1.922609,31.507910,0.024717,-0.046134,-0.000255,0.376930,0.095240,25.623987,0.038062,0.117979,0.001475,-1.467825,0.123344,28.147022,-0.244456,0.223984,0.008464,-2.870306,-4.266325,33.431797,-0.317819,-0.143962,-0.013395,0.790330,-4.500391,30.730273
12.930000,-0.067447,-0.240631,-0.008469,3.433242,-1.904094,31.478598,0.025034,-0.042529,-0.000280,0.368395,0.084562,25.606828,0.045330,0.123440,0.001895,-1.469928,0.116722,28.170414,-0.256896,0.228257,0.007761,-2.875966,-4.238765,33.382879,-0.307244,-0.150480,-0.015136,0.760251,-4.472172,30.663942
12.940000,-0.067187,-0.241306,-0.008460,3.401677,-1.882487,31.447395,0.025193,-0.037720,-0.000304,0.360468,0.074676,25.626887,0.049533,0.126517,0.002158,-1.473438,0.112824,28.194578,-0.270835,0.232784,0.006910,-2.884564,-4.212843,33.328236,-0.292099,-0.151896,-0.016099,0.739282,-4.444697,30.614898
12.950000,-0.067963,-0.243362,-0.008395,3.370798,-1.857961,31.412712,0.025022,-0.031989,-0.000321,0.352007,0.065418,25.633390,0.050924,0.126393,0.002276,-1.478083,0.111389,28.220277,-0.282526,0.235077,0.005927,-2.896190,-4.189795,33.270252,-0.271433,-0.147866,-0.016258,0.726367,-4.416927,30.587348
12.960000,-0.070181,-0.246180,-0.008193,3.340860,-1.830943,31.373167,0.024426,-0.025905,-0.000327,0.342620,0.056764,25.625143,0.050489,0.123532,0.002295,-1.483311,0.112071,28.247278,-0.290541,0.234417,0.004859,-2.910615,-4.170378,33.212996,-0.248458,-0.139799,-0.015756,0.719970,-4.386595,30.578309
12.970000,-0.073153,-0.248409,-0.007849,3.312367,-1.802122,31.330904,0.023541,-0.020274,-0.000325,0.332270,0.048702,25.619414,0.049550,0.119660,0.002279,-1.488659,0.114595,28.276701,-0.295320,0.231223,0.003735,-2.927399,-4.154964,33.160224,-0.228255,-0.129505,-0.014762,0.718488,-4.351168,30.578190
12.980000,-0.075953,-0.247798,-0.007338,3.285575,-1.772146,31.289343,0.022297,-0.015629,-0.000311,0.320189,0.041081,25.566138,0.049180,0.116758,0.002278,-1.494123,0.118863,28.313242,-0.297387,0.225477,0.002521,-2.945748,-4.143438,33.113082,-0.214932,-0.118310,-0.013397,0.720211,-4.307766,30.568349
12.990000,-0.078322,-0.242579,-0.006594,3.260084,-1.741487,31.251170,0.020665,-0.012253,-0.000289,0.306626,0.033859,25.481157,0.049643,0.115728,0.002305,-1.499882,0.124903,28.358996,-0.296410,0.216529,0.001176,-2.964824,-4.135742,33.074503,-0.210744,-0.107816,-0.011859,0.723906,-4.256157,30.541389
13.000000,-0.080803,-0.233101,-0.005595,3.234916,-1.710535,31.217742,0.018904,-0.010162,-0.000262,0.292476,0.027022,25.429488,0.050584,0.116347,0.002341,-1.505879,0.132739,28.408592,-0.290949,0.203933,-0.000212,-2.983603,-4.131598,33.048804,-0.214295,-0.098469,-0.010261,0.728958,-4.198896,30.504321
13.010000,-1.073379,-0.622555,0.073887,3.269442,-1.332708,33.211362,-0.898682,-0.399580,0.010997,0.180525,0.373801,27.505256,-0.833619,-0.270870,-0.039078,-1.749306,0.530608,30.415229,-1.317804,-0.189005,-0.135854,-3.337154,-3.897230,35.061987,-1.263606,-0.480845,-0.033505,0.640963,-3.965799,32.511771
13.020000,-0.119366,-0.264205,-0.004672,2.972331,-0.532317,33.066923,0.008250,-0.044115,0.001337,-0.046951,0.958693,27.452889,0.042985,0.086737,0.007296,-1.976108,1.173139,30.245234,-0.357895,0.138959,-0.004898,-3.605587,-3.059219,34.943801,-0.313325,-0.122497,-0.005413,0.397057,-3.128069,32.389895
13.030000,0.004559,-0.197801,-0.010994,2.665877,0.265907,32.910377,0.142997,0.024420,-0.000000,-0.282788,1.546866,27.327718,0.168212,0.158474,0.011830,-2.212089,1.818856,30.091196,-0.192517,0.192825,0.013749,-3.874582,-2.204707,34.816079,-0.163073,-0.046658,0.001022,0.145451,-2.278011,32.250680
13.040000,-0.003625,-0.192029,-0.005484,2.371297,1.013821,32.741933,0.146868,0.037273,-0.000179,-0.509440,2.098753,27.162429,0.168339,0.175848,0.008274,-2.440147,2.428479,29.951110,-0.160251,0.203017,0.011655,-4.125383,-1.389202,34.685141,-0.146132,-0.024820,0.002172,-0.095322,-1.468670,32.099937
13.050000,-0.024467,-0.199855,0.001493,2.094699,1.708259,32.569948,0.131703,0.039691,-0.000361,-0.723967,2.613310,27.009302,0.151594,0.183529,0.003069,-2.657493,2.998898,29.823845,-0.150046,0.211855,0.005632,-4.357190,-0.622079,34.558485,-0.149321,-0.012571,0.001730,-0.322290,-0.709717,31.944134
13.060000,-0.041407,-0.209503,0.008300,1.838398,2.353375,32.400819,0.117022,0.040301,-0.000660,-0.926651,3.095728,26.890581,0.135105,0.188540,-0.002352,-2.864117,3.532902,29.710183,-0.145001,0.221820,-0.001492,-4.571393,0.095350,34.435502,-0.155773,-0.001817,0.000512,-0.535571,-0.003047,31.786405
13.070000,-0.055968,-0.217015,0.014704,1.603162,2.953705,32.237963,0.106193,0.040506,-0.000976,-1.117723,3.549636,26.800173,0.120219,0.190272,-0.007420,-3.060240,4.033947,29.611783,-0.143560,0.228339,-0.009150,-4.768562,0.762560,34.313426,-0.163324,0.008317,-0.001270,-0.735730,0.650647,31.625729
13.080000,-0.070834,-0.221669,0.020637,1.389018,3.513141,32.083840,0.099625,0.040264,-0.001154,-1.296946,3.977045,26.725718,0.106459,0.187926,-0.011778,-3.246045,4.505720,29.533150,-0.145737,0.228902,-0.016928,-4.948623,1.378814,34.192925,-0.172001,0.016818,-0.003475,-0.923231,1.250841,31.462700
13.090000,-0.035007,-0.224223,0.024139,1.195720,4.033907,31.940835,0.096808,0.039234,-0.001042,-1.464386,4.380968,26.667849,0.094139,0.182529,-0.015310,-3.421572,4.951847,29.478529,-0.150966,0.224682,-0.024467,-5.111315,1.943451,34.077106,-0.180762,0.022335,-0.005854,-1.098337,1.797316,31.302180
13.100000,-0.024597,-0.226174,0.028569,1.023060,4.510097,31.812234,0.096698,0.037114,-0.000538,-1.620824,4.766442,26.640185,0.084116,0.177023,-0.018281,-3.585933,5.374270,29.442553,-0.158389,0.218768,-0.031639,-5.256670,2.456064,33.969608,-0.187179,0.023951,-0.008036,-1.260846,2.290413,31.144846
13.110000,-0.024382,-0.228321,0.033138,0.870879,4.939079,31.701017,0.098117,0.033772,0.000400,-1.767103,5.138527,26.654324,0.076026,0.175449,-0.021509,-3.737960,5.773346,29.414327,-0.166799,0.213666,-0.038412,-5.384504,2.916267,33.869545,-0.190635,0.021378,-0.009709,-1.410311,2.731211,30.993762
13.120000,-0.023844,-0.230508,0.037407,0.738929,5.321664,31.607402,0.100061,0.029345,0.001736,-1.903153,5.499554,26.707399,0.067292,0.180599,-0.026090,-3.878438,6.150578,29.392946,-0.175924,0.210380,-0.044889,-5.495055,3.323833,33.776320,-0.191333,0.015213,-0.010702,-1.546177,3.121403,30.853080
13.130000,-0.021800,-0.232390,0.041278,0.626830,5.659148,31.529926,0.101839,0.024337,0.003343,-2.027765,5.848461,26.783304,0.054695,0.191577,-0.032565,-4.009939,6.508707,29.385516,-0.185907,0.208719,-0.051145,-5.588948,3.678743,33.690493,-0.189612,0.006690,-0.011002,-1.667933,3.463088,30.726791
13.140000,-0.019219,-0.234212,0.044808,0.534187,5.953165,31.468918,0.133907,0.019790,0.007404,-2.139320,6.182621,26.863924,0.036908,0.203180,-0.040165,-4.134126,6.848907,29.392633,-0.197252,0.208424,-0.057292,-5.667427,3.981426,33.615666,-0.185275,-0.002779,-0.010683,-1.775102,3.758420,30.616080
13.150000,-0.016792,-0.236212,0.048050,0.460650,6.205633,31.426503,0.181940,0.016348,0.012746,-2.237007,6.495305,26.943134,0.015796,0.209071,-0.047098,-4.251091,7.171480,29.411494,-0.208123,0.209719,-0.063083,-5.731273,4.232166,33.551680,-0.178858,-0.012146,-0.009897,-1.867320,4.009554,30.520363
13.160000,-0.014099,-0.237719,0.050859,0.405762,6.418131,31.402710,0.193509,0.013819,0.014888,-2.321406,6.780170,27.030053,0.091982,0.207436,-0.037865,-4.360788,7.474580,29.447791,-0.216610,0.213569,-0.068331,-5.781229,4.431670,33.496893,-0.171720,-0.020887,-0.008833,-1.944374,4.218554,30.438743
13.170000,-0.010647,-0.237552,0.052960,0.368771,6.591742,31.394607,0.199883,0.012342,0.016250,-2.394199,7.040251,27.142758,0.099774,0.196981,-0.036144,-4.462669,7.745989,29.509626,-0.220603,0.220924,-0.072813,-5.818693,4.581541,33.451138,-0.165005,-0.028509,-0.007694,-2.006052,4.386939,30.367798
13.180000,-0.006938,-0.235147,0.054207,0.348623,6.727778,31.400389,0.206957,0.011496,0.017447,-2.456067,7.277454,27.285840,0.099594,0.182959,-0.034316,-4.554687,7.981071,29.594446,-0.218354,0.231549,-0.076197,-5.845261,4.684188,33.413413,-0.160134,-0.034482,-0.006727,-2.052268,4.515798,30.303292
13.190000,-0.003748,-0.230657,0.054615,0.344080,6.827973,31.420640,0.215505,0.010795,0.018686,-2.504694,7.485323,27.431312,0.102462,0.171463,-0.032251,-4.635206,8.179447,29.697572,-0.210246,0.243373,-0.078244,-5.862527,4.742766,33.382744,-0.157646,-0.038109,-0.006151,-2.083178,4.605880,30.241067
13.200000,-0.000883,-0.224609,0.054295,0.353777,6.893671,31.454281,0.224393,0.009888,0.019961,-2.536538,7.653636,27.539725,0.106655,0.166259,-0.031337,-4.703907,8.341735,29.815813,-0.199107,0.252905,-0.078925,-5.871553,4.760629,33.358099,-0.155908,-0.038503,-0.006055,-2.099008,4.657324,30.173218
13.210000,0.002735,-0.218244,0.053527,0.376333,6.925438,31.496214,0.231666,0.008548,0.021148,-2.551533,7.782152,27.609640,0.109169,0.167510,-0.032243,-4.760792,8.467287,29.943025,-0.189178,0.256996,-0.078526,-5.872569,4.740750,33.338792,-0.154039,-0.035818,-0.006394,-2.100369,4.670649,30.092789
13.220000,0.008091,-0.213674,0.052805,0.410622,6.923719,31.539760,0.235951,0.006560,0.022166,-2.554209,7.884437,27.688136,0.108394,0.173371,-0.034803,-4.806822,8.556131,30.077434,-0.183844,0.254795,-0.077548,-5.864996,4.685313,33.324311,-0.153912,-0.031887,-0.007027,-2.088671,4.648043,30.003202
13.230000,0.015140,-0.212900,0.052603,0.456036,6.889739,31.580695,0.236836,0.003748,0.023020,-2.540174,7.946588,27.724910,0.105395,0.182309,-0.038440,-4.844202,8.610245,30.224381,-0.184155,0.248635,-0.076565,-5.848063,4.595863,33.314732,-0.157477,-0.028912,-0.007738,-2.065634,4.592603,29.915197
