time,load_gps_x,load_gps_y,load_gps_z,drone0_gps_x,drone0_gps_y,drone0_gps_z,drone1_gps_x,drone1_gps_y,drone1_gps_z,drone2_gps_x,drone2_gps_y,drone2_gps_z,drone3_gps_x,drone3_gps_y,drone3_gps_z,drone4_gps_x,drone4_gps_y,drone4_gps_z
0.000000,-0.025348,-0.007703,0.121531,0.613921,-0.000968,1.223923,0.165948,0.546939,1.208310,-0.457476,0.344444,1.141047,-0.516878,-0.346792,1.239612,0.208821,-0.549531,1.225900
0.010000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.020000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.030000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.040000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.050000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.060000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.070000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.080000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.090000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.100000,0.011767,0.001792,0.207363,0.599129,0.022715,1.259014,0.165816,0.557498,1.044346,-0.500728,0.353100,1.219552,-0.483433,-0.294638,1.199729,0.213031,-0.569531,1.186124
0.110000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.120000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.130000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.140000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.150000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.160000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.170000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.180000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.190000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.200000,0.019733,0.013291,0.149686,0.580606,0.031548,1.179437,0.199912,0.586492,1.210566,-0.473232,0.363087,1.240736,-0.476231,-0.345814,1.220806,0.215031,-0.578765,1.189632
0.210000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.220000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.230000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.240000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.250000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.260000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.270000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.280000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.290000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.300000,-0.020892,-0.005607,0.062306,0.585941,0.009546,1.234750,0.184285,0.562442,1.137151,-0.461543,0.364426,1.211052,-0.463942,-0.368749,1.127364,0.191237,-0.559770,1.144489
0.310000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.320000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.330000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.340000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.350000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.360000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.370000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.380000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.390000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.400000,0.011868,-0.011100,0.155367,0.571940,-0.023924,1.155104,0.180093,0.561350,1.113894,-0.487922,0.334164,1.200633,-0.465332,-0.337007,1.153474,0.173031,-0.584634,1.162734
0.410000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.420000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.430000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.440000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.450000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.460000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.470000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.480000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.490000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.500000,-0.004768,0.021727,0.222130,0.550095,-0.000784,1.235028,0.157610,0.577446,1.128858,-0.484227,0.347797,1.083415,-0.450168,-0.345027,1.261712,0.182971,-0.542856,1.250027
0.510000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.520000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.530000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.540000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.550000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.560000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.570000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.580000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.590000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.600000,-0.035200,0.011219,0.150200,0.602906,-0.001882,1.126488,0.168253,0.566903,1.238862,-0.500678,0.350879,1.274786,-0.483196,-0.347862,1.061128,0.155188,-0.578760,1.101602
0.610000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.620000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.630000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.640000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.650000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.660000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.670000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.680000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.690000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.700000,0.024976,-0.017306,0.240686,0.582040,-0.035930,1.107040,0.178816,0.575185,1.234497,-0.517866,0.350855,1.093565,-0.473977,-0.319857,1.067308,0.181076,-0.524567,1.142428
0.710000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.720000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.730000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.740000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.750000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.760000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.770000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.780000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.790000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.800000,0.013480,0.000256,0.145617,0.609563,0.002061,1.188427,0.152216,0.578545,1.181745,-0.490161,0.323884,1.194865,-0.480804,-0.361924,1.191970,0.180859,-0.568414,1.193649
0.810000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.820000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.830000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.840000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.850000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.860000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.870000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.880000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.890000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.900000,-0.019928,-0.011565,0.155758,0.597946,-0.029888,1.254658,0.206999,0.544964,1.137965,-0.497856,0.333677,1.169758,-0.456965,-0.322466,1.188842,0.174567,-0.607631,1.134485
0.910000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.920000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.930000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.940000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.950000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.960000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.970000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.980000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
0.990000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
1.000000,-0.021082,-0.008480,0.090977,0.588727,-0.024767,1.238719,0.155001,0.567091,1.255343,-0.504315,0.360231,1.152713,-0.449392,-0.330033,1.168436,0.186141,-0.564918,1.148321
1.010000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.020000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.030000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.040000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.050000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.060000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.070000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.080000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.090000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.100000,-0.013084,0.007721,0.156729,0.593334,0.015456,1.202503,0.189854,0.570249,1.253593,-0.496223,0.374080,1.196566,-0.491029,-0.375036,1.154169,0.184177,-0.603645,1.335600
1.110000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.120000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.130000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.140000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.150000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.160000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.170000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.180000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.190000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.200000,-0.046535,-0.007899,0.186011,0.533932,-0.028073,1.193846,0.176989,0.578462,1.280719,-0.496244,0.316700,1.224575,-0.446039,-0.319305,1.206444,0.189114,-0.553862,1.301429
1.210000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.220000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.230000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.240000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.250000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.260000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.270000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.280000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.290000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.300000,-0.016879,-0.036256,0.183326,0.590123,0.014030,1.269359,0.183026,0.555534,1.230972,-0.457681,0.352574,1.277473,-0.442156,-0.349428,1.230212,0.220621,-0.524737,1.348261
1.310000,-0.030937,0.012729,0.222123,0.601248,0.002702,1.223706,0.189943,0.532407,1.228194,-0.489285,0.297185,1.248883,-0.472558,-0.322956,1.136670,0.174314,-0.543011,1.266228
1.320000,-0.030937,0.012729,0.222123,0.601248,0.002702,1.223706,0.189943,0.532407,1.228194,-0.489285,0.297185,1.248883,-0.472558,-0.322956,1.136670,0.174314,-0.543011,1.266228
1.330000,-0.030937,0.012729,0.222123,0.601248,0.002702,1.223706,0.189943,0.532407,1.228194,-0.489285,0.297185,1.248883,-0.472558,-0.322956,1.136670,0.174314,-0.543011,1.266228
1.340000,-0.030937,0.012729,0.222123,0.601248,0.002702,1.223706,0.189943,0.532407,1.228194,-0.489285,0.297185,1.248883,-0.472558,-0.322956,1.136670,0.174314,-0.543011,1.266228
1.350000,-0.030937,0.012729,0.222123,0.601248,0.002702,1.223706,0.189943,0.532407,1.228194,-0.489285,0.297185,1.248883,-0.472558,-0.322956,1.136670,0.174314,-0.543011,1.266228
1.360000,-0.030937,0.012729,0.222123,0.601248,0.002702,1.223706,0.189943,0.532407,1.228194,-0.489285,0.297185,1.248883,-0.472558,-0.322956,1.136670,0.174314,-0.543011,1.266228
