time,drone0_ax,drone0_ay,drone0_az,drone0_wx,drone0_wy,drone0_wz,drone1_ax,drone1_ay,drone1_az,drone1_wx,drone1_wy,drone1_wz,drone2_ax,drone2_ay,drone2_az,drone2_wx,drone2_wy,drone2_wz,drone3_ax,drone3_ay,drone3_az,drone3_wx,drone3_wy,drone3_wz,drone4_ax,drone4_ay,drone4_az,drone4_wx,drone4_wy,drone4_wz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.056245,-0.131288,9.828147,-0.001265,0.010742,-0.004724,-0.037445,0.042620,9.844970,-0.002566,0.009105,0.004860,0.056326,0.050867,9.882346,-0.000379,-0.007102,-0.000148,0.050588,-0.028202,9.809395,0.041269,-0.042241,-0.003828,0.003250,-0.000065,9.814897,0.010465,-0.005850,-0.000654
0.020000,-0.138785,0.049355,8.445246,-0.012844,0.030385,0.004105,0.099823,0.034418,9.776782,0.002322,-0.002952,0.011622,0.074649,-0.008898,9.752321,-0.005431,-0.004822,0.002975,0.658994,0.568086,6.162558,0.058610,-0.070126,-0.001775,-0.011493,-0.065527,9.698917,0.001653,-0.004668,-0.000831
0.030000,-0.328535,-0.009116,8.469992,-0.007637,0.053546,-0.008204,-0.101491,0.013780,9.743227,0.003350,0.007249,-0.001574,-0.028228,0.036898,9.767494,-0.007558,-0.002117,0.004618,0.634722,0.466607,6.430641,0.079645,-0.122084,0.003568,-0.002595,-0.048314,9.720144,0.011547,0.006623,0.001858
0.040000,-0.295061,0.043656,8.367472,-0.003332,0.058230,0.006105,0.049020,0.086517,9.771398,-0.004884,0.008928,-0.008113,-0.064301,0.055825,9.823301,-0.007044,-0.007459,-0.010904,0.703013,0.562819,6.741448,0.100611,-0.137658,0.010144,-0.046831,-0.036797,9.764915,-0.004594,0.005636,0.000815
0.050000,-0.337943,0.021634,8.430826,0.004339,0.077468,0.009897,-0.082554,0.055055,9.846628,-0.004064,-0.009603,0.008296,0.330060,-0.230546,7.787200,-0.016798,-0.022524,0.007059,0.693971,0.503328,6.922056,0.127484,-0.157408,-0.000284,-0.046870,0.026257,9.823005,-0.002580,-0.004888,0.005346
0.060000,-0.410987,0.095232,8.300250,0.001141,0.105247,0.001726,-0.023632,0.101935,9.789427,0.016155,-0.009544,0.002374,0.018873,-0.045421,9.731486,-0.020361,-0.001472,-0.002307,0.731602,0.514761,7.303688,0.135267,-0.189659,-0.004794,-0.135713,0.008435,9.619282,0.020161,-0.007749,0.002220
0.070000,-0.398304,0.090279,8.357638,-0.009434,0.120825,0.001589,0.029774,-0.029007,9.730557,0.003685,-0.013543,0.003625,0.358278,-0.193208,7.653872,-0.018205,-0.034276,-0.010030,0.654096,0.598395,7.489136,0.151228,-0.196440,-0.006800,0.093963,-0.044301,9.841023,0.005724,0.017447,0.011016
0.080000,-0.457339,0.073235,8.520604,-0.003642,0.126789,0.009847,-0.024239,-0.099471,9.730337,-0.002975,0.002561,0.009020,0.194109,0.010613,9.628832,-0.030520,-0.033982,0.005774,0.728956,0.573029,7.586327,0.163535,-0.233849,0.002392,-0.083633,0.333606,8.871895,0.051576,0.008674,-0.003065
0.090000,-0.477101,0.125497,8.755535,0.005964,0.140662,0.000631,-0.010810,-0.160609,9.848461,-0.008432,-0.002216,-0.000048,0.190571,-0.123464,8.728361,-0.037136,-0.051642,0.002861,0.816972,0.518432,8.098127,0.177685,-0.230498,0.004461,-0.026390,0.252363,8.962150,0.041208,0.010971,0.001720
0.100000,-0.405487,-0.028135,9.050060,0.004147,0.156312,-0.002657,0.036795,-0.331914,7.950783,-0.032466,0.005980,0.001838,0.248867,-0.144464,8.323913,-0.028049,-0.060114,-0.000515,0.735139,0.540905,8.329909,0.174942,-0.252766,-0.000620,0.022911,0.248869,8.887850,0.044805,0.030106,-0.005470
0.110000,-0.339484,0.018258,9.413099,-0.005268,0.163870,-0.005007,0.056352,-0.211425,9.454495,-0.049311,-0.005040,0.010524,0.231813,-0.119194,8.831852,-0.037441,-0.057777,0.006853,0.655953,0.380414,8.904199,0.185907,-0.268610,0.007218,-0.091715,0.220789,8.295931,0.061413,0.014067,-0.001891
0.120000,-0.381601,0.011067,9.585400,0.008956,0.174487,-0.009778,0.101375,-0.002604,9.889769,-0.053263,-0.015298,0.002803,0.299373,-0.129084,8.613324,-0.049250,-0.074686,0.009895,0.634600,0.508095,9.196557,0.199855,-0.292544,0.001089,-0.052560,0.269640,8.863298,0.065406,0.017513,0.002971
0.130000,-0.305159,0.024618,9.871817,0.013693,0.169503,-0.008181,-0.061919,-0.286983,8.053135,-0.065199,0.003396,-0.008708,0.294832,-0.187768,8.414071,-0.051588,-0.086786,0.002757,0.510490,0.499009,9.410126,0.210866,-0.288022,-0.010359,-0.139850,0.367772,8.609651,0.078406,0.019179,-0.004592
0.140000,-0.263637,0.028437,9.911738,0.003156,0.170292,-0.001854,-0.026053,-0.173648,9.689161,-0.053110,0.000446,-0.002230,0.259442,-0.314270,8.447676,-0.055478,-0.097679,0.004725,0.444346,0.308759,9.873096,0.195871,-0.278526,-0.005897,-0.125551,0.350089,8.450495,0.091889,0.026736,-0.005184
0.150000,-0.446823,-0.041093,9.982458,0.000572,0.158911,-0.004651,0.003522,-0.213455,7.960566,-0.068196,0.000967,0.014827,0.367174,-0.212648,8.455584,-0.069186,-0.099947,-0.000125,0.529513,0.269943,10.771430,0.195301,-0.271273,0.001094,0.043852,0.436211,8.622366,0.105451,0.033323,0.004887
0.160000,-0.289345,0.010029,9.828038,-0.005165,0.178051,0.003446,-0.007443,-0.086638,9.239862,-0.071451,0.006563,-0.003331,0.315860,-0.213246,8.565244,-0.081298,-0.122362,-0.007980,0.285809,0.310053,11.382841,0.193777,-0.251282,0.003759,-0.096487,0.455452,8.459048,0.122366,0.021601,-0.001270
0.170000,-0.226341,0.096213,9.675218,0.001909,0.171775,-0.009116,0.068588,-0.334425,8.264670,-0.092393,-0.006630,0.003884,0.296252,-0.295631,8.847920,-0.073929,-0.132167,0.001839,0.273449,0.280851,11.079904,0.186065,-0.260905,0.007141,-0.065908,0.480301,8.417836,0.131492,0.035927,0.001812
0.180000,-0.287640,-0.019409,9.607963,0.015527,0.171357,0.007804,0.002482,-0.357031,8.884528,-0.107797,-0.011360,0.009565,0.296833,-0.250211,9.249944,-0.092489,-0.114083,0.008779,0.340362,0.328647,10.913896,0.182521,-0.241242,-0.005230,-0.137654,0.369620,8.659204,0.149016,0.039039,0.002013
0.190000,-0.200861,-0.058227,9.481997,0.017446,0.179006,0.012159,0.046530,-0.417214,8.432460,-0.112476,-0.000507,0.002918,0.365810,-0.164393,9.541298,-0.096455,-0.138064,-0.006686,0.398262,0.284928,10.686009,0.159923,-0.235632,-0.005749,-0.103380,0.424244,9.048518,0.152175,0.038853,-0.002663
0.200000,-0.462018,-0.056729,9.373503,0.001339,0.163029,-0.006998,0.009875,-0.390491,8.951034,-0.111083,-0.008335,-0.005250,0.300943,-0.125177,9.779085,-0.087744,-0.141172,0.015522,0.243708,0.239801,10.615244,0.162421,-0.229383,0.000070,-0.337233,0.288765,9.548957,0.149415,0.043732,0.000845
0.210000,-0.333387,0.066472,9.486007,0.005932,0.160441,-0.001242,0.023110,-0.346649,8.409549,-0.136956,0.006930,-0.005524,0.181173,-0.223545,9.990881,-0.087420,-0.136779,0.007134,0.458145,0.236403,10.480474,0.146193,-0.217352,-0.004180,-0.095743,0.435116,9.774567,0.155070,0.040295,-0.009494
0.220000,-0.464947,0.006156,9.399808,-0.001093,0.165065,0.009422,-0.052931,-0.357743,8.815622,-0.138069,0.004954,0.014936,0.270541,-0.177585,9.968393,-0.085094,-0.145751,-0.005744,0.300613,0.178458,10.422973,0.147832,-0.199978,0.006468,-0.031710,0.294141,9.929995,0.167317,0.044044,-0.005744
0.230000,-0.346728,0.062725,9.410592,-0.000771,0.164823,0.007164,0.014040,-0.436491,8.891345,-0.144926,0.004345,0.000616,0.238865,-0.135351,10.172140,-0.091096,-0.128195,0.009484,0.259877,0.186166,10.500149,0.135813,-0.182688,-0.002088,-0.060136,0.266688,10.102889,0.153620,0.038135,-0.005620
0.240000,-0.297182,0.026956,9.434443,0.003924,0.154185,0.007864,-0.148923,-0.349270,9.365780,-0.143784,0.017990,-0.002950,0.271239,-0.125393,10.228266,-0.093473,-0.124421,-0.006224,0.207073,0.182289,10.536029,0.113808,-0.172633,0.008120,-0.017965,0.186787,10.128571,0.149738,0.060223,0.013196
0.250000,-0.288300,-0.014278,9.468994,0.001609,0.146921,0.001526,-0.124144,-0.358524,9.705762,-0.140232,0.007796,0.000763,0.231092,-0.214923,10.399353,-0.092166,-0.132232,0.001543,0.324671,0.239722,10.592039,0.116290,-0.156261,-0.000528,-0.031578,0.360430,10.257541,0.155298,0.034039,0.001325
0.260000,-0.309310,0.034075,9.746505,-0.005627,0.144334,0.001437,-0.055087,-0.350515,10.091306,-0.145138,0.011889,-0.000083,0.273435,-0.120471,10.403789,-0.081879,-0.130192,0.009458,0.206455,0.194793,10.614903,0.097615,-0.135885,-0.012132,-0.047363,0.231403,10.523407,0.137370,0.038128,0.008660
0.270000,-0.348260,0.064424,9.919926,-0.001561,0.134489,-0.005559,-0.159785,-0.294613,10.149983,-0.159903,0.008148,-0.007245,0.200136,-0.178957,10.346352,-0.088095,-0.114024,0.004511,0.264476,0.144458,10.772909,0.090908,-0.126082,0.007172,-0.143489,0.267791,10.752528,0.142213,0.044091,0.001936
0.280000,-0.287350,-0.029909,10.052046,-0.007906,0.133014,-0.006694,-0.010485,-0.240347,10.138593,-0.153087,0.015290,0.003698,0.156415,-0.191520,10.175894,-0.080288,-0.109407,-0.009853,0.223439,0.166036,10.795625,0.073680,-0.104490,0.010346,-0.115578,0.224842,10.753396,0.143040,0.035943,-0.011816
0.290000,-0.175665,0.066508,10.253989,-0.003291,0.117441,0.003076,0.019526,-0.239946,10.415756,-0.146345,0.007870,0.010619,0.238464,-0.005574,10.047586,-0.069832,-0.107076,0.012813,0.225744,0.108880,10.671255,0.050069,-0.085186,-0.006275,-0.036705,0.164286,10.491557,0.129775,0.039417,-0.000565
0.300000,-0.178292,0.029039,10.411780,0.004793,0.111788,0.002091,-0.075534,-0.315565,10.547011,-0.137585,0.027286,0.001554,0.170824,0.004446,9.823608,-0.061166,-0.096388,0.019508,0.128698,0.192671,10.868181,0.058194,-0.062242,0.008650,-0.118923,0.119604,10.317475,0.121606,0.023815,0.003352
0.310000,-0.342057,-0.050267,10.247877,0.016135,0.095205,0.003895,0.058731,-0.240105,10.760756,-0.130670,0.019814,-0.007951,0.130633,-0.020426,9.791254,-0.069175,-0.096868,0.000235,0.181734,0.113325,10.950654,0.027480,-0.047866,0.011479,-0.095938,0.167930,10.181909,0.111079,0.031987,0.000176
0.320000,-0.269969,0.005659,10.394621,0.002059,0.094586,-0.013654,0.058596,-0.164856,10.938793,-0.123039,0.024147,0.009258,0.077249,-0.051929,9.856923,-0.062302,-0.101106,0.016415,0.103240,0.192281,11.053945,0.015157,-0.025363,0.003400,-0.000181,0.254966,10.091885,0.101673,0.023620,-0.001074
0.330000,-0.169793,0.087963,10.605256,0.002494,0.079956,0.014066,-0.075281,-0.154052,11.029370,-0.108283,0.023692,0.006499,0.142781,-0.024272,10.065726,-0.058201,-0.096177,-0.001997,0.192757,0.115963,10.962995,0.002655,-0.004729,0.005270,-0.027916,0.205731,9.974381,0.083926,0.022720,0.005668
0.340000,-0.118391,-0.024673,10.863333,-0.000983,0.060539,-0.004809,-0.083773,-0.095491,11.097189,-0.105343,0.028573,0.010382,0.140230,-0.124243,10.317625,-0.060027,-0.074932,-0.005036,0.110749,0.114706,10.984299,0.004159,0.006367,-0.002294,0.012483,0.158206,10.105089,0.080875,0.020162,0.007885
0.350000,-0.109435,0.081748,11.166156,0.006363,0.041393,0.004727,-0.114812,0.029808,11.016348,-0.090881,0.019303,-0.009666,0.059539,-0.082799,10.273097,-0.040418,-0.079715,-0.007388,0.260727,0.124201,11.154009,-0.017232,0.025442,-0.013987,0.008839,0.065383,10.291402,0.066866,0.013675,-0.009782
0.360000,-0.082446,-0.043217,11.169506,-0.008996,0.028706,0.001694,-0.124693,-0.172674,10.873552,-0.079933,0.014336,0.008534,0.178794,-0.059009,10.382418,-0.034556,-0.046460,0.006011,0.120454,0.073528,11.072015,-0.030814,0.047961,0.004487,-0.009859,0.095296,10.491135,0.058352,0.023701,-0.005728
0.370000,-0.089945,0.039367,11.160349,-0.003041,0.011021,-0.002739,-0.018421,-0.091027,10.678764,-0.068651,0.023151,-0.000141,0.177081,0.051712,10.517905,-0.029191,-0.046527,0.000252,0.103979,0.075372,11.060253,-0.042452,0.045128,-0.001198,0.051069,0.091845,10.431237,0.037036,0.012223,-0.002085
0.380000,-0.057642,0.110652,11.126406,0.013045,0.000675,0.001274,-0.074030,-0.067856,10.837172,-0.043232,0.025523,-0.000293,0.039422,-0.041338,10.749441,-0.013293,-0.029500,0.001796,0.289579,0.051024,11.055566,-0.051941,0.065120,0.004331,0.040036,0.017596,10.550360,0.019114,0.000990,-0.004197
0.390000,-0.084641,0.022963,11.183475,-0.010096,-0.020757,-0.003495,-0.153971,-0.137829,10.646444,-0.037155,0.035327,0.007329,0.006260,-0.002029,11.293077,-0.000138,-0.017735,0.011774,0.194164,0.147451,10.988240,-0.055639,0.083537,0.006239,-0.039992,0.109379,10.698984,0.030570,0.007718,-0.009527
0.400000,-0.074520,-0.090700,11.272053,-0.004349,-0.032994,-0.006323,-0.089444,-0.106795,10.838206,-0.020910,0.036841,-0.000431,-0.041646,-0.100285,11.421859,0.001347,0.005611,-0.001086,0.225912,0.207765,11.046841,-0.062637,0.081976,0.001689,0.011674,0.019726,10.861750,0.004741,-0.002304,0.010000
0.410000,-0.066145,-0.016604,11.277673,-0.001564,-0.038402,-0.002419,-0.045735,-0.039171,10.810476,-0.021602,0.037926,-0.004065,-0.030700,0.083951,11.603708,0.010390,0.004888,0.000577,0.264294,0.116662,11.065959,-0.065931,0.107271,0.000915,0.031875,-0.117429,11.181192,-0.003315,-0.005707,-0.007767
0.420000,-0.099978,-0.006412,11.228091,0.009190,-0.061216,0.012423,-0.031575,-0.105572,10.804237,-0.003766,0.050917,0.010469,0.008027,0.056772,11.657114,0.011104,0.019563,-0.002074,0.252245,0.180339,11.025254,-0.083805,0.100456,-0.000608,0.105994,0.070861,11.336274,-0.039999,-0.014747,-0.003301
0.430000,-0.065900,0.031564,11.166267,-0.001370,-0.067657,-0.003584,0.007599,0.090642,10.784805,0.019951,0.015495,0.002920,0.012477,0.061111,11.573150,0.019749,0.029933,-0.006178,0.265988,0.180308,11.218432,-0.084283,0.113327,0.003026,0.111968,0.075704,11.416677,-0.034191,-0.013833,0.007008
0.440000,-0.177227,-0.030346,11.072365,0.003585,-0.096077,-0.002123,0.014308,0.066791,10.796403,0.019922,0.029263,0.013806,0.045582,0.032713,11.442976,0.041428,0.046998,0.001849,0.201593,0.230904,10.985854,-0.077302,0.126430,0.003468,0.118226,0.019842,11.425451,-0.053211,-0.027973,-0.000667
0.450000,-0.194124,0.100799,11.050410,-0.005354,-0.102929,0.003129,-0.032544,0.084952,10.735690,0.034793,0.024771,-0.001072,0.016111,0.047409,11.098173,0.037650,0.054912,-0.001236,0.243633,0.117337,11.088667,-0.098548,0.130324,0.011676,0.003954,0.036748,11.317728,-0.063071,-0.035428,0.010919
0.460000,-0.098834,-0.029023,10.979528,-0.006800,-0.083317,-0.012519,-0.159503,-0.011883,10.894480,0.056999,0.020872,-0.008385,0.020404,0.059901,10.817203,0.055151,0.056773,-0.006680,0.280850,0.051122,10.952141,-0.108051,0.139173,-0.004865,-0.087818,0.037006,11.092548,-0.072032,-0.023651,-0.014032
0.470000,-0.275140,0.049165,10.837413,-0.003137,-0.087571,-0.006363,0.001247,-0.005417,10.929312,0.055238,0.006726,-0.004711,-0.067241,0.046943,10.815498,0.056190,0.076654,0.007289,0.292447,0.213382,10.863634,-0.118634,0.140888,0.004985,-0.042327,-0.100878,10.784426,-0.078902,-0.029476,0.021387
0.480000,-0.240772,-0.067355,10.555638,-0.010192,-0.097333,0.007157,0.056646,0.011371,11.065845,0.084728,0.023423,0.010889,-0.017897,0.016078,10.612695,0.057789,0.084301,0.001509,0.247726,0.162286,10.847609,-0.110751,0.142543,-0.007739,-0.030604,-0.035316,10.644705,-0.115905,-0.039873,-0.002614
0.490000,-0.264249,0.041624,10.332525,-0.004865,-0.092774,0.003069,-0.059995,0.031003,10.989413,0.078261,0.008246,0.003454,0.061149,-0.044456,10.678892,0.062815,0.102009,-0.002343,0.317278,0.166420,10.837199,-0.099569,0.135562,0.013649,0.017873,-0.024793,10.474750,-0.109785,-0.041846,0.017440
0.500000,-0.359842,0.000767,10.365448,-0.010642,-0.083838,-0.006969,0.066245,-0.120015,10.811889,0.099459,0.005756,-0.006952,-0.095294,-0.003226,10.610945,0.069424,0.109506,-0.001959,0.265983,0.112891,10.573673,-0.109676,0.146931,0.000557,0.013243,-0.067395,10.467439,-0.124196,-0.036473,0.014992
0.510000,-0.366657,-0.083236,10.260475,0.000180,-0.087897,-0.004830,0.025662,0.049885,10.784441,0.116475,0.014064,-0.006204,-0.008675,0.103732,10.512553,0.080444,0.113426,0.002827,0.280267,0.158465,10.618911,-0.112595,0.154801,-0.017268,0.032789,-0.084961,10.459754,-0.127802,-0.040199,-0.012218
0.520000,-0.388769,-0.063507,10.156169,-0.019793,-0.072538,0.001702,-0.060033,-0.008283,10.483889,0.117025,0.018187,-0.012478,-0.008239,0.049488,10.599565,0.076048,0.130128,-0.002290,0.238387,0.123301,10.493610,-0.128295,0.160332,-0.002273,0.041797,-0.099733,10.475590,-0.142352,-0.034091,-0.007037
0.530000,-0.497939,-0.037633,10.133455,-0.003008,-0.058335,-0.000752,0.027991,0.237562,10.498783,0.124069,-0.000445,0.000284,-0.034646,0.098462,10.564186,0.087727,0.130430,0.003145,0.122435,0.036247,10.429651,-0.115129,0.159453,-0.002658,0.041369,-0.140108,10.380264,-0.141704,-0.044545,-0.000395
0.540000,-0.416307,-0.032633,10.191391,-0.018639,-0.061021,-0.010057,-0.045950,0.073189,10.266243,0.137572,0.003863,0.006641,0.052679,0.054693,10.371530,0.095974,0.131660,0.003407,0.216351,0.129940,10.304417,-0.097423,0.148786,0.002777,0.049412,-0.082598,10.416114,-0.154725,-0.044062,-0.005929
0.550000,-0.412064,-0.084171,10.114387,-0.004495,-0.048937,-0.000914,0.014852,0.053723,10.322674,0.140900,0.011437,0.004875,-0.041628,-0.064505,10.316502,0.084490,0.124711,-0.014082,0.188360,0.198924,10.285136,-0.118246,0.143041,0.002010,-0.056212,-0.114700,10.425261,-0.160001,-0.052410,-0.001684
0.560000,-0.362121,-0.031238,10.156421,-0.012687,-0.048906,0.009308,-0.027148,0.114978,10.174181,0.153497,-0.001298,0.002183,0.049566,-0.029529,10.205953,0.088150,0.136326,-0.008649,0.296149,0.218930,10.269987,-0.109448,0.151586,0.022442,-0.033568,-0.080426,10.324928,-0.157105,-0.052366,0.000057
0.570000,-0.566797,-0.011036,10.235978,-0.017269,-0.037239,0.005926,-0.040609,0.152634,10.217821,0.153546,-0.016412,-0.007173,0.041902,0.012074,9.916385,0.093128,0.126588,0.005408,0.253430,0.142170,10.324373,-0.111383,0.136319,0.007923,0.070567,-0.088728,10.169432,-0.158138,-0.043436,-0.000904
0.580000,-0.365362,-0.014435,10.165652,-0.028971,-0.028210,0.005298,-0.136272,0.173878,10.168807,0.154345,-0.011786,0.002950,0.047730,-0.122936,9.921289,0.100729,0.125456,0.001298,0.314537,0.318109,10.199059,-0.103935,0.152373,0.002437,-0.125467,0.004421,10.170520,-0.160237,-0.056556,-0.006215
0.590000,-0.333390,-0.052036,10.186861,-0.006479,-0.029080,-0.001437,-0.023321,0.055052,10.247103,0.177074,0.006645,0.001561,0.133007,-0.117104,9.821160,0.083297,0.124794,-0.001655,0.234594,0.253634,9.999559,-0.104873,0.123432,-0.004202,-0.035037,0.105771,9.957442,-0.167079,-0.049416,-0.003154
0.600000,-0.387489,0.000206,10.178459,-0.012187,-0.027959,-0.009959,0.052262,0.097731,10.211379,0.176371,-0.017500,0.001244,0.214753,-0.003558,9.654956,0.071624,0.112709,0.001476,0.399773,0.219932,10.025929,-0.095944,0.121053,0.012162,-0.024305,-0.028880,9.839771,-0.159562,-0.055470,-0.012217
0.610000,-0.348858,-0.178221,10.175361,-0.019805,-0.027868,-0.007253,-0.005216,0.107452,10.118142,0.171766,-0.012922,-0.000190,0.074313,-0.099269,9.491537,0.071574,0.122868,0.007468,0.364653,0.187872,10.072842,-0.092253,0.121420,0.002982,0.109241,0.032690,9.822118,-0.155117,-0.050293,-0.003767
0.620000,-0.263028,-0.015104,10.153243,-0.017478,-0.016510,-0.001239,0.044808,0.082491,10.186658,0.178032,-0.006322,0.005151,0.128062,-0.227758,9.432633,0.065752,0.107795,0.012763,0.280144,0.217380,9.862955,-0.088599,0.122181,0.005126,-0.073848,0.024555,9.692516,-0.150422,-0.044348,0.011848
0.630000,-0.280662,-0.057443,10.112425,-0.010924,-0.015126,-0.012610,0.088979,0.041559,10.151085,0.173058,-0.015723,0.002118,0.274371,-0.197862,9.398888,0.050863,0.099352,-0.006856,0.375653,0.237456,9.949621,-0.086821,0.089388,0.006214,-0.102309,0.100707,9.604603,-0.137805,-0.046110,0.002078
0.640000,-0.264041,0.034551,10.012633,-0.017811,-0.014859,0.005534,-0.013995,0.016239,10.059513,0.172211,-0.007285,-0.000131,0.346883,-0.345925,9.328141,0.040580,0.080780,-0.005289,0.232852,0.176317,9.765225,-0.072569,0.101472,0.009979,-0.106625,0.123304,9.576305,-0.140013,-0.040688,0.001951
0.650000,-0.268585,-0.048529,10.060135,-0.010606,-0.028975,-0.010229,-0.004643,0.100029,10.070516,0.163380,-0.019009,0.003065,0.360608,-0.357849,9.515316,0.011447,0.059812,-0.002031,0.377503,0.210154,9.804512,-0.077322,0.079503,0.001696,-0.067685,0.230020,9.563211,-0.116802,-0.032213,0.003214
0.660000,-0.183758,-0.052422,9.988989,-0.012653,-0.020782,0.005827,-0.089323,0.040149,9.865023,0.186233,-0.015337,0.004997,0.412243,-0.364898,9.634926,0.000615,0.039927,-0.014282,0.379364,0.205402,9.725620,-0.064321,0.075911,0.006921,-0.089396,0.225944,9.513102,-0.110628,-0.009405,-0.004946
0.670000,-0.219454,0.011868,9.887569,-0.023302,-0.022216,0.001667,-0.028726,-0.071118,9.838799,0.151192,-0.019810,0.005010,0.476587,-0.543071,9.952340,-0.018146,0.017407,0.008116,0.380326,0.224376,9.683150,-0.069285,0.079662,0.011082,-0.093099,0.410773,9.611322,-0.076687,-0.010075,-0.005629
0.680000,-0.258213,-0.015131,9.831391,-0.018480,-0.022243,0.007414,0.045357,-0.086018,9.781920,0.168654,-0.014354,-0.004765,0.564086,-0.504814,10.071820,-0.037638,-0.005347,0.007538,0.341610,0.281928,9.589219,-0.054898,0.054207,-0.003051,-0.176579,0.427469,9.641799,-0.070889,-0.010804,-0.004802
0.690000,-0.185605,-0.015386,9.815890,-0.013236,-0.012160,-0.000470,-0.172894,0.008434,9.741770,0.143649,-0.011856,0.004210,0.458913,-0.439787,10.172461,-0.059271,-0.015782,-0.002549,0.417853,0.283460,9.665771,-0.039396,0.057370,0.010063,-0.158411,0.398639,9.748524,-0.053783,0.009392,-0.004774
0.700000,-0.206599,-0.072814,9.766291,-0.010926,-0.030858,0.008896,-0.194983,-0.029213,9.629452,0.144933,-0.004782,0.002269,0.399506,-0.457917,10.295502,-0.060573,-0.028618,0.008178,0.387617,0.295947,9.653167,-0.036883,0.047009,-0.000625,-0.213961,0.486947,9.946289,-0.016864,0.002879,-0.002592
0.710000,-0.211111,-0.015719,9.746426,-0.006600,-0.023157,0.007706,-0.156800,-0.161182,9.558570,0.124821,0.002781,-0.006399,0.387994,-0.305412,10.562513,-0.065924,-0.037856,0.000500,0.444448,0.201362,9.702822,-0.028631,0.021372,-0.008131,-0.271606,0.610008,9.931302,-0.000889,0.026784,-0.004564
0.720000,-0.206994,-0.013440,9.644031,-0.009554,-0.034217,-0.004417,-0.140865,-0.064515,9.362254,0.115944,0.003864,0.004338,0.291178,-0.244150,10.759869,-0.065813,-0.037765,-0.005233,0.338027,0.396561,9.688028,-0.018130,0.036846,-0.007594,-0.189700,0.503640,10.089069,0.026681,0.026290,-0.004388
0.730000,-0.289590,-0.073638,9.582224,-0.006349,-0.017493,-0.003359,-0.194357,-0.308957,9.469009,0.092843,0.014696,-0.002148,0.124645,-0.230536,10.943619,-0.077137,-0.041755,0.002278,0.436328,0.411982,9.568208,-0.017624,0.025573,-0.008950,-0.230445,0.475720,10.268004,0.037443,0.039134,-0.008311
0.740000,-0.169876,-0.020855,9.623908,-0.027605,-0.018026,0.006998,-0.242064,-0.279543,9.396746,0.071407,0.012147,-0.009758,0.139059,-0.135409,11.031503,-0.049346,-0.028497,-0.008429,0.345330,0.208144,9.653012,-0.024538,0.010795,0.004292,-0.214704,0.363436,10.543299,0.050848,0.050352,-0.009379
0.750000,-0.253756,-0.029240,9.660412,-0.013807,-0.026430,-0.000739,-0.217264,-0.370186,9.555773,0.049802,0.030632,0.002877,0.072103,-0.101649,11.085418,-0.055247,-0.045838,0.007870,0.406085,0.253299,9.646938,-0.016927,-0.004388,-0.003961,-0.154071,0.417128,10.711642,0.056787,0.048623,0.003772
0.760000,-0.221948,0.019173,9.717261,-0.007029,-0.014311,0.008351,-0.286266,-0.482734,9.661574,0.017276,0.046291,-0.003438,0.053895,-0.111656,10.626976,-0.059984,-0.037594,0.008365,0.431413,0.252534,9.681840,0.003563,-0.018017,-0.001005,-0.052759,0.298833,11.011570,0.065183,0.037153,-0.000398
0.770000,-0.305623,0.039881,9.738879,-0.006962,-0.020114,-0.000113,-0.230865,-0.458448,9.828658,-0.009640,0.054625,0.005298,0.233503,-0.072588,10.496843,-0.037319,-0.029210,-0.000893,0.424661,0.338362,9.611929,0.032548,-0.017257,-0.007262,-0.219090,0.264917,11.054044,0.072664,0.038712,0.007516
0.780000,-0.237567,-0.098501,9.665314,-0.006255,-0.025827,0.006885,-0.340501,-0.532626,9.907214,-0.047426,0.057601,-0.008585,0.176721,-0.159103,10.093262,-0.061381,-0.041511,-0.001636,0.482553,0.348974,9.707325,0.025639,-0.027542,-0.005108,-0.065727,0.232848,11.039509,0.059220,0.036874,0.004822
0.790000,-0.223979,-0.004357,9.754976,0.001523,-0.026451,-0.004826,-0.298758,-0.498694,10.073797,-0.060036,0.056253,0.007622,0.256858,-0.090300,9.675139,-0.049902,-0.049751,-0.004854,0.398097,0.266529,9.621167,0.009874,-0.030511,-0.004560,-0.035084,0.243978,10.758581,0.060098,0.031636,0.000856
0.800000,-0.283030,-0.019476,9.869440,-0.007079,-0.006106,-0.006622,-0.345880,-0.408541,10.209407,-0.087776,0.081612,-0.006942,0.129897,-0.075866,9.540417,-0.047693,-0.035865,0.007284,0.415003,0.395815,9.612036,0.019077,-0.032563,0.003949,-0.121353,0.254840,10.512192,0.071493,0.040162,0.008437
0.810000,-0.236990,-0.032820,9.751008,-0.015197,-0.018041,0.001136,-0.187638,-0.511663,10.286638,-0.103391,0.079612,0.004590,0.217404,-0.041102,9.589496,-0.041059,-0.051834,0.000759,0.402129,0.279608,9.745667,0.046503,-0.041349,-0.002358,-0.076140,0.201770,10.239027,0.079108,0.036021,0.000309
