time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz,rope3_mag,rope3_fx,rope3_fy,rope3_fz,rope4_mag,rope4_fx,rope4_fy,rope4_fz
29.670000,10.536355,-4.722417,1.137464,-9.349852,3.207810,-0.327984,-0.752318,-3.101047,5.862315,1.137437,-0.298359,-5.743166,12.065257,2.226889,3.050726,-11.458816,9.741119,-1.356657,3.926526,-8.810861
29.680000,10.524226,-4.793585,0.998503,-9.315785,3.213629,-0.379246,-0.663069,-3.121526,5.915737,1.051330,-0.399229,-5.807862,12.094328,2.152620,3.221613,-11.456884,9.676838,-1.290067,3.926448,-8.749853
29.690000,10.464658,-4.796356,0.890724,-9.258004,3.184777,-0.430116,-0.570055,-3.103682,6.053258,0.995370,-0.480261,-5.951515,12.123001,2.118716,3.453623,-11.425878,9.647278,-1.265244,3.958111,-8.706462
29.700000,10.323300,-4.730532,0.818178,-9.139101,3.160558,-0.476775,-0.488480,-3.085968,6.193480,0.952242,-0.534943,-6.096414,12.084172,2.149728,3.606766,-11.331245,9.685148,-1.292377,3.960448,-8.743381
29.710000,10.137877,-4.619003,0.794013,-8.989489,3.098463,-0.505729,-0.416789,-3.028366,6.258333,0.901564,-0.567263,-6.167020,12.052417,2.265051,3.625284,-11.268878,9.696865,-1.321463,3.859549,-8.796977
29.720000,10.052598,-4.515562,0.831535,-8.942761,2.899054,-0.495357,-0.346171,-2.835366,6.272418,0.842961,-0.598841,-6.186601,12.055371,2.446624,3.535589,-11.262576,9.735503,-1.299290,3.706515,-8.908064
29.730000,10.124510,-4.429888,0.918689,-9.057473,2.704616,-0.469182,-0.294808,-2.647245,6.295903,0.791059,-0.653734,-6.211702,12.071114,2.646471,3.422095,-11.269306,9.710768,-1.178261,3.541830,-8.964717
29.740000,10.165866,-4.284001,1.001020,-9.164613,2.765615,-0.474693,-0.283261,-2.709807,6.319262,0.760295,-0.738193,-6.229774,12.053847,2.806529,3.371056,-11.227404,9.699060,-0.992913,3.461328,-9.005837
29.750000,10.150885,-4.106622,1.030796,-9.225703,2.911997,-0.485665,-0.285930,-2.856939,6.311692,0.762992,-0.838427,-6.209053,12.044050,2.907262,3.442625,-11.169391,9.686828,-0.814698,3.474706,-9.005405
29.760000,10.119177,-3.965517,0.989771,-9.257039,3.088831,-0.496524,-0.292213,-3.034625,6.300974,0.806678,-0.932798,-6.179112,12.023980,2.951635,3.618901,-11.080050,9.672945,-0.716204,3.544281,-8.971677
29.770000,10.102263,-3.900079,0.897779,-9.275726,3.206675,-0.498999,-0.288026,-3.154490,6.315628,0.883177,-0.996391,-6.173683,12.005705,2.979275,3.857321,-10.971871,9.611488,-0.713720,3.599007,-8.883606
29.780000,10.055560,-3.875869,0.798331,-9.244165,3.280219,-0.502073,-0.269906,-3.230312,6.327099,0.966535,-1.002393,-6.171969,12.056332,3.045369,4.132534,-10.908851,9.517630,-0.761443,3.614187,-8.771724
29.790000,9.967945,-3.837320,0.743557,-9.169625,3.349227,-0.515242,-0.238337,-3.300764,6.323304,1.034128,-0.942657,-6.166535,12.103544,3.142849,4.384349,-10.834932,9.436246,-0.788724,3.616841,-8.679810
29.800000,9.931770,-3.766276,0.770396,-9.157604,3.443979,-0.542531,-0.194945,-3.395386,6.348493,1.087331,-0.837491,-6.198361,12.141235,3.248768,4.585483,-10.762362,9.346166,-0.753305,3.631006,-8.578995
29.810000,9.939144,-3.633081,0.873030,-9.210055,3.561451,-0.579345,-0.141600,-3.511159,6.410955,1.141876,-0.715308,-6.267759,12.153841,3.331521,4.724196,-10.691061,9.206463,-0.678866,3.663544,-8.418821
29.820000,9.934810,-3.430086,1.012528,-9.268751,3.672560,-0.613811,-0.083054,-3.619950,6.452307,1.214716,-0.602768,-6.308201,12.152383,3.390810,4.820704,-10.627495,9.066905,-0.645429,3.731191,-8.238349
29.830000,9.936507,-3.206982,1.144389,-9.334870,3.754554,-0.633559,-0.028556,-3.700603,6.470694,1.330003,-0.527484,-6.310526,12.135215,3.448122,4.898107,-10.553788,9.027104,-0.730715,3.854196,-8.130181
29.840000,9.929696,-3.008603,1.229588,-9.382712,3.813216,-0.632864,0.011359,-3.760315,6.542632,1.510997,-0.504622,-6.345730,12.097250,3.518007,4.959513,-10.458026,9.100755,-0.954927,4.016286,-8.110567
29.850000,9.903275,-2.864150,1.252570,-9.396945,3.867880,-0.612610,0.029298,-3.818946,6.665825,1.744694,-0.523522,-6.412113,12.086892,3.594956,4.998746,-10.401047,9.123162,-1.251544,4.128831,-8.038561
29.860000,9.826087,-2.767600,1.224140,-9.348468,3.920712,-0.575463,0.022397,-3.878185,6.744818,1.973689,-0.554093,-6.425737,12.062879,3.616446,4.958849,-10.384806,9.076813,-1.518777,4.176351,-7.914540
29.870000,9.690273,-2.693885,1.180539,-9.233131,3.952530,-0.524882,-0.007443,-3.917516,6.767590,2.154968,-0.570481,-6.389909,12.037234,3.542229,4.823485,-10.444214,9.050720,-1.690875,4.199693,-7.837031
29.880000,9.588870,-2.636372,1.174247,-9.144239,3.948448,-0.467437,-0.053236,-3.920320,6.829100,2.298764,-0.566340,-6.405588,12.045706,3.383841,4.621652,-10.596650,8.991265,-1.741521,4.170768,-7.772686
29.890000,9.572013,-2.586239,1.234930,-9.132894,3.915652,-0.411464,-0.105030,-3.892557,6.936161,2.414100,-0.542655,-6.479813,12.096549,3.194245,4.394024,-10.808137,8.910622,-1.715593,4.087825,-7.729529
29.900000,9.540871,-2.519206,1.342729,-9.103784,3.869990,-0.362124,-0.153600,-3.849947,6.989215,2.486589,-0.503056,-6.512521,12.130130,3.028419,4.154092,-10.986912,8.890204,-1.693517,3.988064,-7.762930
29.910000,9.460762,-2.458232,1.456867,-9.018905,3.828979,-0.320171,-0.192989,-3.810686,6.991517,2.535437,-0.461696,-6.499208,12.161695,2.939020,3.925799,-11.129110,8.863949,-1.701523,3.857916,-7.796852
29.920000,9.397262,-2.467401,1.545609,-8.934851,3.799493,-0.282499,-0.220660,-3.782546,7.058247,2.605635,-0.430998,-6.545514,12.174453,2.926016,3.712819,-11.219211,8.775949,-1.716856,3.706396,-7.767388
29.930000,9.354071,-2.581009,1.589731,-8.849282,3.795968,-0.245902,-0.237860,-3.780520,7.204951,2.688668,-0.404759,-6.672222,12.191816,2.968463,3.538677,-11.283013,8.670931,-1.697065,3.590472,-7.708017
29.940000,9.302263,-2.785235,1.596058,-8.730817,3.782475,-0.205369,-0.245119,-3.768933,7.336613,2.725009,-0.366080,-6.801926,12.225688,3.039603,3.424529,-11.335822,8.556093,-1.592016,3.538293,-7.625792
29.950000,9.233824,-3.027049,1.593950,-8.576701,3.733869,-0.160666,-0.244969,-3.722359,7.429105,2.690551,-0.309954,-6.917836,12.255261,3.114994,3.359990,-11.366561,8.443490,-1.387673,3.558627,-7.530143
29.960000,9.156147,-3.238076,1.606580,-8.412419,3.628676,-0.115749,-0.240630,-3.618838,7.523416,2.610237,-0.250219,-7.051656,12.264388,3.176611,3.304464,-11.375627,8.363964,-1.119051,3.647916,-7.442871
29.970000,9.101411,-3.377315,1.629570,-8.293005,3.496581,-0.078152,-0.237861,-3.487606,7.595884,2.510021,-0.211487,-7.166068,12.253872,3.209467,3.219209,-11.379517,8.327041,-0.847409,3.781482,-7.370339
29.980000,9.080393,-3.439908,1.623113,-8.245366,3.372539,-0.053682,-0.241276,-3.363469,7.623653,2.424515,-0.217919,-7.224564,12.251255,3.209190,3.113360,-11.406198,8.410785,-0.640932,3.961189,-7.391853
29.990000,9.092082,-3.456677,1.538130,-8.267496,3.249230,-0.044536,-0.251107,-3.239206,7.667973,2.397130,-0.276152,-7.278415,12.248418,3.178466,3.035936,-11.432594,8.362132,-0.518029,4.028999,-7.309177
30.000000,9.097036,-3.458406,1.345532,-8.305722,3.115450,-0.050171,-0.265961,-3.103671,7.745523,2.424954,-0.364197,-7.347114,12.229308,3.140606,3.039022,-11.421774,8.342499,-0.490315,4.022386,-7.292277
30.010000,9.085724,-3.440563,1.163812,-8.328172,2.970063,-0.057712,-0.255559,-2.958484,7.913875,2.517980,-0.372025,-7.493383,12.536630,3.256720,3.331646,-11.638772,8.686813,-0.511819,4.144592,-7.617160
30.020000,9.067300,-3.424305,1.001708,-8.335865,2.897686,-0.068840,-0.240555,-2.886863,7.955333,2.559005,-0.284886,-7.527128,12.507628,3.366723,3.599152,-11.495740,8.525584,-0.495390,3.947866,-7.540194
30.030000,9.002017,-3.407033,0.827922,-8.291138,3.033243,-0.092257,-0.254768,-3.021117,8.021632,2.553573,-0.166588,-7.602506,12.420821,3.509717,3.698200,-11.326165,8.475902,-0.466738,3.708893,-7.607049
30.040000,8.948215,-3.398577,0.675671,-8.250073,3.204919,-0.124332,-0.292305,-3.189138,8.132386,2.512007,-0.059024,-7.734471,12.391882,3.689955,3.628357,-11.259574,8.460685,-0.415694,3.445794,-7.716016
30.050000,8.953672,-3.407981,0.572514,-8.259911,3.342782,-0.159699,-0.352358,-3.320321,8.230247,2.449372,-0.009258,-7.857319,12.409792,3.873557,3.474928,-11.266027,8.446950,-0.351483,3.220710,-7.800926
30.060000,8.997608,-3.424291,0.524814,-8.303960,3.471595,-0.194941,-0.438302,-3.438293,8.314240,2.403368,-0.056921,-7.959094,12.435021,4.018246,3.351704,-11.280493,8.401883,-0.293729,3.076168,-7.812973
30.070000,9.030608,-3.421646,0.522063,-8.340964,3.614058,-0.227394,-0.551003,-3.564562,8.430949,2.403713,-0.215415,-8.078159,12.444256,4.095769,3.330476,-11.269078,8.333466,-0.261081,3.017962,-7.763402
30.080000,9.074204,-3.390359,0.544616,-8.399407,3.766796,-0.253783,-0.685806,-3.695134,8.593180,2.439135,-0.469225,-8.226372,12.414119,4.095290,3.408741,-11.212468,8.296370,-0.260432,3.018220,-7.723489
30.090000,9.125230,-3.309011,0.564058,-8.485405,3.915670,-0.270735,-0.833174,-3.816411,8.788102,2.470708,-0.781658,-8.397341,12.414484,4.058265,3.568391,-11.176604,8.316167,-0.282504,3.021159,-7.742831
30.100000,9.166594,-3.169964,0.552238,-8.583286,4.052909,-0.276029,-0.982603,-3.922291,8.985962,2.454650,-1.107987,-8.572898,12.440003,4.017005,3.766773,-11.154765,8.303929,-0.304114,2.948815,-7.756755
30.110000,9.207408,-3.009351,0.492566,-8.687782,4.187148,-0.269345,-1.128298,-4.023258,9.132262,2.360052,-1.406277,-8.709234,12.407949,3.980865,3.930393,-11.075284,8.292666,-0.305794,2.808368,-7.796658
30.120000,9.248309,-2.884902,0.384689,-8.778416,4.327207,-0.250995,-1.268133,-4.129596,9.214725,2.196404,-1.652918,-8.795160,12.380818,3.990871,4.013072,-11.011488,8.249015,-0.276556,2.621214,-7.816585
30.130000,9.288161,-2.843795,0.247367,-8.838641,4.465969,-0.221421,-1.398851,-4.235454,9.288008,2.010352,-1.850205,-8.877067,12.323831,4.029992,3.945002,-10.957780,8.172197,-0.223209,2.435307,-7.797708
30.140000,9.367523,-2.899635,0.107567,-8.906797,4.591893,-0.183329,-1.517684,-4.329955,9.370670,1.845557,-2.003692,-8.965969,12.271269,4.076996,3.731266,-10.956267,8.063678,-0.166096,2.286550,-7.730912
30.150000,9.472371,-2.996524,-0.016597,-8.985899,4.714400,-0.143708,-1.629644,-4.421445,9.412303,1.729671,-2.110614,-9.008052,12.239010,4.093892,3.442829,-11.008194,7.946088,-0.128840,2.189812,-7.637305
30.160000,9.533138,-3.038827,-0.119884,-9.035036,4.861203,-0.112763,-1.746743,-4.535137,9.397512,1.687103,-2.186431,-8.982562,12.214488,4.046802,3.170950,-11.079810,7.832018,-0.126667,2.134707,-7.534420
30.170000,9.564574,-2.986082,-0.206905,-9.084139,5.039529,-0.101456,-1.874444,-4.676860,9.388876,1.735579,-2.272695,-8.942797,12.180005,3.930335,2.956989,-11.142764,7.679192,-0.160791,2.088720,-7.387921
30.180000,9.607533,-2.865091,-0.282217,-9.166041,5.224244,-0.119184,-2.004112,-4.823076,9.437504,1.868706,-2.401417,-8.933511,12.158751,3.779215,2.763190,-11.221299,7.539954,-0.223722,2.050967,-7.252199
30.190000,9.632967,-2.724157,-0.339668,-9.233507,5.401405,-0.169741,-2.129166,-4.961150,9.512045,2.047329,-2.562027,-8.928799,12.197478,3.640612,2.508300,-11.368063,7.500631,-0.307707,2.038897,-7.211635
30.200000,9.653033,-2.620619,-0.371156,-9.283084,5.592787,-0.247757,-2.257845,-5.110775,9.552882,2.217772,-2.706820,-8.888879,12.210010,3.505380,2.122426,-11.501825,7.471406,-0.403472,2.026755,-7.179930
30.210000,9.705267,-2.574603,-0.382163,-9.349737,5.815089,-0.337904,-2.399477,-5.286170,9.572818,2.353396,-2.794422,-8.848252,12.195986,3.372471,1.651176,-11.603539,7.365349,-0.503834,1.989473,-7.073649
30.220000,9.735167,-2.540154,-0.395237,-9.389616,6.036293,-0.415605,-2.545570,-5.457489,9.635373,2.469623,-2.816684,-8.877368,12.174814,3.246881,1.206842,-11.671649,7.276073,-0.614691,1.948990,-6.983182
30.230000,9.729112,-2.481144,-0.444053,-9.396934,6.224299,-0.457268,-2.685868,-5.596330,9.744163,2.595762,-2.787183,-8.968966,12.137357,3.147489,0.878212,-11.689204,7.286034,-0.744694,1.922996,-6.988119
30.240000,9.773980,-2.425025,-0.550029,-9.452376,6.413317,-0.458000,-2.833079,-5.735376,9.841923,2.755157,-2.740460,-9.042259,12.074028,3.110526,0.678842,-11.646714,7.267180,-0.878578,1.875231,-6.965882
30.250000,9.857082,-2.413691,-0.693901,-9.531772,6.643031,-0.433755,-2.995832,-5.913265,9.911069,2.965376,-2.734729,-9.053015,12.010488,3.167205,0.561485,-11.571749,7.243019,-1.008403,1.813975,-6.939304
30.260000,9.899533,-2.476989,-0.816993,-9.549753,6.879170,-0.413145,-3.143394,-6.105027,9.983826,3.223830,-2.812615,-9.020693,11.914387,3.288853,0.470622,-11.441791,7.167782,-1.115758,1.732162,-6.865261
30.270000,9.945354,-2.631525,-0.866881,-9.551631,7.076158,-0.431597,-3.237659,-6.277205,10.067587,3.488793,-2.959247,-8.968137,11.752577,3.402849,0.388982,-11.242436,7.035808,-1.189326,1.632759,-6.739598
30.280000,10.053135,-2.845444,-0.831364,-9.606134,7.279830,-0.518589,-3.289422,-6.473538,10.147924,3.699940,-3.116875,-8.920532,11.509582,3.436867,0.331866,-10.979449,6.842062,-1.223452,1.516502,-6.558749
30.290000,10.182933,-3.044440,-0.743307,-9.688705,7.554170,-0.681751,-3.330077,-6.746205,10.237525,3.822543,-3.234954,-8.929174,11.206483,3.371246,0.313920,-10.682762,6.534998,-1.208742,1.372676,-6.273827
30.300000,10.307342,-3.191864,-0.673686,-9.777497,7.858461,-0.896738,-3.358337,-7.047896,10.355868,3.856955,-3.294694,-9.028449,10.968420,3.272121,0.332192,-10.463705,6.139672,-1.151480,1.209181,-5.908261
30.310000,10.421507,-3.317352,-0.688369,-9.855412,8.116047,-1.115179,-3.371916,-7.297724,10.501341,3.825424,-3.304659,-9.204538,10.878338,3.219656,0.372119,-10.384295,5.814512,-1.083333,1.060460,-5.613409
30.320000,10.504719,-3.472735,-0.805333,-9.881329,8.335895,-1.298110,-3.405852,-7.496815,10.670541,3.764735,-3.290271,-9.426629,10.852329,3.233725,0.420117,-10.350825,5.638213,-1.019177,0.940996,-5.464911
30.330000,10.590145,-3.690540,-0.995028,-9.876285,8.546454,-1.429304,-3.484930,-7.671651,10.845840,3.702853,-3.270473,-9.655316,10.856290,3.316186,0.473108,-10.326573,5.517664,-0.940561,0.834783,-5.372439
30.340000,10.697936,-3.929069,-1.208576,-9.876619,8.730339,-1.504659,-3.590626,-7.814233,10.976834,3.638963,-3.246568,-9.834055,10.843992,3.431817,0.524070,-10.273273,5.389377,-0.837611,0.735382,-5.272855
30.350000,10.775999,-4.077330,-1.407032,-9.875110,8.905534,-1.532746,-3.702918,-7.952838,11.050574,3.566642,-3.230956,-9.947622,10.783278,3.533956,0.550318,-10.172875,5.296092,-0.722298,0.653272,-5.205777
30.360000,10.851394,-4.079597,-1.592900,-9.928359,9.118222,-1.521452,-3.816048,-8.140328,11.117617,3.493491,-3.257238,-10.039289,10.601538,3.567042,0.515876,-9.970090,5.231044,-0.601384,0.591396,-5.162597
30.370000,10.992300,-3.977134,-1.797365,-10.088733,9.357332,-1.461227,-3.918617,-8.370717,11.198986,3.424926,-3.339871,-10.125830,10.388854,3.543279,0.405417,-9.757515,5.133472,-0.478671,0.547304,-5.081719
30.380000,11.120687,-3.835296,-2.026420,-10.239814,9.603686,-1.345555,-4.018936,-8.617913,11.276376,3.364937,-3.452992,-10.193660,10.235634,3.488906,0.236502,-9.619761,5.037658,-0.369200,0.528647,-4.996221
30.390000,11.157788,-3.743388,-2.262396,-10.264738,9.868647,-1.190443,-4.153253,-8.872628,11.354827,3.323553,-3.551503,-10.260259,10.125251,3.402909,0.057346,-9.536122,5.060613,-0.287054,0.548576,-5.022596
30.400000,11.192665,-3.787047,-2.499318,-10.231688,10.133175,-1.026631,-4.341748,-9.098158,11.450087,3.295953,-3.602912,-10.356651,10.039993,3.292991,-0.066769,-9.484367,5.023395,-0.222545,0.584041,-4.984362
30.410000,11.287825,-3.949819,-2.720350,-10.218298,10.384839,-0.888605,-4.584190,-9.275799,11.567301,3.251980,-3.623561,-10.492706,9.950111,3.170062,-0.085886,-9.431227,4.975375,-0.177962,0.629089,-4.932234
30.420000,11.374730,-4.116103,-2.878390,-10.205737,10.630247,-0.791463,-4.857637,-9.422266,11.700403,3.152848,-3.688003,-10.646953,9.815892,3.041023,0.005021,-9.332947,4.793409,-0.144520,0.650678,-4.746841
30.430000,11.420713,-4.190338,-2.944835,-10.207923,10.809794,-0.716121,-5.088826,-9.510135,11.841386,2.981289,-3.887098,-10.780576,9.635753,2.915338,0.157673,-9.182792,4.530958,-0.119072,0.637181,-4.484351
30.440000,11.471852,-4.161116,-2.938396,-10.278829,10.911170,-0.636201,-5.229496,-9.555169,11.998015,2.760784,-4.260083,-10.871160,9.417396,2.794481,0.293052,-8.988457,4.247262,-0.098736,0.586968,-4.205348
30.450000,11.538881,-4.061261,-2.903079,-10.403080,11.029517,-0.548944,-5.309781,-9.651690,12.147882,2.532669,-4.740015,-10.894443,9.224336,2.692114,0.341893,-8.816122,3.907023,-0.080647,0.496931,-3.874453
30.460000,11.587281,-3.936025,-2.894753,-10.506817,11.162281,-0.476085,-5.341820,-9.789526,12.244087,2.329451,-5.187768,-10.843357,9.144829,2.629924,0.273423,-8.754235,3.595165,-0.066821,0.388546,-3.573482
30.470000,11.612081,-3.836717,-2.965837,-10.551011,11.269584,-0.455248,-5.334468,-9.916639,12.287189,2.162558,-5.503507,-10.770784,9.169343,2.602064,0.095989,-8.791865,3.465776,-0.060979,0.287257,-3.453312
30.480000,11.647009,-3.800505,-3.128352,-10.555680,11.420515,-0.515576,-5.346616,-10.078494,12.256957,2.011699,-5.655992,-10.686245,9.187510,2.571576,-0.147767,-8.819042,3.579159,-0.065583,0.195829,-3.573196
30.490000,11.700527,-3.826238,-3.329448,-10.544051,11.564861,-0.647511,-5.372884,-10.220512,12.136496,1.863666,-5.675321,-10.564659,9.170811,2.519506,-0.393156,-8.809159,3.626906,-0.077634,0.097163,-3.624773
30.500000,11.737192,-3.876935,-3.477084,-10.518600,11.570477,-0.803008,-5.372358,-10.216109,12.016689,1.752615,-5.644144,-10.462925,9.154632,2.441857,-0.588479,-8.803312,3.650029,-0.099380,0.006980,-3.648669
30.510000,11.845795,-3.903535,-3.627387,-10.579572,11.863548,-0.927996,-5.662659,-10.383492,12.291611,1.804782,-5.836003,-10.666187,9.132936,2.359429,-0.779013,-8.788444,3.636070,-0.117020,-0.088985,-3.633097
30.520000,11.767984,-3.809866,-3.648414,-10.519479,11.843268,-0.958712,-5.944668,-10.198274,12.078631,1.901765,-5.772855,-10.437948,9.006705,2.240016,-0.930637,-8.673925,3.623285,-0.133930,-0.178413,-3.616411
30.530000,11.714221,-3.692675,-3.565306,-10.529754,11.816167,-0.936623,-6.276587,-9.967396,12.033068,2.096863,-5.698756,-10.388555,8.819296,2.090091,-1.014213,-8.507813,3.589208,-0.156406,-0.243718,-3.577507
30.540000,11.681944,-3.566826,-3.428516,-10.582573,11.699626,-0.864269,-6.549845,-9.655766,11.945712,2.315823,-5.560199,-10.316064,8.697661,1.961600,-1.069531,-8.405803,3.571067,-0.184230,-0.287945,-3.554669
30.550000,11.654770,-3.451998,-3.295534,-10.632819,11.504153,-0.758543,-6.690193,-9.327994,11.852705,2.536607,-5.453974,-10.213051,8.632440,1.870954,-1.129508,-8.351213,3.556896,-0.212730,-0.315790,-3.536458
30.560000,11.637358,-3.383932,-3.204211,-10.663495,11.448154,-0.665242,-6.761621,-9.214020,11.751503,2.749385,-5.410250,-10.063195,8.547874,1.807354,-1.201008,-8.267842,3.513447,-0.234927,-0.329193,-3.490093
30.570000,11.597598,-3.386157,-3.149158,-10.635837,11.318041,-0.615997,-6.622297,-9.157717,11.651187,2.946929,-5.385931,-9.902400,8.412471,1.758242,-1.269699,-8.128107,3.378973,-0.242192,-0.324666,-3.354607
30.580000,11.540639,-3.475673,-3.115372,-10.554644,11.194720,-0.655743,-6.370189,-9.182181,11.563868,3.106908,-5.309736,-9.791674,8.234158,1.717058,-1.308226,-7.946170,3.093274,-0.228243,-0.296442,-3.070566
30.590000,11.474394,-3.642909,-3.085374,-10.434146,11.099256,-0.793014,-6.122421,-9.223913,11.453937,3.189117,-5.135611,-9.728705,8.015041,1.682156,-1.289418,-7.729724,2.674634,-0.196502,-0.246765,-2.655967
30.600000,11.415230,-3.858201,-3.050198,-10.301362,10.980678,-0.990294,-5.956140,-9.171641,11.311319,3.187053,-4.909618,-9.679065,7.772494,1.660105,-1.207019,-7.496587,2.258342,-0.161547,-0.191083,-2.244438
30.610000,11.362721,-4.080379,-3.004054,-10.170427,10.784989,-1.184198,-5.882795,-8.961383,11.166406,3.151967,-4.740831,-9.606157,7.603813,1.672252,-1.089157,-7.337253,2.022106,-0.139610,-0.146612,-2.011946
30.620000,11.302040,-4.275089,-2.943694,-10.039640,10.569460,-1.333451,-5.883262,-8.678860,10.972549,3.133868,-4.669197,-9.422011,7.562288,1.723967,-0.967903,-7.299268,2.060187,-0.138183,-0.115664,-2.052291
30.630000,11.232553,-4.434370,-2.873818,-9.912002,10.424323,-1.439795,-5.909228,-8.466081,10.709817,3.152877,-4.660418,-9.112632,7.555972,1.781433,-0.856395,-7.292859,2.039763,-0.135786,-0.073857,-2.033898
30.640000,11.148051,-4.562903,-2.810213,-9.775564,10.293084,-1.517045,-5.850659,-8.331623,10.495107,3.200399,-4.680463,-8.831647,7.506579,1.811824,-0.765038,-7.244359,2.029979,-0.138663,-0.027955,-2.025045
30.650000,11.004100,-4.648848,-2.767548,-9.582229,10.098150,-1.579556,-5.648175,-8.220447,10.376125,3.208278,-4.677009,-8.688873,7.427823,1.811857,-0.701888,-7.169176,2.011942,-0.146444,0.019600,-2.006509
30.660000,10.795938,-4.683225,-2.767734,-9.325199,9.903098,-1.648854,-5.385864,-8.145250,10.242270,3.080231,-4.579368,-8.628190,7.359592,1.796997,-0.664709,-7.105811,2.000678,-0.160332,0.065511,-1.993167
30.670000,10.570814,-4.667984,-2.831264,-9.051849,9.775174,-1.735450,-5.171359,-8.111676,10.062934,2.818274,-4.402741,-8.598595,7.295972,1.779403,-0.641285,-7.046537,1.974734,-0.177965,0.106083,-1.963835
30.680000,10.343006,-4.592447,-2.948672,-8.785928,9.644524,-1.824764,-5.013620,-8.034344,9.907429,2.529587,-4.226418,-8.596262,7.156395,1.752747,-0.611745,-6.911413,1.943942,-0.198531,0.138915,-1.928782
30.690000,10.123916,-4.459876,-3.089210,-8.547512,9.427683,-1.901029,-4.868840,-7.846125,9.723911,2.307287,-4.064988,-8.526825,6.918417,1.717669,-0.569204,-6.677583,1.900348,-0.219026,0.162148,-1.880707
30.700000,9.944702,-4.302891,-3.217508,-8.368386,9.151059,-1.965843,-4.716521,-7.591559,9.425461,2.185150,-3.893611,-8.300858,6.708411,1.704359,-0.524127,-6.467089,1.833477,-0.235517,0.174821,-1.809864
30.710000,9.757138,-4.133972,-3.277407,-8.207961,8.822418,-2.003943,-4.528741,-7.301354,9.073001,2.144746,-3.729899,-7.987945,6.604673,1.729509,-0.482911,-6.355887,1.747152,-0.245795,0.178552,-1.720535
30.720000,9.503895,-3.962875,-3.228341,-8.012332,8.388825,-1.971576,-4.274579,-6.943577,8.724210,2.114958,-3.587406,-7.666115,6.458418,1.750535,-0.435198,-6.201403,1.723539,-0.260270,0.184266,-1.693780
30.730000,9.245933,-3.834604,-3.098993,-7.821722,7.908039,-1.851986,-4.003287,-6.563606,8.311131,2.010136,-3.433751,-7.296821,6.144377,1.725495,-0.376808,-5.885071,1.889702,-0.299734,0.209258,-1.854008
30.740000,9.017801,-3.762347,-2.931706,-7.653142,7.498508,-1.665518,-3.792999,-6.250346,7.816980,1.812356,-3.256828,-6.871216,5.812490,1.684760,-0.323948,-5.553529,1.976291,-0.321884,0.227391,-1.936597
30.750000,8.780026,-3.714358,-2.748551,-7.465780,7.160081,-1.432475,-3.642382,-5.995650,7.356216,1.582141,-3.092824,-6.484226,5.626495,1.665454,-0.289825,-5.366536,2.028115,-0.331767,0.246159,-1.985595
30.760000,8.572713,-3.688148,-2.583829,-7.294710,6.834331,-1.182801,-3.502991,-5.747879,6.970118,1.370909,-2.945894,-6.166431,5.540469,1.645071,-0.271301,-5.283648,2.047805,-0.329821,0.268330,-2.003178
30.770000,8.438408,-3.685966,-2.448870,-7.184944,6.510165,-0.963116,-3.346166,-5.500712,6.576354,1.185985,-2.773964,-5.843544,5.572095,1.620967,-0.263429,-5.324595,2.215933,-0.345866,0.322115,-2.164943
30.780000,8.347092,-3.683583,-2.316136,-7.123249,6.202918,-0.809614,-3.166244,-5.272155,6.187381,1.029611,-2.585895,-5.526005,5.620568,1.561353,-0.248876,-5.393609,2.430446,-0.363939,0.400533,-2.369428
30.790000,8.299745,-3.672927,-2.166233,-7.120591,5.929378,-0.731504,-2.972674,-5.077955,5.893787,0.900391,-2.432262,-5.292459,5.629278,1.460640,-0.207797,-5.432506,2.538289,-0.364322,0.478470,-2.466018
30.800000,8.269702,-3.635195,-1.987101,-7.157147,5.685051,-0.711188,-2.775082,-4.910493,5.710214,0.782298,-2.334020,-5.152369,5.643956,1.352315,-0.126642,-5.478087,2.585008,-0.359544,0.554494,-2.499105
30.810000,8.173597,-3.530851,-1.777349,-7.154147,5.427637,-0.714008,-2.569463,-4.727293,5.627872,0.665647,-2.299781,-5.093217,5.660850,1.258798,0.000946,-5.519117,2.583363,-0.356062,0.620534,-2.482322
30.820000,8.028452,-3.374501,-1.577001,-7.112091,5.152604,-0.711049,-2.368288,-4.520503,5.589985,0.548412,-2.311151,-5.060213,5.710567,1.204144,0.167499,-5.579655,2.541696,-0.357472,0.668427,-2.426034
30.830000,7.956240,-3.235907,-1.440469,-7.124305,4.929791,-0.695437,-2.209262,-4.351824,5.487362,0.436540,-2.315999,-4.955474,5.793360,1.193132,0.353807,-5.658116,2.483597,-0.366930,0.697360,-2.355272
30.840000,8.141275,-3.213070,-1.406517,-7.346990,4.751881,-0.664297,-2.084040,-4.218514,5.338101,0.351015,-2.303658,-4.802631,5.922089,1.220272,0.534270,-5.770323,2.441484,-0.387403,0.713946,-2.302399
30.850000,8.277322,-3.210347,-1.402199,-7.499438,4.489780,-0.608498,-1.926530,-4.009531,5.214046,0.305095,-2.283705,-4.677380,6.091064,1.267039,0.683526,-5.918485,2.440558,-0.420976,0.726337,-2.291624
