time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz,rope3_mag,rope3_fx,rope3_fy,rope3_fz,rope4_mag,rope4_fx,rope4_fy,rope4_fz
14.360000,12.795962,-4.579342,2.818827,-11.611222,3.454124,-0.670538,-0.568433,-3.340394,6.921330,1.478926,-0.039122,-6.761365,13.806524,3.173665,4.862827,-12.526007,12.410258,-1.664362,5.332232,-11.082044
14.370000,12.728917,-4.448820,2.832344,-11.584954,3.331106,-0.644254,-0.593375,-3.213894,6.815411,1.407777,0.078458,-6.667971,13.589507,3.125008,4.750433,-12.342707,12.320685,-2.210092,5.492249,-10.805090
14.380000,12.610756,-4.229490,2.887745,-11.524041,3.341958,-0.630065,-0.632577,-3.220489,6.761550,1.354046,0.187169,-6.621940,13.349670,3.026070,4.634298,-12.148245,12.235078,-2.723344,5.587507,-10.538514
14.390000,12.461423,-4.044702,2.933705,-11.415814,3.394739,-0.611469,-0.670665,-3.271172,6.687663,1.330817,0.269554,-6.548367,13.095445,2.888529,4.590026,-11.919679,11.964327,-3.089355,5.598245,-10.112401
14.400000,12.283020,-3.971397,2.903156,-11.254878,3.403296,-0.575148,-0.690188,-3.282571,6.558834,1.339291,0.319005,-6.412709,12.880035,2.739433,4.647864,-11.695648,11.756245,-3.361502,5.721969,-9.704054
14.410000,12.108338,-4.012786,2.769586,-11.083267,3.408638,-0.531804,-0.699583,-3.293414,6.404737,1.368265,0.339657,-6.247651,12.716610,2.604192,4.748013,-11.505944,11.729286,-3.602460,6.015148,-9.403000
14.420000,11.952039,-4.107816,2.553586,-10.929605,3.406587,-0.483572,-0.700119,-3.298609,6.248424,1.391861,0.337058,-6.082098,12.544712,2.509936,4.779945,-11.323522,11.610643,-3.723669,6.231786,-9.061246
14.430000,11.776712,-4.180102,2.300151,-10.766940,3.389928,-0.432116,-0.693607,-3.289954,6.095447,1.385457,0.312878,-5.927655,12.319564,2.494808,4.683864,-11.117959,11.269498,-3.625458,6.158839,-8.713572
14.440000,11.602248,-4.217127,2.068409,-10.608943,3.374417,-0.382016,-0.687009,-3.281581,5.945138,1.340540,0.266493,-5.785897,12.040904,2.576189,4.489909,-10.871399,10.821690,-3.288749,5.790590,-8.530074
14.450000,11.480041,-4.259786,1.896446,-10.490427,3.361832,-0.335793,-0.683839,-3.274373,5.778661,1.263967,0.198882,-5.635225,11.713722,2.711195,4.272435,-10.564421,10.403462,-2.757813,5.235279,-8.556772
14.460000,11.368455,-4.323309,1.775302,-10.363352,3.319304,-0.293148,-0.678990,-3.235864,5.589409,1.177132,0.117500,-5.462787,11.354308,2.810071,4.099726,-10.208626,10.150240,-2.144304,4.649480,-8.764227
14.470000,11.224157,-4.399478,1.679336,-10.188529,3.240484,-0.257253,-0.670399,-3.159924,5.423043,1.111571,0.035499,-5.307781,11.022233,2.797850,4.016125,-9.875850,10.074751,-1.572343,4.129445,-9.054061
14.480000,11.081314,-4.482838,1.593168,-10.008071,3.143855,-0.232225,-0.658715,-3.065288,5.330515,1.089191,-0.035211,-5.217932,10.768582,2.654291,4.028367,-9.627531,10.068436,-1.154786,3.706021,-9.290064
14.490000,10.937471,-4.544898,1.503130,-9.834265,3.037764,-0.219253,-0.641085,-2.961241,5.294710,1.106398,-0.086437,-5.177100,10.572425,2.411917,4.102176,-9.440921,9.927637,-0.956302,3.363397,-9.291449
14.500000,10.774779,-4.562143,1.402383,-9.660022,2.947171,-0.218811,-0.618024,-2.873323,5.256324,1.142299,-0.112753,-5.129462,10.421447,2.151605,4.206283,-9.288937,9.448607,-0.952091,3.076100,-8.882978
14.510000,10.650657,-4.561579,1.300216,-9.536138,2.878676,-0.228632,-0.586885,-2.808926,5.183070,1.177381,-0.113529,-5.046296,10.342366,1.960718,4.329400,-9.185664,8.661397,-1.047376,2.870208,-8.104610
14.520000,10.579641,-4.563262,1.203447,-9.468747,2.836622,-0.245553,-0.545578,-2.772810,5.077446,1.201766,-0.093271,-4.932293,10.273423,1.864947,4.425509,-9.081853,8.015609,-1.182528,2.872052,-7.389380
14.530000,10.488641,-4.546597,1.111447,-9.386412,2.868123,-0.270218,-0.500549,-2.811150,4.959593,1.215736,-0.058386,-4.807924,10.118839,1.828323,4.433091,-8.910435,8.223484,-1.412795,3.319115,-7.390073
14.540000,10.361526,-4.505499,1.031013,-9.273549,2.970908,-0.299565,-0.447729,-2.921659,4.863225,1.228051,-0.013953,-4.705598,9.920257,1.804860,4.355986,-8.728079,8.459677,-1.580618,3.873278,-7.352925
14.550000,10.235735,-4.451366,0.969685,-9.165987,3.159926,-0.331942,-0.385455,-3.118714,4.813002,1.246303,0.037438,-4.648689,9.764496,1.761135,4.227976,-8.623689,8.239929,-1.551043,4.182175,-6.928212
14.560000,10.113324,-4.385057,0.922439,-9.066405,3.355725,-0.355486,-0.303465,-3.323015,4.788988,1.263300,0.093309,-4.618417,9.649013,1.678513,4.049532,-8.595775,8.082878,-1.409781,4.364096,-6.655832
14.570000,9.998607,-4.320775,0.876040,-8.974162,3.513140,-0.363296,-0.207391,-3.488146,4.746532,1.260070,0.147205,-4.573852,9.553656,1.567077,3.818290,-8.616106,7.978703,-1.171480,4.371000,-6.571278
14.580000,9.902740,-4.284828,0.815970,-8.890372,3.606746,-0.355074,-0.112367,-3.587466,4.682051,1.225854,0.188839,-4.514779,9.468875,1.454428,3.545259,-8.658832,7.704645,-0.851485,4.097649,-6.468833
14.590000,9.814836,-4.289647,0.735080,-8.797135,3.649602,-0.338960,-0.035632,-3.633653,4.617674,1.159144,0.206811,-4.465034,9.347680,1.358153,3.240127,-8.662339,7.901941,-0.590580,3.947626,-6.819687
14.600000,9.756313,-4.343139,0.647579,-8.712257,3.682016,-0.327003,0.012049,-3.667446,4.543656,1.057113,0.189902,-4.414890,9.158389,1.282380,2.928414,-8.582306,7.852569,-0.403068,3.644704,-6.943811
14.610000,9.800522,-4.454640,0.589896,-8.709675,3.741765,-0.329129,0.028036,-3.727157,4.454358,0.927595,0.132401,-4.354692,8.927574,1.223990,2.649375,-8.437075,7.732586,-0.378771,3.384144,-6.942405
14.620000,9.805149,-4.524019,0.592760,-8.678873,3.840058,-0.349833,0.014571,-3.824062,4.381296,0.793626,0.037556,-4.308655,8.698245,1.176740,2.425843,-8.269827,7.700096,-0.529061,3.273086,-6.949711
14.630000,9.790936,-4.531353,0.681528,-8.652445,3.956454,-0.387052,-0.023174,-3.937408,4.388515,0.683565,-0.086789,-4.334083,8.528733,1.142226,2.263552,-8.143153,7.648226,-0.784765,3.234740,-6.885925
14.640000,9.875556,-4.528043,0.852094,-8.734836,4.054511,-0.432596,-0.076680,-4.030638,4.495116,0.613174,-0.233524,-4.446972,8.509252,1.136298,2.167720,-8.149673,7.631418,-1.045663,3.230667,-6.834319
14.650000,9.973577,-4.501199,1.047638,-8.838207,4.111821,-0.476104,-0.135290,-4.081923,4.613477,0.581423,-0.387212,-4.560283,8.547795,1.157512,2.103236,-8.203741,7.497354,-1.193067,3.142425,-6.701648
14.660000,10.011977,-4.462634,1.187127,-8.883428,4.143716,-0.512195,-0.191114,-4.107495,4.742002,0.593654,-0.531056,-4.674627,8.586002,1.208107,2.059336,-8.247366,7.072100,-1.156118,2.878323,-6.355568
14.670000,10.032372,-4.465233,1.218982,-8.900802,4.192447,-0.544279,-0.243249,-4.149844,4.888832,0.644182,-0.653716,-4.801913,8.570533,1.280227,2.033699,-8.226732,6.565059,-1.008084,2.542640,-5.968144
14.680000,10.095882,-4.534754,1.144184,-8.947272,4.287526,-0.581295,-0.296717,-4.237563,5.037665,0.713320,-0.748771,-4.930374,8.570719,1.369947,2.044056,-8.209890,6.229893,-0.869951,2.261871,-5.739223
14.690000,10.190879,-4.630637,1.003045,-9.022479,4.418196,-0.632696,-0.358380,-4.357949,5.168579,0.775225,-0.817245,-5.044338,8.601017,1.458867,2.077012,-8.217981,6.246299,-0.834854,2.112446,-5.818664
14.700000,10.273254,-4.685551,0.855037,-9.102432,4.548078,-0.706621,-0.434416,-4.471798,5.286380,0.811023,-0.869757,-5.150881,8.631674,1.524310,2.096513,-8.233280,6.503937,-0.937604,2.053761,-6.099521
14.710000,10.334214,-4.662793,0.747609,-9.192139,4.660700,-0.809967,-0.530730,-4.558991,5.410444,0.815257,-0.919506,-5.269039,8.649543,1.558885,2.076120,-8.250708,6.575360,-1.136245,1.954171,-6.174587
14.720000,10.387108,-4.564823,0.687955,-9.304898,4.777737,-0.946056,-0.653647,-4.637294,5.548686,0.793098,-0.972305,-5.404955,8.665846,1.575690,2.018371,-8.278905,6.768252,-1.444974,1.912866,-6.329473
14.730000,10.461068,-4.426602,0.649023,-9.456104,4.916349,-1.106222,-0.805914,-4.721998,5.702075,0.756801,-1.025538,-5.557804,8.684477,1.596197,1.948467,-8.311183,6.961711,-1.780109,1.896256,-6.457619
14.740000,10.572492,-4.290928,0.595817,-9.644196,5.043290,-1.259666,-0.978099,-4.784489,5.879256,0.720779,-1.074131,-5.735187,8.697680,1.637474,1.896305,-8.329006,6.913564,-2.000375,1.849470,-6.354159
14.750000,10.670056,-4.177349,0.505394,-9.805326,5.110195,-1.364021,-1.150161,-4.788598,6.076521,0.692811,-1.113714,-5.933276,8.727732,1.710440,1.882224,-8.348948,6.746984,-2.087682,1.815011,-6.153789
14.760000,10.712911,-4.107427,0.374971,-9.887108,5.138401,-1.401660,-1.312504,-4.766115,6.260403,0.670981,-1.144046,-6.118300,8.783553,1.811309,1.896169,-8.382989,6.777597,-2.149480,1.876611,-6.147674
14.770000,10.762989,-4.126170,0.211600,-9.938405,5.214700,-1.391618,-1.477352,-4.803532,6.398318,0.651644,-1.176492,-6.255373,8.848343,1.926183,1.904948,-8.423430,7.016730,-2.229164,2.034016,-6.334675
14.780000,10.867259,-4.244969,0.016630,-10.003863,5.378929,-1.356225,-1.652794,-4.935768,6.504777,0.640912,-1.235481,-6.354128,8.934334,2.051777,1.886446,-8.488455,7.203499,-2.287307,2.201388,-6.466259
14.790000,10.969213,-4.404353,-0.202243,-10.044124,5.566202,-1.303724,-1.816275,-5.097455,6.631681,0.657172,-1.345265,-6.460463,9.053277,2.193779,1.841060,-8.588344,7.160710,-2.300759,2.298754,-6.379499
14.800000,11.018686,-4.526882,-0.409431,-10.037487,5.705445,-1.252708,-1.939693,-5.217319,6.814966,0.723564,-1.512622,-6.605467,9.170565,2.349383,1.783086,-8.683333,6.959943,-2.293992,2.320371,-6.147705
14.810000,11.045824,-4.580187,-0.550954,-10.036362,5.840510,-1.242853,-2.035600,-5.331342,7.050584,0.857327,-1.719499,-6.783735,9.264122,2.507837,1.738183,-8.747196,6.893229,-2.338177,2.348907,-6.044185
14.820000,11.101481,-4.583117,-0.588892,-10.094114,6.061717,-1.302117,-2.138713,-5.520399,7.301434,1.056882,-1.926374,-6.962975,9.342079,2.647282,1.728171,-8.790891,6.868578,-2.369154,2.348789,-6.003971
14.830000,11.178513,-4.573258,-0.530137,-10.186434,6.351965,-1.413764,-2.250094,-5.769385,7.514118,1.291731,-2.086147,-7.102211,9.399683,2.727963,1.758178,-8.821625,6.804915,-2.323198,2.289723,-5.972167
14.840000,11.218779,-4.581958,-0.432044,-10.231325,6.611667,-1.525280,-2.345335,-5.990582,7.661324,1.512159,-2.171349,-7.189889,9.457518,2.720269,1.833231,-8.870403,6.754492,-2.191455,2.190277,-6.001948
14.850000,11.221839,-4.637068,-0.372086,-10.212190,6.817434,-1.597032,-2.430891,-6.165846,7.781313,1.681095,-2.194588,-7.273688,9.567932,2.626289,1.968013,-8.987484,6.796768,-1.986275,2.078410,-6.158813
14.860000,11.241608,-4.738376,-0.391372,-10.186676,7.021168,-1.624874,-2.540055,-6.340718,7.938960,1.791892,-2.190360,-7.417448,9.723950,2.463651,2.162626,-9.154708,6.852871,-1.686616,1.933425,-6.354450
14.870000,11.265541,-4.825727,-0.466807,-10.168916,7.203065,-1.614408,-2.675938,-6.489775,8.144319,1.855356,-2.179351,-7.624828,9.852043,2.266029,2.378746,-9.288134,7.064177,-1.348835,1.801782,-6.696030
14.880000,11.264239,-4.841531,-0.537412,-10.156469,7.318727,-1.583790,-2.823469,-6.563794,8.350984,1.889907,-2.163997,-7.841193,9.903151,2.090684,2.547352,-9.338760,7.295653,-0.983603,1.655943,-7.036827
14.890000,11.268088,-4.797248,-0.558426,-10.180589,7.436073,-1.572582,-3.000932,-6.619409,8.524647,1.921323,-2.149390,-8.022360,9.907462,1.992716,2.605787,-9.348623,7.278022,-0.635899,1.458613,-7.101950
14.900000,11.281473,-4.734846,-0.530695,-10.226007,7.607900,-1.595415,-3.217931,-6.706692,8.673242,1.970404,-2.152655,-8.167541,9.944339,1.990353,2.531512,-9.408497,7.120162,-0.399011,1.262452,-6.995978
14.910000,11.286514,-4.698119,-0.490986,-10.250464,7.728201,-1.612587,-3.413515,-6.743335,8.819660,2.037377,-2.193380,-8.296058,10.042032,2.049468,2.337215,-9.548797,7.005462,-0.302968,1.114453,-6.909610
14.920000,11.306908,-4.725028,-0.477922,-10.261183,7.732214,-1.587535,-3.535934,-6.690593,8.970323,2.101339,-2.278889,-8.417704,10.147444,2.101036,2.060861,-9.711288,6.935202,-0.320506,1.022981,-6.851847
14.930000,11.342072,-4.806165,-0.499705,-10.261270,7.746919,-1.537998,-3.622667,-6.672750,9.108311,2.134548,-2.395123,-8.524577,10.230608,2.091198,1.764745,-9.857886,6.806782,-0.400258,0.989336,-6.722595
14.940000,11.356820,-4.892822,-0.534430,-10.234844,7.845325,-1.489691,-3.696934,-6.757412,9.221210,2.124915,-2.513458,-8.613825,10.318281,2.011634,1.497625,-10.008865,6.627112,-0.492255,1.033083,-6.527559
14.950000,11.351738,-4.951429,-0.555279,-10.199851,7.933499,-1.445399,-3.711786,-6.861040,9.317660,2.087152,-2.606247,-8.698854,10.404827,1.884712,1.260296,-10.154799,6.464490,-0.569997,1.173075,-6.331558
14.960000,11.347325,-4.975233,-0.549318,-10.183668,7.997199,-1.414718,-3.669974,-6.963121,9.398642,2.050256,-2.653230,-8.780164,10.446012,1.749613,1.029904,-10.246820,6.917420,-0.687050,1.532892,-6.710357
14.970000,11.347524,-4.969689,-0.517137,-10.188280,8.128635,-1.401599,-3.634459,-7.134489,9.460988,2.042884,-2.648294,-8.850055,10.433322,1.652604,0.804352,-10.270157,7.302741,-0.795638,1.984870,-6.982641
14.980000,11.341451,-4.943369,-0.465302,-10.196819,8.278386,-1.365578,-3.606397,-7.325351,9.532444,2.083219,-2.604819,-8.929871,10.404153,1.625235,0.613146,-10.258122,7.349906,-0.870915,2.373638,-6.901338
14.990000,11.330722,-4.908648,-0.406623,-10.204171,8.346208,-1.264285,-3.559411,-7.442537,9.628097,2.159429,-2.536147,-9.033553,10.388798,1.668588,0.492546,-10.242087,7.112888,-0.902895,2.588279,-6.563442
15.000000,11.322979,-4.871841,-0.366579,-10.214727,8.415935,-1.119154,-3.527663,-7.558509,9.711213,2.223622,-2.446714,-9.131088,10.377550,1.755542,0.454867,-10.217862,6.869885,-0.895211,2.651894,-6.273865
15.010000,11.318121,-4.826840,-0.383682,-10.230066,8.557493,-0.984772,-3.517231,-7.738863,9.764862,2.224488,-2.360347,-9.210480,10.351732,1.849058,0.476081,-10.174118,6.823498,-0.844443,2.630788,-6.239070
15.020000,11.320880,-4.765612,-0.493603,-10.257077,8.664822,-0.912164,-3.453976,-7.894122,9.817047,2.138598,-2.327733,-9.294217,10.317343,1.924132,0.510062,-10.123493,6.732300,-0.705365,2.446655,-6.232191
15.030000,11.331761,-4.681636,-0.703045,-10.295475,8.732594,-0.943943,-3.318521,-8.022131,9.878781,1.972866,-2.397198,-9.378249,10.303351,1.980156,0.518778,-10.097965,6.650226,-0.507368,2.160810,-6.268891
15.040000,11.339466,-4.572153,-0.975517,-10.330889,8.878001,-1.079529,-3.162125,-8.225235,9.965574,1.767744,-2.594856,-9.458038,10.295900,2.029224,0.490936,-10.082003,6.788766,-0.319372,1.888539,-6.512969
15.050000,11.325303,-4.438814,-1.244593,-10.344584,9.006889,-1.243559,-2.982781,-8.407177,10.097278,1.579368,-2.905485,-9.540376,10.286598,2.093627,0.443947,-10.061497,6.714659,-0.192797,1.557842,-6.528599
15.060000,11.316675,-4.299422,-1.454395,-10.366621,8.973992,-1.332965,-2.785657,-8.425904,10.208325,1.445419,-3.248670,-9.569055,10.273824,2.188307,0.405309,-10.029880,6.651209,-0.202853,1.283672,-6.523007
15.070000,11.290318,-4.142450,-1.578807,-10.383581,8.920298,-1.322815,-2.654943,-8.412678,10.225882,1.385503,-3.522546,-9.499511,10.245067,2.303812,0.390554,-9.975035,6.553813,-0.358791,1.074815,-6.455115
15.080000,11.266963,-3.970640,-1.636769,-10.416307,8.949289,-1.245639,-2.622156,-8.465368,10.204289,1.411959,-3.692821,-9.407282,10.200228,2.414232,0.395876,-9.902495,6.331777,-0.605517,0.914446,-6.236067
15.090000,11.246843,-3.794419,-1.668199,-10.455189,8.907366,-1.136560,-2.619422,-8.437299,10.204481,1.519976,-3.775457,-9.357725,10.162538,2.500653,0.406782,-9.841669,6.039609,-0.856548,0.797264,-5.925164
15.100000,11.219776,-3.647044,-1.713114,-10.471279,8.791078,-1.054078,-2.622695,-8.324268,10.203721,1.681704,-3.782180,-9.326463,10.145217,2.566312,0.412579,-9.806592,5.807045,-1.052539,0.722534,-5.664969
15.110000,11.185964,-3.576772,-1.798861,-10.444931,8.776544,-1.041672,-2.681736,-8.291619,10.201798,1.858124,-3.731731,-9.311189,10.133059,2.637311,0.415770,-9.774999,5.668460,-1.165918,0.678683,-5.505584
15.120000,11.121156,-3.598518,-1.924995,-10.345297,8.832004,-1.080531,-2.808388,-8.303596,10.206788,1.999886,-3.635341,-9.325410,10.104355,2.748529,0.430519,-9.713816,5.685892,-1.211197,0.661093,-5.515916
15.130000,11.026301,-3.681722,-2.066631,-10.185935,8.813131,-1.123959,-2.980233,-8.217433,10.194930,2.057301,-3.495912,-9.353219,10.052440,2.915828,0.470926,-9.608732,5.809982,-1.202122,0.653507,-5.646567
15.140000,10.948202,-3.768720,-2.185241,-10.044132,8.829877,-1.168570,-3.231127,-8.133941,10.194957,2.026288,-3.357160,-9.410674,10.000322,3.119760,0.539354,-9.485918,5.865033,-1.141457,0.627541,-5.718556
15.150000,10.883014,-3.787964,-2.230140,-9.955792,8.892968,-1.222589,-3.530390,-8.070099,10.215790,1.953411,-3.277120,-9.476658,9.998872,3.317966,0.625518,-9.411550,5.833311,-1.074597,0.578117,-5.704257
15.160000,10.791730,-3.702372,-2.166989,-9.902426,8.889885,-1.285878,-3.772568,-7.946339,10.185775,1.912081,-3.281489,-9.451232,9.997556,3.436615,0.709427,-9.361492,5.789541,-1.050520,0.516596,-5.669949
15.170000,10.693222,-3.554580,-2.017874,-9.881201,8.826629,-1.355763,-3.903612,-7.799557,10.155318,1.993247,-3.388107,-9.363662,9.998812,3.451003,0.784434,-9.351549,5.767006,-1.085520,0.456043,-5.645532
15.180000,10.630856,-3.427947,-1.850087,-9.891484,8.795874,-1.412953,-3.953437,-7.729249,10.182061,2.232093,-3.559969,-9.274629,10.009515,3.380136,0.862205,-9.381986,5.750762,-1.167244,0.410497,-5.616075
15.190000,10.593529,-3.374799,-1.730033,-9.891439,8.752464,-1.402056,-3.940517,-7.688445,10.264577,2.581994,-3.716546,-9.213150,10.015952,3.259055,0.961895,-9.421921,5.730950,-1.272898,0.396329,-5.573728
15.200000,10.533087,-3.390758,-1.689165,-9.828296,8.724861,-1.296466,-3.941324,-7.675177,10.284899,2.920103,-3.761279,-9.116191,10.022777,3.122475,1.092639,-9.461097,5.628660,-1.360965,0.420434,-5.445441
15.210000,10.432302,-3.437102,-1.714652,-9.699445,8.652359,-1.101542,-3.977486,-7.604572,10.278454,3.168320,-3.713941,-9.045165,10.016224,2.976886,1.232173,-9.483916,5.441549,-1.409181,0.483062,-5.233672
15.220000,10.310319,-3.473606,-1.764220,-9.545903,8.481242,-0.871642,-4.025941,-7.413737,10.234961,3.292812,-3.624499,-8.987481,10.004432,2.823442,1.331728,-9.504911,5.197489,-1.411170,0.572809,-4.969345
15.230000,10.186266,-3.479083,-1.796344,-9.403678,8.276686,-0.687407,-4.072647,-7.172486,10.209547,3.335486,-3.562144,-8.967749,9.973759,2.667265,1.333495,-9.517529,5.019690,-1.394747,0.683445,-4.773351
15.240000,10.070222,-3.456947,-1.794363,-9.286503,8.124619,-0.597582,-4.102488,-6.987269,10.177965,3.329945,-3.526067,-8.948145,9.886488,2.527240,1.200594,-9.482314,5.101642,-1.411415,0.829525,-4.831827
15.250000,9.963262,-3.423415,-1.765437,-9.188583,8.061049,-0.599079,-4.097464,-6.916097,10.135413,3.296421,-3.485067,-8.928298,9.800178,2.449918,0.950885,-9.441250,5.107435,-1.363528,0.946341,-4.830230
15.260000,9.861182,-3.393949,-1.722473,-9.097094,8.092927,-0.653872,-4.061782,-6.969207,10.143601,3.251067,-3.430556,-8.975215,9.766577,2.453380,0.634659,-9.432081,5.086441,-1.264229,1.019918,-4.820101
15.270000,9.757730,-3.378022,-1.668795,-9.000965,8.087315,-0.705473,-3.968137,-7.011481,10.143767,3.167724,-3.347778,-9.036256,9.908677,2.536142,0.312916,-9.573503,5.048092,-1.122613,1.038393,-4.810896
15.280000,9.652756,-3.382903,-1.599852,-8.897873,8.066632,-0.727824,-3.891264,-7.028434,10.131552,3.060390,-3.278061,-9.084969,9.944966,2.569484,0.024357,-9.607263,4.974597,-0.949377,0.994595,-4.780803
15.290000,9.571795,-3.420986,-1.518708,-8.809633,8.021854,-0.722849,-3.878822,-6.984437,10.123492,2.971326,-3.271805,-9.107777,9.916515,2.515290,-0.187848,-9.590376,4.725786,-0.742573,0.870397,-4.585198
15.300000,9.527683,-3.492012,-1.438702,-8.747155,7.952012,-0.711508,-3.941870,-6.869492,10.102183,2.926534,-3.328921,-9.077874,9.895982,2.388310,-0.312151,-9.598385,4.547032,-0.567043,0.731365,-4.451861
15.310000,9.490969,-3.566607,-1.375302,-8.687137,7.921050,-0.715032,-4.078838,-6.752395,10.082124,2.927504,-3.408956,-9.025407,9.900255,2.236628,-0.357749,-9.637664,4.583392,-0.442720,0.613086,-4.520575
15.320000,9.439384,-3.606299,-1.339954,-8.619808,7.903017,-0.725164,-4.220248,-6.642388,10.065219,2.938695,-3.446965,-8.988389,9.897495,2.120509,-0.343905,-9.661551,4.519193,-0.333919,0.483970,-4.480779
15.330000,9.364667,-3.580447,-1.329557,-8.550419,7.838131,-0.712248,-4.281900,-6.526433,10.006502,2.907117,-3.387552,-8.955626,9.879211,2.092393,-0.297782,-9.650494,4.283667,-0.238122,0.360388,-4.261833
15.340000,9.276273,-3.485362,-1.330838,-8.492959,7.747841,-0.655005,-4.248657,-6.445845,9.915715,2.824054,-3.245214,-8.933907,9.870825,2.170680,-0.247904,-9.626001,3.932495,-0.154705,0.263059,-3.920636
15.350000,9.215633,-3.356162,-1.339611,-8.477589,7.681272,-0.555718,-4.152370,-6.438240,9.848756,2.728384,-3.089186,-8.944878,9.884619,2.329827,-0.213792,-9.603744,4.064271,-0.092117,0.229145,-4.056761
15.360000,9.161599,-3.221332,-1.361759,-8.467794,7.609254,-0.437442,-4.003401,-6.456173,9.791008,2.648781,-2.971120,-8.945403,9.906776,2.516938,-0.200730,-9.579611,4.140414,-0.015296,0.215550,-4.134772
15.370000,9.040595,-3.087912,-1.411773,-8.378786,7.439175,-0.335709,-3.787445,-6.394050,9.722699,2.590968,-2.919230,-8.904822,9.900297,2.674428,-0.201512,-9.530095,4.171806,0.076484,0.218008,-4.165404
15.380000,8.884496,-2.977156,-1.516455,-8.232325,7.162204,-0.281601,-3.529577,-6.225749,9.699898,2.548305,-2.956339,-8.879991,9.884544,2.778852,-0.205802,-9.483662,4.143244,0.175861,0.226816,-4.133292
15.390000,8.780460,-2.900968,-1.688973,-8.113460,6.939602,-0.282053,-3.320937,-6.086863,9.705529,2.481434,-3.068334,-8.867080,9.882046,2.835685,-0.207692,-9.464174,4.110210,0.271390,0.236721,-4.094403
15.400000,8.720480,-2.827352,-1.898206,-8.028055,6.999117,-0.320547,-3.262065,-6.184158,9.693726,2.362826,-3.230230,-8.828986,9.874675,2.862177,-0.207116,-9.448506,4.082569,0.349167,0.244842,-4.060235
15.410000,8.655970,-2.721155,-2.085614,-7.948040,7.099533,-0.351010,-3.225406,-6.314817,9.671230,2.214035,-3.432526,-8.766328,9.857716,2.891081,-0.206171,-9.421980,4.043165,0.393661,0.252662,-4.016015
15.420000,8.588849,-2.586331,-2.207202,-7.887172,7.127616,-0.336722,-3.153500,-6.383179,9.742949,2.100614,-3.694996,-8.766954,9.826473,2.950349,-0.202266,-9.370918,4.087848,0.403933,0.274143,-4.058594
15.430000,8.542527,-2.452879,-2.250418,-7.867259,7.140207,-0.274763,-3.071722,-6.439843,9.763655,2.028045,-3.932478,-8.703540,9.802215,3.055396,-0.186555,-9.311990,4.137642,0.366197,0.315821,-4.109286
15.440000,8.520926,-2.350883,-2.229197,-7.881004,7.172892,-0.191140,-2.998011,-6.513507,9.724016,2.010315,-4.095935,-8.587109,9.795684,3.193695,-0.147011,-9.259272,4.177767,0.279772,0.387039,-4.150381
15.450000,8.508493,-2.297381,-2.173500,-7.898886,7.155960,-0.126512,-2.907778,-6.537322,9.693654,2.055448,-4.178919,-8.501689,9.787773,3.328381,-0.074476,-9.204175,4.235436,0.155327,0.495508,-4.203482
15.460000,8.491421,-2.294397,-2.117322,-7.896640,7.100627,-0.119335,-2.810231,-6.519759,9.653210,2.149605,-4.159617,-8.441637,9.804806,3.442735,0.032205,-9.180455,4.279695,0.007103,0.634607,-4.232376
15.470000,8.463837,-2.330538,-2.083583,-7.865355,7.093157,-0.182989,-2.739525,-6.540213,9.600053,2.287072,-4.044327,-8.400817,9.855701,3.535375,0.167012,-9.198264,4.442544,-0.146950,0.814382,-4.364789
15.480000,8.414713,-2.384126,-2.072890,-7.799133,7.083418,-0.298704,-2.673073,-6.552882,9.529825,2.454987,-3.853768,-8.362958,9.896733,3.606477,0.316992,-9.210763,4.486785,-0.279628,0.975430,-4.370536
15.490000,8.354652,-2.439374,-2.073403,-7.716908,7.066252,-0.427128,-2.608048,-6.553439,9.420612,2.613486,-3.610731,-8.299413,9.923642,3.674515,0.466533,-9.206463,4.326360,-0.353966,1.062543,-4.178888
15.500000,8.327427,-2.496057,-2.073692,-7.669129,6.983079,-0.522596,-2.526489,-6.489001,9.296099,2.716523,-3.362757,-8.229813,9.948588,3.748013,0.604971,-9.195696,4.251731,-0.379976,1.124084,-4.082801
15.510000,8.332935,-2.547460,-2.053037,-7.663765,6.829973,-0.558285,-2.435265,-6.356597,9.196826,2.735285,-3.164636,-8.190537,9.986565,3.812237,0.732858,-9.201155,4.163337,-0.352568,1.133275,-3.990584
15.520000,8.326119,-2.576078,-1.986825,-7.664242,6.661374,-0.538605,-2.362621,-6.204984,9.131597,2.676133,-3.051552,-8.180001,10.030806,3.830547,0.860966,-9.230532,4.035336,-0.279793,1.087717,-3.875890
15.530000,8.308849,-2.579273,-1.871952,-7.673338,6.504709,-0.486033,-2.324444,-6.055738,9.134551,2.606547,-3.047325,-8.207299,10.075221,3.774822,1.002634,-9.287386,3.940952,-0.183887,1.019112,-3.802460
15.540000,8.306743,-2.562465,-1.719920,-7.712174,6.386384,-0.428752,-2.332893,-5.929560,9.155238,2.599726,-3.118752,-8.205681,10.129052,3.649189,1.159625,-9.377440,4.092621,-0.086810,0.991982,-3.969633
