time,load_est_x,load_est_y,load_est_z,load_est_vx,load_est_vy,load_est_vz,drone0_est_x,drone0_est_y,drone0_est_z,drone0_est_vx,drone0_est_vy,drone0_est_vz,drone1_est_x,drone1_est_y,drone1_est_z,drone1_est_vx,drone1_est_vy,drone1_est_vz,drone2_est_x,drone2_est_y,drone2_est_z,drone2_est_vx,drone2_est_vy,drone2_est_vz,drone3_est_x,drone3_est_y,drone3_est_z,drone3_est_vx,drone3_est_vy,drone3_est_vz,drone4_est_x,drone4_est_y,drone4_est_z,drone4_est_vx,drone4_est_vy,drone4_est_vz
14.750000,2.874285,-0.601155,2.263542,1.657063,-1.387284,-0.607335,3.282396,-0.662172,3.090251,-0.237802,-0.504357,-0.174056,2.935717,-0.136717,3.161082,-0.225891,-0.515042,-0.043170,2.324020,-0.364457,3.131034,-0.194321,-0.552815,-0.086743,2.320780,-0.970293,3.023560,-0.210713,-0.542923,-0.154140,2.910088,-1.192752,3.064760,-0.244381,-0.563937,-0.250986
14.760000,2.891647,-0.615119,2.257294,2.101391,-1.055311,-0.632437,3.283649,-0.667054,3.090969,-0.229461,-0.503988,-0.169052,2.934027,-0.140729,3.163556,-0.224584,-0.512427,-0.037259,2.321838,-0.368656,3.124693,-0.194869,-0.549762,-0.097880,2.319450,-0.978904,3.022522,-0.208928,-0.550232,-0.153116,2.909017,-1.198100,3.060662,-0.241228,-0.563267,-0.254218
14.770000,2.913144,-0.625893,2.250880,2.002577,-1.000840,-0.540986,3.284862,-0.671481,3.091686,-0.221406,-0.502579,-0.164153,2.932505,-0.144345,3.165918,-0.222920,-0.508963,-0.031693,2.319854,-0.372438,3.118674,-0.194951,-0.545821,-0.108137,2.318260,-0.986783,3.021562,-0.206863,-0.555691,-0.151953,2.908074,-1.202946,3.056808,-0.237853,-0.561461,-0.256887
14.780000,2.933198,-0.636319,2.245516,1.359424,-1.211268,-0.306433,3.286035,-0.675484,3.092401,-0.213626,-0.500230,-0.159359,2.931140,-0.147594,3.168174,-0.220936,-0.504737,-0.026458,2.318052,-0.375833,3.112963,-0.194610,-0.541084,-0.117557,2.317199,-0.993981,3.020678,-0.204549,-0.559460,-0.150660,2.907249,-1.207326,3.053188,-0.234285,-0.558625,-0.259025
14.790000,2.946364,-0.649045,2.242650,0.359571,-1.592591,0.039472,3.287170,-0.679095,3.093112,-0.206112,-0.497034,-0.154669,2.929919,-0.150504,3.170327,-0.218665,-0.499827,-0.021538,2.316421,-0.378871,3.107548,-0.193886,-0.535633,-0.126185,2.316257,-1.000546,3.019866,-0.202015,-0.561688,-0.149248,2.906533,-1.211274,3.049792,-0.230548,-0.554863,-0.260666
14.800000,2.949240,-0.665717,2.243355,-0.665017,-2.005900,0.407226,3.288268,-0.682342,3.093819,-0.198857,-0.493076,-0.150083,2.928833,-0.153100,3.172382,-0.216139,-0.494309,-0.016919,2.314948,-0.381577,3.102415,-0.192817,-0.529546,-0.134060,2.315425,-1.006522,3.019121,-0.199284,-0.562513,-0.147727,2.905918,-1.214822,3.046608,-0.226667,-0.550268,-0.261841
14.810000,2.941867,-0.686513,2.247754,-1.347645,-2.267360,0.670978,3.289329,-0.685252,3.094522,-0.191850,-0.488434,-0.145599,2.927869,-0.155405,3.174342,-0.213386,-0.488249,-0.012587,2.313621,-0.383978,3.097554,-0.191436,-0.522896,-0.141225,2.314696,-1.011951,3.018440,-0.196383,-0.562064,-0.146106,2.905394,-1.218000,3.043626,-0.222663,-0.544928,-0.262579
14.820000,2.927951,-0.709711,2.254689,-1.448183,-2.174958,0.720706,3.288351,-0.698478,3.088665,-0.189691,-0.507594,-0.154553,2.926240,-0.163839,3.174030,-0.212229,-0.496407,-0.012965,2.307766,-0.389898,3.102123,-0.200488,-0.524485,-0.129055,2.309593,-1.025372,3.018151,-0.203593,-0.579980,-0.143721,2.908038,-1.224951,3.045374,-0.211477,-0.548377,-0.253679
14.830000,2.913407,-0.731837,2.261785,-1.046893,-1.929632,0.337049,3.287483,-0.710651,3.083118,-0.187328,-0.523897,-0.162696,2.924771,-0.171565,3.173736,-0.210726,-0.502752,-0.013300,2.302371,-0.395284,3.106498,-0.208274,-0.524809,-0.117525,2.304897,-1.037711,3.017903,-0.209701,-0.595000,-0.141301,2.910538,-1.231289,3.047088,-0.200877,-0.550339,-0.245030
14.840000,2.903194,-0.751204,2.264785,-0.387829,-1.387883,-0.237234,3.286717,-0.721844,3.077868,-0.184785,-0.537571,-0.170069,2.923453,-0.178633,3.173458,-0.208914,-0.507437,-0.013595,2.297406,-0.400174,3.110687,-0.214894,-0.523985,-0.106609,2.300582,-1.049042,3.017694,-0.214796,-0.607359,-0.138850,2.912902,-1.237057,3.048767,-0.190833,-0.550946,-0.236627
14.850000,2.899657,-0.764886,2.261964,0.155228,-0.700907,-0.714670,3.286045,-0.732123,3.072901,-0.182084,-0.548833,-0.176716,2.922273,-0.185087,3.173196,-0.206825,-0.510607,-0.013851,2.292841,-0.404602,3.114697,-0.220443,-0.522122,-0.096280,2.296621,-1.059434,3.017523,-0.218961,-0.617279,-0.136374,2.915138,-1.242295,3.050412,-0.181314,-0.550324,-0.228465
14.860000,2.901381,-0.771664,2.254477,0.307823,-0.201599,-0.899948,3.285460,-0.741550,3.068205,-0.179246,-0.557881,-0.182674,2.921222,-0.190972,3.172949,-0.204489,-0.512396,-0.014071,2.288650,-0.408603,3.118534,-0.225007,-0.519319,-0.086513,2.292989,-1.068953,3.017386,-0.222274,-0.624965,-0.133877,2.917253,-1.247042,3.052023,-0.172291,-0.548587,-0.220538
14.870000,2.904353,-0.773673,2.245336,0.067088,-0.144616,-0.777876,3.284954,-0.750186,3.063769,-0.176289,-0.564903,-0.187984,2.920289,-0.196327,3.172717,-0.201935,-0.512927,-0.014258,2.284805,-0.412208,3.122205,-0.228669,-0.515670,-0.077284,2.289664,-1.077659,3.017281,-0.224806,-0.630606,-0.131366,2.919254,-1.251334,3.053599,-0.163737,-0.545843,-0.212843
14.880000,2.904737,-0.775436,2.237580,-0.313086,-0.504509,-0.496327,3.284523,-0.758085,3.059582,-0.173231,-0.570069,-0.192680,2.919466,-0.201191,3.172499,-0.199187,-0.512317,-0.014412,2.281284,-0.415445,3.125715,-0.231505,-0.511261,-0.068568,2.286624,-1.085609,3.017207,-0.226624,-0.634381,-0.128843,2.921147,-1.255202,3.055142,-0.155629,-0.542191,-0.205373
14.890000,2.901360,-0.781000,2.232680,-0.516055,-0.992173,-0.259216,3.284159,-0.765298,3.055631,-0.170088,-0.573543,-0.196797,2.918745,-0.205598,3.172294,-0.196269,-0.510672,-0.014536,2.278064,-0.418342,3.129071,-0.233584,-0.506172,-0.060344,2.283850,-1.092856,3.017162,-0.227791,-0.636456,-0.126314,2.922938,-1.258678,3.056650,-0.147940,-0.537723,-0.198124
14.900000,2.896168,-0.791403,2.230075,-0.387818,-1.270471,-0.194589,3.283858,-0.771873,3.051908,-0.166873,-0.575473,-0.200370,2.918116,-0.209582,3.172101,-0.193205,-0.508092,-0.014632,2.275123,-0.420924,3.132278,-0.234974,-0.500477,-0.052590,2.281322,-1.099449,3.017143,-0.228365,-0.636982,-0.123782,2.924633,-1.261792,3.058125,-0.140650,-0.532524,-0.191091
14.910000,2.892481,-0.804371,2.228008,-0.028609,-1.188270,-0.285720,3.283613,-0.777857,3.048401,-0.163602,-0.575998,-0.203429,2.917574,-0.213172,3.171921,-0.190012,-0.504669,-0.014701,2.272442,-0.423215,3.135343,-0.235733,-0.494244,-0.045284,2.279024,-1.105436,3.017149,-0.228399,-0.636103,-0.121251,2.926237,-1.264570,3.059567,-0.133736,-0.526672,-0.184270
14.920000,2.892460,-0.816287,2.224977,0.300281,-0.851668,-0.410604,3.277637,-0.787498,3.043506,-0.173571,-0.584913,-0.209251,2.914690,-0.219640,3.164767,-0.192272,-0.507934,-0.028959,2.265973,-0.434839,3.127392,-0.245179,-0.509591,-0.060541,2.279872,-1.114399,3.015992,-0.221205,-0.642079,-0.121138,2.922209,-1.275757,3.059925,-0.139916,-0.540270,-0.179790
14.930000,2.895465,-0.824837,2.220697,0.196645,-0.627019,-0.493387,3.272124,-0.796326,3.038885,-0.182246,-0.591755,-0.214396,2.912053,-0.225538,3.157961,-0.193912,-0.509814,-0.042219,2.260018,-0.445525,3.119832,-0.253226,-0.522429,-0.074692,2.280706,-1.122586,3.014914,-0.214207,-0.646134,-0.120866,2.918498,-1.286029,3.060302,-0.145225,-0.551456,-0.175366
14.940000,2.897120,-0.831242,2.215664,-0.257704,-0.602702,-0.457059,3.267044,-0.804397,3.034526,-0.189729,-0.596702,-0.218902,2.909646,-0.230906,3.151487,-0.194988,-0.510434,-0.054532,2.254541,-0.455336,3.112648,-0.259988,-0.532964,-0.087791,2.281527,-1.130050,3.013911,-0.207402,-0.648437,-0.120448,2.915084,-1.295451,3.060694,-0.149732,-0.560430,-0.170999
14.950000,2.894018,-0.837517,2.211080,-0.820041,-0.726292,-0.327680,3.262367,-0.811765,3.030418,-0.196114,-0.599920,-0.222808,2.907452,-0.235782,3.145334,-0.195548,-0.509910,-0.065944,2.249512,-0.464332,3.105824,-0.265569,-0.541387,-0.099891,2.282333,-1.136842,3.012979,-0.200786,-0.649146,-0.119893,2.911945,-1.304080,3.061101,-0.153502,-0.567378,-0.166692
14.960000,2.885273,-0.845067,2.207830,-1.219683,-0.855228,-0.192842,3.258066,-0.818479,3.026549,-0.201488,-0.601561,-0.226146,2.905457,-0.240201,3.139487,-0.195640,-0.508347,-0.076500,2.244898,-0.472571,3.099345,-0.270067,-0.547876,-0.111042,2.283125,-1.143012,3.012115,-0.194356,-0.648406,-0.119212,2.909063,-1.311973,3.061520,-0.156596,-0.572474,-0.162446
14.970000,2.872688,-0.853842,2.205905,-1.294616,-0.863389,-0.132775,3.254115,-0.824585,3.022909,-0.205936,-0.601769,-0.228952,2.903645,-0.244196,3.133934,-0.195307,-0.505848,-0.086243,2.240671,-0.480105,3.093197,-0.273572,-0.552596,-0.121293,2.283901,-1.148602,3.011315,-0.188109,-0.646353,-0.118413,2.906420,-1.319179,3.061951,-0.159070,-0.575878,-0.158263
14.980000,2.859594,-0.862568,2.204514,-1.049487,-0.708491,-0.173106,3.250490,-0.830127,3.019486,-0.209532,-0.600676,-0.231257,2.902005,-0.247798,3.128663,-0.194588,-0.502502,-0.095214,2.236804,-0.486983,3.087366,-0.276170,-0.555702,-0.130690,2.284663,-1.153656,3.010577,-0.182040,-0.643114,-0.117507,2.904000,-1.325749,3.062393,-0.160975,-0.577740,-0.154145
14.990000,2.849169,-0.869604,2.202653,-0.618855,-0.431693,-0.282698,3.247168,-0.835145,3.016273,-0.212349,-0.598405,-0.233091,2.900523,-0.251036,3.123662,-0.193522,-0.498397,-0.103453,2.233272,-0.493252,3.081839,-0.277939,-0.557336,-0.139278,2.285408,-1.158211,3.009896,-0.176146,-0.638806,-0.116500,2.901787,-1.331726,3.062843,-0.162361,-0.578198,-0.150093
15.000000,2.843178,-0.873776,2.199657,-0.175950,-0.129070,-0.404503,3.244129,-0.839677,3.013257,-0.214452,-0.595070,-0.234484,2.899189,-0.253936,3.118920,-0.192143,-0.493610,-0.110997,2.230052,-0.498954,3.076602,-0.278952,-0.557631,-0.147099,2.286138,-1.162305,3.009271,-0.170423,-0.633537,-0.115403,2.899766,-1.337153,3.063300,-0.163272,-0.577383,-0.146108
15.010000,2.841646,-0.874925,2.195438,0.155226,0.067014,-0.492042,3.241353,-0.843759,3.010431,-0.215903,-0.590777,-0.235462,2.897990,-0.256524,3.114426,-0.190482,-0.488216,-0.117884,2.227121,-0.504130,3.071645,-0.279276,-0.556712,-0.154194,2.286853,-1.165972,3.008698,-0.164868,-0.627407,-0.114221,2.897925,-1.342069,3.063764,-0.163751,-0.575413,-0.142190
15.020000,2.843399,-0.874267,2.190359,0.342725,0.008949,-0.530016,3.238719,-0.853850,3.014173,-0.216993,-0.600386,-0.223057,2.893539,-0.267078,3.113746,-0.196332,-0.501244,-0.116868,2.225525,-0.517800,3.073918,-0.276528,-0.575324,-0.146430,2.282776,-1.177696,3.014939,-0.170445,-0.639925,-0.099197,2.891857,-1.354667,3.055683,-0.173927,-0.591134,-0.155742
15.030000,2.846997,-0.874653,2.185077,0.430729,-0.601159,-0.338234,3.236319,-0.863093,3.017780,-0.217521,-0.607826,-0.211179,2.889446,-0.276771,3.113121,-0.201222,-0.511996,-0.115762,2.224101,-0.530372,3.076112,-0.273446,-0.590986,-0.138986,2.279026,-1.188446,3.020901,-0.175142,-0.649919,-0.085046,2.886259,-1.366240,3.048017,-0.182789,-0.604137,-0.168171
15.040000,2.851481,-0.881618,2.181826,0.497264,-1.595626,-0.070235,3.234138,-0.871546,3.021255,-0.217536,-0.613281,-0.199810,2.885689,-0.285664,3.112548,-0.205230,-0.520661,-0.114571,2.222838,-0.541920,3.078228,-0.270068,-0.603936,-0.131853,2.275582,-1.198290,3.026595,-0.179031,-0.657602,-0.071729,2.881100,-1.376858,3.040750,-0.190440,-0.614648,-0.179536
15.050000,2.856674,-0.898855,2.181298,0.594088,-2.661375,0.161037,3.232158,-0.879265,3.024603,-0.217086,-0.616924,-0.188931,2.882244,-0.293810,3.112025,-0.208429,-0.527413,-0.113304,2.221722,-0.552515,3.080268,-0.266427,-0.614399,-0.125018,2.272422,-1.207291,3.032031,-0.182177,-0.663173,-0.059208,2.876351,-1.386586,3.033865,-0.196976,-0.622876,-0.189893
15.060000,2.862887,-0.926789,2.183068,0.723387,-3.419568,0.297698,3.230366,-0.886301,3.027828,-0.216215,-0.618915,-0.178525,2.879089,-0.301262,3.111549,-0.210887,-0.532416,-0.111967,2.220743,-0.562222,3.082235,-0.262557,-0.622584,-0.118472,2.269526,-1.215508,3.037219,-0.184644,-0.666814,-0.047446,2.871982,-1.395487,3.027345,-0.202486,-0.629014,-0.199295
15.070000,2.870434,-0.962024,2.186148,0.860116,-3.580275,0.319066,3.228749,-0.892703,3.030933,-0.214965,-0.619403,-0.168573,2.876205,-0.308069,3.111118,-0.212669,-0.535820,-0.110567,2.219890,-0.571103,3.084131,-0.258486,-0.628683,-0.112203,2.266877,-1.222997,3.042168,-0.186489,-0.668697,-0.036410,2.867968,-1.403619,3.021176,-0.207054,-0.633243,-0.207794
15.080000,2.879380,-0.998378,2.189357,0.992148,-3.084409,0.228114,3.227292,-0.898515,3.033923,-0.213373,-0.618527,-0.159059,2.873572,-0.314275,3.110728,-0.213832,-0.537768,-0.109110,2.219153,-0.579216,3.085958,-0.254242,-0.632878,-0.106201,2.264456,-1.229807,3.046888,-0.187765,-0.668982,-0.026064,2.864285,-1.411034,3.015341,-0.210758,-0.635731,-0.215439
15.090000,2.889683,-1.029273,2.191566,1.125703,-2.136214,0.056734,3.225985,-0.903781,3.036801,-0.211474,-0.616415,-0.149966,2.871172,-0.319923,3.110378,-0.214432,-0.538390,-0.107602,2.218522,-0.586615,3.087719,-0.249850,-0.635336,-0.100458,2.262248,-1.235989,3.051388,-0.188523,-0.667815,-0.016377,2.860910,-1.417785,3.009827,-0.213669,-0.636634,-0.222276
15.100000,2.901341,-1.050364,2.192006,1.238691,-1.104941,-0.125628,3.224817,-0.908539,3.039570,-0.209301,-0.613185,-0.141279,2.868990,-0.325054,3.110066,-0.214519,-0.537808,-0.106048,2.217990,-0.593350,3.089415,-0.245333,-0.636212,-0.094962,2.260238,-1.241587,3.055676,-0.188810,-0.665334,-0.007318,2.857822,-1.423918,3.004619,-0.215855,-0.636098,-0.228351
15.110000,2.914063,-1.061093,2.190642,1.233188,-0.358054,-0.222851,3.223776,-0.912827,3.042235,-0.206883,-0.608949,-0.132982,2.867009,-0.329703,3.109789,-0.214142,-0.536134,-0.104453,2.217548,-0.599469,3.091048,-0.240713,-0.635653,-0.089706,2.258412,-1.246644,3.059761,-0.188667,-0.661666,0.001143,2.855000,-1.429477,2.999703,-0.217379,-0.634256,-0.233706
15.120000,2.926515,-1.064558,2.188415,0.963763,-0.114952,-0.149955,3.221192,-0.928930,3.041274,-0.208067,-0.631949,-0.132232,2.863454,-0.341413,3.106964,-0.217388,-0.550716,-0.108076,2.214670,-0.610821,3.093008,-0.241795,-0.647127,-0.083894,2.253656,-1.259559,3.063871,-0.195258,-0.676134,0.009483,2.852638,-1.439776,2.999728,-0.217810,-0.643345,-0.228899
15.130000,2.935895,-1.066221,2.187008,0.309521,-0.742969,0.011108,3.218836,-0.943748,3.040384,-0.208699,-0.651470,-0.131352,2.860200,-0.352170,3.104295,-0.219870,-0.562774,-0.111309,2.212049,-0.621224,3.094890,-0.242262,-0.656159,-0.078357,2.249281,-1.271409,3.067783,-0.200822,-0.687820,0.017251,2.850492,-1.449203,2.999797,-0.217737,-0.650220,-0.224103
15.140000,2.938385,-1.074636,2.187325,-0.564669,-1.760707,0.262385,3.216693,-0.957370,3.039562,-0.208827,-0.667794,-0.130352,2.857225,-0.362038,3.101775,-0.221654,-0.572514,-0.114172,2.209666,-0.630745,3.096697,-0.242170,-0.662956,-0.073085,2.245262,-1.282265,3.071505,-0.205442,-0.696958,0.024474,2.848545,-1.457818,2.999905,-0.217207,-0.655073,-0.219322
15.150000,2.932012,-1.093368,2.190204,-1.306059,-2.622793,0.494494,3.214748,-0.969876,3.038805,-0.208499,-0.681182,-0.129240,2.854509,-0.371080,3.099397,-0.222800,-0.580132,-0.116687,2.207506,-0.639445,3.098432,-0.241571,-0.667711,-0.068067,2.241573,-1.292198,3.075045,-0.209196,-0.703764,0.031178,2.846784,-1.465679,3.000051,-0.216264,-0.658081,-0.214563
15.160000,2.918424,-1.120481,2.195320,-1.548860,-2.897113,0.542067,3.212986,-0.981345,3.038109,-0.207757,-0.691877,-0.128027,2.852035,-0.379353,3.097155,-0.223366,-0.585808,-0.118874,2.205551,-0.647381,3.100098,-0.240512,-0.670602,-0.063293,2.238192,-1.301271,3.078409,-0.212156,-0.708440,0.037390,2.845195,-1.472837,3.000231,-0.214947,-0.659408,-0.209830
15.170000,2.902850,-1.149814,2.200703,-1.145879,-2.415305,0.308514,3.211394,-0.991846,3.037471,-0.206641,-0.700107,-0.126720,2.849785,-0.386909,3.095044,-0.223403,-0.589710,-0.120751,2.203787,-0.654607,3.101696,-0.239040,-0.671797,-0.058753,2.235098,-1.309546,3.081606,-0.214390,-0.711174,0.043134,2.843764,-1.479344,3.000443,-0.213295,-0.659208,-0.205128
15.180000,2.891765,-1.173744,2.203529,-0.286903,-1.343051,-0.134755,3.209960,-1.001449,3.036887,-0.205189,-0.706082,-0.125328,2.847743,-0.393801,3.093057,-0.222961,-0.591994,-0.122338,2.202200,-0.661174,3.103229,-0.237195,-0.671451,-0.054437,2.232270,-1.317078,3.084641,-0.215960,-0.712139,0.048433,2.842482,-1.485246,3.000685,-0.211342,-0.657622,-0.200462
15.190000,2.889502,-1.186560,2.201812,0.589459,-0.119504,-0.573984,3.208672,-1.010216,3.036357,-0.203434,-0.710000,-0.123858,2.845895,-0.400074,3.091188,-0.222085,-0.592806,-0.123651,2.200776,-0.667129,3.104700,-0.235015,-0.669706,-0.050337,2.229691,-1.323920,3.087523,-0.216925,-0.711498,0.053310,2.841336,-1.490586,3.000954,-0.209119,-0.654783,-0.195835
15.200000,2.895905,-1.187104,2.195762,1.045070,0.742445,-0.788467,3.207520,-1.018205,3.035875,-0.201409,-0.712042,-0.122318,2.844226,-0.405773,3.089432,-0.220817,-0.592280,-0.124707,2.199505,-0.672516,3.106110,-0.232538,-0.666697,-0.046443,2.227342,-1.330122,3.090256,-0.217338,-0.709401,0.057787,2.840316,-1.495405,3.001249,-0.206658,-0.650812,-0.191251
15.210000,2.906513,-1.179338,2.187760,0.893096,0.914350,-0.682204,3.206492,-1.025471,3.035440,-0.199142,-0.712378,-0.120714,2.842724,-0.410939,3.087785,-0.219196,-0.590540,-0.125522,2.198374,-0.677376,3.107462,-0.229794,-0.662547,-0.042747,2.225207,-1.335730,3.092848,-0.217250,-0.705988,0.061885,2.839414,-1.499741,3.001566,-0.203984,-0.645824,-0.186714
15.220000,2.915211,-1.170321,2.181039,0.281497,0.416599,-0.324815,3.202152,-1.037051,3.035158,-0.204537,-0.722612,-0.118832,2.838620,-0.425058,3.084451,-0.223588,-0.609406,-0.129753,2.200742,-0.685405,3.101533,-0.219077,-0.665771,-0.053941,2.223504,-1.342098,3.088439,-0.216169,-0.704399,0.051655,2.838371,-1.513311,3.006666,-0.201696,-0.662157,-0.172536
15.230000,2.917485,-1.166774,2.178037,-0.537122,-0.568523,0.105601,3.198165,-1.047649,3.034912,-0.208996,-0.730358,-0.116915,2.834857,-0.438039,3.081301,-0.227096,-0.625225,-0.133522,2.202988,-0.692719,3.095898,-0.208886,-0.667277,-0.064311,2.221970,-1.347861,3.084231,-0.214729,-0.701457,0.042041,2.837445,-1.525770,3.011556,-0.199189,-0.675566,-0.159074
15.240000,2.911525,-1.173277,2.179357,-1.151181,-1.496390,0.419164,3.194508,-1.057335,3.034700,-0.212597,-0.735830,-0.114966,2.831411,-0.449960,3.078327,-0.229795,-0.638245,-0.136856,2.205118,-0.699368,3.090544,-0.199196,-0.667223,-0.073896,2.220591,-1.353063,3.080216,-0.212964,-0.697294,0.033016,2.836627,-1.537195,3.016244,-0.196491,-0.686292,-0.146299
15.250000,2.899582,-1.188953,2.183727,-1.354038,-1.981095,0.515095,3.191157,-1.066172,3.034521,-0.215411,-0.739227,-0.112991,2.828260,-0.460893,3.075522,-0.231755,-0.648698,-0.139780,2.207139,-0.705400,3.085460,-0.189980,-0.665753,-0.082738,2.219356,-1.357745,3.076386,-0.210910,-0.692031,0.024550,2.835910,-1.547659,3.020736,-0.193625,-0.694562,-0.134182
15.260000,2.885842,-1.209193,2.188932,-1.179187,-1.925791,0.411734,3.188091,-1.074221,3.034372,-0.217505,-0.740735,-0.110995,2.825383,-0.470907,3.072878,-0.233039,-0.656800,-0.142316,2.209055,-0.710860,3.080635,-0.181213,-0.663001,-0.090872,2.218254,-1.361945,3.072734,-0.208597,-0.685783,0.016620,2.835286,-1.557227,3.025039,-0.190612,-0.700586,-0.122694
15.270000,2.874036,-1.228571,2.193002,-0.810809,-1.470720,0.206090,3.185290,-1.081537,3.034252,-0.218941,-0.740525,-0.108981,2.822761,-0.480067,3.070387,-0.233707,-0.662752,-0.144487,2.210874,-0.715788,3.076058,-0.172874,-0.659092,-0.098337,2.217275,-1.365699,3.069254,-0.206054,-0.678654,0.009199,2.834747,-1.565963,3.029161,-0.187473,-0.704559,-0.111810
15.280000,2.865990,-1.243161,2.194972,-0.461560,-0.842659,0.007323,3.182736,-1.088173,3.034159,-0.219778,-0.738757,-0.106953,2.820377,-0.488431,3.068044,-0.233816,-0.666741,-0.146316,2.212600,-0.720224,3.071719,-0.164940,-0.654142,-0.105166,2.216410,-1.369040,3.065938,-0.203308,-0.670740,0.002264,2.834286,-1.573924,3.033108,-0.184225,-0.706663,-0.101504
15.290000,2.861395,-1.251330,2.194965,-0.286479,-0.229835,-0.109246,3.180412,-1.094177,3.034091,-0.220070,-0.735580,-0.104915,2.818213,-0.496056,3.065841,-0.233417,-0.668939,-0.147822,2.214237,-0.724203,3.067607,-0.157390,-0.648257,-0.111393,2.215650,-1.372000,3.062779,-0.200383,-0.662131,-0.004209,2.833897,-1.581167,3.036886,-0.180886,-0.707067,-0.091751
15.300000,2.858425,-1.253319,2.193845,-0.344905,0.252974,-0.114569,3.178300,-1.099596,3.034046,-0.219866,-0.731131,-0.102871,2.816253,-0.502993,3.063771,-0.232558,-0.669509,-0.149024,2.215791,-0.727760,3.063713,-0.150205,-0.641538,-0.117050,2.214987,-1.374607,3.059773,-0.197303,-0.652911,-0.010241,2.833575,-1.587741,3.040501,-0.177472,-0.705927,-0.082528
15.310000,2.854722,-1.250506,2.192742,-0.590329,0.536612,-0.021192,3.176386,-1.104472,3.034024,-0.219212,-0.725537,-0.100823,2.814482,-0.509292,3.061830,-0.231283,-0.668600,-0.149943,2.217267,-0.730927,3.060028,-0.143367,-0.634075,-0.122167,2.214414,-1.376888,3.056911,-0.194089,-0.643155,-0.015855,2.833313,-1.593696,3.043959,-0.173996,-0.703389,-0.073811
15.320000,2.848475,-1.244964,2.192629,-0.880700,0.576887,0.121441,3.172902,-1.111410,3.033309,-0.222180,-0.724809,-0.100226,2.810532,-0.520377,3.064723,-0.235042,-0.678703,-0.141004,2.214606,-0.742333,3.057730,-0.146185,-0.645711,-0.124357,2.210481,-1.385448,3.053733,-0.198662,-0.648044,-0.022000,2.827037,-1.605972,3.041116,-0.184416,-0.715431,-0.078094
15.330000,2.839323,-1.239238,2.193941,-1.075549,0.298199,0.213885,3.169714,-1.117698,3.032648,-0.224399,-0.722604,-0.099532,2.806915,-0.530525,3.067506,-0.237953,-0.686422,-0.132473,2.212167,-0.752788,3.055565,-0.148430,-0.654893,-0.126231,2.206873,-1.393259,3.050710,-0.202389,-0.651100,-0.027703,2.821248,-1.617219,3.038424,-0.193477,-0.724832,-0.081984
15.340000,2.828387,-1.236496,2.196118,-0.975723,-0.164485,0.191845,3.166801,-1.123384,3.032037,-0.225935,-0.719065,-0.098749,2.803606,-0.539802,3.070181,-0.240087,-0.691965,-0.124333,2.209933,-0.762356,3.053529,-0.150151,-0.661828,-0.127806,2.203564,-1.400373,3.047838,-0.205339,-0.652485,-0.032985,2.815913,-1.627509,3.035876,-0.201285,-0.731818,-0.085500
15.350000,2.818729,-1.238490,2.197971,-0.517433,-0.626946,0.031471,3.164145,-1.128509,3.031475,-0.226846,-0.714323,-0.097884,2.800585,-0.548269,3.072753,-0.241512,-0.695519,-0.116570,2.207891,-0.771100,3.051615,-0.151392,-0.666711,-0.129101,2.200536,-1.406840,3.045108,-0.207577,-0.652352,-0.037867,2.811003,-1.636908,3.033466,-0.207941,-0.736597,-0.088663
15.360000,2.813928,-1.245112,2.198119,0.176607,-0.941554,-0.218983,3.161726,-1.133117,3.030959,-0.227191,-0.708499,-0.096943,2.797831,-0.555983,3.075224,-0.242290,-0.697262,-0.109168,2.206027,-0.779078,3.049817,-0.152196,-0.669721,-0.130133,2.197769,-1.412707,3.042517,-0.209167,-0.650843,-0.042370,2.806487,-1.645479,3.031189,-0.213537,-0.739364,-0.091493
15.370000,2.816212,-1.254834,2.195717,0.846156,-1.085569,-0.449780,3.159529,-1.137244,3.030486,-0.227019,-0.701705,-0.095932,2.795326,-0.562998,3.077599,-0.242480,-0.697359,-0.102115,2.204329,-0.786343,3.048130,-0.152602,-0.671026,-0.130917,2.195243,-1.418015,3.040057,-0.210163,-0.648087,-0.046513,2.802340,-1.653280,3.029038,-0.218159,-0.740300,-0.094008
15.380000,2.825147,-1.265990,2.191050,1.231794,-1.176383,-0.545400,3.157537,-1.140928,3.030054,-0.226380,-0.694048,-0.094859,2.793051,-0.569363,3.079880,-0.242136,-0.695961,-0.095395,2.202784,-0.792946,3.046549,-0.152644,-0.670780,-0.131470,2.192943,-1.422806,3.037724,-0.210619,-0.644206,-0.050314,2.798534,-1.660366,3.027008,-0.221888,-0.739572,-0.096226
15.390000,2.837748,-1.278152,2.185539,1.222120,-1.383519,-0.447671,3.155736,-1.144200,3.029661,-0.225318,-0.685622,-0.093728,2.790990,-0.575125,3.082071,-0.241308,-0.693211,-0.088996,2.201382,-0.798935,3.045069,-0.152358,-0.669128,-0.131807,2.190852,-1.427118,3.035512,-0.210585,-0.639313,-0.053792,2.795048,-1.666788,3.025094,-0.224798,-0.737337,-0.098164
