time,load_est_x,load_est_y,load_est_z,load_est_vx,load_est_vy,load_est_vz,drone0_est_x,drone0_est_y,drone0_est_z,drone0_est_vx,drone0_est_vy,drone0_est_vz,drone1_est_x,drone1_est_y,drone1_est_z,drone1_est_vx,drone1_est_vy,drone1_est_vz,drone2_est_x,drone2_est_y,drone2_est_z,drone2_est_vx,drone2_est_vy,drone2_est_vz,drone3_est_x,drone3_est_y,drone3_est_z,drone3_est_vx,drone3_est_vy,drone3_est_vz,drone4_est_x,drone4_est_y,drone4_est_z,drone4_est_vx,drone4_est_vy,drone4_est_vz
29.350000,-2.645077,0.449301,2.427663,-1.343480,-2.104131,0.654418,-2.304455,0.375826,3.277063,-0.192355,-0.675715,-0.055655,-2.704693,0.923984,3.384638,-0.267717,-0.629324,0.002782,-3.300291,0.718705,3.290745,-0.210896,-0.631240,-0.110609,-3.294297,0.046111,3.325203,-0.222599,-0.692129,-0.013697,-2.682079,-0.159781,3.382340,-0.229066,-0.674412,0.036079
29.360000,-2.659703,0.427131,2.434745,-2.305486,-2.754394,1.068741,-2.307704,0.367994,3.278359,-0.195398,-0.678185,-0.051886,-2.708514,0.921724,3.388356,-0.270345,-0.620061,0.010289,-3.301980,0.714161,3.290444,-0.209932,-0.627179,-0.108970,-3.295112,0.042343,3.320762,-0.219358,-0.684885,-0.022453,-2.685072,-0.162968,3.385905,-0.230678,-0.666243,0.042600
29.370000,-2.683754,0.399076,2.445889,-2.721521,-2.460817,1.250008,-2.310679,0.360866,3.279603,-0.197744,-0.678981,-0.048300,-2.712005,0.919757,3.391893,-0.272154,-0.610336,0.017279,-3.303504,0.710075,3.290179,-0.208611,-0.622158,-0.107293,-3.295822,0.038991,3.316538,-0.215951,-0.676854,-0.030591,-2.687802,-0.165786,3.389292,-0.231649,-0.657413,0.048624
29.380000,-2.711372,0.374674,2.458577,-2.295235,-1.416002,1.053179,-2.313399,0.354391,3.280796,-0.199450,-0.678256,-0.044888,-2.715189,0.918061,3.395259,-0.273215,-0.600213,0.023775,-3.304874,0.706414,3.289947,-0.206967,-0.616278,-0.105582,-3.296436,0.036022,3.312522,-0.212400,-0.668126,-0.038141,-2.690287,-0.168263,3.392507,-0.232037,-0.648002,0.054178
29.390000,-2.734090,0.361225,2.469008,-1.254528,-0.120174,0.579329,-2.315883,0.348523,3.281942,-0.200574,-0.676155,-0.041644,-2.718087,0.916614,3.398459,-0.273596,-0.589750,0.029803,-3.306103,0.703145,3.289746,-0.205036,-0.609630,-0.103841,-3.296960,0.033408,3.308705,-0.208726,-0.658785,-0.045132,-2.692545,-0.170425,3.395558,-0.231894,-0.638083,0.059284
29.400000,-2.746077,0.360825,2.474559,-0.177610,0.851404,0.095540,-2.318147,0.343219,3.283040,-0.201166,-0.672808,-0.038560,-2.720720,0.915396,3.401500,-0.273359,-0.579002,0.035386,-3.307200,0.700240,3.289576,-0.202846,-0.602300,-0.102076,-3.297403,0.031121,3.305079,-0.204948,-0.648906,-0.051592,-2.694593,-0.172296,3.398453,-0.231271,-0.627724,0.063968
29.410000,-2.747399,0.369811,2.475323,0.416816,1.105005,-0.166604,-2.320206,0.338437,3.284094,-0.201275,-0.668339,-0.035631,-2.723106,0.914389,3.404390,-0.272562,-0.568017,0.040545,-3.308176,0.697671,3.289433,-0.200428,-0.594368,-0.100289,-3.297770,0.029136,3.301636,-0.201084,-0.638562,-0.057548,-2.696445,-0.173899,3.401196,-0.230213,-0.616990,0.068249
29.420000,-2.743130,0.380762,2.473625,0.391281,0.593441,-0.150761,-2.326084,0.333375,3.281539,-0.210154,-0.664614,-0.040106,-2.724693,0.906277,3.392824,-0.269947,-0.573603,0.016186,-3.312619,0.686288,3.298043,-0.206030,-0.606861,-0.080729,-3.301097,0.024239,3.300235,-0.204107,-0.635143,-0.059228,-2.700490,-0.179209,3.394788,-0.234216,-0.615014,0.053821
29.430000,-2.739535,0.386052,2.472138,-0.128095,-0.399272,-0.077084,-2.331498,0.328817,3.279114,-0.217763,-0.659818,-0.044224,-2.726110,0.898866,3.381808,-0.267000,-0.577449,-0.006560,-3.316701,0.675847,3.306257,-0.210674,-0.616904,-0.062371,-3.304143,0.019826,3.298913,-0.206415,-0.630688,-0.060714,-2.704196,-0.184009,3.388676,-0.237348,-0.611912,0.040288
29.440000,-2.741305,0.381172,2.471378,-0.678602,-1.351614,-0.038945,-2.336479,0.324724,3.276813,-0.224202,-0.654062,-0.048006,-2.727368,0.892107,3.371319,-0.263758,-0.579709,-0.027770,-3.320447,0.666283,3.314091,-0.214438,-0.624701,-0.045160,-3.306927,0.015864,3.297665,-0.208070,-0.625303,-0.062017,-2.707586,-0.188335,3.382848,-0.239684,-0.607795,0.027608
29.450000,-2.748504,0.366918,2.470940,-0.954178,-1.806749,-0.085573,-2.341057,0.321064,3.274631,-0.229566,-0.647447,-0.051469,-2.728480,0.885955,3.361336,-0.260254,-0.580525,-0.047519,-3.323879,0.657536,3.321560,-0.217397,-0.630445,-0.029043,-3.309468,0.012318,3.296489,-0.209127,-0.619086,-0.063148,-2.710684,-0.192223,3.377292,-0.241293,-0.602765,0.015742
29.460000,-2.758255,0.348534,2.469970,-0.894741,-1.604678,-0.197209,-2.345259,0.317803,3.272564,-0.233944,-0.640066,-0.054629,-2.729458,0.880366,3.351839,-0.256521,-0.580028,-0.065877,-3.327020,0.649547,3.328678,-0.219618,-0.634313,-0.013968,-3.311783,0.009157,3.295382,-0.209642,-0.612127,-0.064117,-2.713508,-0.195705,3.371999,-0.242239,-0.596917,0.004651
29.470000,-2.767191,0.332609,2.467835,-0.588819,-0.943202,-0.329724,-2.349110,0.314911,3.270606,-0.237418,-0.632007,-0.057502,-2.730310,0.875300,3.342809,-0.252588,-0.578343,-0.082912,-3.329890,0.642264,3.335459,-0.221166,-0.636472,0.000114,-3.313889,0.006352,3.294339,-0.209662,-0.604509,-0.064933,-2.716080,-0.198811,3.366958,-0.242582,-0.590340,-0.005702
29.480000,-2.772869,0.323530,2.464338,-0.145443,-0.221616,-0.462934,-2.352637,0.312361,3.268752,-0.240064,-0.623349,-0.060104,-2.731049,0.870719,3.334225,-0.248482,-0.575581,-0.098691,-3.332508,0.635637,3.341916,-0.222099,-0.637075,0.013251,-3.315799,0.003877,3.293359,-0.209233,-0.596310,-0.065606,-2.718416,-0.201569,3.362158,-0.242376,-0.583116,-0.015353
29.490000,-2.773951,0.321641,2.459473,0.348477,0.230188,-0.597307,-2.355860,0.310125,3.266999,-0.241954,-0.614165,-0.062449,-2.731681,0.866587,3.326071,-0.244227,-0.571850,-0.113276,-3.334892,0.629619,3.348062,-0.222472,-0.636265,0.025488,-3.317528,0.001705,3.292439,-0.208399,-0.587601,-0.066144,-2.720533,-0.204006,3.357591,-0.241672,-0.575320,-0.024334
29.500000,-2.769996,0.324117,2.453240,0.801114,0.344879,-0.718477,-2.358801,0.308180,3.265341,-0.243153,-0.604526,-0.064551,-2.732216,0.862873,3.318328,-0.239846,-0.567247,-0.126728,-3.337058,0.624166,3.353910,-0.222337,-0.634175,0.036868,-3.319089,-0.000186,3.291575,-0.207198,-0.578449,-0.066555,-2.722448,-0.206146,3.353246,-0.240520,-0.567021,-0.032680
29.510000,-2.761511,0.327641,2.445805,1.109178,0.301197,-0.789076,-2.361481,0.306503,3.263775,-0.243722,-0.594492,-0.066424,-2.732662,0.859544,3.310979,-0.235361,-0.561863,-0.139103,-3.339022,0.619238,3.359471,-0.221741,-0.630928,0.047435,-3.320495,-0.001819,3.290766,-0.205668,-0.568913,-0.066848,-2.724175,-0.208012,3.349116,-0.238962,-0.558284,-0.040420
29.520000,-2.750021,0.330775,2.437705,1.219762,0.330183,-0.783994,-2.368282,0.303326,3.267931,-0.253745,-0.588135,-0.056616,-2.734952,0.853834,3.307304,-0.235217,-0.562074,-0.143750,-3.340480,0.613614,3.359849,-0.219997,-0.629354,0.047238,-3.326090,-0.008022,3.291003,-0.213795,-0.570092,-0.065006,-2.726243,-0.215784,3.345102,-0.238221,-0.563312,-0.047765
29.530000,-2.737607,0.334289,2.429837,1.068371,0.460489,-0.558018,-2.374543,0.300501,3.271899,-0.262297,-0.581115,-0.047388,-2.737029,0.848651,3.303832,-0.234584,-0.561069,-0.147890,-3.341786,0.608526,3.360199,-0.217946,-0.626585,0.046990,-3.331240,-0.013660,3.291241,-0.220714,-0.569948,-0.063199,-2.728111,-0.222881,3.341290,-0.237042,-0.566673,-0.054551
29.540000,-2.726758,0.339159,2.424320,0.906540,0.614130,-0.294854,-2.380301,0.298002,3.275688,-0.269498,-0.573509,-0.038715,-2.738908,0.843957,3.300555,-0.233511,-0.558962,-0.151549,-3.342954,0.603935,3.360524,-0.215621,-0.622739,0.046694,-3.335975,-0.018774,3.291480,-0.226520,-0.568603,-0.061427,-2.729796,-0.229350,3.337670,-0.235468,-0.568516,-0.060807
29.550000,-2.717440,0.345498,2.421426,0.907638,0.634588,-0.129251,-2.385590,0.295803,3.279302,-0.275457,-0.565386,-0.030572,-2.740603,0.839718,3.297463,-0.232040,-0.555860,-0.154756,-3.343992,0.599804,3.360824,-0.213052,-0.617922,0.046355,-3.340324,-0.023401,3.291719,-0.231306,-0.566171,-0.059689,-2.731311,-0.235236,3.334234,-0.233538,-0.568978,-0.066560
29.560000,-2.708031,0.351894,2.420148,1.012423,0.464849,-0.069768,-2.390443,0.293882,3.282751,-0.280277,-0.556812,-0.022933,-2.742127,0.835900,3.294550,-0.230211,-0.551862,-0.157536,-3.344910,0.596100,3.361100,-0.210267,-0.612237,0.045975,-3.344313,-0.027577,3.291959,-0.235156,-0.562760,-0.057987,-2.732667,-0.240580,3.330976,-0.231289,-0.568184,-0.071836
29.570000,-2.697689,0.356498,2.419477,0.939334,0.232637,-0.012262,-2.394890,0.292217,3.286039,-0.284053,-0.547847,-0.015776,-2.743493,0.832473,3.291805,-0.228062,-0.547059,-0.159914,-3.345718,0.592791,3.361355,-0.207293,-0.605774,0.045557,-3.347967,-0.031336,3.292198,-0.238147,-0.558466,-0.056320,-2.733878,-0.245422,3.327887,-0.228757,-0.566254,-0.076659
29.580000,-2.688470,0.358856,2.419495,0.392752,0.176904,0.170391,-2.398958,0.290788,3.289173,-0.286874,-0.538547,-0.009078,-2.744713,0.829406,3.289223,-0.225626,-0.541536,-0.161915,-3.346424,0.589848,3.361589,-0.204154,-0.598621,0.045106,-3.351309,-0.034706,3.292437,-0.240354,-0.553381,-0.054688,-2.734953,-0.249797,3.324961,-0.225972,-0.563297,-0.081054
29.590000,-2.685257,0.360920,2.421528,-0.661666,0.474981,0.532737,-2.402675,0.289575,3.292159,-0.288822,-0.528962,-0.002817,-2.745798,0.826675,3.286796,-0.222935,-0.535372,-0.163560,-3.347036,0.587242,3.361803,-0.200870,-0.590856,0.044623,-3.354362,-0.037718,3.292675,-0.241845,-0.547588,-0.053091,-2.735903,-0.253740,3.322190,-0.222964,-0.559415,-0.085044
29.600000,-2.693000,0.366298,2.427364,-1.888561,1.100267,1.004826,-2.406065,0.288562,3.295003,-0.289975,-0.519139,0.003028,-2.746758,0.824252,3.284516,-0.220019,-0.528640,-0.164871,-3.347561,0.584949,3.361997,-0.197464,-0.582553,0.044111,-3.357144,-0.040398,3.292912,-0.242682,-0.541167,-0.051528,-2.736737,-0.257281,3.319567,-0.219760,-0.554701,-0.088649
29.610000,-2.713051,0.378155,2.437989,-2.755810,1.805508,1.405655,-2.409151,0.287732,3.297710,-0.290403,-0.509121,0.008476,-2.747602,0.822115,3.282377,-0.216905,-0.521405,-0.165868,-3.348007,0.582943,3.362174,-0.193952,-0.573778,0.043574,-3.359677,-0.042772,3.293148,-0.242924,-0.534188,-0.050000,-2.737466,-0.260452,3.317087,-0.216385,-0.549242,-0.091892
29.620000,-2.741411,0.397031,2.452516,-2.873148,2.236845,1.539122,-2.406922,0.280286,3.287643,-0.278611,-0.514530,-0.012182,-2.749200,0.815115,3.284371,-0.215594,-0.525509,-0.158435,-3.353370,0.577546,3.361389,-0.201816,-0.572996,0.041089,-3.364143,-0.051108,3.290266,-0.247602,-0.541066,-0.054847,-2.744293,-0.268077,3.314963,-0.227096,-0.554139,-0.094344
29.630000,-2.770279,0.419736,2.467850,-2.097242,1.907032,0.948225,-2.404791,0.273481,3.278060,-0.267319,-0.518342,-0.031436,-2.750639,0.808726,3.286301,-0.213946,-0.528112,-0.151284,-3.358307,0.572657,3.360633,-0.208521,-0.571066,0.038714,-3.368237,-0.058734,3.287532,-0.251319,-0.546153,-0.059294,-2.750584,-0.275038,3.312959,-0.236330,-0.557402,-0.096503
29.640000,-2.790892,0.438535,2.476856,-0.933402,0.894367,0.005440,-2.402756,0.267273,3.268939,-0.256505,-0.520696,-0.049354,-2.751929,0.802906,3.288168,-0.211995,-0.529350,-0.144407,-3.362848,0.568238,3.359905,-0.214160,-0.568099,0.036446,-3.371985,-0.065698,3.284940,-0.254156,-0.549606,-0.063362,-2.756375,-0.281384,3.311069,-0.244204,-0.559175,-0.098386
29.650000,-2.799738,0.446658,2.476254,0.013571,-0.503642,-0.861808,-2.400812,0.261619,3.260264,-0.246147,-0.521723,-0.066003,-2.753082,0.797615,3.289974,-0.209774,-0.529345,-0.137794,-3.367018,0.564256,3.359205,-0.218819,-0.564196,0.034280,-3.375412,-0.072049,3.282484,-0.256188,-0.551568,-0.067069,-2.761701,-0.287158,3.309288,-0.250828,-0.559593,-0.100007
29.660000,-2.799317,0.440472,2.467047,0.374982,-1.868554,-1.351447,-2.398954,0.256480,3.252016,-0.236225,-0.521543,-0.081444,-2.754107,0.792814,3.291720,-0.207311,-0.528213,-0.131436,-3.370844,0.560678,3.358532,-0.222581,-0.559454,0.032213,-3.378539,-0.077828,3.280159,-0.257487,-0.552173,-0.070436,-2.766594,-0.292400,3.307611,-0.256304,-0.558780,-0.101383
29.670000,-2.795620,0.420604,2.453160,0.171806,-2.819107,-1.391865,-2.397178,0.251819,3.244177,-0.226721,-0.520269,-0.095737,-2.755016,0.788469,3.293408,-0.204636,-0.526062,-0.125326,-3.374349,0.557476,3.357885,-0.225520,-0.553960,0.030241,-3.381388,-0.083076,3.277958,-0.258116,-0.551546,-0.073481,-2.771082,-0.297148,3.306035,-0.260726,-0.556852,-0.102529
29.680000,-2.794200,0.391458,2.439096,-0.285623,-3.149610,-1.120930,-2.395481,0.247602,3.236732,-0.217614,-0.518005,-0.108940,-2.755815,0.784546,3.295040,-0.201772,-0.522989,-0.119455,-3.377556,0.554620,3.357263,-0.227706,-0.547796,0.028359,-3.383978,-0.087833,3.275877,-0.258138,-0.549802,-0.076222,-2.775194,-0.301439,3.304553,-0.264182,-0.553917,-0.103457
29.690000,-2.797395,0.359378,2.427876,-0.643603,-2.881055,-0.763203,-2.393858,0.243796,3.229663,-0.208889,-0.514848,-0.121107,-2.756515,0.781015,3.296618,-0.198745,-0.519087,-0.113815,-3.380486,0.552085,3.356665,-0.229204,-0.541037,0.026565,-3.386329,-0.092132,3.273909,-0.257607,-0.547049,-0.078674,-2.778956,-0.305305,3.303163,-0.266756,-0.550074,-0.104182
29.700000,-2.804038,0.330364,2.420256,-0.707804,-2.202369,-0.495287,-2.392307,0.240372,3.222955,-0.200528,-0.510887,-0.132293,-2.757122,0.777847,3.298141,-0.195575,-0.514442,-0.108398,-3.383157,0.549846,3.356091,-0.230075,-0.533752,0.024856,-3.388457,-0.096008,3.272051,-0.256577,-0.543387,-0.080854,-2.782393,-0.308778,3.301858,-0.268522,-0.545417,-0.104716
29.710000,-2.811119,0.308441,2.415264,-0.482383,-1.347597,-0.386899,-2.390823,0.237302,3.216593,-0.192515,-0.506206,-0.142547,-2.757644,0.775014,3.299614,-0.192282,-0.509131,-0.103196,-3.385588,0.547881,3.355539,-0.230376,-0.526005,0.023227,-3.390378,-0.099491,3.270298,-0.255097,-0.538906,-0.082777,-2.785527,-0.311887,3.300637,-0.269553,-0.540029,-0.105071
29.720000,-2.815753,0.295275,2.411272,-0.071014,-0.495503,-0.428123,-2.395308,0.226905,3.215589,-0.198393,-0.518460,-0.141689,-2.758348,0.767931,3.297829,-0.189482,-0.513706,-0.104729,-3.389983,0.541099,3.348674,-0.235179,-0.529501,0.008785,-3.393869,-0.106711,3.264948,-0.257257,-0.543111,-0.091979,-2.787491,-0.318346,3.299936,-0.267872,-0.542461,-0.104358
29.730000,-2.816232,0.290590,2.406886,0.259648,0.018752,-0.432334,-2.399429,0.217360,3.214660,-0.203303,-0.528474,-0.140695,-2.758961,0.761464,3.296149,-0.186538,-0.516762,-0.106015,-3.394014,0.534914,3.342135,-0.239035,-0.531545,-0.004700,-3.397057,-0.113299,3.259871,-0.258670,-0.545769,-0.100437,-2.789257,-0.324228,3.299289,-0.265776,-0.543511,-0.103552
29.740000,-2.813320,0.290990,2.402432,0.590504,0.280323,-0.467561,-2.403213,0.208610,3.213803,-0.207325,-0.536434,-0.139576,-2.759491,0.755568,3.294570,-0.183469,-0.518434,-0.107071,-3.397706,0.529284,3.335909,-0.242025,-0.532268,-0.017273,-3.399962,-0.119301,3.255057,-0.259401,-0.547019,-0.108190,-2.790840,-0.329574,3.298693,-0.263309,-0.543307,-0.102657
29.750000,-2.806992,0.293902,2.397573,0.952691,0.313022,-0.561741,-2.406683,0.200599,3.213014,-0.210532,-0.542513,-0.138341,-2.759943,0.750204,3.293088,-0.180295,-0.518847,-0.107909,-3.401083,0.524170,3.329984,-0.244222,-0.531790,-0.028979,-3.402604,-0.124757,3.250493,-0.259511,-0.546987,-0.115275,-2.792255,-0.334423,3.298145,-0.260509,-0.541965,-0.101683
29.760000,-2.796997,0.296952,2.391734,1.253086,0.081508,-0.675537,-2.409860,0.193275,3.212290,-0.212993,-0.546873,-0.137001,-2.760325,0.745333,3.291697,-0.177031,-0.518117,-0.108544,-3.404166,0.519534,3.324347,-0.245695,-0.530223,-0.039859,-3.405002,-0.129708,3.246170,-0.259058,-0.545793,-0.121727,-2.793512,-0.338809,3.297643,-0.257415,-0.539592,-0.100635
29.770000,-2.784102,0.297430,2.384776,1.315200,-0.416818,-0.726640,-2.412765,0.186592,3.211626,-0.214773,-0.549664,-0.135563,-2.760642,0.740921,3.290393,-0.173692,-0.516350,-0.108987,-3.406977,0.515342,3.318987,-0.246508,-0.527673,-0.049954,-3.407173,-0.134188,3.242076,-0.258096,-0.543548,-0.127580,-2.794625,-0.342768,3.297185,-0.254059,-0.536291,-0.099520
29.780000,-2.770833,0.292693,2.377389,1.023477,-1.058946,-0.649136,-2.415416,0.180502,3.211021,-0.215930,-0.551025,-0.134036,-2.760899,0.736934,3.289173,-0.170293,-0.513648,-0.109252,-3.409535,0.511562,3.313893,-0.246721,-0.524235,-0.059304,-3.409135,-0.138232,3.238203,-0.256673,-0.540353,-0.132865,-2.795605,-0.346329,3.296768,-0.250473,-0.532153,-0.098344
29.790000,-2.760760,0.281457,2.370889,0.456214,-1.593904,-0.448242,-2.417832,0.174965,3.210470,-0.216520,-0.551087,-0.132429,-2.761101,0.733341,3.288032,-0.166847,-0.510103,-0.109350,-3.411858,0.508164,3.309053,-0.246389,-0.519999,-0.067945,-3.410902,-0.141873,3.234541,-0.254836,-0.536303,-0.137614,-2.796461,-0.349523,3.296389,-0.246686,-0.527266,-0.097113
29.800000,-2.756499,0.265022,2.366473,-0.112401,-1.749760,-0.212893,-2.420030,0.169941,3.209972,-0.216594,-0.549969,-0.130749,-2.761254,0.730114,3.286967,-0.163364,-0.505799,-0.109293,-3.413962,0.505119,3.304458,-0.245562,-0.515048,-0.075913,-3.412488,-0.145139,3.231080,-0.252626,-0.531487,-0.141857,-2.797203,-0.352376,3.296048,-0.242725,-0.521708,-0.095831
29.810000,-2.757825,0.247377,2.364402,-0.355936,-1.382717,-0.068114,-2.422024,0.165393,3.209522,-0.216200,-0.547784,-0.129003,-2.761360,0.727225,3.285974,-0.159857,-0.500818,-0.109089,-3.415863,0.502402,3.300097,-0.244289,-0.509460,-0.083242,-3.413907,-0.148059,3.227811,-0.250083,-0.525985,-0.145621,-2.797841,-0.354914,3.295741,-0.238614,-0.515555,-0.094505
29.820000,-2.761270,0.233819,2.363689,-0.089570,-0.574101,-0.092539,-2.426111,0.156868,3.208030,-0.220621,-0.554783,-0.129414,-2.763636,0.716621,3.289858,-0.161412,-0.513670,-0.098967,-3.417750,0.490436,3.301852,-0.243012,-0.525242,-0.077977,-3.416064,-0.159807,3.228608,-0.249292,-0.540888,-0.141036,-2.799800,-0.362078,3.282113,-0.237634,-0.520168,-0.120315
29.830000,-2.761713,0.228567,2.362592,0.544316,0.257955,-0.297983,-2.429859,0.149070,3.206635,-0.224162,-0.559952,-0.129620,-2.765715,0.706883,3.293575,-0.162480,-0.524237,-0.089389,-3.419450,0.479437,3.303539,-0.241336,-0.538442,-0.072958,-3.418013,-0.170601,3.229394,-0.248045,-0.553257,-0.136566,-2.801569,-0.368619,3.269158,-0.236239,-0.523244,-0.144228
29.840000,-2.755573,0.231663,2.359347,1.293883,0.848634,-0.560079,-2.433291,0.141948,3.205331,-0.226897,-0.563448,-0.129636,-2.767611,0.697953,3.297132,-0.163102,-0.532708,-0.080332,-3.420978,0.469338,3.305159,-0.239301,-0.549270,-0.068176,-3.419771,-0.180506,3.230169,-0.246384,-0.563300,-0.132210,-2.803161,-0.374582,3.256849,-0.234470,-0.524921,-0.166339
29.850000,-2.741915,0.240483,2.353471,1.822115,0.995076,-0.747342,-2.436430,0.135454,3.204115,-0.228895,-0.565421,-0.129473,-2.769336,0.689774,3.300535,-0.163319,-0.539258,-0.071773,-3.422345,0.460077,3.306715,-0.236945,-0.557925,-0.063623,-3.421350,-0.189584,3.230933,-0.244353,-0.571213,-0.127966,-2.804590,-0.380007,3.245161,-0.232366,-0.525325,-0.186738
29.860000,-2.723186,0.250449,2.345788,1.888843,0.661756,-0.784479,-2.439296,0.129545,3.202981,-0.230221,-0.566006,-0.129145,-2.770904,0.682294,3.303789,-0.163168,-0.544053,-0.063691,-3.423564,0.451596,3.308209,-0.234303,-0.564589,-0.059288,-3.422765,-0.197891,3.231685,-0.241990,-0.577175,-0.123832,-2.805867,-0.384932,3.234067,-0.229962,-0.524572,-0.205514
29.870000,-2.704132,0.256765,2.337837,1.472494,0.011731,-0.670656,-2.441908,0.124179,3.201927,-0.230933,-0.565332,-0.128662,-2.772325,0.675465,3.306900,-0.162684,-0.547244,-0.056064,-3.424647,0.443842,3.309643,-0.231407,-0.569433,-0.055163,-3.424027,-0.205483,3.232425,-0.239330,-0.581354,-0.119806,-2.807004,-0.389394,3.223542,-0.227291,-0.522772,-0.222748
29.880000,-2.689553,0.256415,2.331122,0.770888,-0.651503,-0.461452,-2.444285,0.119316,3.200948,-0.231088,-0.563516,-0.128036,-2.773609,0.669239,3.309874,-0.161898,-0.548973,-0.048873,-3.425602,0.436762,3.311020,-0.228287,-0.572615,-0.051240,-3.425148,-0.212408,3.233153,-0.236408,-0.583908,-0.115887,-2.808011,-0.393426,3.213564,-0.224384,-0.520025,-0.238521
29.890000,-2.682145,0.249495,2.326563,0.090020,-1.011564,-0.235106,-2.446442,0.114921,3.200041,-0.230735,-0.560668,-0.127277,-2.774768,0.663575,3.312715,-0.160840,-0.549373,-0.042097,-3.426441,0.430310,3.312341,-0.224970,-0.574282,-0.047510,-3.426138,-0.218715,3.233868,-0.233253,-0.584982,-0.112073,-2.808898,-0.397059,3.204107,-0.221268,-0.516425,-0.252909
29.900000,-2.681511,0.239238,2.324288,-0.315079,-0.887334,-0.056462,-2.448397,0.110959,3.199201,-0.229925,-0.556890,-0.126395,-2.775809,0.658433,3.315428,-0.159538,-0.548566,-0.035719,-3.427171,0.424442,3.313607,-0.221481,-0.574571,-0.043965,-3.427008,-0.224446,3.234572,-0.229893,-0.584710,-0.108362,-2.809675,-0.400322,3.195152,-0.217970,-0.512059,-0.265986
29.910000,-2.684774,0.230566,2.323790,-0.372041,-0.331539,0.050117,-2.450163,0.107399,3.198427,-0.228699,-0.552276,-0.125399,-2.776742,0.653775,3.318019,-0.158016,-0.546666,-0.029720,-3.427803,0.419114,3.314822,-0.217844,-0.573609,-0.040598,-3.427767,-0.229644,3.235262,-0.226356,-0.583218,-0.104751,-2.810350,-0.403244,3.186675,-0.214514,-0.507008,-0.277822
29.920000,-2.688477,0.227704,2.324346,-0.232423,0.388432,0.105215,-2.450832,0.096879,3.196197,-0.224985,-0.563754,-0.127385,-2.778607,0.645796,3.317258,-0.158670,-0.552435,-0.030663,-3.427334,0.412570,3.318868,-0.211764,-0.575466,-0.031539,-3.432944,-0.234769,3.230256,-0.233047,-0.581593,-0.112806,-2.811439,-0.411095,3.189432,-0.212087,-0.513396,-0.266560
29.930000,-2.690804,0.231926,2.325430,-0.165236,0.708655,0.110324,-2.451406,0.087231,3.194098,-0.221136,-0.572967,-0.129064,-2.780304,0.638505,3.316540,-0.158925,-0.556493,-0.031501,-3.426854,0.406616,3.322728,-0.205797,-0.575925,-0.023044,-3.437702,-0.239404,3.225511,-0.238622,-0.578881,-0.120166,-2.812405,-0.418276,3.192108,-0.209434,-0.518099,-0.255690
29.940000,-2.692697,0.239090,2.326590,-0.454398,0.559305,0.147131,-2.451892,0.078393,3.192124,-0.217172,-0.580105,-0.130454,-2.781847,0.631853,3.315862,-0.158818,-0.558990,-0.032240,-3.426364,0.401209,3.326407,-0.199945,-0.575114,-0.015088,-3.442069,-0.243584,3.221016,-0.243172,-0.575187,-0.126868,-2.813257,-0.424835,3.194706,-0.206581,-0.521262,-0.245201
29.950000,-2.697851,0.244481,2.328188,-1.161900,0.069113,0.271319,-2.452297,0.070310,3.190270,-0.213114,-0.585346,-0.131572,-2.783246,0.625795,3.315223,-0.158382,-0.560064,-0.032885,-3.425867,0.396312,3.329914,-0.194209,-0.573154,-0.007646,-3.446072,-0.247343,3.216760,-0.246782,-0.570610,-0.132947,-2.814004,-0.430813,3.197227,-0.203553,-0.523021,-0.235081
29.960000,-2.710379,0.244808,2.331118,-2.056717,-0.485583,0.480017,-2.452628,0.062930,3.188530,-0.208978,-0.588854,-0.132435,-2.784511,0.620290,3.314620,-0.157650,-0.559846,-0.033441,-3.425363,0.391886,3.333254,-0.188592,-0.570155,-0.000692,-3.449737,-0.250713,3.212733,-0.249531,-0.565242,-0.138436,-2.814655,-0.436253,3.199674,-0.200371,-0.523504,-0.225319
29.970000,-2.731903,0.239599,2.336186,-2.725703,-0.841407,0.692066,-2.452890,0.056201,3.186899,-0.204781,-0.590782,-0.133060,-2.785652,0.615297,3.314053,-0.156650,-0.558456,-0.033915,-3.424855,0.387898,3.336435,-0.183094,-0.566219,0.005795,-3.453087,-0.253721,3.208925,-0.251494,-0.559169,-0.143368,-2.815216,-0.441194,3.202047,-0.197058,-0.522826,-0.215904
29.980000,-2.759860,0.230946,2.343333,-2.809841,-0.918708,0.776793,-2.453090,0.050080,3.185371,-0.200537,-0.591274,-0.133461,-2.786678,0.610779,3.313519,-0.155409,-0.556005,-0.034310,-3.424345,0.384315,3.339464,-0.177716,-0.561443,0.011839,-3.456144,-0.256395,3.205327,-0.252739,-0.552467,-0.147773,-2.815695,-0.445670,3.204349,-0.193633,-0.521098,-0.206827
29.990000,-2.788202,0.221584,2.351187,-2.220338,-0.879134,0.633498,-2.453233,0.044521,3.183942,-0.196259,-0.590460,-0.133652,-2.787598,0.606703,3.313018,-0.153952,-0.552597,-0.034633,-3.423833,0.381108,3.342345,-0.172458,-0.555914,0.017462,-3.458929,-0.258760,3.201929,-0.253331,-0.545210,-0.151680,-2.816099,-0.449715,3.206581,-0.190113,-0.518421,-0.198076
