time,load_x,load_y,load_z,load_vx,load_vy,load_vz,load_qw,load_qx,load_qy,load_qz,load_wx,load_wy,load_wz,drone0_x,drone0_y,drone0_z,drone0_vx,drone0_vy,drone0_vz,drone0_qw,drone0_qx,drone0_qy,drone0_qz,drone0_wx,drone0_wy,drone0_wz,drone1_x,drone1_y,drone1_z,drone1_vx,drone1_vy,drone1_vz,drone1_qw,drone1_qx,drone1_qy,drone1_qz,drone1_wx,drone1_wy,drone1_wz,drone2_x,drone2_y,drone2_z,drone2_vx,drone2_vy,drone2_vz,drone2_qw,drone2_qx,drone2_qy,drone2_qz,drone2_wx,drone2_wy,drone2_wz,drone3_x,drone3_y,drone3_z,drone3_vx,drone3_vy,drone3_vz,drone3_qw,drone3_qx,drone3_qy,drone3_qz,drone3_wx,drone3_wy,drone3_wz,drone4_x,drone4_y,drone4_z,drone4_vx,drone4_vy,drone4_vz,drone4_qw,drone4_qx,drone4_qy,drone4_qz,drone4_wx,drone4_wy,drone4_wz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.185410,0.570634,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.485410,0.352671,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.485410,-0.352671,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.185410,-0.570634,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.000016,-0.000017,0.159555,-0.003159,-0.003236,-0.087183,1.000000,-0.000016,0.000016,-0.000000,-0.006386,0.006307,-0.000000,0.599990,0.000000,1.199946,-0.002210,0.000060,-0.011155,1.000000,0.000000,0.000061,-0.000000,0.000136,0.022616,-0.000000,0.185411,0.570634,1.200000,0.000120,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000263,0.000000,-0.485410,0.352671,1.200000,0.000120,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000263,0.000000,-0.485378,-0.352648,1.199809,0.006371,0.004601,-0.037720,1.000000,0.000131,-0.000174,0.000000,0.044810,-0.060019,0.000000,0.185411,-0.570634,1.200000,0.000120,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000263,0.000000
0.020000,-0.000064,-0.000065,0.158238,-0.006306,-0.006442,-0.174502,1.000000,-0.000064,0.000064,-0.000000,-0.012669,0.012544,-0.000000,0.599953,0.000001,1.199769,-0.005138,0.000120,-0.024243,1.000000,0.000002,0.000220,-0.000000,0.000371,0.040255,-0.000000,0.185413,0.570635,1.200000,0.000242,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000371,-0.000728,0.000000,-0.485408,0.352672,1.200000,0.000242,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000371,-0.000728,0.000000,-0.485280,-0.352577,1.199247,0.013062,0.009433,-0.073394,1.000000,0.000420,-0.000565,0.000000,0.068984,-0.093943,0.000000,0.185413,-0.570633,1.200000,0.000241,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000371,-0.000728,0.000000
0.030000,-0.000142,-0.000146,0.156048,-0.009293,-0.009620,-0.261709,1.000000,-0.000143,0.000141,0.000000,-0.018821,0.018389,0.000001,0.599885,0.000003,1.199457,-0.008553,0.000180,-0.038005,1.000000,0.000004,0.000464,-0.000000,0.000612,0.056910,-0.000000,0.185416,0.570637,1.200000,0.000362,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000614,-0.001216,0.000000,-0.485405,0.352674,1.200000,0.000362,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000614,-0.001216,0.000000,-0.485115,-0.352458,1.198343,0.019928,0.014392,-0.106300,0.999999,0.000817,-0.001107,0.000000,0.088973,-0.121926,0.000000,0.185416,-0.570631,1.200000,0.000362,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000615,-0.001216,0.000000
0.040000,-0.000250,-0.000259,0.152989,-0.012093,-0.012871,-0.348269,1.000000,-0.000253,0.000247,0.000000,-0.025011,0.023791,0.000011,0.599780,0.000005,1.199005,-0.012348,0.000239,-0.052103,1.000000,0.000008,0.000791,-0.000000,0.000845,0.073649,-0.000000,0.185420,0.570639,1.200000,0.000481,0.000239,-0.000002,1.000000,0.000008,-0.000015,0.000000,0.000849,-0.001690,0.000000,-0.485400,0.352676,1.200000,0.000481,0.000240,-0.000002,1.000000,0.000008,-0.000015,0.000000,0.000849,-0.001690,0.000000,-0.484880,-0.352288,1.197124,0.026867,0.019403,-0.136490,0.999998,0.001309,-0.001783,0.000000,0.107535,-0.147796,0.000001,0.185420,-0.570629,1.200000,0.000481,0.000240,-0.000002,1.000000,0.000008,-0.000015,0.000000,0.000850,-0.001690,0.000000
0.050000,-0.000377,-0.000397,0.149114,-0.009290,-0.010240,-0.381876,1.000000,-0.000331,0.000322,0.000000,0.068419,-0.062071,0.000037,0.599636,0.000008,1.198411,-0.016467,0.000297,-0.066524,0.999999,0.000012,0.001203,-0.000000,0.001064,0.090802,-0.000000,0.185425,0.570641,1.200000,0.000599,0.000298,-0.000003,1.000000,0.000013,-0.000025,0.000000,0.001072,-0.002142,0.000000,-0.485382,0.352669,1.199913,0.002414,-0.001021,-0.011504,1.000000,-0.000039,-0.000093,-0.000000,-0.009097,-0.016033,-0.000000,-0.484576,-0.352069,1.195616,0.033814,0.024420,-0.164161,0.999995,0.001892,-0.002585,0.000000,0.125199,-0.172371,0.000001,0.185423,-0.570620,1.199963,-0.000061,0.002330,-0.011835,1.000000,0.000056,-0.000011,0.000000,0.024051,0.005062,0.000001
0.060000,-0.000480,-0.000509,0.147524,-0.011204,-0.012126,-0.002616,1.000000,0.000045,-0.000022,0.000000,0.081473,-0.075265,0.000025,0.599449,0.000011,1.197670,-0.020864,0.000354,-0.081274,0.999999,0.000018,0.001701,-0.000000,0.001269,0.108238,-0.000000,0.185432,0.570645,1.200000,0.000715,0.000355,-0.000003,1.000000,0.000018,-0.000037,0.000000,0.001284,-0.002572,0.000000,-0.485355,0.352658,1.199795,0.003219,-0.001464,-0.013893,1.000000,-0.000079,-0.000168,-0.000000,-0.010795,-0.018932,-0.000001,-0.484203,-0.351799,1.193843,0.040736,0.029419,-0.189643,0.999991,0.002562,-0.003508,0.000000,0.142136,-0.195921,0.000001,0.185422,-0.570593,1.199836,-0.000114,0.002905,-0.013022,1.000000,0.000152,0.000006,0.000000,0.016435,0.002383,0.000000
0.070000,-0.000602,-0.000638,0.147887,-0.013226,-0.013614,0.051318,1.000000,0.000479,-0.000433,0.000000,0.091340,-0.088717,-0.000082,0.599217,0.000015,1.196784,-0.025340,0.000408,-0.095451,0.999997,0.000025,0.002284,-0.000000,0.001460,0.124258,-0.000000,0.185439,0.570637,1.199933,0.000796,-0.002570,-0.017220,1.000000,-0.000049,-0.000050,-0.000000,-0.029691,-0.002638,-0.000003,-0.485308,0.352633,1.199566,0.005517,-0.002997,-0.026894,1.000000,-0.000174,-0.000320,-0.000000,-0.019770,-0.032018,-0.000002,-0.483760,-0.351480,1.191826,0.047532,0.034327,-0.212718,0.999984,0.003313,-0.004544,0.000000,0.157810,-0.217742,0.000002,0.185420,-0.570558,1.199679,-0.000705,0.005121,-0.024159,1.000000,0.000261,0.000025,0.000000,0.037565,0.008485,0.000002
0.080000,-0.000745,-0.000782,0.148391,-0.015271,-0.015093,0.047049,0.999999,0.000960,-0.000911,-0.000001,0.101101,-0.102269,-0.000224,0.598942,0.000019,1.195765,-0.029636,0.000461,-0.107767,0.999996,0.000033,0.002941,-0.000000,0.001636,0.137583,-0.000001,0.185448,0.570608,1.199755,0.000897,-0.003073,-0.018052,1.000000,-0.000161,-0.000064,-0.000000,-0.018339,-0.003124,-0.000001,-0.485245,0.352598,1.199267,0.007501,-0.004307,-0.036565,1.000000,-0.000280,-0.000492,-0.000000,-0.027429,-0.042850,-0.000003,-0.483252,-0.351112,1.189594,0.054049,0.039034,-0.232779,0.999975,0.004138,-0.005683,0.000000,0.171631,-0.237025,0.000002,0.185410,-0.570496,1.199395,-0.001110,0.006751,-0.030096,1.000000,0.000453,0.000068,0.000000,0.036233,0.007916,0.000002
0.090000,-0.000909,-0.000941,0.148797,-0.017528,-0.016723,0.033696,0.999998,0.001492,-0.001459,-0.000002,0.111871,-0.117243,-0.000403,0.598625,0.000024,1.194636,-0.033564,0.000512,-0.117355,0.999993,0.000041,0.003656,-0.000000,0.001800,0.147891,-0.000001,0.185457,0.570576,1.199576,0.000997,-0.003425,-0.017400,1.000000,-0.000246,-0.000081,-0.000000,-0.016347,-0.003487,-0.000001,-0.485160,0.352548,1.198850,0.009454,-0.005599,-0.045062,1.000000,-0.000428,-0.000722,-0.000000,-0.030222,-0.047635,-0.000003,-0.482680,-0.350699,1.187179,0.060132,0.043427,-0.249250,0.999963,0.005027,-0.006911,0.000000,0.183191,-0.253200,0.000001,0.185396,-0.570418,1.199045,-0.001849,0.009391,-0.042702,1.000000,0.000670,0.000118,0.000000,0.053668,0.013034,0.000005
0.100000,-0.001096,-0.001117,0.149051,-0.020044,-0.018535,0.017282,0.999996,0.002082,-0.002087,-0.000004,0.123901,-0.133971,-0.000618,0.598271,0.000029,1.193427,-0.037011,0.000562,-0.123798,0.999990,0.000051,0.004416,-0.000000,0.001953,0.155268,-0.000001,0.185468,0.570526,1.199314,0.001059,-0.006758,-0.037093,1.000000,-0.000411,-0.000098,-0.000000,-0.046577,-0.003431,-0.000006,-0.485052,0.352483,1.198328,0.012020,-0.007340,-0.058380,0.999999,-0.000605,-0.000997,-0.000000,-0.038914,-0.059951,-0.000005,-0.482050,-0.350244,1.184619,0.065645,0.047407,-0.261765,0.999948,0.005967,-0.008210,0.000000,0.192274,-0.265962,-0.000000,0.185374,-0.570313,1.198577,-0.002402,0.011445,-0.050018,1.000000,0.000945,0.000185,0.000000,0.057024,0.013892,0.000005
0.110000,-0.001311,-0.001312,0.149146,-0.022804,-0.020522,0.002686,0.999992,0.002734,-0.002803,-0.000008,0.137156,-0.152399,-0.000865,0.597886,0.000035,1.192169,-0.039948,0.000609,-0.127246,0.999986,0.000061,0.005205,-0.000000,0.002093,0.160237,-0.000002,0.185479,0.570452,1.198924,0.001139,-0.007873,-0.039269,1.000000,-0.000624,-0.000116,-0.000000,-0.038953,-0.003782,-0.000004,-0.484920,0.352401,1.197691,0.014475,-0.009007,-0.070065,0.999999,-0.000813,-0.001317,-0.000000,-0.045511,-0.069465,-0.000007,-0.481368,-0.349752,1.181954,0.070522,0.050925,-0.270473,0.999930,0.006947,-0.009566,0.000000,0.199056,-0.275532,-0.000002,0.185346,-0.570183,1.198001,-0.003238,0.014354,-0.063678,0.999999,0.001275,0.000268,0.000000,0.070894,0.018049,0.000007
0.120000,-0.001547,-0.001528,0.149131,-0.023655,-0.022550,-0.003652,0.999988,0.003455,-0.003594,-0.000012,0.150723,-0.158089,-0.000224,0.597473,0.000041,1.190889,-0.042431,0.000653,-0.128375,0.999982,0.000072,0.006016,-0.000000,0.002217,0.163566,-0.000003,0.185491,0.570367,1.198519,0.001193,-0.009773,-0.047798,1.000000,-0.000828,-0.000135,-0.000000,-0.052928,-0.003709,-0.000008,-0.484762,0.352303,1.196930,0.017029,-0.010751,-0.081933,0.999998,-0.001056,-0.001686,-0.000000,-0.051635,-0.078376,-0.000009,-0.480640,-0.349227,1.179219,0.074775,0.053992,-0.276057,0.999908,0.007955,-0.010962,0.000000,0.203941,-0.282457,-0.000004,0.185310,-0.570026,1.197313,-0.004022,0.017085,-0.075171,0.999999,0.001649,0.000364,0.000000,0.081505,0.021199,0.000010
0.130000,-0.001785,-0.001764,0.149089,-0.023957,-0.024642,-0.004047,0.999981,0.004244,-0.004388,-0.000010,0.164738,-0.160132,0.000754,0.597038,0.000048,1.189607,-0.044523,0.000695,-0.127910,0.999977,0.000083,0.006839,-0.000000,0.002326,0.165629,-0.000004,0.185503,0.570255,1.197961,0.001223,-0.012182,-0.060006,0.999999,-0.001124,-0.000154,-0.000000,-0.059936,-0.003680,-0.000010,-0.484577,0.352185,1.196042,0.019788,-0.012651,-0.094930,0.999997,-0.001333,-0.002106,-0.000000,-0.058760,-0.088563,-0.000012,-0.479874,-0.348673,1.176441,0.078390,0.056597,-0.278916,0.999883,0.008983,-0.012386,0.000000,0.206787,-0.286571,-0.000006,0.185265,-0.569841,1.196501,-0.004848,0.019926,-0.086745,0.999998,0.002081,0.000477,0.000000,0.090910,0.024039,0.000012
0.140000,-0.002027,-0.002022,0.149058,-0.024508,-0.026817,-0.001977,0.999973,0.005105,-0.005198,-0.000004,0.179306,-0.163826,0.001697,0.596584,0.000055,1.188335,-0.046239,0.000734,-0.126192,0.999971,0.000095,0.007670,-0.000000,0.002422,0.166291,-0.000005,0.185515,0.570127,1.197352,0.001254,-0.013674,-0.063520,0.999999,-0.001418,-0.000172,-0.000000,-0.062163,-0.003666,-0.000010,-0.484365,0.352049,1.195025,0.022706,-0.014671,-0.108379,0.999995,-0.001647,-0.002576,-0.000000,-0.066444,-0.099439,-0.000016,-0.479076,-0.348097,1.173660,0.080851,0.058364,-0.275792,0.999854,0.010014,-0.013815,0.000000,0.204319,-0.283523,-0.000013,0.185212,-0.569625,1.195563,-0.005784,0.023088,-0.100071,0.999997,0.002569,0.000608,0.000000,0.103155,0.027795,0.000015
0.150000,-0.002275,-0.002301,0.149049,-0.025075,-0.029059,-0.000106,0.999964,0.006039,-0.006027,0.000006,0.194308,-0.167624,0.002686,0.596113,0.000063,1.187080,-0.047838,0.000770,-0.125268,0.999964,0.000107,0.008505,-0.000000,0.002499,0.167987,-0.000006,0.185527,0.569975,1.196627,0.001218,-0.016521,-0.079102,0.999998,-0.001778,-0.000189,-0.000000,-0.076995,-0.003113,-0.000017,-0.484122,0.351891,1.193873,0.025748,-0.016790,-0.121859,0.999993,-0.001998,-0.003101,-0.000000,-0.074159,-0.110333,-0.000020,-0.478262,-0.347510,1.170958,0.081664,0.058938,-0.263672,0.999824,0.011015,-0.015206,0.000000,0.195809,-0.272148,-0.000022,0.185149,-0.569378,1.194498,-0.006767,0.026367,-0.113133,0.999995,0.003115,0.000756,0.000000,0.115325,0.031560,0.000020
0.160000,-0.002529,-0.002603,0.149053,-0.025489,-0.031337,0.000610,0.999952,0.007050,-0.006873,0.000021,0.209542,-0.170384,0.003785,0.595627,0.000071,1.185825,-0.049401,0.000802,-0.125887,0.999956,0.000120,0.009350,-0.000000,0.002560,0.169830,-0.000007,0.185539,0.569800,1.195805,0.001186,-0.018470,-0.085037,0.999998,-0.002168,-0.000204,-0.000000,-0.080153,-0.002873,-0.000019,-0.483849,0.351712,1.192588,0.028811,-0.018933,-0.134452,0.999990,-0.002387,-0.003678,-0.000000,-0.081054,-0.120128,-0.000024,-0.477445,-0.346920,1.168397,0.081717,0.058962,-0.249717,0.999792,0.011972,-0.016537,0.000000,0.188372,-0.261873,-0.000023,0.185076,-0.569097,1.193301,-0.007803,0.029790,-0.126177,0.999993,0.003721,0.000923,0.000000,0.127268,0.035302,0.000024
0.170000,-0.002784,-0.002928,0.149059,-0.025587,-0.033628,0.000498,0.999937,0.008137,-0.007727,0.000042,0.224863,-0.171029,0.005080,0.595125,0.000079,1.184559,-0.050829,0.000831,-0.127385,0.999948,0.000133,0.010202,-0.000000,0.002606,0.170787,-0.000007,0.185551,0.569599,1.194877,0.001075,-0.021452,-0.099750,0.999997,-0.002612,-0.000216,-0.000000,-0.094864,-0.001928,-0.000029,-0.483547,0.351513,1.191194,0.031592,-0.020878,-0.143530,0.999987,-0.002806,-0.004298,-0.000000,-0.085867,-0.127061,-0.000026,-0.476629,-0.346331,1.165961,0.081551,0.058828,-0.238088,0.999758,0.012897,-0.017823,0.000000,0.181853,-0.252870,-0.000024,0.184993,-0.568781,1.191970,-0.008895,0.033362,-0.139399,0.999990,0.004390,0.001110,0.000000,0.139376,0.039136,0.000030
0.180000,-0.003039,-0.003276,0.149062,-0.025275,-0.035933,0.000168,0.999920,0.009300,-0.008578,0.000069,0.240279,-0.168929,0.006646,0.594611,0.000087,1.183275,-0.052080,0.000857,-0.129492,0.999939,0.000146,0.011056,-0.000000,0.002637,0.170820,-0.000008,0.185561,0.569372,1.193835,0.000952,-0.023973,-0.108596,0.999995,-0.003100,-0.000224,-0.000000,-0.101728,-0.001234,-0.000035,-0.483218,0.351295,1.189728,0.034007,-0.022565,-0.148956,0.999983,-0.003244,-0.004946,-0.000000,-0.089097,-0.131748,-0.000027,-0.475815,-0.345744,1.163632,0.081114,0.058501,-0.228272,0.999723,0.013789,-0.019063,0.000000,0.174908,-0.243318,-0.000027,0.184899,-0.568430,1.190522,-0.009900,0.036642,-0.149389,0.999986,0.005109,0.001313,0.000000,0.147742,0.041809,0.000034
0.190000,-0.003288,-0.003648,0.149062,-0.024526,-0.038271,-0.000020,0.999900,0.010542,-0.009411,0.000104,0.255917,-0.163910,0.008534,0.594084,0.000096,1.181967,-0.053138,0.000881,-0.132080,0.999929,0.000159,0.011908,-0.000000,0.002656,0.170037,-0.000008,0.185569,0.569116,1.192677,0.000751,-0.027113,-0.122108,0.999993,-0.003645,-0.000227,-0.000000,-0.114621,0.000045,-0.000049,-0.482867,0.351062,1.188225,0.036034,-0.023978,-0.151154,0.999977,-0.003695,-0.005612,-0.000000,-0.091018,-0.134570,-0.000027,-0.475008,-0.345162,1.161394,0.080364,0.057948,-0.219777,0.999688,0.014644,-0.020252,0.000000,0.167235,-0.232772,-0.000030,0.184795,-0.568049,1.188994,-0.010764,0.039468,-0.155423,0.999982,0.005863,0.001526,0.000000,0.153032,0.043505,0.000037
0.200000,-0.003528,-0.004042,0.149062,-0.023325,-0.040637,-0.000040,0.999878,0.011862,-0.010211,0.000148,0.271740,-0.155876,0.010776,0.593548,0.000105,1.180631,-0.054007,0.000900,-0.135085,0.999919,0.000173,0.012755,-0.000000,0.002662,0.168573,-0.000008,0.185576,0.568831,1.191406,0.000514,-0.030044,-0.132600,0.999991,-0.004238,-0.000224,-0.000001,-0.123739,0.001313,-0.000062,-0.482498,0.350816,1.186714,0.037680,-0.025123,-0.150732,0.999972,-0.004152,-0.006289,-0.000001,-0.091856,-0.135835,-0.000027,-0.474209,-0.344586,1.159235,0.079267,0.057144,-0.212168,0.999652,0.015458,-0.021386,0.000000,0.158758,-0.221114,-0.000033,0.184684,-0.567642,1.187424,-0.011478,0.041805,-0.157879,0.999976,0.006636,0.001747,0.000000,0.155955,0.044454,0.000038
0.210000,-0.003688,-0.004346,0.149000,-0.012752,-0.027004,-0.004659,0.999860,0.012840,-0.010730,0.000088,0.180431,-0.085124,-0.018234,0.593005,0.000114,1.179264,-0.054694,0.000917,-0.138439,0.999908,0.000186,0.013593,-0.000000,0.002657,0.166528,-0.000009,0.185579,0.568514,1.190012,0.000192,-0.033268,-0.145360,0.999988,-0.004888,-0.000213,-0.000001,-0.134700,0.003043,-0.000081,-0.482115,0.350560,1.185215,0.039010,-0.026046,-0.148757,0.999965,-0.004612,-0.006969,-0.000001,-0.092073,-0.136167,-0.000026,-0.473424,-0.344020,1.157150,0.077802,0.056077,-0.205072,0.999616,0.016228,-0.022460,0.000000,0.149485,-0.208349,-0.000036,0.184566,-0.567214,1.185846,-0.012048,0.043674,-0.157448,0.999971,0.007419,0.001970,0.000001,0.157049,0.044833,0.000038
0.220000,-0.003900,-0.004567,0.148966,-0.019313,-0.030952,-0.002461,0.999842,0.013576,-0.011442,-0.000049,0.208209,-0.128711,-0.018603,0.592455,0.000123,1.177861,-0.055195,0.000931,-0.141945,0.999896,0.000199,0.014419,-0.000000,0.002641,0.163870,-0.000009,0.185579,0.568166,1.188512,-0.000165,-0.036095,-0.154363,0.999984,-0.005577,-0.000193,-0.000001,-0.141202,0.004689,-0.000098,-0.481719,0.350296,1.183742,0.040064,-0.026778,-0.145877,0.999958,-0.005072,-0.007649,-0.000001,-0.091670,-0.135594,-0.000025,-0.472655,-0.343466,1.155134,0.075964,0.054740,-0.198204,0.999581,0.016950,-0.023466,0.000000,0.139466,-0.194544,-0.000039,0.184443,-0.566770,1.184281,-0.012508,0.045180,-0.155433,0.999964,0.008205,0.002195,0.000001,0.157270,0.044950,0.000038
0.230000,-0.004075,-0.004912,0.148974,-0.016251,-0.036031,0.003377,0.999819,0.014729,-0.012026,-0.000128,0.241067,-0.108630,-0.012899,0.591901,0.000133,1.176424,-0.055508,0.000942,-0.145432,0.999884,0.000212,0.015230,-0.000000,0.002614,0.160603,-0.000010,0.185576,0.567792,1.186926,-0.000581,-0.038702,-0.161931,0.999980,-0.006299,-0.000165,-0.000001,-0.146735,0.006572,-0.000120,-0.481314,0.350025,1.182301,0.040832,-0.027310,-0.142124,0.999950,-0.005528,-0.008323,-0.000001,-0.090485,-0.133911,-0.000023,-0.471906,-0.342927,1.153187,0.073757,0.053138,-0.191357,0.999547,0.017620,-0.024401,0.000000,0.128772,-0.179796,-0.000042,0.184316,-0.566311,1.182741,-0.012875,0.046377,-0.152500,0.999957,0.008990,0.002419,0.000001,0.156549,0.044792,0.000038
0.240000,-0.004225,-0.005284,0.149016,-0.013985,-0.038244,0.004310,0.999794,0.015975,-0.012528,-0.000192,0.255751,-0.093508,-0.009791,0.591345,0.000142,1.174953,-0.055601,0.000950,-0.148533,0.999872,0.000225,0.016023,-0.000000,0.002579,0.156501,-0.000010,0.185568,0.567394,1.185287,-0.001013,-0.040745,-0.165094,0.999975,-0.007039,-0.000128,-0.000001,-0.148464,0.008277,-0.000140,-0.480903,0.349750,1.180904,0.041275,-0.027615,-0.137142,0.999942,-0.005975,-0.008986,-0.000001,-0.088309,-0.130836,-0.000020,-0.471181,-0.342404,1.151310,0.071177,0.051267,-0.184218,0.999515,0.018235,-0.025260,-0.000000,0.117392,-0.164094,-0.000045,0.184186,-0.565843,1.181235,-0.013142,0.047242,-0.148530,0.999949,0.009768,0.002642,0.000001,0.154476,0.044222,0.000037
0.250000,-0.004361,-0.005670,0.149049,-0.013386,-0.038916,0.002202,0.999767,0.017262,-0.012984,-0.000248,0.260246,-0.089523,-0.009060,0.590790,0.000152,1.173456,-0.055420,0.000954,-0.150715,0.999859,0.000238,0.016792,-0.000000,0.002533,0.151269,-0.000011,0.185555,0.566978,1.183635,-0.001463,-0.042292,-0.164811,0.999970,-0.007781,-0.000082,-0.000002,-0.148370,0.009981,-0.000162,-0.480490,0.349474,1.179564,0.041394,-0.027693,-0.131026,0.999933,-0.006409,-0.009629,-0.000001,-0.085340,-0.126614,-0.000016,-0.470484,-0.341902,1.149506,0.068217,0.049122,-0.176467,0.999484,0.018791,-0.026038,-0.000000,0.105331,-0.147447,-0.000047,0.184053,-0.565368,1.179776,-0.013290,0.047715,-0.143046,0.999940,0.010532,0.002860,0.000001,0.150666,0.043117,0.000035
0.260000,-0.004495,-0.006067,0.149058,-0.013547,-0.040563,-0.000256,0.999737,0.018590,-0.013431,-0.000300,0.271267,-0.090639,-0.008252,0.590238,0.000161,1.171944,-0.054907,0.000955,-0.151474,0.999846,0.000251,0.017532,-0.000000,0.002477,0.144674,-0.000012,0.185538,0.566549,1.181998,-0.001939,-0.043468,-0.162532,0.999964,-0.008521,-0.000028,-0.000002,-0.147527,0.011817,-0.000188,-0.480076,0.349197,1.178282,0.041338,-0.027651,-0.125603,0.999924,-0.006828,-0.010252,-0.000001,-0.082466,-0.122431,-0.000014,-0.469819,-0.341423,1.147784,0.064893,0.046714,-0.167982,0.999457,0.019286,-0.026731,-0.000000,0.092685,-0.129983,-0.000050,0.183920,-0.564890,1.178382,-0.013302,0.047744,-0.135638,0.999932,0.011271,0.003072,0.000001,0.144975,0.041426,0.000031
0.270000,-0.004626,-0.006459,0.149039,-0.013521,-0.038839,-0.002222,0.999706,0.019897,-0.013870,-0.000367,0.259650,-0.090466,-0.013375,0.589693,0.000171,1.170433,-0.054010,0.000951,-0.150384,0.999834,0.000263,0.018236,-0.000000,0.002410,0.136562,-0.000013,0.185516,0.566109,1.180388,-0.002450,-0.044375,-0.159336,0.999957,-0.009255,0.000037,-0.000003,-0.146144,0.013805,-0.000218,-0.479663,0.348921,1.177049,0.041140,-0.027514,-0.121366,0.999915,-0.007233,-0.010853,-0.000001,-0.079422,-0.117985,-0.000012,-0.469188,-0.340969,1.146150,0.061251,0.044076,-0.158921,0.999432,0.019716,-0.027335,-0.000000,0.079638,-0.111955,-0.000053,0.183788,-0.564414,1.177071,-0.013182,0.047343,-0.126592,0.999923,0.011978,0.003273,0.000001,0.137834,0.039282,0.000026
0.280000,-0.004771,-0.006845,0.149021,-0.015509,-0.038493,-0.001222,0.999672,0.021188,-0.014356,-0.000453,0.257358,-0.103773,-0.017715,0.589160,0.000180,1.168943,-0.052700,0.000945,-0.147240,0.999821,0.000275,0.018894,-0.000000,0.002332,0.126955,-0.000015,0.185489,0.565662,1.178816,-0.002987,-0.044993,-0.155067,0.999950,-0.009980,0.000111,-0.000003,-0.143659,0.015802,-0.000251,-0.479253,0.348647,1.175851,0.040805,-0.027283,-0.118425,0.999906,-0.007622,-0.011430,-0.000001,-0.076113,-0.113152,-0.000009,-0.468596,-0.340543,1.144609,0.057352,0.041251,-0.149570,0.999410,0.020080,-0.027847,-0.000000,0.066393,-0.093646,-0.000055,0.183657,-0.563944,1.175851,-0.012983,0.046687,-0.117848,0.999914,0.012649,0.003464,0.000001,0.130628,0.037128,0.000021
0.290000,-0.004936,-0.007230,0.149015,-0.017429,-0.038576,0.000065,0.999636,0.022472,-0.014911,-0.000560,0.257944,-0.116566,-0.022413,0.588641,0.000190,1.167494,-0.051029,0.000935,-0.142582,0.999810,0.000286,0.019502,-0.000000,0.002242,0.116339,-0.000017,0.185456,0.565211,1.177293,-0.003533,-0.045272,-0.149337,0.999943,-0.010689,0.000195,-0.000004,-0.139705,0.017689,-0.000285,-0.478848,0.348376,1.174676,0.040332,-0.026957,-0.116929,0.999896,-0.007993,-0.011983,-0.000001,-0.072507,-0.107887,-0.000006,-0.468043,-0.340146,1.143161,0.053241,0.038272,-0.140065,0.999393,0.020378,-0.028268,-0.000001,0.053077,-0.075240,-0.000057,0.183528,-0.563481,1.174710,-0.012741,0.045881,-0.110681,0.999905,0.013284,0.003644,0.000001,0.123439,0.034997,0.000017
0.300000,-0.005113,-0.007621,0.149021,-0.017624,-0.039940,0.000874,0.999597,0.023780,-0.015505,-0.000688,0.267085,-0.117766,-0.025822,0.588140,0.000199,1.166095,-0.049083,0.000923,-0.137257,0.999799,0.000297,0.020056,-0.000000,0.002140,0.105182,-0.000019,0.185418,0.564758,1.175836,-0.004067,-0.045151,-0.141720,0.999935,-0.011374,0.000287,-0.000004,-0.133985,0.019355,-0.000318,-0.478448,0.348108,1.173509,0.039686,-0.026513,-0.116563,0.999887,-0.008345,-0.012507,-0.000001,-0.068413,-0.101943,-0.000003,-0.467532,-0.339779,1.141811,0.048934,0.035150,-0.130174,0.999379,0.020609,-0.028597,-0.000001,0.039693,-0.056749,-0.000060,0.183402,-0.563027,1.173631,-0.012462,0.044948,-0.105500,0.999896,0.013882,0.003814,0.000001,0.116045,0.032816,0.000013
