time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030000,0.306862,-0.157192,-0.000010,-0.263543,0.000000,0.000000,0.000000,0.000000,0.306407,0.078455,0.135911,-0.263170
0.040000,1.656983,-0.825486,-0.000097,-1.436721,0.000000,0.000000,0.000000,0.000000,1.654648,0.411919,0.713696,-1.434859
0.050000,1.782114,-0.857494,-0.000159,-1.562253,0.000000,0.000000,0.000000,0.000000,1.780142,0.427868,0.741469,-1.560788
0.060000,1.787185,-0.826114,-0.000220,-1.584792,0.000000,0.000000,0.000000,0.000000,1.785407,0.412078,0.714265,-1.583571
0.070000,1.953556,-0.865136,-0.000307,-1.751548,0.288077,0.148048,-0.051520,-0.241694,1.951692,0.431347,0.747852,-1.750360
0.080000,2.179584,-0.925367,-0.000411,-1.973394,0.196482,0.095946,-0.033404,-0.168178,2.177499,0.461141,0.799709,-1.972135
0.090000,2.420829,-0.989601,-0.000520,-2.209322,4.330742,1.989007,-0.693489,-3.783947,2.418494,0.492908,0.855001,-2.207969
0.100000,2.675482,-1.060644,-0.000626,-2.456265,0.682765,0.295380,-0.104341,-0.606656,2.672944,0.528089,0.916202,-2.454857
0.110000,2.681121,-1.039025,-0.000659,-2.471606,0.614498,0.248646,-0.089412,-0.554787,2.678559,0.517170,0.897381,-2.470207
0.120000,2.572474,-0.979653,-0.000650,-2.378635,2.245881,0.847687,-0.312071,-2.056215,2.570159,0.487546,0.846062,-2.377434
0.130000,2.448133,-0.916934,-0.000629,-2.269931,1.050158,0.374080,-0.142111,-0.970928,2.446213,0.456315,0.791930,-2.269048
0.140000,2.330675,-0.855772,-0.000608,-2.167880,1.777225,0.597614,-0.235290,-1.657114,2.329289,0.425891,0.739197,-2.167439
0.150000,2.272655,-0.812904,-0.000606,-2.122297,2.092709,0.673049,-0.275559,-1.962270,2.271158,0.404451,0.702065,-2.121717
0.160000,2.269279,-0.784307,-0.000623,-2.129434,1.485025,0.462484,-0.197202,-1.397326,2.268279,0.390200,0.677433,-2.129300
0.170000,2.256586,-0.746991,-0.000643,-2.129362,2.949894,0.894264,-0.397549,-2.782826,2.255682,0.371514,0.645118,-2.129296
0.180000,2.198906,-0.691221,-0.000652,-2.087439,2.217037,0.658260,-0.305554,-2.094895,2.199353,0.343824,0.597182,-2.088615
0.190000,2.102787,-0.622896,-0.000648,-2.008410,3.230148,0.937196,-0.455551,-3.057448,2.103956,0.309774,0.538195,-2.010228
