time,load_est_x,load_est_y,load_est_z,load_est_vx,load_est_vy,load_est_vz,drone0_est_x,drone0_est_y,drone0_est_z,drone0_est_vx,drone0_est_vy,drone0_est_vz,drone1_est_x,drone1_est_y,drone1_est_z,drone1_est_vx,drone1_est_vy,drone1_est_vz,drone2_est_x,drone2_est_y,drone2_est_z,drone2_est_vx,drone2_est_vy,drone2_est_vz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000
0.010000,0.538763,0.000000,0.234178,18.000000,0.000000,2.478269,0.611604,-0.000807,1.215957,0.000579,-0.000040,0.000797,-0.316223,0.499865,1.205543,-0.000810,-0.000986,0.000277,-0.276716,-0.526473,1.160678,0.001162,-0.000342,-0.001963
0.020000,0.624442,-0.000710,0.258613,8.755253,-0.024208,1.636242,0.605905,0.009944,1.233247,-0.001399,0.003689,0.004236,-0.317768,0.502883,1.140834,-0.001343,0.000064,-0.012601,-0.294354,-0.523144,1.184300,-0.004959,0.000813,0.002742
0.030000,0.631609,0.007304,0.275642,2.639505,0.310923,1.114647,0.603736,0.014039,1.240718,-0.003284,0.007237,0.007532,-0.318359,0.504029,1.112881,-0.001848,0.001066,-0.024948,-0.301068,-0.521877,1.194500,-0.010787,0.001914,0.007255
0.040000,0.595189,0.010828,0.301975,-14.585773,0.314850,4.692221,0.602564,0.016255,1.244937,-0.005099,0.010651,0.010747,-0.318681,0.504648,1.097103,-0.002331,0.002034,-0.036995,-0.304699,-0.521193,1.200253,-0.016398,0.002974,0.011662
0.050000,0.400850,0.014309,0.358769,-19.411512,0.276425,5.098125,0.601805,0.017690,1.247693,-0.006825,0.013892,0.013876,-0.318890,0.505047,1.086801,-0.002785,0.002958,-0.048731,-0.307050,-0.520749,1.204006,-0.021731,0.003982,0.015959
0.060000,0.197926,0.017145,0.409571,-14.876739,0.200256,3.350715,0.601254,0.018733,1.249673,-0.008430,0.016900,0.016900,-0.319043,0.505336,1.079405,-0.003201,0.003822,-0.060078,-0.308756,-0.520428,1.206699,-0.026688,0.004920,0.020119
0.070000,0.062184,0.019084,0.438040,-6.606876,0.117784,0.957567,0.600823,0.019549,1.251195,-0.009883,0.019613,0.019788,-0.319163,0.505562,1.073722,-0.003570,0.004608,-0.070926,-0.310092,-0.520176,1.208766,-0.031167,0.005769,0.024102
0.080000,0.016077,0.020167,0.441561,1.027853,0.053119,-1.006901,0.600468,0.020223,1.252425,-0.011151,0.021973,0.022508,-0.319262,0.505748,1.069127,-0.003885,0.005301,-0.081156,-0.311194,-0.519969,1.210436,-0.035073,0.006510,0.027865
0.090000,0.043878,0.020629,0.426696,5.712368,0.016419,-2.045429,0.600166,0.020795,1.253459,-0.012212,0.023938,0.025027,-0.319347,0.505906,1.065269,-0.004138,0.005887,-0.090645,-0.312130,-0.519792,1.211838,-0.038336,0.007130,0.031364
0.100000,0.111730,0.020773,0.403601,7.032188,0.005646,-2.155115,0.599904,0.021291,1.254353,-0.013054,0.025483,0.027316,-0.319419,0.506044,1.061935,-0.004327,0.006360,-0.099281,-0.312941,-0.519639,1.213049,-0.040914,0.007621,0.034556
0.110000,0.185701,0.020852,0.381417,5.825328,0.011767,-1.631515,0.599676,0.021722,1.255141,-0.013673,0.026605,0.029348,-0.319483,0.506163,1.058997,-0.004453,0.006717,-0.106967,-0.313648,-0.519506,1.214116,-0.042802,0.007983,0.037408
0.120000,0.242618,0.021015,0.365754,3.414386,0.024269,-0.860066,0.596851,0.023428,1.247163,-0.031272,0.036026,-0.006063,-0.314377,0.510644,1.075414,0.029258,0.035607,-0.032099,-0.310114,-0.517761,1.217374,-0.016875,0.018884,0.049753
0.130000,0.273250,0.021410,0.357529,0.934276,0.075244,-0.429367,0.594302,0.024956,1.239893,-0.046103,0.043772,-0.038859,-0.309755,0.514695,1.090386,0.057972,0.060109,0.037471,-0.306894,-0.516186,1.220331,0.005601,0.028074,0.060942
0.140000,0.279235,0.022345,0.353160,-0.786596,0.127996,-0.318201,0.592010,0.026320,1.233208,-0.058257,0.049922,-0.068797,-0.305583,0.518345,1.104168,0.081813,0.080348,0.101218,-0.303967,-0.514770,1.223035,0.024661,0.035610,0.070902
0.150000,0.269346,0.023785,0.349501,-1.451881,0.160229,-0.432661,0.589960,0.027531,1.227030,-0.067915,0.054608,-0.095716,-0.301837,0.521617,1.116920,0.101082,0.096596,0.158781,-0.301318,-0.513504,1.225517,0.040469,0.041604,0.079596
