time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.447526,0.649773,1.125439,-2.074022
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.844856,0.752473,1.303313,-2.414201
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.095382,0.810294,1.403506,-2.637231
0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.320005,0.855221,1.481446,-2.845409
0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.556286,0.897630,1.555098,-3.069707
0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.817310,0.941889,1.632011,-3.319826
0.060000,0.272839,-0.126092,-0.000033,-0.241954,1.851022,0.427407,-0.741294,-1.641368,4.020233,0.969360,1.679866,-3.521457
0.070000,0.219389,-0.096301,-0.000036,-0.197123,0.275054,0.060447,-0.104892,-0.246979,4.052597,0.955821,1.656646,-3.572880
0.080000,1.115697,-0.462891,-0.000227,-1.015141,0.177975,0.036804,-0.063909,-0.161976,3.952980,0.912807,1.582310,-3.505585
0.090000,0.600639,-0.235051,-0.000145,-0.552737,0.963145,0.187231,-0.325339,-0.886988,3.801698,0.859311,1.489774,-3.390437
0.100000,1.574438,-0.582268,-0.000435,-1.462812,0.624295,0.113966,-0.198177,-0.580932,3.718485,0.821342,1.424136,-3.335321
0.110000,2.634284,-0.926478,-0.000798,-2.465987,1.808435,0.311088,-0.541340,-1.697237,3.594580,0.773649,1.341629,-3.243840
0.120000,1.775845,-0.601809,-0.000568,-1.670764,1.043716,0.171115,-0.297938,-0.985543,2.775531,0.579352,1.004849,-2.521547
0.130000,2.692921,-0.890202,-0.000883,-2.541528,2.118747,0.335534,-0.584444,-2.008714,2.120973,0.426582,0.740026,-1.941369
0.140000,2.742567,-0.896636,-0.000897,-2.591856,2.891839,0.449206,-0.782572,-2.747458,2.547338,0.490505,0.851110,-2.350308
0.150000,2.783039,-0.907707,-0.000893,-2.630850,2.380341,0.367825,-0.640762,-2.262775,2.723272,0.499408,0.866762,-2.532888
0.160000,3.316363,-1.081952,-0.001036,-3.134907,3.184714,0.493087,-0.858829,-3.026827,2.887195,0.502690,0.872670,-2.705854
0.170000,3.564937,-1.159790,-0.001089,-3.371003,3.144735,0.488479,-0.850639,-2.987836,3.038894,0.501957,0.871606,-2.867616
0.180000,3.536987,-1.139505,-0.001067,-3.348403,3.366267,0.521897,-0.908714,-3.199002,3.167614,0.497005,0.863205,-3.006932
0.190000,3.233425,-1.023602,-0.000973,-3.067128,3.820852,0.586323,-1.020864,-3.634965,3.262941,0.487558,0.846975,-3.113150
0.200000,3.016461,-0.932400,-0.000910,-2.868739,3.627165,0.546386,-0.951405,-3.457256,3.322203,0.474071,0.823700,-3.183364
0.210000,2.995140,-0.900453,-0.000904,-2.856579,3.304824,0.486063,-0.846484,-3.157383,3.400054,0.464345,0.806937,-3.270108
0.220000,2.949095,-0.861154,-0.000884,-2.820563,3.156953,0.452429,-0.788018,-3.023357,3.497172,0.457689,0.795491,-3.374601
0.230000,2.726866,-0.773295,-0.000804,-2.614921,3.143929,0.439445,-0.765463,-3.017489,3.590133,0.450558,0.783202,-3.474572
0.240000,2.287900,-0.629382,-0.000656,-2.199628,3.026327,0.413580,-0.720402,-2.910091,3.634881,0.437650,0.760849,-3.527312
0.250000,1.944560,-0.517073,-0.000538,-1.874553,2.631622,0.352045,-0.613160,-2.534863,3.637510,0.420468,0.731037,-3.538400
0.260000,2.014643,-0.514723,-0.000533,-1.947780,1.968261,0.257114,-0.447756,-1.899330,3.609196,0.400958,0.697150,-3.518453
0.270000,2.196135,-0.534769,-0.000553,-2.130031,1.698104,0.215287,-0.374856,-1.642160,3.554144,0.380029,0.660763,-3.471441
0.280000,2.473068,-0.568268,-0.000594,-2.406893,1.919731,0.234196,-0.407716,-1.861260,3.502049,0.361029,0.627701,-3.426367
0.290000,2.835735,-0.607810,-0.000655,-2.769830,2.100682,0.244010,-0.424745,-2.042772,3.497320,0.348353,0.605604,-3.426827
0.300000,3.139487,-0.619963,-0.000709,-3.077666,2.412919,0.263616,-0.458842,-2.354177,3.473534,0.335322,0.582862,-3.407824
0.310000,3.262442,-0.586621,-0.000734,-3.209268,2.787885,0.282649,-0.491996,-2.729533,3.396282,0.319274,0.554847,-3.335407
0.320000,3.188314,-0.516981,-0.000725,-3.146121,3.013774,0.279802,-0.487151,-2.960950,3.298074,0.304117,0.528352,-3.241242
0.330000,3.052414,-0.443041,-0.000704,-3.020091,3.027150,0.254379,-0.443076,-2.983725,3.192346,0.291727,0.506636,-3.138358
0.340000,2.921836,-0.377316,-0.000680,-2.897370,2.939718,0.221485,-0.386019,-2.905834,3.083118,0.282922,0.491113,-3.030574
0.350000,2.879822,-0.328675,-0.000669,-2.861004,2.805153,0.187958,-0.327837,-2.779583,2.995456,0.280231,0.486175,-2.942424
0.360000,2.838944,-0.283563,-0.000652,-2.824746,2.697231,0.159304,-0.278108,-2.678121,2.907806,0.281589,0.488240,-2.852659
0.370000,2.515765,-0.216095,-0.000568,-2.506467,2.677977,0.137681,-0.240608,-2.663591,2.784582,0.282880,0.490180,-2.726463
0.380000,1.947568,-0.139466,-0.000431,-1.942568,2.585724,0.113392,-0.198415,-2.575605,2.642540,0.284396,0.492517,-2.580613
0.390000,1.539538,-0.087456,-0.000337,-1.537052,2.168127,0.078294,-0.137246,-2.162361,2.510751,0.287839,0.498207,-2.443933
0.400000,1.288971,-0.053627,-0.000281,-1.287855,1.658307,0.046410,-0.081591,-1.655648,2.403615,0.293912,0.508469,-2.330760
0.410000,1.335115,-0.035081,-0.000294,-1.334654,1.389176,0.027086,-0.047885,-1.388086,2.333361,0.303694,0.525160,-2.253120
0.420000,1.387157,-0.015457,-0.000318,-1.387071,1.330628,0.014371,-0.025779,-1.330301,2.275582,0.313819,0.542451,-2.187587
0.430000,1.671173,0.005782,-0.000417,-1.671163,1.317188,0.002717,-0.005546,-1.317173,2.225448,0.323214,0.558483,-2.129847
0.440000,1.887016,0.032183,-0.000551,-1.886741,1.355351,-0.008883,0.014553,-1.355243,2.230379,0.338759,0.585136,-2.125429
0.450000,2.000753,0.058134,-0.000739,-1.999908,1.609706,-0.023935,0.040470,-1.609019,2.346349,0.369942,0.638772,-2.227211
0.460000,2.014588,0.078305,-0.001000,-2.013066,1.783774,-0.040387,0.068793,-1.781990,2.430421,0.394870,0.681564,-2.299238
0.470000,1.946132,0.089560,-0.001344,-1.944070,1.890331,-0.055930,0.095457,-1.887091,2.509889,0.417222,0.719854,-2.367969
0.480000,1.842384,0.092587,-0.001784,-1.840055,1.931671,-0.068421,0.116700,-1.926928,2.583461,0.436445,0.752675,-2.432543
