time,drone0_roll,drone0_pitch,drone0_yaw,drone0_des_qw,drone0_des_qx,drone0_des_qy,drone0_des_qz,drone0_err_x,drone0_err_y,drone0_err_z,drone1_roll,drone1_pitch,drone1_yaw,drone1_des_qw,drone1_des_qx,drone1_des_qy,drone1_des_qz,drone1_err_x,drone1_err_y,drone1_err_z,drone2_roll,drone2_pitch,drone2_yaw,drone2_des_qw,drone2_des_qx,drone2_des_qy,drone2_des_qz,drone2_err_x,drone2_err_y,drone2_err_z
0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0
0.010000,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000310,-0.000172,-0.000000,1,0,0,0,0,0,0
0.020000,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.001010,-0.000572,-0.000000,1,0,0,0,0,0,0
0.030000,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.001991,-0.001140,-0.000001,1,0,0,0,0,0,0
0.040000,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.003230,-0.001861,-0.000003,1,0,0,0,0,0,0
0.050000,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.004721,-0.002731,-0.000006,1,0,0,0,0,0,0
0.060000,0.000037,0.000123,0.000000,1,0,0,0,0,0,0,-0.000003,-0.000094,-0.000000,1,0,0,0,0,0,0,0.006463,-0.003750,-0.000012,1,0,0,0,0,0,0
0.070000,0.000050,0.000276,0.000000,1,0,0,0,0,0,0,-0.000209,-0.000246,0.000000,1,0,0,0,0,0,0,0.008438,-0.004907,-0.000021,1,0,0,0,0,0,0
0.080000,0.000066,0.000537,0.000000,1,0,0,0,0,0,0,-0.000348,-0.000368,0.000000,1,0,0,0,0,0,0,0.010609,-0.006181,-0.000033,1,0,0,0,0,0,0
0.090000,0.000084,0.000905,0.000000,1,0,0,0,0,0,0,-0.000633,-0.000575,0.000000,1,0,0,0,0,0,0,0.012933,-0.007546,-0.000049,1,0,0,0,0,0,0
