time,load_x,load_y,load_z,load_vx,load_vy,load_vz,load_qw,load_qx,load_qy,load_qz,load_wx,load_wy,load_wz,drone0_x,drone0_y,drone0_z,drone0_vx,drone0_vy,drone0_vz,drone0_qw,drone0_qx,drone0_qy,drone0_qz,drone0_wx,drone0_wy,drone0_wz,drone1_x,drone1_y,drone1_z,drone1_vx,drone1_vy,drone1_vz,drone1_qw,drone1_qx,drone1_qy,drone1_qz,drone1_wx,drone1_wy,drone1_wz,drone2_x,drone2_y,drone2_z,drone2_vx,drone2_vy,drone2_vz,drone2_qw,drone2_qx,drone2_qy,drone2_qz,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.000011,-0.000019,0.159535,-0.002084,-0.003703,-0.091207,1.000000,-0.000019,0.000011,-0.000000,-0.007299,0.004214,-0.000000,0.600001,0.000000,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299999,0.519616,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299984,-0.519588,1.199848,0.003240,0.005463,-0.030173,1.000000,0.000155,-0.000086,0.000000,0.053539,-0.030216,0.000000
0.020000,-0.000042,-0.000075,0.158157,-0.004149,-0.007372,-0.182481,1.000000,-0.000074,0.000042,-0.000000,-0.014495,0.008368,-0.000001,0.600002,0.000001,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000370,-0.000726,0.000000,-0.299998,0.519616,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000369,-0.000726,0.000000,-0.299934,-0.519503,1.199395,0.006770,0.011428,-0.059444,1.000000,0.000505,-0.000286,0.000000,0.084467,-0.048622,0.000000
0.030000,-0.000094,-0.000168,0.155868,-0.006301,-0.011192,-0.273479,1.000000,-0.000165,0.000095,-0.000000,-0.021917,0.012651,-0.000002,0.600005,0.000003,1.200000,0.000361,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000612,-0.001212,0.000000,-0.299995,0.519618,1.200000,0.000361,0.000179,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000611,-0.001212,0.000000,-0.299847,-0.519357,1.198660,0.010484,0.017708,-0.086849,0.999999,0.000995,-0.000570,0.000000,0.110900,-0.064374,-0.000000
0.040000,-0.000169,-0.000300,0.152671,-0.008615,-0.015295,-0.363965,1.000000,-0.000294,0.000170,-0.000000,-0.029774,0.017183,-0.000004,0.600010,0.000005,1.200000,0.000481,0.000239,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000846,-0.001688,0.000000,-0.299990,0.519620,1.200000,0.000481,0.000238,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000844,-0.001687,0.000000,-0.299723,-0.519147,1.197659,0.014329,0.024218,-0.112483,0.999998,0.001615,-0.000930,0.000000,0.136285,-0.079439,-0.000000
0.050000,-0.000258,-0.000458,0.148712,-0.006948,-0.012366,-0.344401,1.000000,-0.000323,0.000188,-0.000000,0.082744,-0.046490,-0.000009,0.600015,0.000007,1.200000,0.000600,0.000297,-0.000005,1.000000,0.000012,-0.000025,0.000000,0.001070,-0.002144,0.000000,-0.299985,0.519623,1.200000,0.000600,0.000297,-0.000004,1.000000,0.000012,-0.000025,0.000000,0.001068,-0.002143,0.000000,-0.299559,-0.518871,1.196409,0.018292,0.030931,-0.136738,0.999996,0.002361,-0.001366,0.000000,0.161475,-0.094345,-0.000000
0.060000,-0.000334,-0.000593,0.147492,-0.008091,-0.014411,0.012078,1.000000,0.000130,-0.000066,-0.000000,0.096842,-0.054371,-0.000014,0.600003,0.000011,1.199897,-0.001956,0.000355,-0.014295,1.000000,0.000018,0.000061,0.000000,0.001278,0.018283,0.000001,-0.299977,0.519623,1.199983,0.001823,-0.001564,-0.012970,1.000000,-0.000001,-0.000047,-0.000000,-0.025534,-0.017198,-0.000002,-0.299356,-0.518526,1.194923,0.022340,0.037797,-0.159757,0.999993,0.003232,-0.001875,0.000000,0.186159,-0.108945,-0.000000
0.070000,-0.000418,-0.000744,0.147903,-0.008776,-0.015663,0.051765,1.000000,0.000636,-0.000350,-0.000000,0.105095,-0.058882,-0.000019,0.599982,0.000015,1.199754,-0.002307,0.000411,-0.013985,1.000000,0.000025,0.000138,0.000000,0.001480,0.013515,0.000000,-0.299955,0.519603,1.199825,0.002388,-0.002291,-0.016301,1.000000,-0.000104,-0.000123,-0.000000,-0.015842,-0.013005,-0.000001,-0.299112,-0.518114,1.193219,0.026303,0.044519,-0.180062,0.999988,0.004219,-0.002454,0.000000,0.207818,-0.121825,-0.000001
0.080000,-0.000510,-0.000908,0.148402,-0.009550,-0.017072,0.045969,0.999999,0.001184,-0.000657,-0.000000,0.114361,-0.063976,-0.000026,0.599946,0.000019,1.199552,-0.005310,0.000465,-0.029707,1.000000,0.000033,0.000269,0.000000,0.001652,0.040394,0.000002,-0.299929,0.519578,1.199667,0.002690,-0.002565,-0.015025,1.000000,-0.000174,-0.000184,-0.000000,-0.012733,-0.011739,-0.000001,-0.298830,-0.517636,1.191333,0.030004,0.050789,-0.196124,0.999981,0.005305,-0.003090,0.000000,0.225260,-0.132278,-0.000002
0.090000,-0.000610,-0.001087,0.148797,-0.010515,-0.018808,0.032517,0.999998,0.001784,-0.000992,-0.000000,0.125832,-0.070346,-0.000036,0.599887,0.000024,1.199245,-0.006364,0.000517,-0.030611,1.000000,0.000042,0.000452,0.000000,0.001830,0.033925,0.000001,-0.299893,0.519538,1.199424,0.004509,-0.005480,-0.033456,1.000000,-0.000316,-0.000287,-0.000000,-0.038061,-0.026386,-0.000005,-0.298512,-0.517099,1.189311,0.033325,0.056404,-0.207213,0.999972,0.006466,-0.003773,0.000000,0.238451,-0.140256,-0.000004
