time,drone0_tau_x,drone0_tau_y,drone0_tau_z,drone0_f_x,drone0_f_y,drone0_f_z,drone1_tau_x,drone1_tau_y,drone1_tau_z,drone1_f_x,drone1_f_y,drone1_f_z,drone2_tau_x,drone2_tau_y,drone2_tau_z,drone2_f_x,drone2_f_y,drone2_f_z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750,0.000000,0.000000,0.000000,0.000000,0.000000,22.317750
0.010000,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317759,0.000300,-0.000631,-0.000000,-0.000022,-0.000012,22.317757,-0.112630,0.061334,-0.000002,-0.003990,-0.007174,16.071989
0.020000,0.000339,-0.000724,-0.000000,-0.000133,-0.000068,22.317774,0.000338,-0.000724,-0.000000,-0.000133,-0.000068,22.317771,-0.138877,0.077163,-0.000006,-0.013786,-0.024363,17.099456
0.030000,0.000335,-0.000726,-0.000000,-0.000350,-0.000178,22.317803,0.000335,-0.000725,-0.000000,-0.000350,-0.000178,22.317797,-0.148579,0.083193,-0.000013,-0.028580,-0.050031,18.101632
0.040000,0.000320,-0.000699,-0.000000,-0.000675,-0.000342,22.317845,0.000319,-0.000698,-0.000000,-0.000675,-0.000341,22.317837,-0.154394,0.086748,-0.000022,-0.048361,-0.084168,19.032131
0.050000,0.000314,-0.032032,-0.000001,0.001524,-0.000554,22.267635,0.000306,-0.000666,-0.000000,-0.001104,-0.000555,22.317874,-0.159627,0.089866,-0.000034,-0.073079,-0.126697,19.845977
0.060000,0.000292,-0.013886,-0.000001,0.004972,-0.000830,22.647138,0.038485,0.019503,0.000004,-0.000993,-0.000271,12.265828,-0.164696,0.092875,-0.000047,-0.103176,-0.178383,20.648109
0.070000,0.000297,-0.048787,-0.000003,0.009953,-0.001092,21.644960,0.019501,0.010471,0.000003,-0.005350,0.004353,22.543040,-0.167038,0.094399,-0.000061,-0.139957,-0.241465,21.618557
0.080000,0.000267,-0.027591,-0.000002,0.018098,-0.001485,22.449568,0.009400,0.004836,0.000002,-0.008298,0.007720,22.966606,-0.165938,0.094001,-0.000074,-0.183744,-0.316469,22.704256
0.090000,0.000275,-0.051192,-0.000005,0.028710,-0.001866,22.347517,0.049156,0.026318,0.000012,-0.011721,0.012507,21.451039,-0.162168,0.092100,-0.000086,-0.233790,-0.402081,23.787039
0.100000,0.000276,-0.058354,-0.000007,0.038703,-0.002145,20.929845,0.024841,0.013720,0.000008,-0.018564,0.021774,23.206837,-0.157951,0.089900,-0.000096,-0.287524,-0.493875,24.667587
0.110000,0.000260,-0.056922,-0.000008,0.054538,-0.002626,21.370210,0.048779,0.026353,0.000019,-0.022203,0.027311,20.724051,-0.153734,0.087703,-0.000104,-0.347025,-0.595427,25.599012
