time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.663978,0.972718,1.684797,-3.104837
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.956478,1.046706,1.812916,-3.357300
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.161458,1.090430,1.888694,-3.544225
0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.339325,1.120655,1.941199,-3.715592
0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.515502,1.145521,1.984509,-3.890920
0.050000,0.267495,-0.128836,-0.000023,-0.234425,0.000000,0.000000,0.000000,0.000000,4.718572,1.174014,2.034152,-4.092535
0.060000,0.235587,-0.108644,-0.000029,-0.209039,4.413167,1.019026,-1.767399,-3.913302,4.897588,1.195052,2.070895,-4.274296
0.070000,1.055848,-0.463273,-0.000172,-0.948785,0.277698,0.061053,-0.105943,-0.249329,4.950839,1.185532,2.054663,-4.345535
0.080000,1.344525,-0.558894,-0.000272,-1.222859,0.197399,0.040862,-0.070954,-0.179617,4.890022,1.149484,1.992422,-4.315235
0.090000,1.263390,-0.498192,-0.000300,-1.161016,1.317478,0.255820,-0.444527,-1.213549,4.765261,1.098755,1.904708,-4.227592
0.100000,2.281914,-0.856199,-0.000611,-2.115196,0.652630,0.119110,-0.207122,-0.607321,4.682612,1.057110,1.832730,-4.177377
0.110000,2.420861,-0.872892,-0.000700,-2.258013,2.206264,0.378434,-0.658558,-2.071398,4.513472,0.995086,1.725416,-4.050206
0.120000,2.151983,-0.754842,-0.000648,-2.015253,1.059862,0.173287,-0.301730,-1.001118,3.419893,0.733337,1.271748,-3.088776
0.130000,2.739223,-0.945775,-0.000834,-2.570768,2.388321,0.376075,-0.655111,-2.265717,2.502421,0.518765,0.899807,-2.276695
0.140000,3.122126,-1.070870,-0.000942,-2.932730,2.002633,0.309118,-0.538568,-1.903925,2.932815,0.584274,1.013642,-2.689341
0.150000,3.349020,-1.145552,-0.000991,-3.147006,2.592185,0.397373,-0.692311,-2.466217,3.126744,0.595673,1.033635,-2.890207
0.160000,3.341643,-1.137873,-0.000971,-3.141946,3.222444,0.494878,-0.862044,-3.065309,3.279796,0.595781,1.034038,-3.054974
0.170000,3.065376,-1.032877,-0.000882,-2.886121,2.825670,0.435567,-0.758574,-2.686868,3.404284,0.589160,1.022751,-3.193120
0.180000,2.847223,-0.941935,-0.000819,-2.686901,3.497830,0.538716,-0.938077,-3.326351,3.485443,0.575153,0.998627,-3.289415
0.190000,2.807543,-0.905042,-0.000812,-2.657667,3.750995,0.572503,-0.996870,-3.570498,3.512168,0.553554,0.961295,-3.332389
0.200000,2.788751,-0.870672,-0.000813,-2.649351,3.762111,0.564226,-0.982521,-3.587448,3.483041,0.525249,0.912289,-3.320154
0.210000,2.650539,-0.797994,-0.000776,-2.527560,3.425142,0.501913,-0.874128,-3.273467,3.416589,0.493535,0.857334,-3.270241
0.220000,2.324535,-0.672518,-0.000679,-2.225125,3.201958,0.457494,-0.796878,-3.067282,3.357818,0.464758,0.807452,-3.225983
0.230000,2.054770,-0.569110,-0.000595,-1.974384,3.190145,0.444852,-0.774920,-3.062455,3.346313,0.443633,0.770837,-3.225959
0.240000,2.221713,-0.586582,-0.000634,-2.142878,3.107004,0.424003,-0.738592,-2.988006,3.410378,0.432854,0.752168,-3.298114
0.250000,2.400867,-0.601268,-0.000671,-2.324358,2.719650,0.363843,-0.633735,-2.619636,3.464020,0.420920,0.731462,-3.359646
0.260000,2.702514,-0.638311,-0.000739,-2.626051,1.965307,0.257248,-0.448000,-1.896193,3.500035,0.407501,0.708141,-3.403341
0.270000,3.036220,-0.671766,-0.000816,-2.960973,1.822791,0.232119,-0.404167,-1.762197,3.512075,0.392538,0.682108,-3.422764
0.280000,3.339076,-0.686589,-0.000891,-3.267724,1.917249,0.235589,-0.410134,-1.857992,3.500657,0.376819,0.654734,-3.418176
0.290000,3.492805,-0.661822,-0.000937,-3.429531,2.076117,0.243687,-0.424162,-2.017663,3.470100,0.361500,0.628028,-3.393596
0.300000,3.430812,-0.594264,-0.000934,-3.378952,2.368377,0.262423,-0.456725,-2.309058,3.454286,0.350673,0.609095,-3.382030
0.310000,3.271991,-0.514681,-0.000905,-3.231258,2.748946,0.283812,-0.493950,-2.689269,3.443435,0.343839,0.597066,-3.373800
0.320000,3.135012,-0.445650,-0.000876,-3.103175,2.983296,0.283272,-0.493087,-2.928597,3.414154,0.339285,0.588960,-3.345812
0.330000,3.095629,-0.396371,-0.000866,-3.070148,3.002792,0.259172,-0.451293,-2.957351,3.381821,0.339024,0.588270,-3.312962
0.340000,3.052782,-0.351223,-0.000845,-3.032511,2.918956,0.226764,-0.395071,-2.883193,3.336831,0.342206,0.593520,-3.265742
0.350000,2.721482,-0.280099,-0.000741,-2.707029,2.786148,0.193137,-0.336716,-2.758974,3.259983,0.346378,0.600465,-3.185429
0.360000,2.145908,-0.195656,-0.000576,-2.136970,2.677037,0.164037,-0.286214,-2.656633,3.172963,0.352726,0.611172,-3.093501
0.370000,1.732307,-0.137713,-0.000463,-1.726824,2.658272,0.142152,-0.248267,-2.642833,3.082131,0.360577,0.624481,-2.996588
0.380000,1.441437,-0.097679,-0.000391,-1.438124,2.567397,0.117452,-0.205375,-2.556473,2.955275,0.364439,0.630889,-2.864055
0.390000,1.473383,-0.082595,-0.000418,-1.471066,2.152638,0.081459,-0.142679,-2.146359,2.819390,0.365728,0.632854,-2.722995
0.400000,1.560499,-0.069573,-0.000485,-1.558947,1.649782,0.048779,-0.085674,-1.646834,2.707658,0.367630,0.635878,-2.606131
0.410000,1.851505,-0.062254,-0.000673,-1.850458,1.407561,0.029479,-0.052048,-1.406290,2.601090,0.367114,0.634705,-2.495605
0.420000,2.020065,-0.047678,-0.000933,-2.019502,1.362503,0.016515,-0.029542,-1.362082,2.511802,0.365648,0.631861,-2.403373
0.430000,2.059448,-0.030887,-0.001298,-2.059216,1.347305,0.004389,-0.008522,-1.347271,2.456702,0.365917,0.631958,-2.345660
0.440000,2.010884,-0.016595,-0.001803,-2.010815,1.335653,-0.007337,0.011781,-1.335580,2.428896,0.367356,0.633993,-2.315737
0.450000,1.933382,-0.007164,-0.002494,-1.933367,1.604990,-0.022389,0.037596,-1.604394,2.491851,0.380145,0.655477,-2.373849
0.460000,1.849081,-0.002903,-0.003408,-1.849076,1.771707,-0.038749,0.065633,-1.770067,2.552375,0.390697,0.672898,-2.430881
0.470000,1.841302,-0.003604,-0.004773,-1.841293,1.873458,-0.054290,0.092114,-1.870405,2.605276,0.398786,0.685811,-2.481552
0.480000,1.801733,-0.008870,-0.006456,-1.801699,1.914952,-0.067001,0.113498,-1.910411,2.667291,0.407752,0.699894,-2.541324
0.490000,1.685599,-0.017531,-0.008186,-1.685488,1.905300,-0.075574,0.127472,-1.899529,2.730568,0.417323,0.714580,-2.602157
0.500000,1.524691,-0.027781,-0.009823,-1.524407,1.859327,-0.079697,0.133463,-1.852818,2.786775,0.427211,0.729282,-2.655514
0.510000,1.640210,-0.046326,-0.013729,-1.639498,1.796591,-0.080030,0.132575,-1.789905,2.834837,0.438149,0.745169,-2.699823
0.520000,1.883036,-0.076397,-0.020170,-1.881377,1.762170,-0.078894,0.128639,-1.755697,2.878769,0.451428,0.764351,-2.738483
0.530000,2.082671,-0.115964,-0.028330,-2.079247,1.741086,-0.076013,0.121105,-1.735205,2.925549,0.468506,0.789210,-2.777857
0.540000,2.269274,-0.168517,-0.039009,-2.262672,1.712711,-0.070848,0.109056,-1.707766,2.982203,0.490560,0.821621,-2.824504
0.550000,2.454367,-0.238758,-0.053066,-2.442150,1.696389,-0.064587,0.094322,-1.692533,3.053065,0.518048,0.862225,-2.882603
0.560000,2.649102,-0.333732,-0.071618,-2.627020,1.779092,-0.060392,0.081037,-1.776219,3.138788,0.550472,0.910082,-2.953087
0.570000,2.860586,-0.462664,-0.095951,-2.821292,1.867022,-0.054319,0.062734,-1.865177,3.237652,0.586526,0.962955,-3.034979
0.580000,3.085190,-0.634676,-0.127071,-3.016528,1.972431,-0.046455,0.038811,-1.971502,3.348054,0.624523,1.018094,-3.127766
0.590000,3.304340,-0.853471,-0.164843,-3.187959,2.090663,-0.036035,0.007264,-2.090339,3.469263,0.662675,1.072749,-3.232005
0.600000,3.483856,-1.108946,-0.206804,-3.296168,2.225164,-0.022068,-0.034683,-2.224784,3.600237,0.699100,1.124238,-3.347992
0.610000,3.571109,-1.366390,-0.246710,-3.290127,2.387219,-0.002878,-0.091628,-2.385458,3.737100,0.731595,1.169654,-3.473124
0.620000,3.497174,-1.560534,-0.273937,-3.117678,2.581866,0.024356,-0.170552,-2.576112,3.871702,0.757644,1.205902,-3.600257
0.630000,3.210806,-1.616448,-0.277135,-2.760357,2.802474,0.063386,-0.279948,-2.787736,3.994754,0.775298,1.231042,-3.720417
0.640000,3.130526,-1.720211,-0.289201,-2.599506,3.032434,0.118000,-0.427625,-2.999811,4.102557,0.784608,1.246307,-3.829110
0.650000,2.863085,-1.663856,-0.275043,-2.313696,3.248621,0.190437,-0.617046,-3.183791,4.200971,0.788155,1.256605,-3.930383
0.660000,2.338258,-1.396198,-0.227154,-1.861849,3.422125,0.279073,-0.841954,-3.305173,4.301395,0.789811,1.268307,-4.033559
0.670000,1.679000,-1.004392,-0.160688,-1.335820,3.516420,0.375765,-1.080076,-3.325274,4.411143,0.792630,1.285741,-4.144489
0.680000,1.119992,-0.656932,-0.103102,-0.901218,3.489080,0.464470,-1.290024,-3.208393,4.526722,0.797669,1.309188,-4.259221
0.690000,0.764871,-0.431897,-0.066269,-0.627774,3.309140,0.524846,-1.421047,-2.942035,4.636907,0.804794,1.336131,-4.366689
0.700000,0.606173,-0.324053,-0.048402,-0.509993,3.165786,0.575299,-1.526459,-2.713145,4.733154,0.814600,1.364710,-4.458334
0.710000,0.751938,-0.374112,-0.054089,-0.650020,3.054082,0.614804,-1.602811,-2.525951,4.816763,0.829431,1.396193,-4.534744
0.720000,1.156061,-0.524724,-0.072787,-1.027543,2.652296,0.574876,-1.473489,-2.129090,4.896110,0.852505,1.434358,-4.603015
0.730000,1.635508,-0.661061,-0.086607,-1.493447,1.968315,0.448856,-1.130323,-1.547631,4.978749,0.886054,1.482939,-4.669448
0.740000,2.122281,-0.743793,-0.089543,-1.985656,1.263736,0.297697,-0.735586,-0.983523,5.066798,0.929929,1.543448,-4.735551
0.750000,2.461097,-0.729175,-0.076952,-2.349336,0.716502,0.171893,-0.416245,-0.557287,5.157096,0.981042,1.614087,-4.798741
0.760000,2.723632,-0.669911,-0.057250,-2.639340,0.368975,0.089149,-0.211371,-0.288993,5.244066,1.033675,1.689613,-4.855611
0.770000,2.895622,-0.589080,-0.035725,-2.834843,0.243862,0.058787,-0.136376,-0.193428,5.322026,1.080420,1.761735,-4.904379
0.780000,2.743187,-0.468988,-0.016143,-2.702752,0.473973,0.112995,-0.256277,-0.382367,5.386430,1.113642,1.820162,-4.945749
0.790000,2.446815,-0.363027,-0.004464,-2.419731,0.887553,0.207142,-0.458627,-0.731097,5.436932,1.127702,1.855222,-4.984643
0.800000,2.283589,-0.306427,0.000149,-2.262937,1.168501,0.263794,-0.568678,-0.986110,5.482373,1.121402,1.861777,-5.033156
0.810000,2.177525,-0.277084,0.000169,-2.159824,1.424195,0.306871,-0.641687,-1.233856,5.539616,1.098355,1.840871,-5.108048
0.820000,2.267510,-0.288288,-0.003471,-2.249106,1.799604,0.364831,-0.736342,-1.601023,5.623388,1.064773,1.797670,-5.220836
0.830000,2.315578,-0.309670,-0.010289,-2.294755,2.230228,0.419105,-0.811679,-2.034563,5.726369,1.025607,1.736481,-5.359483
0.840000,2.409408,-0.354097,-0.019970,-2.383163,2.775168,0.476303,-0.880103,-2.588457,5.816748,0.984656,1.662252,-5.486523
0.850000,2.539615,-0.423349,-0.032172,-2.503874,3.234271,0.499801,-0.878265,-3.072354,5.868791,0.948839,1.588864,-5.569374
0.860000,2.697926,-0.519024,-0.046329,-2.647125,3.455086,0.474183,-0.794345,-3.328931,5.889104,0.928391,1.538916,-5.608152
0.870000,2.867480,-0.638413,-0.061345,-2.794836,3.220042,0.387496,-0.625211,-3.134905,5.906919,0.931229,1.531814,-5.628326
0.880000,3.038732,-0.774931,-0.075848,-2.937281,2.711238,0.283238,-0.447860,-2.658949,5.944396,0.957515,1.572305,-5.652156
0.890000,3.215951,-0.919729,-0.088668,-3.080354,2.584587,0.233630,-0.370474,-2.547205,6.001333,0.998914,1.648109,-5.683476
0.900000,3.383109,-1.053535,-0.098208,-3.213386,2.327966,0.184285,-0.301693,-2.300966,6.069304,1.043567,1.738035,-5.720721
0.910000,3.515263,-1.150864,-0.102912,-3.319939,1.913906,0.137104,-0.238357,-1.894050,6.147081,1.082310,1.823181,-5.769855
0.920000,3.615813,-1.198542,-0.102753,-3.409845,1.593738,0.108681,-0.203798,-1.576913,6.231118,1.110242,1.891311,-5.832422
0.930000,3.703194,-1.198470,-0.098961,-3.502503,1.424834,0.097820,-0.197263,-1.407718,6.301461,1.125112,1.935699,-5.890297
