time,drone0_roll,drone0_pitch,drone0_yaw,drone0_des_qw,drone0_des_qx,drone0_des_qy,drone0_des_qz,drone0_err_x,drone0_err_y,drone0_err_z,drone1_roll,drone1_pitch,drone1_yaw,drone1_des_qw,drone1_des_qx,drone1_des_qy,drone1_des_qz,drone1_err_x,drone1_err_y,drone1_err_z,drone2_roll,drone2_pitch,drone2_yaw,drone2_des_qw,drone2_des_qx,drone2_des_qy,drone2_des_qz,drone2_err_x,drone2_err_y,drone2_err_z
0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0
0.010000,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000446,-0.000248,-0.000000,1,0,0,0,0,0,0
0.020000,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,0.001425,-0.000806,-0.000001,1,0,0,0,0,0,0
0.030000,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,0.002764,-0.001579,-0.000002,1,0,0,0,0,0,0
0.040000,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,0.004422,-0.002541,-0.000006,1,0,0,0,0,0,0
0.050000,0.000025,0.000068,0.000000,1,0,0,0,0,0,0,0.000025,-0.000049,-0.000000,1,0,0,0,0,0,0,0.006384,-0.003682,-0.000012,1,0,0,0,0,0,0
0.060000,0.000037,0.000220,0.000000,1,0,0,0,0,0,0,0.000022,-0.000081,-0.000000,1,0,0,0,0,0,0,0.008639,-0.004997,-0.000021,1,0,0,0,0,0,0
0.070000,0.000050,0.000460,0.000000,1,0,0,0,0,0,0,-0.000193,-0.000237,0.000000,1,0,0,0,0,0,0,0.011169,-0.006473,-0.000036,1,0,0,0,0,0,0
0.080000,0.000066,0.000806,0.000000,1,0,0,0,0,0,0,-0.000336,-0.000361,0.000000,1,0,0,0,0,0,0,0.013938,-0.008092,-0.000056,1,0,0,0,0,0,0
0.090000,0.000084,0.001285,0.000000,1,0,0,0,0,0,0,-0.000583,-0.000546,0.000000,1,0,0,0,0,0,0,0.016902,-0.009827,-0.000083,1,0,0,0,0,0,0
0.100000,0.000103,0.001849,0.000000,1,0,0,0,0,0,0,-0.000938,-0.000800,0.000000,1,0,0,0,0,0,0,0.020019,-0.011653,-0.000116,1,0,0,0,0,0,0
0.110000,0.000123,0.002552,0.000000,1,0,0,0,0,0,0,-0.001318,-0.001071,0.000001,1,0,0,0,0,0,0,0.023256,-0.013552,-0.000157,1,0,0,0,0,0,0
0.120000,0.000145,0.003381,0.000000,1,0,0,0,0,0,0,-0.001828,-0.001421,0.000001,1,0,0,0,0,0,0,0.026545,-0.015484,-0.000205,1,0,0,0,0,0,0
0.130000,0.000167,0.004335,0.000000,1,0,0,0,0,0,0,-0.002382,-0.001800,0.000002,1,0,0,0,0,0,0,0.029722,-0.017356,-0.000258,1,0,0,0,0,0,0
0.140000,0.000191,0.005431,0.000001,1,0,0,0,0,0,0,-0.003046,-0.002243,0.000003,1,0,0,0,0,0,0,0.032749,-0.019144,-0.000313,1,0,0,0,0,0,0
0.150000,0.000216,0.006679,0.000001,1,0,0,0,0,0,0,-0.003799,-0.002741,0.000005,1,0,0,0,0,0,0,0.035690,-0.020881,-0.000373,1,0,0,0,0,0,0
0.160000,0.000241,0.008083,0.000001,1,0,0,0,0,0,0,-0.004651,-0.003297,0.000007,1,0,0,0,0,0,0,0.038548,-0.022571,-0.000435,1,0,0,0,0,0,0
0.170000,0.000267,0.009608,0.000002,1,0,0,0,0,0,0,-0.005626,-0.003926,0.000010,1,0,0,0,0,0,0,0.041312,-0.024206,-0.000500,1,0,0,0,0,0,0
0.180000,0.000293,0.011201,0.000002,1,0,0,0,0,0,0,-0.006707,-0.004617,0.000015,1,0,0,0,0,0,0,0.043967,-0.025779,-0.000567,1,0,0,0,0,0,0
