time,load_est_x,load_est_y,load_est_z,load_est_vx,load_est_vy,load_est_vz,drone0_est_x,drone0_est_y,drone0_est_z,drone0_est_vx,drone0_est_vy,drone0_est_vz,drone1_est_x,drone1_est_y,drone1_est_z,drone1_est_vx,drone1_est_vy,drone1_est_vz,drone2_est_x,drone2_est_y,drone2_est_z,drone2_est_vx,drone2_est_vy,drone2_est_vz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000
0.010000,0.538760,0.000000,0.180087,18.000000,0.000000,0.671115,0.611604,-0.000807,1.215957,0.000579,-0.000040,0.000797,-0.316223,0.499865,1.205543,-0.000810,-0.000986,0.000277,-0.276716,-0.526473,1.160678,0.001162,-0.000342,-0.001963
0.020000,0.624446,-0.000710,0.196946,8.755330,-0.024208,0.792192,0.605905,0.009944,1.233247,-0.001399,0.003689,0.004236,-0.317768,0.502883,1.140834,-0.001343,0.000064,-0.012601,-0.294354,-0.523144,1.184300,-0.004959,0.000813,0.002742
0.030000,0.631632,0.007302,0.213010,2.639416,0.310923,0.849438,0.603736,0.014039,1.240718,-0.003284,0.007237,0.007532,-0.318359,0.504029,1.112881,-0.001848,0.001066,-0.024948,-0.301068,-0.521877,1.194500,-0.010787,0.001914,0.007255
0.040000,0.630499,0.012251,0.222308,0.126402,0.315857,0.612648,0.602564,0.016255,1.244937,-0.005099,0.010651,0.010747,-0.318681,0.504648,1.097103,-0.002331,0.002034,-0.036995,-0.304699,-0.521193,1.200253,-0.016398,0.002974,0.011662
0.050000,0.621536,0.015705,0.228040,-0.792116,0.235784,0.373982,0.601805,0.017690,1.247693,-0.006825,0.013892,0.013876,-0.318890,0.505047,1.086801,-0.002785,0.002958,-0.048731,-0.307050,-0.520749,1.204006,-0.021731,0.003982,0.015959
0.060000,0.588222,0.018040,0.238059,-15.587511,0.143427,3.973271,0.601254,0.018733,1.249673,-0.008430,0.016900,0.016900,-0.319043,0.505336,1.079405,-0.003201,0.003822,-0.060078,-0.308756,-0.520428,1.206699,-0.026688,0.004920,0.020119
0.070000,0.420961,0.019441,0.280409,-19.392062,0.069966,4.718058,0.600823,0.019549,1.251195,-0.009883,0.019613,0.019788,-0.319163,0.505562,1.073722,-0.003570,0.004608,-0.070926,-0.310092,-0.520176,1.208766,-0.031167,0.005769,0.024102
0.080000,0.221857,0.020087,0.328230,-15.062970,0.024467,3.405907,0.600468,0.020223,1.252425,-0.011151,0.021973,0.022508,-0.319262,0.505748,1.069127,-0.003885,0.005301,-0.081156,-0.311194,-0.519969,1.210436,-0.035073,0.006510,0.027865
0.090000,0.075335,0.020319,0.360920,-6.828769,0.007605,1.202766,0.600166,0.020795,1.253459,-0.012212,0.023938,0.025027,-0.319347,0.505906,1.065269,-0.004138,0.005887,-0.090645,-0.312130,-0.519792,1.211838,-0.038336,0.007130,0.031364
0.100000,0.017759,0.020404,0.369881,1.266312,0.010568,-0.861593,0.599904,0.021291,1.254353,-0.013054,0.025483,0.027316,-0.319419,0.506044,1.061935,-0.004327,0.006360,-0.099281,-0.312941,-0.519639,1.213049,-0.040914,0.007621,0.034556
0.110000,0.038994,0.020532,0.358958,6.544906,0.023074,-2.107471,0.599676,0.021722,1.255141,-0.013673,0.026605,0.029348,-0.319483,0.506163,1.058997,-0.004453,0.006717,-0.106967,-0.313648,-0.519506,1.214116,-0.042802,0.007983,0.037408
0.120000,0.110854,0.020795,0.336264,8.311252,0.036058,-2.400323,0.596913,0.023428,1.247328,-0.030865,0.036026,-0.005357,-0.314328,0.510523,1.075081,0.029575,0.034814,-0.033525,-0.310143,-0.517811,1.217526,-0.017063,0.018559,0.050403
0.130000,0.196766,0.021263,0.311176,7.061800,0.083966,-2.191502,0.594420,0.024956,1.240208,-0.045350,0.043772,-0.037502,-0.309663,0.514464,1.089750,0.058558,0.058641,0.034731,-0.306949,-0.516281,1.220621,0.005254,0.027473,0.062190
0.140000,0.266422,0.022236,0.288927,4.147379,0.133388,-1.648181,0.592179,0.026320,1.233661,-0.057216,0.049923,-0.066850,-0.305452,0.518015,1.103253,0.082623,0.078320,0.097284,-0.304045,-0.514905,1.223452,0.024182,0.034781,0.072694
0.150000,0.304966,0.023692,0.272595,1.007608,0.163440,-1.009060,0.590175,0.027531,1.227610,-0.066642,0.054608,-0.093240,-0.301670,0.521199,1.115748,0.102071,0.094117,0.153782,-0.301417,-0.513675,1.226051,0.039884,0.040590,0.081873
0.160000,0.311532,0.025426,0.262852,-1.332514,0.167410,-0.476355,0.588394,0.028599,1.222008,-0.073868,0.057990,-0.116595,-0.298296,0.524034,1.127335,0.117325,0.106398,0.204037,-0.299055,-0.512581,1.228439,0.052613,0.045048,0.089722
0.170000,0.295513,0.027164,0.258360,-2.413732,0.149197,-0.166919,0.586821,0.029534,1.216822,-0.079163,0.060246,-0.136917,-0.295306,0.526543,1.138078,0.128869,0.115579,0.248028,-0.296944,-0.511616,1.230631,0.062678,0.048320,0.096267
0.180000,0.270232,0.028684,0.256714,-2.300785,0.118692,-0.101858,0.585443,0.030347,1.212031,-0.082805,0.061552,-0.154278,-0.292672,0.528750,1.148020,0.137214,0.122094,0.285882,-0.295070,-0.510769,1.232638,0.070413,0.050575,0.101564
0.190000,0.247433,0.029879,0.255467,-1.393890,0.086416,-0.225106,0.584241,0.031049,1.207617,-0.085062,0.062076,-0.168809,-0.290366,0.530677,1.157195,0.142857,0.126366,0.317852,-0.293417,-0.510031,1.234469,0.076151,0.051980,0.105690
0.200000,0.234522,0.030744,0.252817,-0.194843,0.059850,-0.441059,0.583200,0.031652,1.203565,-0.086182,0.061971,-0.180689,-0.288358,0.532353,1.165633,0.146259,0.128784,0.344287,-0.291965,-0.509391,1.236132,0.080208,0.052685,0.108741
0.210000,0.233924,0.031343,0.247931,0.871586,0.042261,-0.653212,0.582302,0.032167,1.199861,-0.086386,0.061371,-0.190126,-0.286619,0.533801,1.173362,0.147837,0.129700,0.365608,-0.290696,-0.508839,1.237638,0.082871,0.052826,0.110820
0.220000,0.243898,0.031769,0.240946,1.552474,0.033274,-0.792418,0.582584,0.029437,1.202894,-0.080041,0.042850,-0.165916,-0.287082,0.531356,1.172165,0.137085,0.108969,0.341793,-0.288036,-0.507543,1.235809,0.093016,0.057083,0.096409
0.230000,0.260374,0.031995,0.232894,1.822022,-0.065289,-0.638642,0.582866,0.026976,1.205793,-0.074220,0.027319,-0.143905,-0.287548,0.529124,1.170902,0.127211,0.091117,0.319188,-0.285689,-0.506403,1.234063,0.100634,0.060140,0.083320
0.240000,0.279180,0.031193,0.226594,1.756566,-0.182298,-0.349402,0.583146,0.024763,1.208550,-0.068893,0.014353,-0.123995,-0.288011,0.527094,1.169595,0.118163,0.075777,0.297843,-0.283623,-0.505404,1.232403,0.106158,0.062213,0.071491
0.250000,0.297088,0.029227,0.223262,1.518881,-0.267579,-0.069361,0.583419,0.022778,1.211161,-0.064023,0.003578,-0.106066,-0.288465,0.525252,1.168264,0.109886,0.062617,0.277780,-0.281810,-0.504531,1.230833,0.109961,0.063483,0.060851
