time,load_x,load_y,load_z,load_vx,load_vy,load_vz,load_qw,load_qx,load_qy,load_qz,load_wx,load_wy,load_wz,drone0_x,drone0_y,drone0_z,drone0_vx,drone0_vy,drone0_vz,drone0_qw,drone0_qx,drone0_qy,drone0_qz,drone0_wx,drone0_wy,drone0_wz,drone1_x,drone1_y,drone1_z,drone1_vx,drone1_vy,drone1_vz,drone1_qw,drone1_qx,drone1_qy,drone1_qz,drone1_wx,drone1_wy,drone1_wz,drone2_x,drone2_y,drone2_z,drone2_vx,drone2_vy,drone2_vz,drone2_qw,drone2_qx,drone2_qy,drone2_qz,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.160000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300000,-0.519615,1.200000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.159500,0.000075,0.000037,-0.098100,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600001,0.000000,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299999,0.519616,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000,-0.299999,-0.519615,1.200000,0.000121,0.000060,-0.000000,1.000000,0.000000,-0.000001,0.000000,0.000136,-0.000264,0.000000
0.020000,0.000002,0.000001,0.158018,0.000150,0.000075,-0.196201,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600002,0.000001,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000370,-0.000726,0.000000,-0.299996,0.519614,1.199986,0.000687,-0.000654,-0.004465,1.000000,-0.000015,-0.000012,-0.000000,-0.008372,-0.005589,-0.000000,-0.299998,-0.519614,1.200000,0.000240,0.000120,-0.000001,1.000000,0.000002,-0.000003,0.000000,0.000369,-0.000726,0.000000
0.030000,0.000003,0.000002,0.155556,0.000226,0.000112,-0.294301,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600005,0.000003,1.200000,0.000361,0.000180,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000612,-0.001212,0.000000,-0.299985,0.519602,1.199912,0.001612,-0.001988,-0.011166,1.000000,-0.000077,-0.000053,-0.000000,-0.017625,-0.011534,-0.000000,-0.299995,-0.519613,1.200000,0.000361,0.000179,-0.000002,1.000000,0.000004,-0.000008,0.000000,0.000611,-0.001212,0.000000
0.040000,0.000006,0.000003,0.152113,0.000302,0.000150,-0.392402,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600010,0.000005,1.200000,0.000481,0.000239,-0.000003,1.000000,0.000008,-0.000015,0.000000,0.000846,-0.001688,0.000000,-0.299962,0.519571,1.199752,0.002989,-0.004106,-0.020844,1.000000,-0.000199,-0.000132,-0.000000,-0.030748,-0.019655,-0.000000,-0.299990,-0.519610,1.200000,0.000481,0.000238,-0.000004,1.000000,0.000008,-0.000015,0.000000,0.000845,-0.001687,0.000000
0.050000,0.000009,0.000004,0.148141,0.000270,0.000134,-0.262008,1.000000,-0.000002,0.000004,0.000000,-0.000897,0.001810,-0.000000,0.600011,0.000007,1.199980,-0.001445,0.000297,-0.011499,1.000000,0.000012,0.000001,0.000000,0.001064,0.023523,0.000001,-0.299924,0.519517,1.199488,0.004646,-0.006713,-0.031973,1.000000,-0.000387,-0.000251,-0.000000,-0.044192,-0.027987,-0.000001,-0.299980,-0.519600,1.199951,0.001710,0.002220,-0.012095,1.000000,0.000062,-0.000052,0.000000,0.020761,-0.013189,0.000001
0.060000,0.000012,0.000006,0.147457,0.000324,0.000161,0.029368,1.000000,-0.000007,0.000014,0.000000,-0.001079,0.002177,-0.000000,0.599993,0.000011,1.199850,-0.002000,0.000355,-0.013255,1.000000,0.000018,0.000093,0.000000,0.001280,0.014581,0.000000,-0.299868,0.519435,1.199108,0.006527,-0.009713,-0.044043,1.000000,-0.000643,-0.000413,-0.000000,-0.058090,-0.036557,-0.000001,-0.299961,-0.519575,1.199827,0.002062,0.002687,-0.012301,1.000000,0.000146,-0.000108,0.000000,0.014663,-0.010345,0.000000
0.070000,0.000015,0.000008,0.147925,0.000378,0.000188,0.052081,1.000000,-0.000013,0.000026,-0.000000,-0.001258,0.002538,-0.000000,0.599970,0.000015,1.199712,-0.003670,0.000411,-0.020567,1.000000,0.000025,0.000171,0.000000,0.001471,0.030882,0.000001,-0.299792,0.519321,1.198601,0.008604,-0.013060,-0.057049,0.999999,-0.000970,-0.000618,-0.000000,-0.072605,-0.045449,-0.000002,-0.299935,-0.519539,1.199659,0.003590,0.005193,-0.025819,1.000000,0.000264,-0.000186,0.000000,0.037540,-0.023340,0.000002
0.080000,0.000020,0.000010,0.148413,0.000433,0.000214,0.044128,1.000000,-0.000020,0.000040,0.000000,-0.001436,0.002903,0.000000,0.599920,0.000019,1.199439,-0.005732,0.000465,-0.028993,1.000000,0.000033,0.000355,0.000000,0.001658,0.034690,0.000001,-0.299695,0.519173,1.197965,0.010749,-0.016529,-0.069613,0.999999,-0.001368,-0.000867,-0.000000,-0.085651,-0.053504,-0.000003,-0.299895,-0.519480,1.199384,0.004332,0.006339,-0.027621,1.000000,0.000439,-0.000297,0.000000,0.032541,-0.021219,0.000001
0.090000,0.000024,0.000012,0.148787,0.000488,0.000241,0.030223,1.000000,-0.000027,0.000055,0.000000,-0.001614,0.003266,0.000000,0.599853,0.000024,1.199122,-0.008280,0.000516,-0.039759,1.000000,0.000042,0.000550,0.000000,0.001817,0.051956,0.000002,-0.299577,0.518991,1.197215,0.012786,-0.019821,-0.079771,0.999998,-0.001823,-0.001151,-0.000000,-0.095909,-0.059938,-0.000004,-0.299842,-0.519401,1.199024,0.006120,0.009303,-0.042501,1.000000,0.000667,-0.000440,0.000000,0.052001,-0.032439,0.000003
