time,drone0_roll,drone0_pitch,drone0_yaw,drone0_des_qw,drone0_des_qx,drone0_des_qy,drone0_des_qz,drone0_err_x,drone0_err_y,drone0_err_z,drone1_roll,drone1_pitch,drone1_yaw,drone1_des_qw,drone1_des_qx,drone1_des_qy,drone1_des_qz,drone1_err_x,drone1_err_y,drone1_err_z,drone2_roll,drone2_pitch,drone2_yaw,drone2_des_qw,drone2_des_qx,drone2_des_qy,drone2_des_qz,drone2_err_x,drone2_err_y,drone2_err_z
0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0
0.010000,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0,0.000001,-0.000001,-0.000000,1,0,0,0,0,0,0
0.020000,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0,-0.000030,-0.000024,0.000000,1,0,0,0,0,0,0,0.000003,-0.000006,-0.000000,1,0,0,0,0,0,0
0.030000,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0,-0.000155,-0.000107,0.000000,1,0,0,0,0,0,0,0.000008,-0.000016,-0.000000,1,0,0,0,0,0,0
0.040000,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0,-0.000399,-0.000264,0.000000,1,0,0,0,0,0,0,0.000015,-0.000030,-0.000000,1,0,0,0,0,0,0
0.050000,0.000025,0.000002,0.000000,1,0,0,0,0,0,0,-0.000774,-0.000503,0.000000,1,0,0,0,0,0,0,0.000125,-0.000104,-0.000000,1,0,0,0,0,0,0
0.060000,0.000037,0.000187,0.000000,1,0,0,0,0,0,0,-0.001286,-0.000826,0.000001,1,0,0,0,0,0,0,0.000291,-0.000217,-0.000000,1,0,0,0,0,0,0
0.070000,0.000050,0.000342,0.000000,1,0,0,0,0,0,0,-0.001941,-0.001237,0.000001,1,0,0,0,0,0,0,0.000529,-0.000371,-0.000000,1,0,0,0,0,0,0
0.080000,0.000066,0.000711,0.000000,1,0,0,0,0,0,0,-0.002736,-0.001734,0.000002,1,0,0,0,0,0,0,0.000878,-0.000594,-0.000000,1,0,0,0,0,0,0
0.090000,0.000084,0.001100,0.000000,1,0,0,0,0,0,0,-0.003647,-0.002303,0.000004,1,0,0,0,0,0,0,0.001334,-0.000880,-0.000001,1,0,0,0,0,0,0
0.100000,0.000103,0.001641,0.000000,1,0,0,0,0,0,0,-0.004650,-0.002930,0.000007,1,0,0,0,0,0,0,0.001871,-0.001217,-0.000001,1,0,0,0,0,0,0
0.110000,0.000123,0.002285,0.000000,1,0,0,0,0,0,0,-0.005728,-0.003605,0.000010,1,0,0,0,0,0,0,0.002534,-0.001627,-0.000002,1,0,0,0,0,0,0
0.120000,0.000145,0.003035,0.000000,1,0,0,0,0,0,0,-0.006867,-0.004318,0.000015,1,0,0,0,0,0,0,0.003304,-0.002101,-0.000003,1,0,0,0,0,0,0
0.130000,0.000167,0.003921,0.000000,1,0,0,0,0,0,0,-0.008054,-0.005063,0.000020,1,0,0,0,0,0,0,0.004184,-0.002641,-0.000005,1,0,0,0,0,0,0
0.140000,0.000191,0.004938,0.000001,1,0,0,0,0,0,0,-0.009275,-0.005831,0.000027,1,0,0,0,0,0,0,0.005191,-0.003255,-0.000008,1,0,0,0,0,0,0
0.150000,0.000216,0.006094,0.000001,1,0,0,0,0,0,0,-0.010520,-0.006614,0.000035,1,0,0,0,0,0,0,0.006330,-0.003946,-0.000012,1,0,0,0,0,0,0
0.160000,0.000241,0.007400,0.000001,1,0,0,0,0,0,0,-0.011778,-0.007407,0.000043,1,0,0,0,0,0,0,0.007604,-0.004717,-0.000018,1,0,0,0,0,0,0
0.170000,0.000267,0.008859,0.000001,1,0,0,0,0,0,0,-0.013039,-0.008204,0.000053,1,0,0,0,0,0,0,0.008989,-0.005552,-0.000024,1,0,0,0,0,0,0
0.180000,0.000293,0.010423,0.000002,1,0,0,0,0,0,0,-0.014327,-0.009016,0.000064,1,0,0,0,0,0,0,0.010435,-0.006426,-0.000033,1,0,0,0,0,0,0
0.190000,0.000320,0.012044,0.000002,1,0,0,0,0,0,0,-0.015645,-0.009846,0.000077,1,0,0,0,0,0,0,0.011919,-0.007321,-0.000043,1,0,0,0,0,0,0
0.200000,0.000347,0.013702,0.000003,1,0,0,0,0,0,0,-0.016978,-0.010685,0.000090,1,0,0,0,0,0,0,0.013433,-0.008235,-0.000055,1,0,0,0,0,0,0
0.210000,0.000374,0.015390,0.000003,1,0,0,0,0,0,0,-0.018313,-0.011526,0.000105,1,0,0,0,0,0,0,0.014965,-0.009159,-0.000068,1,0,0,0,0,0,0
0.220000,0.000401,0.017088,0.000004,1,0,0,0,0,0,0,-0.019646,-0.012365,0.000121,1,0,0,0,0,0,0,0.016490,-0.010080,-0.000082,1,0,0,0,0,0,0
0.230000,0.000428,0.018761,0.000005,1,0,0,0,0,0,0,-0.020975,-0.013202,0.000138,1,0,0,0,0,0,0,0.017971,-0.010976,-0.000098,1,0,0,0,0,0,0
0.240000,0.000455,0.020366,0.000005,1,0,0,0,0,0,0,-0.022299,-0.014034,0.000156,1,0,0,0,0,0,0,0.019385,-0.011832,-0.000114,1,0,0,0,0,0,0
0.250000,0.000481,0.021886,0.000006,1,0,0,0,0,0,0,-0.023612,-0.014858,0.000175,1,0,0,0,0,0,0,0.020741,-0.012654,-0.000130,1,0,0,0,0,0,0
0.260000,0.000506,0.023341,0.000007,1,0,0,0,0,0,0,-0.024902,-0.015669,0.000195,1,0,0,0,0,0,0,0.022047,-0.013447,-0.000147,1,0,0,0,0,0,0
0.270000,0.000531,0.024736,0.000007,1,0,0,0,0,0,0,-0.026155,-0.016456,0.000215,1,0,0,0,0,0,0,0.023310,-0.014212,-0.000164,1,0,0,0,0,0,0
0.280000,0.000555,0.026079,0.000008,1,0,0,0,0,0,0,-0.027352,-0.017209,0.000235,1,0,0,0,0,0,0,0.024531,-0.014952,-0.000182,1,0,0,0,0,0,0
0.290000,0.000578,0.027373,0.000009,1,0,0,0,0,0,0,-0.028485,-0.017922,0.000255,1,0,0,0,0,0,0,0.025710,-0.015666,-0.000200,1,0,0,0,0,0,0
0.300000,0.000600,0.028615,0.000009,1,0,0,0,0,0,0,-0.029546,-0.018592,0.000274,1,0,0,0,0,0,0,0.026839,-0.016350,-0.000218,1,0,0,0,0,0,0
0.310000,0.000620,0.029792,0.000010,1,0,0,0,0,0,0,-0.030527,-0.019212,0.000293,1,0,0,0,0,0,0,0.027900,-0.016993,-0.000236,1,0,0,0,0,0,0
0.320000,0.000640,0.030880,0.000011,1,0,0,0,0,0,0,-0.031412,-0.019775,0.000310,1,0,0,0,0,0,0,0.028871,-0.017584,-0.000253,1,0,0,0,0,0,0
0.330000,0.000659,0.031858,0.000011,1,0,0,0,0,0,0,-0.032179,-0.020266,0.000326,1,0,0,0,0,0,0,0.029739,-0.018113,-0.000268,1,0,0,0,0,0,0
0.340000,0.000677,0.032711,0.000012,1,0,0,0,0,0,0,-0.032819,-0.020682,0.000339,1,0,0,0,0,0,0,0.030492,-0.018575,-0.000282,1,0,0,0,0,0,0
0.350000,0.000693,0.033431,0.000012,1,0,0,0,0,0,0,-0.033328,-0.021018,0.000351,1,0,0,0,0,0,0,0.031126,-0.018966,-0.000294,1,0,0,0,0,0,0
0.360000,0.000709,0.034013,0.000013,1,0,0,0,0,0,0,-0.033707,-0.021276,0.000359,1,0,0,0,0,0,0,0.031634,-0.019282,-0.000304,1,0,0,0,0,0,0
0.370000,0.000722,0.034446,0.000013,1,0,0,0,0,0,0,-0.033954,-0.021454,0.000365,1,0,0,0,0,0,0,0.032002,-0.019516,-0.000312,1,0,0,0,0,0,0
0.380000,0.000735,0.034716,0.000013,1,0,0,0,0,0,0,-0.034068,-0.021551,0.000368,1,0,0,0,0,0,0,0.032222,-0.019663,-0.000316,1,0,0,0,0,0,0
0.390000,0.000747,0.034818,0.000013,1,0,0,0,0,0,0,-0.034054,-0.021571,0.000369,1,0,0,0,0,0,0,0.032293,-0.019721,-0.000318,1,0,0,0,0,0,0
