time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040000,1.760967,-0.877854,-0.000101,-1.526558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,0.228277,-0.109856,-0.000020,-0.200105,0.000000,0.000000,0.000000,0.000000,0.543618,0.130809,0.226684,-0.476471
0.060000,1.338598,-0.616964,-0.000167,-1.187939,0.220070,0.145976,-0.014401,-0.164056,0.240521,0.055423,0.096068,-0.213424
0.070000,1.525137,-0.669826,-0.000248,-1.370174,0.218877,0.140026,-0.013824,-0.167657,1.933833,0.423114,0.733628,-1.738526
0.080000,1.191565,-0.497809,-0.000237,-1.082596,0.244584,0.149662,-0.014789,-0.192883,0.572210,0.118621,0.205739,-0.520600
0.090000,1.934575,-0.769499,-0.000449,-1.774951,0.721654,0.420926,-0.042617,-0.584628,1.714007,0.335766,0.582567,-1.576610
0.100000,2.359954,-0.899198,-0.000610,-2.181932,0.575220,0.317820,-0.033400,-0.478281,2.342689,0.435467,0.755807,-2.174240
0.110000,2.498554,-0.920823,-0.000690,-2.322683,0.501638,0.260176,-0.028588,-0.427939,1.720143,0.306262,0.531703,-1.606980
0.120000,2.630550,-0.948066,-0.000751,-2.453765,1.868890,0.908072,-0.105720,-1.630024,2.462679,0.424630,0.737350,-2.311016
0.130000,2.882278,-1.025649,-0.000829,-2.693616,1.012391,0.463760,-0.058085,-0.898047,2.798355,0.473523,0.822330,-2.632554
0.140000,3.179959,-1.123690,-0.000907,-2.974804,0.942246,0.406212,-0.055118,-0.848399,2.775320,0.465830,0.808979,-2.613610
0.150000,3.023624,-1.061509,-0.000851,-2.831165,2.795662,1.133173,-0.167403,-2.550220,3.073893,0.514552,0.893556,-2.895793
0.160000,2.809129,-0.975329,-0.000784,-2.634376,1.753009,0.678027,-0.109241,-1.612881,3.437616,0.573697,0.996220,-3.239695
0.170000,2.638756,-0.899309,-0.000738,-2.480782,1.425550,0.530356,-0.093086,-1.319943,3.273591,0.541926,0.941034,-3.088230
0.180000,2.606343,-0.864589,-0.000736,-2.458762,2.858791,1.025583,-0.195841,-2.661300,3.017388,0.491788,0.853998,-2.851922
0.190000,2.595819,-0.831509,-0.000744,-2.459038,2.430776,0.845983,-0.175613,-2.272035,2.836542,0.451730,0.784495,-2.688210
