time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.221845,0.056799,0.098397,-0.190544
0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.736238,0.183318,0.317617,-0.638405
0.050000,0.228201,-0.109857,-0.000020,-0.200018,0.000000,0.000000,0.000000,0.000000,1.169382,0.281235,0.487360,-1.025105
0.060000,2.722794,-1.254376,-0.000340,-2.416640,0.000000,0.000000,0.000000,0.000000,1.483223,0.342804,0.594185,-1.315059
0.070000,0.561579,-0.246642,-0.000091,-0.504518,0.297782,0.153455,-0.052910,-0.249653,1.891816,0.419212,0.726801,-1.695579
0.080000,1.548013,-0.645638,-0.000310,-1.406946,0.186822,0.091484,-0.031558,-0.159804,2.223546,0.472930,0.820132,-2.011934
0.090000,2.314882,-0.917900,-0.000542,-2.125121,4.075026,1.877193,-0.648582,-3.558276,2.494699,0.511610,0.887408,-2.274705
0.100000,1.966879,-0.746089,-0.000514,-1.819880,0.648500,0.281411,-0.098521,-0.575894,2.574415,0.512589,0.889268,-2.360946
0.110000,2.127688,-0.779344,-0.000595,-1.979818,0.599795,0.243370,-0.086734,-0.541297,2.504643,0.487192,0.845327,-2.306795
0.120000,2.619066,-0.936767,-0.000759,-2.445807,2.265426,0.857250,-0.312790,-2.073509,2.410230,0.459421,0.797233,-2.227680
0.130000,2.966198,-1.046908,-0.000867,-2.775305,1.044045,0.372840,-0.140401,-0.965042,2.313754,0.431894,0.749548,-2.145951
0.140000,3.221823,-1.129718,-0.000933,-3.017263,1.494898,0.503936,-0.196704,-1.393584,2.228767,0.405768,0.704290,-2.075266
0.150000,3.186273,-1.111630,-0.000909,-2.986069,2.117457,0.682442,-0.277057,-1.985230,2.198296,0.387800,0.673201,-2.056433
0.160000,2.949475,-1.019996,-0.000832,-2.767492,1.509944,0.471230,-0.199283,-1.420619,2.199194,0.372923,0.647495,-2.068365
0.170000,2.739877,-0.932553,-0.000771,-2.576290,2.954290,0.897521,-0.395796,-2.786688,2.186245,0.353367,0.613678,-2.068380
0.180000,2.676498,-0.889236,-0.000758,-2.524460,2.227491,0.662862,-0.305273,-2.104552,2.148939,0.328418,0.570506,-2.045630
0.190000,2.666476,-0.858034,-0.000764,-2.524653,3.220679,0.936773,-0.451826,-3.048128,2.484228,0.356560,0.619584,-2.379153
