time,drone0_ax,drone0_ay,drone0_az,drone0_wx,drone0_wy,drone0_wz,drone1_ax,drone1_ay,drone1_az,drone1_wx,drone1_wy,drone1_wz,drone2_ax,drone2_ay,drone2_az,drone2_wx,drone2_wy,drone2_wz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,-0.055921,-0.131288,9.828147,-0.001265,-0.001656,-0.004724,-0.037445,0.042620,9.844970,-0.002566,0.009105,0.004860,0.056326,0.050867,9.882346,-0.000379,-0.007102,-0.000148
0.020000,0.154296,0.049287,9.729749,-0.012844,-0.001806,0.004105,0.099668,0.034340,9.776809,0.002321,-0.002952,0.011622,0.140479,0.105329,9.107522,0.001008,-0.008405,0.002975
0.030000,0.020228,-0.009108,9.835657,-0.007638,0.003968,-0.008204,-0.101471,0.013768,9.743222,0.003348,0.007253,-0.001574,0.069105,0.205479,8.982300,0.011202,-0.012692,0.004618
0.040000,0.098350,0.043656,9.770256,-0.003332,-0.008462,0.006105,0.049103,0.086471,9.771282,-0.004887,0.008932,-0.008113,0.070119,0.288544,8.838912,0.024342,-0.025308,-0.010904
0.050000,0.002791,0.021723,9.482353,0.004340,0.010839,0.009897,-0.082505,0.055084,9.846526,-0.004069,-0.009602,0.008296,0.183532,0.281132,8.761750,0.041281,-0.031004,0.007059
0.060000,-0.022681,0.095347,9.681760,0.001147,0.019877,0.001726,-0.023618,0.101944,9.789424,0.016151,-0.009545,0.002374,0.169607,0.312951,8.573227,0.047893,-0.023330,-0.002307
0.070000,-0.063724,0.090481,9.396780,-0.009424,0.036502,0.001589,0.030805,0.047705,9.874601,0.009906,-0.013611,0.003625,0.252813,0.377695,8.500014,0.076456,-0.046579,-0.010029
0.080000,-0.356991,0.073287,8.030212,-0.003630,0.044141,0.009847,0.018066,-0.080883,9.779403,0.003205,-0.013224,0.009020,0.296613,0.429502,8.834949,0.073948,-0.054347,0.005776
0.090000,-0.314807,0.125536,8.739411,0.005980,0.055332,0.000631,0.018167,-0.142891,9.967363,-0.003144,-0.014780,-0.000049,0.167159,0.375810,9.035360,0.088131,-0.062612,0.002863
0.100000,-0.263835,-0.028126,8.948060,0.004162,0.073510,-0.002657,0.307858,-0.301244,7.490362,-0.025709,-0.022279,0.001838,0.165553,0.382319,9.215288,0.111803,-0.067145,-0.000513
0.110000,-0.293882,0.018165,8.705528,-0.005259,0.089688,-0.005007,0.147499,-0.155131,9.779780,-0.037354,-0.035105,0.010523,0.185354,0.362619,9.397360,0.114443,-0.061547,0.006855
0.120000,-0.417804,0.010866,8.417873,0.008958,0.110998,-0.009778,0.169960,0.017781,10.028421,-0.043320,-0.043141,0.002803,0.206392,0.368119,9.625263,0.115766,-0.071445,0.009898
0.130000,-0.400301,0.024360,8.468681,0.013688,0.118159,-0.008182,0.129055,-0.174158,8.663627,-0.049892,-0.040147,-0.008709,0.161054,0.320769,9.775513,0.125186,-0.076091,0.002760
0.140000,-0.412658,0.028102,8.362568,0.003145,0.133184,-0.001855,0.076121,-0.128806,10.011208,-0.037374,-0.041041,-0.002231,0.103229,0.192370,9.920319,0.131696,-0.079080,0.004729
0.150000,-0.596984,-0.041278,8.734817,0.000559,0.134689,-0.004652,0.238048,-0.120336,8.381709,-0.052923,-0.054305,0.014827,0.185216,0.295077,10.033600,0.127726,-0.072160,-0.000121
0.160000,-0.386673,0.010043,9.300893,-0.005167,0.160320,0.003445,0.149001,-0.017519,9.756987,-0.052441,-0.050020,-0.003332,0.104255,0.299969,10.257141,0.124611,-0.084441,-0.007976
0.170000,-0.281839,0.096340,9.709981,0.001921,0.157921,-0.009118,0.330059,-0.267797,8.475504,-0.075971,-0.075691,0.003882,0.115213,0.241685,9.812935,0.141522,-0.088114,0.001844
0.180000,-0.323479,-0.019216,9.957561,0.015550,0.160995,0.007802,0.241852,-0.315671,8.997077,-0.089076,-0.085977,0.009563,0.145859,0.287815,9.611259,0.131225,-0.066806,0.008783
0.190000,-0.225767,-0.058002,10.021982,0.017477,0.172228,0.012156,0.332364,-0.347859,8.741503,-0.093578,-0.085580,0.002917,0.236149,0.354434,9.544446,0.132423,-0.088634,-0.006682
0.200000,-0.467071,-0.056447,10.138341,0.001376,0.158632,-0.007002,0.321059,-0.383268,8.599303,-0.092832,-0.101737,-0.005252,0.190473,0.371188,9.519358,0.143829,-0.090572,0.015526
0.210000,-0.302176,0.066780,10.588674,0.005975,0.155912,-0.001246,0.334555,-0.276000,8.790723,-0.116162,-0.095155,-0.005527,0.086350,0.255572,9.545884,0.145242,-0.085834,0.007137
0.220000,-0.389619,0.006651,10.882924,-0.001045,0.157621,0.009417,0.288384,-0.358444,8.406824,-0.120589,-0.106503,0.014933,0.188021,0.292563,9.392188,0.147799,-0.095033,-0.005742
0.230000,-0.254756,0.063287,10.949043,-0.000724,0.154226,0.007159,0.323631,-0.397585,9.120249,-0.126722,-0.112502,0.000613,0.171339,0.329173,9.441254,0.141257,-0.078661,0.009485
0.240000,-0.226485,0.027430,10.568008,0.003963,0.143735,0.007859,0.126912,-0.308258,9.796180,-0.124460,-0.100973,-0.002953,0.220330,0.329186,9.368597,0.137059,-0.077099,-0.006223
0.250000,-0.229735,-0.013912,10.291515,0.001639,0.137444,0.001521,0.139242,-0.340497,9.975028,-0.122384,-0.112703,0.000761,0.195842,0.223184,9.485699,0.134717,-0.087998,0.001542
0.260000,-0.267815,0.034230,10.183161,-0.005607,0.137048,0.001432,0.194386,-0.341624,10.375002,-0.129212,-0.109308,-0.000085,0.240960,0.301095,9.693193,0.139680,-0.088840,0.009457
0.270000,-0.327012,0.064509,9.916462,-0.001553,0.130833,-0.005565,0.055814,-0.247645,11.063577,-0.142163,-0.110965,-0.007247,0.161487,0.223240,10.034872,0.126487,-0.074525,0.004508
0.280000,-0.284321,-0.030066,9.629945,-0.007908,0.134168,-0.006700,0.169143,-0.149905,11.682248,-0.130161,-0.098851,0.003697,0.111429,0.188488,10.270437,0.125396,-0.071155,-0.009857
0.290000,-0.177149,0.066319,9.622922,-0.003299,0.123467,0.003070,0.193858,-0.158379,11.746669,-0.120717,-0.101682,0.010617,0.191691,0.357894,10.427175,0.125792,-0.069911,0.012808
0.300000,-0.165281,0.028855,9.921462,0.004790,0.121177,0.002084,0.088846,-0.242993,11.650080,-0.110637,-0.077247,0.001552,0.125629,0.350995,10.424621,0.123361,-0.060432,0.019502
0.310000,-0.307632,-0.050295,10.052318,0.016143,0.106131,0.003887,0.211334,-0.181963,11.583434,-0.103662,-0.078910,-0.007954,0.089388,0.299052,10.637149,0.102373,-0.062289,0.000229
0.320000,-0.220905,0.005817,10.385581,0.002082,0.106129,-0.013662,0.201265,-0.130372,11.402263,-0.097734,-0.068211,0.009253,0.039876,0.225388,11.013470,0.093175,-0.067949,0.016408
0.330000,-0.118891,0.088277,10.520266,0.002534,0.092425,0.014058,0.066051,-0.158631,11.002760,-0.087536,-0.062637,0.006492,0.111082,0.210050,11.302462,0.078422,-0.064636,-0.002004
