time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.657616,0.171779,0.297552,-0.560726
0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.146492,0.293604,0.508622,-0.984654
0.040000,1.072144,-0.534470,-0.000062,-0.929427,0.000000,0.000000,0.000000,0.000000,1.446646,0.360636,0.624830,-1.253920
0.050000,0.228316,-0.109861,-0.000020,-0.200147,0.000000,0.000000,0.000000,0.000000,1.738646,0.419472,0.726897,-1.522680
0.060000,1.113607,-0.513335,-0.000139,-0.988234,0.000000,0.000000,0.000000,0.000000,1.952528,0.454173,0.787192,-1.728127
0.070000,2.366488,-1.039484,-0.000385,-2.125967,0.351023,0.106046,-0.116719,-0.313605,2.042979,0.457447,0.793043,-1.826360
0.080000,1.098863,-0.459379,-0.000218,-0.998233,0.248112,0.070856,-0.078027,-0.224613,2.083597,0.449195,0.778916,-1.879598
0.090000,1.802651,-0.718271,-0.000417,-1.653372,0.216793,0.057815,-0.063707,-0.198992,2.096135,0.435659,0.755615,-1.906051
0.100000,2.308017,-0.882011,-0.000592,-2.132838,1.067345,0.265879,-0.293858,-0.991050,2.093068,0.420029,0.728666,-1.916652
0.110000,2.600172,-0.962402,-0.000712,-2.415508,0.684929,0.159591,-0.177365,-0.642028,2.082411,0.403872,0.700782,-1.918914
0.120000,2.800381,-1.014949,-0.000791,-2.609984,2.497920,0.544064,-0.609080,-2.360640,2.069377,0.387790,0.673010,-1.918071
0.130000,3.027535,-1.084430,-0.000860,-2.826655,1.104508,0.228934,-0.258761,-1.049081,2.057930,0.371975,0.645693,-1.918278
0.140000,3.161713,-1.125025,-0.000890,-2.954783,2.931975,0.582672,-0.665787,-2.795299,2.051439,0.356506,0.618969,-1.923066
0.150000,2.954086,-1.043825,-0.000821,-2.763522,1.743283,0.339068,-0.391968,-1.664461,2.052277,0.341374,0.592829,-1.934905
0.160000,2.730335,-0.953027,-0.000755,-2.558607,3.116134,0.598936,-0.700754,-2.976661,2.357476,0.373422,0.648643,-2.235511
0.170000,2.613378,-0.894026,-0.000725,-2.455700,2.285705,0.437822,-0.518709,-2.182590,2.723221,0.409184,0.710947,-2.596740
0.180000,2.605587,-0.866090,-0.000732,-2.457432,3.294485,0.628161,-0.754448,-3.144813,2.897083,0.412383,0.716701,-2.776575
0.190000,2.567613,-0.822618,-0.000734,-2.432270,3.211101,0.605227,-0.738535,-3.065850,3.021761,0.408011,0.709295,-2.908860
