time,rope0_mag,rope0_fx,rope0_fy,rope0_fz,rope1_mag,rope1_fx,rope1_fy,rope1_fz,rope2_mag,rope2_fx,rope2_fy,rope2_fz
0.000000,0.861210,-0.457271,-0.000000,-0.729785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,1.399715,-0.740289,-0.000005,-1.187928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,1.716241,-0.897478,-0.000025,-1.462879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030000,2.012483,-1.033458,-0.000065,-1.726862,0.000000,0.000000,0.000000,0.000000,4.468729,1.144214,1.982197,-3.838126
0.040000,2.324068,-1.165267,-0.000129,-2.010832,0.000000,0.000000,0.000000,0.000000,0.221560,0.055168,0.095585,-0.192116
0.050000,2.662046,-1.298043,-0.000217,-2.324129,0.000000,0.000000,0.000000,0.000000,0.787095,0.189142,0.327772,-0.690152
0.060000,2.884517,-1.365767,-0.000311,-2.540693,0.000000,0.000000,0.000000,0.000000,1.531803,0.353069,0.611989,-1.359130
0.070000,2.882829,-1.326112,-0.000381,-2.559712,0.327267,0.072013,-0.124962,-0.293773,1.914540,0.421803,0.731319,-1.718347
0.080000,2.738018,-1.225057,-0.000422,-2.448669,0.190259,0.039473,-0.068540,-0.173040,2.133521,0.449295,0.779193,-1.934659
0.090000,2.559113,-1.114102,-0.000443,-2.303874,3.224996,0.624818,-1.085755,-2.971757,2.344234,0.473739,0.821793,-2.143749
0.100000,2.473780,-1.046712,-0.000472,-2.241424,0.681639,0.124221,-0.216013,-0.634460,2.578751,0.503797,0.874116,-2.373197
0.110000,2.405114,-0.986579,-0.000499,-2.193453,3.422427,0.583500,-1.015501,-3.215788,2.837422,0.540819,0.938492,-2.622540
0.120000,1.943145,-0.769151,-0.000436,-1.784438,1.295477,0.209950,-0.365612,-1.224953,2.843765,0.533239,0.925420,-2.635574
0.130000,1.877933,-0.712703,-0.000454,-1.737437,3.035602,0.471342,-0.821227,-2.884146,2.689580,0.498137,0.864548,-2.497651
0.140000,2.203832,-0.796629,-0.000573,-2.054813,1.877508,0.284877,-0.496453,-1.788132,2.522637,0.460873,0.799917,-2.347643
0.150000,2.471126,-0.846337,-0.000687,-2.321675,3.081690,0.462789,-0.806513,-2.938057,2.396292,0.429486,0.745493,-2.236515
0.160000,2.669665,-0.863798,-0.000787,-2.526057,2.287067,0.344084,-0.599540,-2.180100,2.382486,0.415549,0.721382,-2.232301
0.170000,2.846147,-0.869919,-0.000882,-2.709944,3.222624,0.487218,-0.848748,-3.070432,2.370851,0.398749,0.692323,-2.232179
0.180000,3.016453,-0.873486,-0.000972,-2.887215,3.338336,0.505819,-0.880981,-3.180016,2.305680,0.370533,0.643463,-2.182847
0.190000,3.184510,-0.878495,-0.001054,-3.060939,3.427604,0.516434,-0.899385,-3.266936,2.167363,0.330024,0.573256,-2.063959
0.200000,3.359308,-0.889005,-0.001128,-3.239540,3.938177,0.584669,-1.018244,-3.759067,2.236465,0.320350,0.556610,-2.142274
0.210000,3.522511,-0.900360,-0.001187,-3.405501,3.714607,0.539622,-0.939899,-3.552985,2.567561,0.344427,0.598624,-2.472931
0.220000,3.664211,-0.909223,-0.001227,-3.549613,3.383423,0.479548,-0.835381,-3.243413,2.760597,0.346540,0.602479,-2.671671
0.230000,3.768894,-0.910268,-0.001246,-3.657318,3.251567,0.449911,-0.783831,-3.123440,2.984692,0.351303,0.610938,-2.900298
0.240000,3.808767,-0.895664,-0.001238,-3.701957,3.231456,0.437801,-0.762740,-3.109480,3.249575,0.359825,0.625926,-3.168356
0.250000,3.781210,-0.864807,-0.001205,-3.680985,3.037695,0.404247,-0.704214,-2.927158,3.524943,0.368247,0.640742,-3.446602
0.260000,3.692852,-0.820217,-0.001149,-3.600611,2.341052,0.306056,-0.533069,-2.258914,3.730467,0.367975,0.640441,-3.656613
0.270000,3.589560,-0.773287,-0.001084,-3.505277,1.599033,0.204496,-0.356103,-1.545406,3.778288,0.351365,0.611713,-3.711848
0.280000,3.572916,-0.745932,-0.001040,-3.494183,1.711724,0.212582,-0.370102,-1.657659,3.648893,0.319160,0.555826,-3.592160
0.290000,3.557949,-0.719579,-0.000990,-3.484424,1.853222,0.221431,-0.385418,-1.799126,3.471554,0.285328,0.497065,-3.423916
0.300000,3.453532,-0.676348,-0.000910,-3.386655,2.017171,0.229360,-0.399135,-1.963941,3.390610,0.262445,0.457319,-3.349360
0.310000,3.241358,-0.614280,-0.000800,-3.182619,2.342644,0.250382,-0.435653,-2.288120,3.379792,0.247893,0.432021,-3.342888
0.320000,3.034613,-0.556208,-0.000692,-2.983204,2.717435,0.269480,-0.468864,-2.663081,3.256247,0.228272,0.397813,-3.223784
0.330000,2.876023,-0.510146,-0.000597,-2.830417,2.925028,0.265805,-0.462519,-2.875972,2.855888,0.192752,0.335837,-2.829515
0.340000,2.745988,-0.472865,-0.000507,-2.704967,2.925789,0.241026,-0.419523,-2.885507,2.379664,0.155099,0.270124,-2.359190
0.350000,2.613449,-0.439873,-0.000418,-2.576165,2.831786,0.209545,-0.364890,-2.800350,2.046165,0.128554,0.223756,-2.029828
0.360000,2.464342,-0.409797,-0.000329,-2.430031,2.708027,0.178381,-0.310807,-2.684211,1.857268,0.111843,0.194506,-1.843666
0.370000,2.360312,-0.393443,-0.000249,-2.327289,2.601569,0.150841,-0.263008,-2.583842,1.835751,0.105139,0.182628,-1.823615
0.380000,2.304128,-0.391585,-0.000181,-2.270609,2.586602,0.129809,-0.226528,-2.573391,1.776817,0.095952,0.166388,-1.766405
0.390000,2.246490,-0.396168,-0.000121,-2.211282,2.505581,0.105942,-0.185079,-2.496489,1.985131,0.100280,0.173463,-1.974993
0.400000,2.200456,-0.409352,-0.000079,-2.162045,2.111866,0.071899,-0.125800,-2.106890,2.069003,0.097327,0.167728,-2.059896
0.410000,2.165938,-0.430824,-0.000061,-2.122659,1.603714,0.040622,-0.071255,-1.601616,2.063186,0.090566,0.155207,-2.055346
0.420000,2.103115,-0.451499,-0.000077,-2.054079,1.412108,0.022897,-0.040368,-1.411345,2.009704,0.083292,0.141587,-2.002979
0.430000,2.031789,-0.473157,-0.000138,-1.975928,1.376708,0.009510,-0.017066,-1.376569,1.949985,0.078065,0.131248,-1.943996
0.440000,2.185479,-0.552837,-0.000285,-2.114400,1.343095,-0.003240,0.005151,-1.343081,1.935005,0.077358,0.128287,-1.929197
0.450000,2.320504,-0.636940,-0.000550,-2.231378,1.278602,-0.014796,0.025325,-1.278266,1.849471,0.076819,0.125438,-1.843612
0.460000,2.439576,-0.724437,-0.000984,-2.329533,1.522276,-0.031004,0.053534,-1.521019,1.759348,0.078967,0.126938,-1.752985
0.470000,2.542042,-0.812700,-0.001648,-2.408629,1.689470,-0.048221,0.083588,-1.686712,1.944453,0.097602,0.154632,-1.935836
0.480000,2.620171,-0.895892,-0.002603,-2.462249,1.789869,-0.064113,0.111434,-1.785246,2.085966,0.120462,0.188467,-2.073939
0.490000,2.666322,-0.966960,-0.003893,-2.484803,1.838384,-0.077090,0.134314,-1.831849,2.220362,0.150665,0.233285,-2.202927
0.500000,2.678166,-1.020072,-0.005538,-2.476286,1.851596,-0.086407,0.150943,-1.843409,2.353009,0.190123,0.291916,-2.327078
0.510000,2.661230,-1.052770,-0.007539,-2.444128,1.842864,-0.091922,0.161085,-1.833508,2.488359,0.240950,0.367468,-2.449253
0.520000,2.627594,-1.066574,-0.009892,-2.401369,1.820699,-0.093812,0.165066,-1.810773,2.635046,0.306027,0.464187,-2.575722
0.530000,2.591816,-1.065775,-0.012611,-2.362515,1.791357,-0.092501,0.163637,-1.781468,2.799929,0.388549,0.586765,-2.710044
0.540000,2.568221,-1.055995,-0.015741,-2.341022,1.763183,-0.088715,0.158086,-1.753839,2.977129,0.489798,0.736967,-2.842583
0.550000,2.563863,-1.040669,-0.019332,-2.343081,1.750010,-0.083462,0.150220,-1.741552,3.138336,0.604827,0.907159,-2.942855
0.560000,2.569560,-1.017141,-0.023318,-2.359559,1.768665,-0.077645,0.141732,-1.761267,3.232373,0.717864,1.073488,-2.963197
0.570000,2.603237,-0.994092,-0.027855,-2.405795,1.806580,-0.070528,0.131408,-1.800414,3.201270,0.802498,1.196324,-2.858834
0.580000,2.647214,-0.966648,-0.032759,-2.464196,1.865209,-0.061836,0.118904,-1.860388,3.011827,0.832003,1.235963,-2.617492
0.590000,2.697003,-0.936127,-0.037897,-2.529042,1.940540,-0.050828,0.103073,-1.937134,2.904642,0.861877,1.275068,-2.463395
0.600000,2.750634,-0.905271,-0.043121,-2.597039,2.026627,-0.036482,0.082287,-2.024627,2.734587,0.849184,1.250065,-2.279076
0.610000,2.811578,-0.878455,-0.048342,-2.670384,2.132160,-0.017676,0.054916,-2.131379,2.414415,0.764698,1.118963,-1.998139
0.620000,2.887505,-0.860405,-0.053550,-2.755816,2.256572,0.007584,0.017835,-2.256489,2.027922,0.638991,0.928360,-1.685914
0.630000,2.987058,-0.854744,-0.058766,-2.861551,2.410182,0.042127,-0.033272,-2.409584,1.688851,0.516974,0.744818,-1.424851
0.640000,3.115226,-0.862733,-0.063932,-2.992697,2.586675,0.089628,-0.104277,-2.583017,1.475900,0.428866,0.611878,-1.272776
0.650000,3.268601,-0.882374,-0.068768,-3.146497,2.784480,0.154302,-0.201851,-2.772864,1.449537,0.390550,0.550882,-1.282637
0.660000,3.432596,-0.908206,-0.072692,-3.309470,2.990800,0.239640,-0.331683,-2.962675,1.700037,0.414095,0.576211,-1.544873
0.670000,3.582901,-0.932347,-0.074896,-3.458656,3.181070,0.345960,-0.494648,-3.123274,2.075009,0.444197,0.608057,-1.933551
0.680000,3.694375,-0.947552,-0.074647,-3.570011,3.325167,0.467933,-0.682858,-3.220479,2.374794,0.433822,0.582269,-2.261063
0.690000,3.754638,-0.951191,-0.071712,-3.631446,3.389607,0.592581,-0.876551,-3.220240,2.596389,0.394389,0.517283,-2.513585
0.700000,3.772863,-0.947263,-0.066547,-3.651405,3.344068,0.699968,-1.045140,-3.098470,2.644834,0.328918,0.420745,-2.590354
0.710000,3.775000,-0.944412,-0.060066,-3.654464,3.184566,0.771416,-1.159721,-2.863813,2.528416,0.257806,0.322140,-2.494524
0.720000,3.787958,-0.951388,-0.053199,-3.666151,3.077653,0.836354,-1.264155,-2.678502,2.522763,0.215615,0.265186,-2.499504
0.730000,3.825831,-0.973612,-0.046630,-3.699579,2.981330,0.883621,-1.341921,-2.511333,2.598719,0.195426,0.240281,-2.580197
0.740000,3.885588,-1.012309,-0.040851,-3.751181,2.618719,0.825455,-1.259351,-2.142510,2.679472,0.190406,0.238670,-2.662020
0.750000,3.955213,-1.066568,-0.036354,-3.808519,1.990854,0.652998,-1.001033,-1.592177,2.816464,0.204146,0.264565,-2.796570
0.760000,4.029754,-1.137432,-0.033732,-3.865750,1.350204,0.452400,-0.697094,-1.064164,3.014220,0.237191,0.318813,-2.987913
0.770000,4.118060,-1.229961,-0.033579,-3.929947,0.835786,0.281793,-0.436587,-0.654616,3.230724,0.286868,0.398008,-3.193255
0.780000,4.234771,-1.351226,-0.036317,-4.013248,0.497700,0.166812,-0.259928,-0.390277,3.396846,0.345748,0.491603,-3.343254
0.790000,4.384903,-1.504747,-0.042040,-4.118415,0.343339,0.113230,-0.177485,-0.271219,3.457666,0.402902,0.583384,-3.384197
0.800000,4.552412,-1.683562,-0.050316,-4.229367,0.417299,0.134149,-0.211574,-0.333735,3.419207,0.450546,0.661289,-3.324256
0.810000,4.700330,-1.865479,-0.059960,-4.313873,0.802104,0.248725,-0.394844,-0.652384,3.351377,0.490200,0.727013,-3.234638
0.820000,4.786486,-2.016624,-0.069109,-4.340380,1.121060,0.330922,-0.529092,-0.931304,3.336143,0.530070,0.792546,-3.196990
0.830000,4.790291,-2.106941,-0.075909,-4.301387,1.287698,0.356115,-0.573978,-1.096311,3.414098,0.576002,0.866662,-3.251643
0.840000,4.732811,-2.129185,-0.079508,-4.226080,1.669748,0.424715,-0.690945,-1.459544,3.568318,0.625096,0.944931,-3.383674
0.850000,4.666798,-2.101816,-0.080364,-4.165924,2.228881,0.510557,-0.839712,-2.000532,3.737518,0.666284,1.010288,-3.536159
0.860000,4.639758,-2.050936,-0.079521,-4.161093,2.703872,0.545102,-0.908038,-2.487821,3.850652,0.688238,1.045106,-3.641649
0.870000,4.664732,-1.992411,-0.077734,-4.217105,3.159971,0.547838,-0.925950,-2.971180,3.855359,0.686693,1.042731,-3.647597
0.880000,4.725766,-1.932593,-0.075362,-4.311875,3.440767,0.502552,-0.862780,-3.292708,3.785712,0.675326,1.024279,-3.581397
0.890000,4.804680,-1.878880,-0.072694,-4.421479,3.331238,0.404259,-0.704700,-3.230654,3.751237,0.680366,1.030149,-3.542270
0.900000,4.901283,-1.844095,-0.070059,-4.540592,2.879032,0.289379,-0.510991,-2.818505,3.858829,0.726457,1.098103,-3.627256
0.910000,5.026332,-1.839045,-0.067450,-4.677326,2.637139,0.222039,-0.395332,-2.597867,4.138707,0.825137,1.245745,-3.859555
0.920000,5.180210,-1.863049,-0.064148,-4.833167,2.433063,0.177888,-0.316827,-2.405779,4.484312,0.959087,1.446835,-4.134716
0.930000,5.341625,-1.901566,-0.058794,-4.991347,2.011423,0.136232,-0.240214,-1.992375,4.695373,1.077926,1.624821,-4.271365
0.940000,5.474168,-1.932091,-0.050057,-5.121624,1.607597,0.109028,-0.188733,-1.592752,4.649573,1.131496,1.703078,-4.175855
0.950000,5.545924,-1.935858,-0.037676,-5.196952,1.356064,0.098337,-0.166667,-1.342185,4.456701,1.125198,1.688935,-3.967823
0.960000,5.554761,-1.910691,-0.023158,-5.215754,1.217441,0.098300,-0.163507,-1.202400,4.317079,1.103201,1.648435,-3.834421
0.970000,5.537261,-1.874245,-0.009367,-5.210410,1.173971,0.107553,-0.176370,-1.155653,4.276490,1.080663,1.604039,-3.814130
0.980000,5.544531,-1.852504,0.000630,-5.225902,1.377965,0.143909,-0.233754,-1.350346,4.222980,1.036332,1.524465,-3.799419
0.990000,5.604550,-1.864357,0.004265,-5.285370,1.746555,0.207545,-0.335407,-1.701436,4.104331,0.969134,1.409832,-3.730776
1.000000,5.710672,-1.916798,-0.000303,-5.379373,2.102468,0.282084,-0.455367,-2.033086,3.752287,0.853605,1.226299,-3.441978
1.010000,5.606791,-1.931024,-0.013089,-5.263752,2.346833,0.349755,-0.565797,-2.250593,3.690461,0.817955,1.160350,-3.406471
1.020000,5.642617,-2.025877,-0.032539,-5.266298,2.440980,0.393955,-0.640076,-2.322388,4.290325,0.944399,1.325319,-3.969702
1.030000,5.718266,-2.161234,-0.056261,-5.293814,2.382963,0.403248,-0.658977,-2.254253,4.655618,1.040981,1.450283,-4.299745
1.040000,5.789540,-2.305928,-0.081020,-5.309888,2.248799,0.384920,-0.633273,-2.123182,4.616516,1.066715,1.481190,-4.240332
1.050000,5.808981,-2.417015,-0.103383,-5.281251,2.189387,0.365134,-0.605244,-2.072142,4.646199,1.113986,1.545994,-4.237464
1.060000,5.751997,-2.456317,-0.121130,-5.199741,2.383761,0.372314,-0.622333,-2.270771,4.533439,1.116444,1.550311,-4.111224
1.070000,5.697017,-2.436637,-0.135889,-5.147848,2.575650,0.360860,-0.608944,-2.476477,4.338157,1.076592,1.495287,-3.927426
1.080000,5.678645,-2.364701,-0.149983,-5.160689,3.118789,0.374976,-0.639636,-3.029374,4.318726,1.056765,1.465830,-3.922497
1.090000,5.663734,-2.231162,-0.164145,-5.203158,3.415791,0.338506,-0.584043,-3.348423,4.234068,1.002228,1.385010,-3.873579
1.100000,5.674584,-2.063270,-0.179894,-5.283130,3.335637,0.267397,-0.465762,-3.292117,4.058905,0.919293,1.261879,-3.746635
1.110000,5.664978,-1.872983,-0.195762,-5.342807,3.104078,0.205575,-0.359075,-3.076378,3.940359,0.855494,1.162985,-3.666337
1.120000,5.624378,-1.691268,-0.210366,-5.359943,2.913869,0.170501,-0.295063,-2.893873,4.008102,0.848195,1.139876,-3.747817
1.130000,5.474495,-1.523180,-0.219188,-5.253759,2.857071,0.162635,-0.275335,-2.839119,3.971040,0.842495,1.119807,-3.715561
1.140000,5.280188,-1.400571,-0.223209,-5.086154,2.781192,0.168495,-0.277285,-2.762200,3.944401,0.864924,1.140478,-3.675529
1.150000,5.100161,-1.332762,-0.224272,-4.917833,2.562215,0.173913,-0.278587,-2.541081,3.900297,0.904085,1.187980,-3.603283
1.160000,4.971294,-1.314271,-0.224108,-4.789179,1.893078,0.145715,-0.228224,-1.873613,3.995501,0.987910,1.299370,-3.646876
1.170000,4.878790,-1.326282,-0.222449,-4.689785,1.341298,0.116122,-0.178557,-1.324278,3.977322,1.044243,1.379378,-3.581335
1.180000,4.811550,-1.354663,-0.219180,-4.611709,1.318179,0.126340,-0.191339,-1.298084,3.936800,1.081786,1.437876,-3.501521
1.190000,4.787104,-1.397966,-0.215396,-4.573364,1.268100,0.132448,-0.198023,-1.245521,3.904738,1.100987,1.473430,-3.444388
1.200000,4.779366,-1.446245,-0.210086,-4.550448,1.222090,0.137288,-0.202979,-1.197270,3.833123,1.085484,1.461953,-3.373018
1.210000,4.747832,-1.486476,-0.201670,-4.504623,1.662441,0.198839,-0.291130,-1.624628,3.793875,1.056880,1.430465,-3.351158
1.220000,4.698138,-1.519948,-0.190788,-4.441380,1.973155,0.249710,-0.362608,-1.923409,3.746599,1.007622,1.367437,-3.339433
1.230000,4.648022,-1.552380,-0.178685,-4.377476,2.205341,0.295035,-0.425751,-2.143647,3.686555,0.941219,1.276988,-3.327776
1.240000,4.612268,-1.589249,-0.166444,-4.326615,2.294770,0.325889,-0.468611,-2.222649,3.572232,0.852197,1.152122,-3.272188
1.250000,4.558858,-1.620251,-0.153369,-4.258457,2.239668,0.339846,-0.488504,-2.159162,3.410323,0.747590,1.003887,-3.172322
1.260000,4.387035,-1.608679,-0.136683,-4.079159,2.124408,0.346191,-0.498970,-2.035753,3.337708,0.659209,0.876828,-3.152287
1.270000,4.185081,-1.584294,-0.119726,-3.871768,2.014724,0.352981,-0.511385,-1.916508,3.598015,0.624611,0.821493,-3.446842
1.280000,4.077043,-1.593527,-0.105681,-3.751237,1.986518,0.372875,-0.543932,-1.873861,3.737513,0.552450,0.718508,-3.625955
1.290000,4.035462,-1.626300,-0.092766,-3.692086,1.958551,0.390888,-0.574778,-1.831054,3.716758,0.449757,0.580557,-3.643483
1.300000,4.046100,-1.675170,-0.079732,-3.682170,1.771018,0.371824,-0.551479,-1.641378,3.566234,0.338050,0.437592,-3.523103
1.310000,4.034886,-1.704998,-0.064671,-3.656379,1.557542,0.339712,-0.508390,-1.432505,3.531758,0.251940,0.334724,-3.506822
1.320000,4.028729,-1.720804,-0.048329,-3.642410,1.585311,0.354348,-0.535175,-1.449564,3.386273,0.179374,0.255513,-3.371851
1.330000,4.011219,-1.710395,-0.031109,-3.628148,1.689360,0.381607,-0.581744,-1.539444,3.142905,0.130812,0.210775,-3.133100
1.340000,3.992751,-1.675277,-0.014113,-3.624267,1.881847,0.423529,-0.651878,-1.713776,2.931935,0.112361,0.206902,-2.922466
1.350000,3.977013,-1.617384,0.001604,-3.633276,2.113168,0.467251,-0.726392,-1.928603,2.731471,0.117149,0.232767,-2.719013
1.360000,3.950518,-1.535378,0.015108,-3.639914,2.352315,0.504642,-0.792776,-2.156439,2.634996,0.143020,0.287535,-2.615353
1.370000,3.854992,-1.415651,0.025394,-3.585562,2.514274,0.518613,-0.823654,-2.318234,2.757753,0.195128,0.384687,-2.723811
1.380000,3.621784,-1.247880,0.031461,-3.399871,2.511379,0.496302,-0.796992,-2.329273,2.981879,0.269385,0.516655,-2.924398
1.390000,3.358348,-1.083887,0.034360,-3.178445,2.350000,0.445996,-0.723958,-2.190770,3.108573,0.344248,0.643612,-3.021669
1.400000,3.355191,-1.019022,0.038216,-3.196473,2.214973,0.406345,-0.666176,-2.072969,3.120071,0.404169,0.740751,-3.003794
1.410000,3.455137,-0.998256,0.042672,-3.307512,2.198736,0.393316,-0.650366,-2.063193,3.034539,0.439433,0.794488,-2.895533
1.420000,3.517365,-0.982437,0.046760,-3.377053,2.127127,0.374338,-0.623221,-1.999034,2.930626,0.455814,0.817717,-2.777075
1.430000,3.555836,-0.978170,0.051045,-3.418267,1.903108,0.331536,-0.554751,-1.790016,2.901003,0.468617,0.838455,-2.737373
1.440000,3.577531,-0.986373,0.055740,-3.438413,1.560321,0.269567,-0.452679,-1.468679,2.793159,0.456019,0.817369,-2.631671
1.450000,3.583771,-1.003889,0.060635,-3.439759,1.356592,0.231885,-0.390388,-1.278346,2.493111,0.403123,0.726428,-2.350616
1.460000,3.577842,-1.026824,0.065247,-3.426708,1.474383,0.247968,-0.418232,-1.391905,2.297348,0.362800,0.659075,-2.170669
1.470000,3.560016,-1.050318,0.068872,-3.400854,1.645534,0.270150,-0.456264,-1.557763,2.424351,0.370783,0.680360,-2.297195
1.480000,3.536515,-1.072034,0.070916,-3.369370,1.848748,0.293344,-0.495952,-1.756659,2.576974,0.380331,0.705756,-2.449092
1.490000,3.525242,-1.094687,0.071167,-3.350213,2.055026,0.311627,-0.527296,-1.961626,2.752851,0.392469,0.736899,-2.623192
